"Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA07002962","AT1G67740","PSBY","photosystem II BY","-","-"
"BraA05001656","AT5G36220","CYP81D1","cytochrome p450 81d1","-","-"
"BraA07003368","AT1G70370","PG2","polygalacturonase 2","-","-"
"BraA04001647","AT2G22680","WAVH1","Zinc finger (C3HC4-type RING finger) family protein","-","-"
"BraA06000193","AT5G45950","AT5G45950","GDSL-like Lipase/Acylhydrolase superfamily protein","-","YES"
"BraA02002695","AT1G78630","emb1473","Ribosomal protein L13 family protein","-","-"
"BraA03001333","AT5G56850","AT5G56850","hypothetical protein","-","-"
"BraA07000830","AT3G23940","AT3G23940","dehydratase family","-","-"
"BraA07001929","AT2G28900","OEP16-1","outer plastid envelope protein 16-1","-","-"
"BraA02001377","AT5G56870","BGAL4","beta-galactosidase 4","-","-"
"BraA01002309","AT4G15396","CYP702A6","cytochrome P450, family 702, subfamily A, polypeptide 6","-","-"
"BraA05000709","AT2G45970","CYP86A8","cytochrome P450, family 86, subfamily A, polypeptide 8","-","-"
"BraA06004704","AT5G46250","LARP6a","RNA-binding protein","-","-"
"BraA03002236","AT2G40130","AT2G40130","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA06002654","AT3G46640","PCL1","Homeodomain-like superfamily protein","YES","YES"
"BraA03001587","AT5G52100","CRR1","Dihydrodipicolinate reductase, bacterial/plant","-","YES"
"BraA03000691","AT5G14910","AT5G14910","Heavy metal transport/detoxification superfamily protein","-","-"
"BraA07004166","AT1G15690","AVP1","Inorganic H pyrophosphatase family protein","-","YES"
"BraA06001229","AT1G08630","THA1","threonine aldolase 1","-","YES"
"BraA07000277","AT2G17972","AT2G17972","transmembrane protein","-","-"
"BraA09005529","AT3G62930","AT3G62930","Thioredoxin superfamily protein","-","-"
"BraA10002523","AT5G65360","AT5G65360","Histone superfamily protein","-","-"
"BraA08002407","AT4G37925","NdhM","subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex","-","-"
"BraA09000830","AT5G63180","AT5G63180","Pectin lyase-like superfamily protein","-","-"
"BraA08002858","AT1G27950","LTPG1","glycosylphosphatidylinositol-anchored lipid protein transfer 1","-","-"
"BraA02000920","AT5G19730","AT5G19730","Pectin lyase-like superfamily protein","-","-"
"BraA05000482","AT3G12440","AT3G12440","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","-","-"
"BraA03004456","AT2G05100","LHCB2.1","photosystem II light harvesting complex protein 2.1","-","-"
"BraA03003420","AT3G05590","RPL18","ribosomal protein L18","-","-"
"BraA03000886","AT5G18130","AT5G18130","transmembrane protein","-","-"
"BraA04001183","AT5G38530","TSBtype2","tryptophan synthase beta type 2","-","-"
"BraA09003522","AT1G32060","PRK","phosphoribulokinase","-","-"
"BraA01000042","AT4G39350","CESA2","cellulose synthase A2","-","-"
"BraA03005094","AT4G17740","AT4G17740","Peptidase S41 family protein","-","-"
"BraA03002393","AT2G43340","AT2G43340","hypothetical protein (DUF1685)","-","-"
"BraA07004197","AT1G79900","BAC2","Mitochondrial substrate carrier family protein","-","-"
"BraA04001419","AT5G41880","POLA3","DNA primase POLA3","-","-"
"BraA03003422","AT3G05625","AT3G05625","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA10000542","AT1G06800","PLA-I{gamma}1","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA06004124","AT3G29035","NAC3","NAC domain containing protein 3","YES","YES"
"BraA09006603","AT1G09340","CRB","chloroplast RNA binding protein","-","YES"
"BraA10001880","AT5G18840","AT5G18840","Major facilitator superfamily protein","-","-"
"BraA04002068","AT2G28570","AT2G28570","hypothetical protein","-","-"
"BraA01000940","AT4G28780","AT4G28780","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA06001363","AT1G10155","PP2-A10","phloem protein 2-A10","-","-"
"BraA06001356","AT1G10070","BCAT-2","branched-chain amino acid transaminase 2","-","-"
"BraA02000113","AT5G03610","AT5G03610","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA09005103","AT3G57520","SIP2","seed imbibition 2","-","-"
"BraA06002206","AT1G20340","DRT112","Cupredoxin superfamily protein","-","YES"
"BraA07001186","AT1G27300","AT1G27300","transmembrane protein","-","-"
"BraA05001455","AT2G31390","AT2G31390","pfkB-like carbohydrate kinase family protein","-","-"
"BraA08000435","AT1G48350","EMB3105","Ribosomal L18p/L5e family protein","-","-"
"BraA08000804","AT1G34060","AT1G34060","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","-","-"
"BraA04000177","AT2G28580","AT2G28580","transmembrane protein, putative (DUF247)","-","-"
"BraA10000226","AT1G03630","POR C","protochlorophyllide oxidoreductase C","-","YES"
"BraA01002402","AT3G51600","LTP5","lipid transfer protein 5","-","-"
"BraA08003548","AT1G12090","ELP","extensin-like protein","-","-"
"BraA10001774","AT5G20250","DIN10","Raffinose synthase family protein","-","-"
"BraA08002418","AT4G38060","AT4G38060","hypothetical protein","-","-"
"BraA09002485","AT2G02390","GSTZ1","glutathione S-transferase zeta 1","-","-"
"BraA04000504","AT3G55240","AT3G55240","Plant protein 1589 of unknown function","-","-"
"BraA07002263","AT3G61070","PEX11E","peroxin 11E","-","-"
"BraA02003270","AT5G47650","NUDT2","nudix hydrolase homolog 2","-","-"
"BraA07003894","AT1G76590","AT1G76590","PLATZ transcription factor family protein","-","-"
"BraA10002815","AT5G07990","TT7","Cytochrome P450 superfamily protein","-","-"
"BraA03001714","AT2G30540","AT2G30540","Thioredoxin superfamily protein","-","-"
"BraA05001640","AT5G37300","WSD1","O-acyltransferase (WSD1-like) family protein","-","-"
"BraA04003325","AT4G22100","BGLU3","beta glucosidase 2","-","-"
"BraA09000475","AT5G49360","BXL1","beta-xylosidase 1","-","-"
"BraA05000665","AT2G45400","BEN1","NAD(P)-binding Rossmann-fold superfamily protein","-","YES"
"BraA07003204","AT1G68440","AT1G68440","transmembrane protein","-","-"
"BraA03002830","AT4G09010","TL29","ascorbate peroxidase 4","-","-"
"BraA02000894","AT5G19370","AT5G19370","rhodanese-like domain-containing protein / PPIC-type PPIASE domain-containing protein","-","-"
"BraA02001942","AT1G67600","AT1G67600","Acid phosphatase/vanadium-dependent haloperoxidase-related protein","-","-"
"BraA07001373","AT1G23550","SRO2","similar to RCD one 2","-","-"
"BraA08003405","AT1G15380","GLYI4","Lactoylglutathione lyase / glyoxalase I family protein","-","-"
"BraA07001424","AT1G22640","MYB3","myb domain protein 3","YES","-"
"BraA05003740","AT3G13790","ATBFRUCT1","Glycosyl hydrolases family 32 protein","-","-"
"BraA01000924",NA,NA,NA,NA,NA
"BraA08003250","AT1G19150","Lhca6","PSI type II chlorophyll a/b-binding protein (Lhca2*1)","-","-"
"BraA06004133","AT5G48600","SMC3","structural maintenance of chromosome 3","-","YES"
"BraA01003545","AT5G15830","bZIP3","basic leucine-zipper 3","YES","-"
"BraA03002149","AT2G38780","AT2G38780","cytochrome C oxidase subunit","-","-"
"BraA05000283","AT2G41050","AT2G41050","PQ-loop repeat family protein / transmembrane family protein","-","-"
"BraA05001016","AT2G36750","UGT73C1","UDP-glucosyl transferase 73C1","-","-"
"BraA10001847","AT5G19220","APL1","ADP glucose pyrophosphorylase large subunit 1","-","-"
"BraA01004499","AT3G06740","GATA15","GATA transcription factor 15","YES","-"
"BraA06001196","AT3G50685","AT3G50685","anti-muellerian hormone type-2 receptor","-","-"
"BraA06001059","AT1G49010","AT1G49010","Duplicated homeodomain-like superfamily protein","YES","-"
"BraA07003288","AT1G69490","NAP","NAC-like, activated by AP3/PI","YES","YES"
"BraA04003235","AT2G45550","CYP76C4","cytochrome P450, family 76, subfamily C, polypeptide 4","-","-"
"BraA02000598","AT5G14570","NRT2.7","high affinity nitrate transporter 2.7","-","-"
"BraA09005152","AT3G58000","AT3G58000","VQ motif-containing protein","-","-"
"BraA08003292","AT1G18360","AT1G18360","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA10000147","AT3G05560","AT3G05560","Ribosomal L22e protein family","-","-"
"BraA03003037","AT4G03050","AOP3","2-oxoglutarate-dependent dioxygenase","-","-"
"BraA01000082","AT4G39800","MIPS1","myo-inositol-1-phosphate synthase 1","-","-"
"BraA06004315","AT3G26490","AT3G26490","Phototropic-responsive NPH3 family protein","-","-"
"BraA08002236","AT4G25140","OLEO1","oleosin 1","-","-"
"BraA03005976","AT4G30610","BRS1","alpha/beta-Hydrolases superfamily protein","-","YES"
"BraA02003025","AT4G04540","CRK39","cysteine-rich RLK (RECEPTOR-like protein kinase) 39","-","-"
"BraSca000119","AT1G61520","LHCA3","PSI type III chlorophyll a/b-binding protein","-","-"
"BraA10002871","AT5G08640","FLS1","flavonol synthase 1","-","-"
"BraA05000908","AT2G38080","IRX12","Laccase/Diphenol oxidase family protein","-","YES"
"BraA06001774","AT1G15820","LHCB6","light harvesting complex photosystem II subunit 6","-","YES"
"BraA01001535","AT4G23800","3xHMG-box2","HMG (high mobility group) box protein","-","-"
"BraA06001821","AT1G16410","CYP79F1","cytochrome p450 79f1","-","-"
"BraA07001074","AT1G29270","AT1G29270","transcription factor bHLH35-like protein","-","-"
"BraA05003945","AT3G11630","AT3G11630","Thioredoxin superfamily protein","-","-"
"BraA02003019","AT4G21980","APG8A","Ubiquitin-like superfamily protein","-","YES"
"BraA05002289","AT1G33811","AT1G33811","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA02000554","AT5G13800","PPH","pheophytinase","-","-"
"BraA03002992","AT4G04830","MSRB5","methionine sulfoxide reductase B5","-","-"
"BraA06002840","AT3G48270","CYP71A26","cytochrome P450, family 71, subfamily A, polypeptide 26","-","-"
"BraA03004246","AT3G21460","AT3G21460","Glutaredoxin family protein","-","-"
"BraA07000486","AT2G15960","AT2G15960","stress-induced protein","-","-"
"BraA09005792","AT2G22610","AT2G22610","Di-glucose binding protein with Kinesin motor domain-containing protein","-","-"
"BraA04001893","AT2G25625","AT2G25625","histone deacetylase-like protein","-","-"
"BraA08004013","AT1G02610","AT1G02610","RING/FYVE/PHD zinc finger superfamily protein","-","-"
"BraA10001975","AT5G17870","PSRP6","plastid-specific 50S ribosomal protein 6","-","-"
"BraA06004854","AT5G44030","CESA4","cellulose synthase A4","-","YES"
"BraA09004513","AT3G51000","AT3G51000","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA10001699","AT5G21105","AT5G21105","Plant L-ascorbate oxidase","-","-"
"BraA10003178","AT5G01490","CAX4","cation exchanger 4","-","-"
"BraA09003235","AT1G34630","AT1G34630","transmembrane protein","-","-"
"BraA06001719","AT1G15330","AT1G15330","Cystathionine beta-synthase (CBS) protein","-","-"
"BraA02001836","AT1G65560","AT1G65560","Zinc-binding dehydrogenase family protein","-","-"
"BraA03004879","AT3G51910","HSFA7A","heat shock transcription factor A7A","YES","-"
"BraA10002324","AT5G13140","AT5G13140","Pollen Ole e 1 allergen and extensin family protein","-","-"
"BraA06004702","AT5G46280","MCM3","Minichromosome maintenance (MCM2/3/5) family protein","-","YES"
"BraA06001445","AT1G60950","FED A","2Fe-2S ferredoxin-like superfamily protein","-","-"
"BraA09005049","AT3G56930","AT3G56930","DHHC-type zinc finger family protein","-","-"
"BraA05004568","AT3G03480","CHAT","acetyl CoA:(Z)-3-hexen-1-ol acetyltransferase","-","-"
"BraA02000559","AT5G13930","TT4","Chalcone and stilbene synthase family protein","-","YES"
"BraA07003960","AT1G77580","AT1G77580","filament-like protein (DUF869)","-","-"
"BraA10001129","AT5G55740","CRR21","Tetratricopeptide repeat (TPR)-like superfamily protein","-","YES"
"BraA02004236","AT5G23010","MAM1","methylthioalkylmalate synthase 1","-","YES"
"BraA01004719","AT3G02660","EMB2768","Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial","-","-"
"BraA07003764","AT1G75250","RL6","RAD-like 6","YES","-"
"BraA09002126","AT5G44020","AT5G44020","HAD superfamily, subfamily IIIB acid phosphatase","-","-"
"BraA02001173","AT5G59970","AT5G59970","Histone superfamily protein","-","-"
"BraA09006616","AT1G08920","ESL1","ERD (early response to dehydration) six-like 1","-","-"
"BraA06001524","AT1G12090","ELP","extensin-like protein","-","-"
"BraA06002605","AT3G47340","ASN1","glutamine-dependent asparagine synthase 1","-","YES"
"BraA02000089","AT5G03120","AT5G03120","transmembrane protein","-","-"
"BraA03004936","AT4G15610","AT4G15610","Uncharacterized protein family (UPF0497)","-","-"
"BraA05003485","AT3G16370","AT3G16370","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA06002126","AT1G19540","AT1G19540","NmrA-like negative transcriptional regulator family protein","-","-"
"BraA03000298","AT2G17360","AT2G17360","Ribosomal protein S4 (RPS4A) family protein","-","-"
"BraA03001652","AT5G51010","AT5G51010","Rubredoxin-like superfamily protein","-","-"
"BraA10002898","AT5G64260","EXL2","EXORDIUM like 2","-","YES"
"BraA03005404","AT4G22920","NYE1","non-yellowing 1","-","YES"
"BraA08000233","AT1G52030","MBP2","myrosinase-binding protein 2","-","-"
"BraA05004716","AT3G01500","CA1","carbonic anhydrase 1","-","-"
"BraA02004315","AT5G62140","AT5G62140","ATP-dependent Clp protease ATP-binding subunit","-","-"
"BraA08002898","AT5G13090","AT5G13090","hypothetical protein","-","-"
"BraA03003091","AT2G46450","CNGC12","cyclic nucleotide-gated channel 12","-","-"
"BraA02000315","AT5G09440","EXL4","EXORDIUM like 4","-","YES"
"BraSca000959","AT3G45010","scpl48","serine carboxypeptidase-like 48","-","-"
"BraA03004647","AT5G23010","MAM1","methylthioalkylmalate synthase 1","-","YES"
"BraA06002276","AT1G21000","AT1G21000","PLATZ transcription factor family protein","-","-"
"BraA02004226","AT5G23230","NIC2","nicotinamidase 2","-","-"
"BraA07002915","AT1G68590","PSRP3/1","Ribosomal protein PSRP-3/Ycf65","-","-"
"BraA02003644","AT3G26520","TIP2","tonoplast intrinsic protein 2","-","-"
"BraA05001417","AT2G31790","AT2G31790","UDP-Glycosyltransferase superfamily protein","-","-"
"BraA05003073","AT3G19710","BCAT4","branched-chain aminotransferase4","-","-"
"BraA01000181","AT4G36900","RAP2.10","related to AP2 10","YES","-"
"BraA01004611","AT3G04550","AT3G04550","rubisco accumulation factor-like protein","-","-"
"BraA04001952","AT2G26730","AT2G26730","Leucine-rich repeat protein kinase family protein","-","-"
"BraA09000250","AT4G03100","AT4G03100","Rho GTPase activating protein with PAK-box/P21-Rho-binding domain-containing protein","-","-"
"BraA09000352","AT3G28040","AT3G28040","Leucine-rich receptor-like protein kinase family protein","-","-"
"BraA07000956","AT1G31330","PSAF","photosystem I subunit F","-","YES"
"BraA08002502","AT4G38970","FBA2","fructose-bisphosphate aldolase 2","-","YES"
"BraA07000744","AT4G22100","BGLU3","beta glucosidase 2","-","-"
"BraA04001192","AT5G38710","AT5G38710","Methylenetetrahydrofolate reductase family protein","-","-"
"BraA08003205","AT1G20020","FNR2","ferredoxin-NADP[ ]-oxidoreductase 2","-","-"
"BraA08003977","AT1G03600","PSB27","photosystem II family protein","-","-"
"BraA09001586","AT1G64680","AT1G64680","beta-carotene isomerase D27","-","-"
"BraA07004147","AT1G80710","DRS1","DROUGHT SENSITIVE 1","-","-"
"BraA01001341","AT4G21870","AT4G21870","HSP20-like chaperones superfamily protein","-","-"
"BraA06004104","AT3G29320","PHS1","Glycosyl transferase, family 35","-","-"
"BraA07003741","AT1G75030","TLP-3","thaumatin-like protein 3","-","-"
"BraA09006042","AT1G18730","PnsB4","NDH dependent flow 6","-","-"
"BraA03005407",NA,NA,NA,NA,NA
"BraA09004628","AT3G52180","SEX4","dual specificity protein phosphatase (DsPTP1) family protein","-","YES"
"BraA07003231","AT1G68740","PHO1;H1","EXS (ERD1/XPR1/SYG1) family protein","-","-"
"BraA03001668","AT5G50740","AT5G50740","Heavy metal transport/detoxification superfamily protein","-","-"
"BraA01001783","AT4G26120","AT4G26120","Ankyrin repeat family protein / BTB/POZ domain-containing protein","-","-"
"BraA10002305","AT5G13320","PBS3","Auxin-responsive GH3 family protein","-","-"
"BraA03000261","AT5G06390","FLA17","FASCICLIN-like arabinogalactan protein 17 precursor","-","-"
"BraA08003947","AT1G04250","AXR3","AUX/IAA transcriptional regulator family protein","-","YES"
"BraA08000425","AT1G48480","RKL1","receptor-like kinase 1","-","-"
"BraA07003229","AT1G68725","AGP19","arabinogalactan protein 19","-","YES"
"BraA09005305","AT3G60140","DIN2","Glycosyl hydrolase superfamily protein","-","-"
"BraA03002938","AT4G12030","BAT5","bile acid transporter 5","-","-"
"BraA09004866","AT3G54920","PMR6","Pectin lyase-like superfamily protein","-","-"
"BraA06001476","AT1G80740","CMT1","chromomethylase 1","-","-"
"BraA08002463","AT4G39660","AGT2","alanine:glyoxylate aminotransferase 2","-","-"
"BraA02002763","AT1G79620","AT1G79620","Leucine-rich repeat protein kinase family protein","-","-"
"BraA07002218","AT3G59960","ASHH4","histone-lysine N-methyltransferase ASHH4","-","-"
"BraA03001319","AT5G57030","LUT2","Lycopene beta/epsilon cyclase protein","-","YES"
"BraA05001582","AT2G29740","UGT71C2","UDP-glucosyl transferase 71C2","-","-"
"BraA01001550","AT4G23920","UGE2","UDP-D-glucose/UDP-D-galactose 4-epimerase 2","-","-"
"BraA04002167","AT2G29670","AT2G29670","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA10002499","AT5G10650","AT5G10650","RING/U-box superfamily protein","-","-"
"BraA05000363","AT2G42190","AT2G42190","rho GTPase-activating gacO-like protein","-","-"
"BraA07003618","AT1G73480","AT1G73480","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA07002113","AT2G45170","ATG8E","AUTOPHAGY 8E","-","-"
"BraA10000980","AT5G54160","OMT1","O-methyltransferase 1","-","YES"
"BraA02001864","AT2G01918","PQL3","PsbQ-like 3","-","-"
"BraA06003067","AT5G62920","ARR6","response regulator 6","-","YES"
"BraA05001184","AT2G34430","LHB1B1","light-harvesting chlorophyll-protein complex II subunit B1","-","YES"
"BraA10000998","AT1G04870","PRMT10","protein arginine methyltransferase 10","-","-"
"BraA09005494","AT3G62590","AT3G62590","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA09001671","AT1G62540","FMO GS-OX2","flavin-monooxygenase glucosinolate S-oxygenase 2","-","-"
"BraA10002551","AT5G65207","AT5G65207","hypothetical protein","-","-"
"BraA06004929","AT5G42760","AT5G42760","Leucine carboxyl methyltransferase","-","-"
"BraA04000685","AT3G52960","AT3G52960","Thioredoxin superfamily protein","-","YES"
"BraA09000246","AT4G03070","AOP1","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","-","-"
"BraA01002476","AT3G50560","AT3G50560","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA06000665","AT1G55670","PSAG","photosystem I subunit G","-","-"
"BraA03004131","AT3G19100","AT3G19100","Protein kinase superfamily protein","-","-"
"BraA06002044","AT1G18710","MYB47","myb domain protein 47","YES","-"
"BraA02001476","AT3G02020","AK3","aspartate kinase 3","-","-"
"BraA09005814","AT2G22420","AT2G22420","Peroxidase superfamily protein","-","-"
"BraA04001706","AT2G23380","CLF","SET domain-containing protein","-","YES"
"BraA06001279","AT1G09340","CRB","chloroplast RNA binding protein","-","YES"
"BraA03004334","AT4G14320","AT4G14320","Zinc-binding ribosomal protein family protein","-","YES"
"BraA03000291","AT5G06860","PGIP1","polygalacturonase inhibiting protein 1","-","-"
"BraA09004969","AT3G56060","AT3G56060","Glucose-methanol-choline (GMC) oxidoreductase family protein","-","-"
"BraA04002598","AT2G35860","FLA16","FASCICLIN-like arabinogalactan protein 16 precursor","-","-"
"BraA05000348","AT2G41950","AT2G41950","DNA-directed RNA polymerase subunit beta","-","-"
"BraA03001284","AT5G57760","AT5G57760","hypothetical protein","-","YES"
"BraA10000522","AT1G06570","PDS1","4-hydroxyphenylpyruvate dioxygenase","-","-"
"BraA03005265","AT4G20780","CML42","calmodulin like 42","-","-"
"BraA06003559","AT5G23860","TUB8","tubulin beta 8","-","-"
"BraA09005452","AT3G62030","ROC4","rotamase CYP 4","-","YES"
"BraA09003624","AT1G31070","GlcNAc1pUT1","N-acetylglucosamine-1-phosphate uridylyltransferase 1","-","-"
"BraA03000717","AT5G15350","ENODL17","early nodulin-like protein 17","-","-"
"BraA08000220","AT1G52230","PSAH2","photosystem I subunit H2","-","-"
"BraA01000296","AT4G35770","SEN1","Rhodanese/Cell cycle control phosphatase superfamily protein","-","YES"
"BraA07001856","AT2G28110","FRA8","Exostosin family protein","-","-"
"BraA02002649","AT1G77760","NIA1","nitrate reductase 1","-","-"
"BraA09002036","AT5G65360","AT5G65360","Histone superfamily protein","-","-"
"BraA09004285",NA,NA,NA,NA,NA
"BraA08003163","AT1G21000","AT1G21000","PLATZ transcription factor family protein","-","-"
"BraA06002143","AT1G19770","PUP14","purine permease 14","-","-"
"BraA09004771","AT5G27700","AT5G27700","Ribosomal protein S21e","-","-"
"BraA02001686","AT5G52300","LTI65","CAP160 protein","-","YES"
"BraA02003018","AT4G04640","ATPC1","ATPase, F1 complex, gamma subunit protein","-","YES"
"BraA05001226","AT2G33830","AT2G33830","Dormancy/auxin associated family protein","-","-"
"BraA06003015","AT5G62480","GSTU9","glutathione S-transferase tau 9","-","-"
"BraA07002254","AT4G00100","RPS13A","ribosomal protein S13A","-","YES"
"BraA09000618","AT5G25770","AT5G25770","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA09005649","AT3G63520","CCD1","carotenoid cleavage dioxygenase 1","-","-"
"BraA07001841","AT2G27830","AT2G27830","hypothetical protein","-","-"
"BraA05000306","AT2G41450","AT2G41450","N-acetyltransferase","-","-"
"BraA02000913","AT5G19600","SULTR3;5","sulfate transporter 3;5","-","-"
"BraA03003408","AT3G05290","PNC1","peroxisomal adenine nucleotide carrier 1","-","-"
"BraA03005660","AT4G26260","MIOX4","myo-inositol oxygenase 4","-","-"
"BraA06003644","AT5G24660","LSU2","response to low sulfur 2","-","-"
"BraA10002126","AT5G15890","TBL21","TRICHOME BIREFRINGENCE-LIKE 21","-","-"
"BraA01003619","AT3G19390","AT3G19390","Granulin repeat cysteine protease family protein","-","-"
"BraA06000573",NA,NA,NA,NA,NA
"BraA08001010","AT5G40690","AT5G40690","histone-lysine N-methyltransferase trithorax-like protein","-","-"
"BraA03006405","AT4G35920","MCA1","PLAC8 family protein","-","-"
"BraA09005538","AT3G63010","GID1B","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA03004557","AT2G15960","AT2G15960","stress-induced protein","-","-"
"BraA03006533","AT4G37740","GRF2","growth-regulating factor 2","YES","YES"
"BraA06000759","AT1G53520","FAP3","Chalcone-flavanone isomerase family protein","-","-"
"BraA10000784","AT5G51810","GA20OX2","gibberellin 20 oxidase 2","-","YES"
"BraA01000022","AT4G38950","AT4G38950","ATP binding microtubule motor family protein","-","-"
"BraA10002536","AT5G10250","DOT3","Phototropic-responsive NPH3 family protein","-","YES"
"BraA07001065","AT1G29470","AT1G29470","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA03005500","AT4G24040","TRE1","trehalase 1","-","-"
"BraA08002396","AT4G37770","ACS8","1-amino-cyclopropane-1-carboxylate synthase 8","-","-"
"BraA09001677","AT1G62480","AT1G62480","Vacuolar calcium-binding protein-like protein","-","-"
"BraA08001994","AT4G29410","AT4G29410","Ribosomal L28e protein family","-","-"
"BraA01004625","AT3G04060","NAC046","NAC domain containing protein 46","YES","-"
"BraA03002933","AT4G11910","AT4G11910","STAY-GREEN-like protein","-","YES"
"BraA08002512","AT4G38770","PRP4","proline-rich protein 4","-","-"
"BraA05002429","AT1G32060","PRK","phosphoribulokinase","-","-"
"BraA07001861","AT2G28160","FRU","FER-like regulator of iron uptake","YES","YES"
"BraA09004991","AT3G56290","AT3G56290","potassium transporter","-","-"
"BraA03000103","AT5G02890","AT5G02890","HXXXD-type acyl-transferase family protein","-","-"
"BraA06001401","AT1G10522","PRIN2","Serine/Threonine-kinase","-","-"
"BraA02003023","AT4G04540","CRK39","cysteine-rich RLK (RECEPTOR-like protein kinase) 39","-","-"
"BraA01000426","AT4G34260","FUC95A","1,2-alpha-L-fucosidase","-","-"
"BraA06001570","AT1G13740","AFP2","ABI five binding protein 2","-","YES"
"BraA02004534","AT5G66700","HB53","homeobox 53","YES","-"
"BraA09004733","AT3G53460","CP29","chloroplast RNA-binding protein 29","-","-"
"BraA09005912","AT2G20960","pEARLI4","phospholipase-like protein (PEARLI 4) family protein","-","-"
"BraA04001279","AT5G39610","NAC6","NAC domain containing protein 6","YES","YES"
"BraA03004166","AT3G19710","BCAT4","branched-chain aminotransferase4","-","-"
"BraA03001331","AT5G56870","BGAL4","beta-galactosidase 4","-","-"
"BraA09001387","AT1G63245","CLE14","CLAVATA3/ESR-RELATED 14","-","-"
"BraA09000389","AT3G29035","NAC3","NAC domain containing protein 3","YES","YES"
"BraA09000126","AT4G01550","NAC069","NAC domain containing protein 69","YES","-"
"BraA09006962","AT1G02470","AT1G02470","Polyketide cyclase/dehydrase and lipid transport superfamily protein","-","-"
"BraA07001049","AT1G29640","AT1G29640","senescence regulator (Protein of unknown function, DUF584)","-","-"
"BraA09001123","AT4G34950","AT4G34950","Major facilitator superfamily protein","-","-"
"BraA01002184","AT4G16563","AT4G16563","Eukaryotic aspartyl protease family protein","-","-"
"BraA06001224","AT1G08560","SYP111","syntaxin of plants 111","-","YES"
"BraA04001203","AT5G38865","#N/A","#N/A","-","-"
"BraA03004642","AT5G23060","CaS","calcium sensing receptor","-","-"
"BraA02001246","AT3G01400","AT3G01400","ARM repeat superfamily protein","-","-"
"BraA03000791","AT5G16390","CAC1","chloroplastic acetylcoenzyme A carboxylase 1","-","YES"
"BraA05000316","AT2G41640","AT2G41640","Glycosyltransferase family 61 protein","-","-"
"BraA03001042","AT5G20790","AT5G20790","transmembrane protein","-","-"
"BraA10001625","AT5G22500","FAR1","fatty acid reductase 1","-","-"
"BraA07000091","AT2G19810","OZF1","CCCH-type zinc finger family protein","YES","YES"
"BraA06002315","AT1G21440","AT1G21440","Phosphoenolpyruvate carboxylase family protein","-","-"
"BraA09005543","AT3G63110","IPT3","isopentenyltransferase 3","-","-"
"BraA09001053","AT2G10940","AT2G10940","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA06004353","AT3G25920","RPL15","ribosomal protein L15","-","-"
"BraA09006703","AT1G07370","PCNA1","proliferating cellular nuclear antigen 1","-","YES"
"BraA07001479","AT1G21920","AT1G21920","Histone H3 K4-specific methyltransferase SET7/9 family protein","-","-"
"BraA03000599","AT5G13330","Rap2.6L","related to AP2 6l","YES","-"
"BraA05001539","AT2G30250","WRKY25","WRKY DNA-binding protein 25","YES","-"
"BraA02003940","AT5G49215","AT5G49215","Pectin lyase-like superfamily protein","-","-"
"BraA02000885","AT5G19260","FAF3","FANTASTIC four-like protein (DUF3049)","-","-"
"BraA01002280","AT4G15680","AT4G15680","Thioredoxin superfamily protein","-","-"
"BraA03004531","AT2G15020","AT2G15020","hypothetical protein","-","-"
"BraA10002112","AT5G16080","CXE17","carboxyesterase 17","-","-"
"BraA01001223","AT4G20320","AT4G20320","CTP synthase family protein","-","-"
"BraA05004062","AT3G10260","AT3G10260","Reticulon family protein","-","-"
"BraA01003362","AT3G22840","ELIP1","Chlorophyll A-B binding family protein","-","YES"
"BraA01004142","AT3G13310","AT3G13310","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA06001418","AT1G10640","AT1G10640","Pectin lyase-like superfamily protein","-","-"
"BraA09001097",NA,NA,NA,NA,NA
"BraA05003613","AT3G14990","DJ1A","Class I glutamine amidotransferase-like superfamily protein","-","-"
