Gene_ID	A._thaliana_best_hit	Symbol	Description	TF	Leaf_development
BraA01003544	AT3G20250	PUM5	pumilio 5	-	-
BraA01003543	AT3G22880	DMC1	DNA repair (Rad51) family protein	-	YES
BraA01003542	AT3G20290	EHD1	EPS15 homology domain 1	-	-
BraA01003541	AT3G20300	AT3G20300	extracellular ligand-gated ion channel protein (DUF3537)	-	-
BraA01003540	AT3G20320	ABCI15	trigalactosyldiacylglycerol2	-	-
BraA01003539	AT3G20330	PYRB	PYRIMIDINE B	-	-
BraA01003538	AT3G20340	AT3G20340	protein expression protein	-	-
BraA01003537	AT3G20390	AT3G20390	endoribonuclease L-PSP family protein	-	-
BraA01003536	AT3G20390	AT3G20390	endoribonuclease L-PSP family protein	-	-
BraA01003535	AT3G42170	DAYSLEEPER	BED zinc finger and hAT dimerization domain-containing protein DAYSLEEPER	-	-
BraA01003615	AT3G24255	AT3G24255	RNA-directed DNA polymerase (reverse transcriptase)-related family protein	-	-
BraA01003534	AT2G06105	#N/A	#N/A	-	-
BraA01003533	AT3G20530	AT3G20530	Protein kinase superfamily protein	-	-
BraA01003532	AT3G20557	AT3G20557	hypothetical protein	-	-
BraA01003531	AT3G20570	ENODL9	early nodulin-like protein 9	-	-
BraA01003530	AT3G20580	COBL10	COBRA-like protein 10 precursor	-	-
BraA01003529	AT3G20600	NDR1	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	-	-
BraA01003528	AT3G20640	AT3G20640	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	YES	-
BraA01003527	AT2G07760	AT2G07760	Zinc knuckle (CCHC-type) family protein	-	-
BraA01003526	AT2G07760	AT2G07760	Zinc knuckle (CCHC-type) family protein	-	-
BraA01003525	AT3G20650	AT3G20650	mRNA capping enzyme family protein	-	-
BraA04001325	AT5G40200	DEG9	DegP protease 9	-	-
BraA04001316	AT4G02850	AT4G02850	phenazine biosynthesis PhzC/PhzF family protein	-	-
BraA04001226	AT5G39250	AT5G39250	F-box family protein	-	-
BraA04001225	AT2G25970	AT2G25970	KH domain-containing protein	-	-
BraA04001224	AT5G55230	MAP65-1	microtubule-associated proteins 65-1	-	-
BraA04001223	AT5G28720	AT5G28720	hypothetical protein	-	-
BraA04001222	AT5G39240	AT5G39240	transcription factor UPBEAT-like protein	-	-
BraA04001221	AT5G39220	AT5G39220	alpha/beta-Hydrolases superfamily protein	-	-
BraA04001220	AT5G20710	BGAL7	beta-galactosidase 7	-	-
BraA04001219	ATMG00300	ORF145A	Gag-Pol-related retrotransposon family protein	-	-
BraA04001218	AT4G02390	PARP2	poly(ADP-ribose) polymerase	-	YES
BraA04001217	AT5G39100	GLP6	germin-like protein 6	-	-
BraA04001315	AT1G28440	HSL1	HAESA-like 1	-	-
BraA04001216	AT5G28823	AT5G28823	hypothetical protein	-	-
BraA04001215	AT5G39050	PMAT1	HXXXD-type acyl-transferase family protein	-	-
BraA04001214	AT4G12040	SAP7	A20/AN1-like zinc finger family protein	-	-
BraA04001213	AT5G39040	ABCB27	transporter associated with antigen processing protein 2	-	-
BraA04001212	AT5G39000	AT5G39000	Malectin/receptor-like protein kinase family protein	-	-
BraA04001211	AT5G39000	AT5G39000	Malectin/receptor-like protein kinase family protein	-	-
BraA04001210	AT4G14140	DMT2	DNA methyltransferase 2	-	-
BraA04001209	AT5G66450	LPPepsilon2	Phosphatidic acid phosphatase (PAP2) family protein	-	-
BraA04001208	AT3G60820	PBF1	N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein	-	-
BraA04001207	AT5G38980	AT5G38980	transmembrane protein	-	-
BraA04001314	AT3G28500	AT3G28500	60S acidic ribosomal protein family	-	-
BraA04001206	AT4G14820	AT4G14820	Pentatricopeptide repeat (PPR) superfamily protein	-	-
BraA04001205	AT5G38895	AT5G38895	RING/U-box superfamily protein	-	-
BraA04001204	AT1G05520	AT1G05520	Sec23/Sec24 protein transport family protein	-	-
BraA04001203	AT5G38865	#N/A	#N/A	-	-
BraA04001202	AT5G38840	AT5G38840	SMAD/FHA domain-containing protein	-	-
BraA04001201	AT3G59070	AT3G59070	Cytochrome b561/ferric reductase transmembrane with DOMON related domain-containing protein	-	-
BraA04001200	AT5G38830	AT5G38830	Cysteinyl-tRNA synthetase, class Ia family protein	-	-
BraA04001199	AT5G38830	AT5G38830	Cysteinyl-tRNA synthetase, class Ia family protein	-	-
BraA04001198	AT5G38820	AT5G38820	Transmembrane amino acid transporter family protein	-	-
BraA04001197	AT5G38820	AT5G38820	Transmembrane amino acid transporter family protein	-	-
BraA04001313	AT5G40000	AT5G40000	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
BraA04001196	AT5G38790	AT5G38790	hypothetical protein	-	-
BraA04001195	AT5G38770	GDU7	glutamine dumper 7	-	-
BraA04001194	AT5G38730	AT5G38730	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
BraA04001193	AT5G38720	AT5G38720	ribosomal RNA-processing 7 protein	-	-
BraA04001192	AT5G38710	AT5G38710	Methylenetetrahydrofolate reductase family protein	-	-
BraA04001191	AT3G06570	AT3G06570	Galactose oxidase/kelch repeat superfamily protein	-	-
BraA04001190	AT5G67150	AT5G67150	HXXXD-type acyl-transferase family protein	-	-
BraA04001189	AT1G26220	AT1G26220	Acyl-CoA N-acyltransferases (NAT) superfamily protein	-	-
BraA04001188	AT4G32200	ASY2	DNA-binding HORMA family protein	-	-
BraA04001187	AT5G38640	AT5G38640	NagB/RpiA/CoA transferase-like superfamily protein	-	-
BraA04001312	AT5G39990	AT5G39990	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein	-	-
BraA04001186	AT5G38630	CYB-1	cytochrome B561-1	-	-
BraA04001185	AT2G17280	AT2G17280	Phosphoglycerate mutase family protein	-	-
BraA04001184	AT5G38560	PERK8	Protein kinase superfamily protein	-	-
BraA04001183	AT5G38530	TSBtype2	tryptophan synthase beta type 2	-	-
BraA04001182	AT4G17500	ERF-1	ethylene responsive element binding factor 1	YES	-
BraA04001181	AT3G27750	EMB3123	PPR containing protein	-	-
BraA04001180	AT5G38510	AT5G38510	Rhomboid-related intramembrane serine protease family protein	-	-
BraA04001179	AT5G38510	AT5G38510	Rhomboid-related intramembrane serine protease family protein	-	-
BraA04001178	AT5G38480	GRF3	general regulatory factor 3	-	YES
BraA04001177	AT5G38470	RAD23D	Rad23 UV excision repair protein family	-	-
BraA04001311	AT5G39960	AT5G39960	GTP-binding protein	-	-
BraA04001176	AT5G38460	AT5G38460	ALG6, ALG8 glycosyltransferase family	-	-
BraA04001175	AT5G38450	CYP735A1	cytochrome P450, family 735, subfamily A, polypeptide 1	-	-
BraA04001174	AT5G19270	AT5G19270	reverse transcriptase-like protein	-	-
BraA04001173	AT5G38430	RBCS1B	Ribulose bisphosphate carboxylase (small chain) family protein	-	YES
BraA04001172	AT5G38380	AT5G38380	zinc transporter	-	-
BraA04001171	AT2G07240	AT2G07240	cysteine-type peptidase	-	-
BraA04001170	AT1G06740	MUG3	MuDR family transposase	-	-
BraA04001169	AT5G41880	POLA3	DNA primase POLA3	-	-
BraA04001168	AT2G07240	AT2G07240	cysteine-type peptidase	-	-
BraA04001167	AT5G38430	RBCS1B	Ribulose bisphosphate carboxylase (small chain) family protein	-	YES
BraA04001310	AT5G39940	AT5G39940	FAD/NAD(P)-binding oxidoreductase family protein	-	-
BraA04001166	AT1G60360	AT1G60360	RING/U-box superfamily protein	-	-
BraA04001165	AT2G25720	AT2G25720	hypothetical protein	-	-
BraA04001164	AT3G08940	LHCB4.2	light harvesting complex photosystem II	-	YES
BraA04001163	AT5G38320	AT5G38320	hypothetical protein	-	-
BraA04001162	AT4G38950	AT4G38950	ATP binding microtubule motor family protein	-	-
BraA04001161	AT5G38310	AT5G38310	hypothetical protein	-	-
BraA04001160	AT5G38300	AT5G38300	homeobox Hox-B3-like protein	-	-
BraA04001159	AT5G52280	AT5G52280	Myosin heavy chain-related protein	-	-
BraA04001158	AT4G05150	AT4G05150	Octicosapeptide/Phox/Bem1p family protein	-	-
BraA04001157	AT5G38130	AT5G38130	HXXXD-type acyl-transferase family protein	-	-
BraA04001309	AT5G39910	AT5G39910	Pectin lyase-like superfamily protein	-	-
BraA04001156	AT5G38210	AT5G38210	Protein kinase family protein	-	-
BraA04001155	AT5G38200	AT5G38200	Class I glutamine amidotransferase-like superfamily protein	-	-
BraA04001154	AT3G13490	OVA5	Lysyl-tRNA synthetase, class II	-	-
BraA04001153	AT3G13490	OVA5	Lysyl-tRNA synthetase, class II	-	-
BraA04001152	AT5G38195	AT5G38195	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	-	-
BraA04001151	AT5G45570	AT5G45570	Ulp1 protease family protein	-	-
BraA04001150	AT5G45570	AT5G45570	Ulp1 protease family protein	-	-
BraA04001149	AT1G31150	AT1G31150	K-box region protein (DUF1985)	-	-
BraA04001148	AT5G38150	PMI15	PLASTID MOVEMENT IMPAIRED protein (DUF827)	-	-
BraA04001147	AT4G35500	AT4G35500	Protein kinase superfamily protein	-	-
BraA04001308	AT2G39660	BIK1	botrytis-induced kinase1	-	-
BraA04001146	AT1G55920	SERAT2;1	serine acetyltransferase 2;1	-	-
BraA04001145	AT5G56930	EMB1789	CCCH-type zinc finger family protein	-	-
BraA04001144	AT5G10550	GTE2	global transcription factor group E2	-	-
BraA04001143	AT5G10550	GTE2	global transcription factor group E2	-	-
BraA04001142	AT5G10550	GTE2	global transcription factor group E2	-	-
BraA04001141	AT2G45620	AT2G45620	Nucleotidyltransferase family protein	-	-
BraA04001140	AT2G39730	RCA	rubisco activase	-	YES
BraA04001139	AT3G28330	AT3G28330	F-box family protein-like protein	-	-
BraA04001138	AT5G37890	AT5G37890	Protein with RING/U-box and TRAF-like domain	-	-
BraA04001137	AT5G37860	AT5G37860	Heavy metal transport/detoxification superfamily protein	-	-
BraA04001307	AT5G39810	AGL98	AGAMOUS-like 98	YES	-
BraA04001136	AT5G37850	SOS4	pfkB-like carbohydrate kinase family protein	-	YES
BraA04001135	AT5G37870	AT5G37870	Protein with RING/U-box and TRAF-like domain	-	-
BraA04001134	AT5G37860	AT5G37860	Heavy metal transport/detoxification superfamily protein	-	-
BraA04001133	AT5G37850	SOS4	pfkB-like carbohydrate kinase family protein	-	YES
BraA04001131	AT5G37840	AT5G37840	plastid movement impaired protein	-	-
BraA04001130	AT5G37840	AT5G37840	plastid movement impaired protein	-	-
BraA04001129	AT2G17870	CSP3	cold shock domain protein 3	-	YES
BraA04001128	AT5G37890	AT5G37890	Protein with RING/U-box and TRAF-like domain	-	-
BraA04001127	AT5G37810	NIP4;1	NOD26-like intrinsic protein 4;1	-	-
BraA04001324	AT2G22980	SCPL13	serine carboxypeptidase-like 13	-	-
BraA04001306	AT2G28910	CXIP4	CAX interacting protein 4	-	-
BraA04001126	AT5G37790	AT5G37790	Protein kinase superfamily protein	-	-
BraA04001125	AT5G37740	AT5G37740	Calcium-dependent lipid-binding (CaLB domain) family protein	-	-
BraA04001124	AT5G37740	AT5G37740	Calcium-dependent lipid-binding (CaLB domain) family protein	-	-
BraA04001123	AT5G37730	AT5G37730	hypothetical protein	-	-
BraA04001122	AT5G37720	ALY4	ALWAYS EARLY 4	-	-
BraA04001121	AT5G37710	AT5G37710	alpha/beta-Hydrolases superfamily protein	-	-
BraA04001119	AT5G37680	ARLA1A	ADP-ribosylation factor-like A1A	-	-
BraA04001118	AT5G37670	AT5G37670	HSP20-like chaperones superfamily protein	-	-
BraA04001117	AT1G22050	MUB6	membrane-anchored ubiquitin-fold protein 6 precursor	-	-
BraA04001305	AT5G39890	AT5G39890	2-aminoethanethiol dioxygenase, putative (DUF1637)	-	-
BraA04001116	AT1G22050	MUB6	membrane-anchored ubiquitin-fold protein 6 precursor	-	-
BraA04001115	AT5G37200	AT5G37200	RING/U-box superfamily protein	-	-
BraA04001114	AT4G23160	CRK8	cysteine-rich RECEPTOR-like kinase	-	-
BraA04001113	AT5G37200	AT5G37200	RING/U-box superfamily protein	-	-
BraA04001112	AT4G29670	ACHT2	atypical CYS HIS rich thioredoxin 2	-	-
BraA04001111	AT5G37660	PDLP7	plasmodesmata-located protein 7	-	-
BraA04001110	AT5G37630	EMB2656	ARM repeat superfamily protein	-	-
BraA04001109	AT1G48600	PMEAMT	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	-	-
BraA04001108	AT5G37600	GSR 1	hypothetical protein	-	YES
BraA04001107	AT4G36580	AT4G36580	AAA-type ATPase family protein	-	-
BraA04001304	AT5G39870	AT5G39870	hypothetical protein (DUF1216)	-	-
BraA04001106	AT5G37590	AT5G37590	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
BraA04001105	AT2G05260	AT2G05260	alpha/beta-Hydrolases superfamily protein	-	-
BraA04001104	AT5G37570	AT5G37570	Pentatricopeptide repeat (PPR-like) superfamily protein	-	-
BraA04001103	AT5G37550	AT5G37550	hypothetical protein	-	-
BraA04001102	AT5G37540	AT5G37540	Eukaryotic aspartyl protease family protein	-	YES
BraA04001101	AT5G37530	AT5G37530	NAD(P)-binding Rossmann-fold superfamily protein	-	-
BraA04001100	AT5G37510	EMB1467	NADH-ubiquinone dehydrogenase	-	-
BraA04001099	AT2G27880	AGO5	Argonaute family protein	-	-
BraA04001098	AT5G37480	AT5G37480	maltase-glucoamylase, intestinal protein	-	-
BraA04001097	AT3G14000	ATBRXL2	DZC (Disease resistance/zinc finger/chromosome condensation-like region) domain containing protein	-	-
BraA04001303	AT5G39865	AT5G39865	Glutaredoxin family protein	-	-
BraA04001096	AT4G01280	AT4G01280	Homeodomain-like superfamily protein	YES	-
BraA04001095	AT1G73780	AT1G73780	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	-	-
BraA04001094	AT3G57587	#N/A	#N/A	-	-
BraA04001093	AT1G14800	AT1G14800	Nucleic acid-binding, OB-fold-like protein	-	-
BraA04001092	AT5G37478	AT5G37478	TPX2 (targeting protein for Xklp2) protein family	-	-
BraA04001091	AT4G39630	AT4G39630	translation initiation factor	-	-
BraA04001090	AT1G77550	AT1G77550	tubulin-tyrosine ligase	-	-
BraA04001089	AT5G37475	AT5G37475	Translation initiation factor eIF3 subunit	-	-
BraA04001088	AT5G37460	AT5G37460	hypothetical protein (DUF577)	-	-
BraA04001087	AT5G37460	AT5G37460	hypothetical protein (DUF577)	-	-
BraA04001302	AT3G10450	SCPL7	serine carboxypeptidase-like 7	-	-
BraA04001086	AT5G37470	AT5G37470	hypothetical protein (DUF577)	-	-
BraA04001085	AT4G11000	AT4G11000	Ankyrin repeat family protein	-	-
BraA04001084	AT5G15500	AT5G15500	Ankyrin repeat family protein	-	-
BraA04001083	AT1G65820	AT1G65820	microsomal glutathione s-transferase	-	-
BraA04001082	AT5G37150	AT5G37150	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
BraA04001081	AT5G37020	ARF8	auxin response factor 8	YES	-
BraA04001080	AT5G37010	AT5G37010	rho GTPase-activating protein	-	-
BraA04001079	AT1G66420	AT1G66420	DNA-binding storekeeper protein-related transcriptional regulator	YES	-
BraA04001078	AT4G02100	AT4G02100	Heat shock protein DnaJ with tetratricopeptide repeat-containing protein	-	-
BraA04001301	AT5G39850	AT5G39850	Ribosomal protein S4	-	-
BraA04001077	AT1G66420	AT1G66420	DNA-binding storekeeper protein-related transcriptional regulator	YES	-
BraA04001076	AT1G66420	AT1G66420	DNA-binding storekeeper protein-related transcriptional regulator	YES	-
BraA04001075	AT1G66420	AT1G66420	DNA-binding storekeeper protein-related transcriptional regulator	YES	-
BraA04001074	AT5G37000	AT5G37000	glycosyltransferase family exostosin protein	-	-
BraA04001073	AT5G36970	NHL25	NDR1/HIN1-like 25	-	-
BraA04001072	AT5G36960	AT5G36960	hypothetical protein	-	-
BraA04001071	AT5G36950	DEG10	DegP protease 10	-	-
BraA04001070	AT3G21000	AT3G21000	Gag-Pol-related retrotransposon family protein	-	-
BraA04001069	AT1G65570	AT1G65570	Pectin lyase-like superfamily protein	-	-
BraA04001068	AT3G20490	AT3G20490	Rho GTPase-activating protein	-	-
BraA04001300	AT1G36280	AT1G36280	L-Aspartase-like family protein	-	-
BraA04001067	AT5G36940	CAT3	cationic amino acid transporter 3	-	YES
BraA04001066	AT1G03610	AT1G03610	plant/protein (DUF789)	-	-
BraA04001065	AT1G40087	AT1G40087	Plant transposase (Ptta/En/Spm family)	-	-
BraA04001064	AT5G36890	BGLU42	beta glucosidase 42	-	-
BraA04001063	AT5G09390	AT5G09390	CD2-binding protein-like protein	-	-
BraA04001062	AT5G36228	AT5G36228	nucleic acid binding / zinc ion binding protein	-	-
BraA04001061	AT5G36800	AT5G36800	transmembrane protein	-	-
BraA04001060	AT5G36790	AT5G36790	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	-	-
BraA04001059	AT5G36740	AT5G36740	Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein	-	-
BraA04001058	AT5G05990	AT5G05990	Mitochondrial glycoprotein family protein	-	-
BraA04001299	AT1G02520	ABCB11	P-glycoprotein 11	-	-
BraA04001057	AT5G36300	AT5G36300	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
BraA04001056	AT3G62730	AT3G62730	desiccation-like protein	-	-
BraA04001055	AT3G55130	ABCG19	white-brown complex homolog 19	-	-
BraA04001054	AT5G36290	AT5G36290	Uncharacterized protein family (UPF0016)	-	-
BraA04001053	AT1G43760	AT1G43760	DNAse I-like superfamily protein	-	-
BraA04001052	AT5G36228	AT5G36228	nucleic acid binding / zinc ion binding protein	-	-
BraA04001051	AT1G65290	mtACP2	mitochondrial acyl carrier protein 2	-	-
BraA04001050	AT1G75270	DHAR2	dehydroascorbate reductase 2	-	YES
BraA04001049	AT1G65270	AT1G65270	ER membrane protein complex subunit-like protein	-	-
BraA04001048	AT1G08600	ATRX	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
BraA04001298	AT5G39840	AT5G39840	ATP-dependent RNA helicase	-	-
BraA04001047	AT5G36260	AT5G36260	Eukaryotic aspartyl protease family protein	-	-
BraA04001046	AT5G36250	PP2C74	Protein phosphatase 2C family protein	-	-
BraA04001045	AT4G00690	ULP1B	UB-like protease 1B	-	-
BraA04001044	AT3G25720	AT3G25720	RNA-directed DNA polymerase (reverse transcriptase)-related family protein	-	-
BraA04001043	AT5G36100	AT5G36100	transmembrane protein	-	-
BraA04001042	AT5G35980	YAK1	YAK1-like protein 1	-	-
BraA04001041	AT5G35970	AT5G35970	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
BraA04001040	AT5G35960	AT5G35960	Protein kinase family protein	-	-
BraA04001039	AT4G33620	AT4G33620	Cysteine proteinases superfamily protein	-	-
BraA04001038	AT1G36675	AT1G36675	glycine-rich protein	-	-
BraA04001297	AT5G39830	DEG8	Trypsin family protein with PDZ domain-containing protein	-	-
BraA04001037	AT5G35870	AT5G35870	transmembrane protein	-	-
BraA04001036	AT5G55300	TOP1ALPHA	DNA topoisomerase I alpha	-	YES
BraA04001035	AT2G07760	AT2G07760	Zinc knuckle (CCHC-type) family protein	-	-
BraA04001034	AT3G09310	AT3G09310	membrane protein insertion efficiency factor	-	-
BraA04001033	AT1G09060	AT1G09060	JmjC domain protein JMJ24	-	-
BraA04001032	AT2G15180	AT2G15180	Zinc knuckle (CCHC-type) family protein	-	-
BraA04001031	AT5G35770	SAP	Transducin/WD40 repeat-like superfamily protein	YES	-
BraA04001030	AT5G35770	SAP	Transducin/WD40 repeat-like superfamily protein	YES	-
BraA04001029	AT3G54730	AT3G54730	transcription repressor	-	-
BraA04001028	AT2G05250	AT2G05250	DNAJ heat shock N-terminal domain-containing protein	-	-
BraA04001323	AT1G43760	AT1G43760	DNAse I-like superfamily protein	-	-
BraA04001296	AT5G39830	DEG8	Trypsin family protein with PDZ domain-containing protein	-	-
BraA04001027	AT2G07240	AT2G07240	cysteine-type peptidase	-	-
BraA04001026	AT1G31740	BGAL15	beta-galactosidase 15	-	-
BraA04001025	AT1G06740	MUG3	MuDR family transposase	-	-
BraA04001024	AT5G35750	HK2	histidine kinase 2	-	YES
BraA04001023	AT5G35750	HK2	histidine kinase 2	-	YES
BraA04001022	AT5G35740	AT5G35740	Carbohydrate-binding X8 domain superfamily protein	-	-
BraA04001021	AT3G05850	MUG7	MuDR family transposase	-	-
BraA04001020	AT2G06570	AT2G06570	hypothetical protein	-	-
BraA04001019	AT5G35750	HK2	histidine kinase 2	-	YES
BraA04001018	AT2G03810	AT2G03810	18S pre-ribosomal assembly protein gar2-like protein	-	-
BraA04001295	AT1G02520	ABCB11	P-glycoprotein 11	-	-
BraA04001017	AT4G36020	CSDP1	cold shock domain protein 1	-	-
BraA04001016	ATMG00310	ORF154	RNA-directed DNA polymerase (reverse transcriptase)-related family protein	-	-
BraA04001015	AT5G35735	AT5G35735	Auxin-responsive family protein	-	-
BraA04001014	AT5G35732	AT5G35732	hypothetical protein	-	-
BraA04001013	AT5G35730	AT5G35730	EXS (ERD1/XPR1/SYG1) family protein	-	-
BraA04001012	AT5G35730	AT5G35730	EXS (ERD1/XPR1/SYG1) family protein	-	-
BraA04001011	AT5G08440	AT5G08440	transmembrane protein	-	-
BraA04001010	AT4G21070	BRCA1	breast cancer susceptibility1	-	YES
BraA04001009	AT5G35700	FIM5	fimbrin-like protein 2	-	-
BraA04001008	AT5G35690	AT5G35690	zinc metalloproteinase-like protein	-	-
BraA04001294	AT5G39790	AT5G39790	PROTEIN TARGETING TO STARCH (PTST)	-	-
BraA04001007	AT2G04520	AT2G04520	Nucleic acid-binding, OB-fold-like protein	-	-
BraA04001006	AT5G64740	CESA6	cellulose synthase 6	-	-
BraA04001005	AT3G59790	MPK10	MAP kinase 10	-	-
BraA04001004	AT2G35280	AT2G35280	F-box family protein	-	-
BraA04001003	AT5G57110	ACA8	autoinhibited Ca2  -ATPase, isoform 8	-	-
BraA04001002	AT5G35630	GS2	glutamine synthetase 2	-	YES
BraA04001001	AT5G35620	LSP1	Eukaryotic initiation factor 4E protein	-	-
BraA04001000	AT5G35580	AT5G35580	Protein kinase superfamily protein	-	-
BraA04000999	AT5G42220	AT5G42220	Ubiquitin-like superfamily protein	-	-
BraA04000998	AT5G35570	AT5G35570	O-fucosyltransferase family protein	-	-
BraA04001293	AT5G39785	AT5G39785	hypothetical protein (DUF1666)	-	-
BraA04000997	AT5G35560	AT5G35560	DENN (AEX-3) domain-containing protein	-	-
BraA04000996	AT5G35460	AT5G35460	membrane protein	-	-
BraA04000995	AT5G35520	MIS12	minichromosome instability 12 (mis12)-like protein	-	-
BraA04000994	AT5G35430	AT5G35430	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
BraA04000993	AT5G45570	AT5G45570	Ulp1 protease family protein	-	-
BraA04000992	AT3G05850	MUG7	MuDR family transposase	-	-
BraA04000991	AT5G35430	AT5G35430	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
BraA04000990	AT3G26340	AT3G26340	N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein	-	-
BraA04000989	ATCG01300	RPL23.2	ribosomal protein L23	-	-
BraA04000988	AT1G65130	AT1G65130	Ubiquitin carboxyl-terminal hydrolase-related protein	-	-
BraA04001292	AT5G39760	HB23	homeobox protein 23	YES	-
BraA04000987	AT2G39300	AT2G39300	CAP-gly domain linker	-	-
BraA04000986	AT5G35380	AT5G35380	kinase with adenine nucleotide alpha hydrolases-like domain-containing protein	-	-
BraA04000985	AT4G17350	AT4G17350	auxin canalization protein (DUF828)	-	-
BraA04000984	AT5G46590	NAC096	NAC domain containing protein 96	YES	-
BraA04000983	AT2G06420	AT2G06420	En/Spm-like transposon, putative (DUF1985)	-	-
BraA04000982	AT5G35210	PTM	PHD type transcription factor with transmembrane domain protein (PTM)	-	-
BraA04000981	AT1G54390	ING2	PHD finger protein-like protein	-	-
BraA04000980	AT2G06420	AT2G06420	En/Spm-like transposon, putative (DUF1985)	-	-
BraA04000979	AT3G59750	AT3G59750	Concanavalin A-like lectin protein kinase family protein	-	-
BraA04001291	AT5G39720	AIG2L	avirulence induced protein 2 like protein	-	-
BraA04001289	AT5G39720	AIG2L	avirulence induced protein 2 like protein	-	-
BraA04001288	AT4G10590	UBP10	ubiquitin-specific protease 10	-	-
BraA04001287	AT5G50220	AT5G50220	F-box family protein	-	-
BraA04001322	AT2G04660	APC2	anaphase-promoting complex/cyclosome 2	-	YES
BraA04001286	AT5G39710	EMB2745	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
BraA04001285	AT3G29020	MYB110	myb domain protein 110	YES	-
BraA04001284	AT3G29010	AT3G29010	Biotin/lipoate A/B protein ligase family	-	-
BraA04001283	AT5G39670	AT5G39670	Calcium-binding EF-hand family protein	-	-
BraA04001282	AT5G39660	CDF2	cycling DOF factor 2	YES	-
BraA04001281	AT3G42170	DAYSLEEPER	BED zinc finger and hAT dimerization domain-containing protein DAYSLEEPER	-	-
BraA04001280	AT1G09157	AT1G09157	transmembrane protein, putative (DUF679)	-	-
BraA04001279	AT5G39610	NAC6	NAC domain containing protein 6	YES	YES
BraA04001278	AT5G39600	AT5G39600	39S ribosomal protein	-	-
BraA04001277	AT5G39590	AT5G39590	TLD-domain containing nucleolar protein	-	-
BraA04001321	AT2G04620	AT2G04620	zinc transporter-like protein	-	-
BraA04001276	AT2G23140	PUB4	RING/U-box superfamily protein with ARM repeat domain-containing protein	-	-
BraA04001275	AT3G29100	VTI13	vesicle transport V-snare 13	-	-
BraA04001274	AT5G38080	AT5G38080	transmembrane protein	-	-
BraA04001273	AT3G29075	AT3G29075	glycine-rich protein	-	-
BraA04001272	AT5G39530	AT5G39530	hypothetical protein (DUF1997)	-	-
BraA04001271	AT5G39520	AT5G39520	hypothetical protein (DUF1997)	-	-
BraA04001270	AT2G35280	AT2G35280	F-box family protein	-	-
BraA04001269	AT5G39520	AT5G39520	hypothetical protein (DUF1997)	-	-
BraA04001268	AT3G29100	VTI13	vesicle transport V-snare 13	-	-
BraA04001267	AT5G39500	GNL1	GNOM-like 1	-	-
BraA04001320	AT5G41200	AGL75	AGAMOUS-like 75	YES	-
BraA04001266	AT1G08860	BON3	Calcium-dependent phospholipid-binding Copine family protein	-	-
BraA04001265	AT5G44630	AT5G44630	Terpenoid cyclases/Protein prenyltransferases superfamily protein	-	-
BraA04001264	AT3G44570	AT3G44570	retrotransposon ORF-1 protein	-	-
BraA04001263	AT3G30820	AT3G30820	retrotransposon ORF-1 protein	-	-
BraA04001262	AT2G07190	AT2G07190	transmembrane protein, putative (DUF1985)	-	-
BraA04001261	AT1G02890	AT1G02890	AAA-type ATPase family protein	-	-
BraA04001260	AT3G30820	AT3G30820	retrotransposon ORF-1 protein	-	-
BraA04001259	AT5G39480	AT5G39480	F-box family protein	-	-
BraA04001258	AT3G26290	CYP71B26	cytochrome P450, family 71, subfamily B, polypeptide 26	-	-
BraA04001257	AT5G39480	AT5G39480	F-box family protein	-	-
BraA04001319	AT5G40020	AT5G40020	Pathogenesis-related thaumatin superfamily protein	-	-
BraA04001256	AT5G39450	AT5G39450	F-box family protein	-	-
BraA04001255	AT3G62120	AT3G62120	Class II aaRS and biotin synthetases superfamily protein	-	-
BraA04001254	AT5G39480	AT5G39480	F-box family protein	-	-
BraA04001253	AT5G39450	AT5G39450	F-box family protein	-	-
BraA04001252	AT5G15685	#N/A	#N/A	-	-
BraA04001251	AT5G10880	AT5G10880	tRNA synthetase-related / tRNA ligase-like protein	-	-
BraA04001250	AT5G39440	SnRK1.3	SNF1-related protein kinase 1.3	-	-
BraA04001249	AT5G39430	AT5G39430	DUF1336 family protein, putative (DUF1336)	-	-
BraA04001248	AT5G39420	cdc2cAt	CDC2C	-	-
