"","logFC","logCPM","F","PValue","FDR","woundCtrl","WT.P_Avg_CPM","WT.D_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA06001363",-3.42970216426906,3.40780263902788,42.843105093357,1.06315053767701e-06,5.1695982276911e-06,FALSE,"17.161433"," 1.563392","BraA06001363","AT1G10155","PP2-A10","phloem protein 2-A10","-","-"
"BraA06003656",-1.2767488064872,4.69133317805422,42.8246873338296,1.0666702206809e-06,5.18338485689541e-06,FALSE,"22.546322"," 9.333229","BraA06003656","AT5G24810","AT5G24810","ABC1 family protein","-","-"
"BraA07001890",-2.78774476914716,5.17623911521583,42.8231020866768,1.06697375707377e-06,5.18338485689541e-06,FALSE,"40.670470"," 6.015129","BraA07001890","AT2G28470","BGAL8","beta-galactosidase 8","-","-"
"BraA02003940",-3.8757188449794,3.57968996935718,42.8205964930857,1.06745370897332e-06,5.18411643913609e-06,FALSE,"21.060283"," 1.497050","BraA02003940","AT5G49215","AT5G49215","Pectin lyase-like superfamily protein","-","-"
"BraA10001787",-2.12728119982846,4.05375945158603,42.8163799470736,1.06826192733352e-06,5.18644131284072e-06,FALSE,"20.555070"," 4.830546","BraA10001787","AT5G19940","AT5G19940","Plastid-lipid associated protein PAP / fibrillin family protein","-","-"
"BraA09001586",-3.32036046886577,5.96842514822257,42.803241987472,1.0707844505657e-06,5.19708518405923e-06,FALSE," 73.114216","  7.587261","BraA09001586","AT1G64680","AT1G64680","beta-carotene isomerase D27","-","-"
"BraA08001781",-1.95022654721519,3.18639710882423,42.7609021853637,1.07895795708923e-06,5.23191566376603e-06,FALSE,"12.679486"," 3.372147","BraA08001781","AT4G33000","CBL10","calcineurin B-like protein 10","-","-"
"BraA06000916",-1.1166585067704,3.99293958750192,42.7411010306589,1.08280373136234e-06,5.24474034784302e-06,FALSE,"18.464031"," 8.543885","BraA06000916","AT1G51350","AT1G51350","ARM repeat superfamily protein","-","-"
"BraA02000542",-1.390300010906,7.37808816478611,42.7404234900948,1.08293558643518e-06,5.24474034784302e-06,FALSE,"175.46405"," 66.92384","BraA02000542","AT5G13650","SVR3","elongation factor family protein","-","-"
"BraA03002640",-3.37214663967047,4.90935491618207,42.7339963202771,1.08418723587954e-06,5.2490795124742e-06,FALSE,"45.594496"," 4.449205","BraA03002640","AT2G28000","CPN60A","chaperonin-60alpha","-","-"
"BraA02000882",-4.33838454743321,7.1786272901627,42.732399183447,1.08449851172593e-06,5.2490795124742e-06,FALSE,"182.933070","  9.352499","BraA02000882","AT5G19220","APL1","ADP glucose pyrophosphorylase large subunit 1","-","-"
"BraA09004094",-2.06081908479862,3.43802189052919,42.6932312573171,1.09216267241547e-06,5.27805970642291e-06,FALSE,"12.179085"," 2.916462","BraA09004094","AT1G26570","UGD1","UDP-glucose dehydrogenase 1","-","-"
"BraA03001337",-1.34908135586573,5.0601354311431,42.6342426142669,1.10381655794228e-06,5.32293891605743e-06,FALSE,"33.81927","13.35204","BraA03001337","AT5G56760","SERAT1;1","serine acetyltransferase 1;1","-","-"
"BraA03004642",-3.97710927637924,9.2861249596086,42.6034924539792,1.10994514210618e-06,5.35085345689164e-06,FALSE,"936.07690"," 59.78173","BraA03004642","AT5G23060","CaS","calcium sensing receptor","-","-"
"BraA04002664",-2.36706395448168,8.03448380892119,42.5900578362216,1.11263429549387e-06,5.36217507993676e-06,FALSE,"270.99871"," 52.56499","BraA04002664","AT2G36830","GAMMA-TIP","gamma tonoplast intrinsic protein","-","-"
"BraA02003640",-1.51149161493879,3.90402117234859,42.5792535488698,1.11480208387246e-06,5.37097790026097e-06,FALSE,"18.831700"," 6.540164","BraA02003640","AT3G26420","ATRZ-1A","RNA-binding (RRM/RBD/RNP motifs) family protein with retrovirus zinc finger-like domain-containing protein","-","-"
"BraA04000316",-1.10626131182871,7.16672639171085,42.5642602638867,1.11781796807971e-06,5.38386010329701e-06,FALSE,"162.25483"," 75.43974","BraA04000316","AT3G57990","AT3G57990","hypothetical protein","-","-"
"BraA01001029",-1.66072240757852,7.44829200643343,42.5502533106745,1.12064346611313e-06,5.39251854375441e-06,FALSE,"225.18067"," 71.33702","BraA01001029","AT4G18030","AT4G18030","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA10000984",-2.81650937971273,3.56038405170873,42.5450165017248,1.12170183386151e-06,5.39596175580076e-06,FALSE,"13.913259"," 1.911205","BraA10000984","AT5G54180","PTAC15","plastid transcriptionally active 15","-","-"
"BraA01002730",-3.28686095494325,3.68429525770796,42.5158037470594,1.12762574929295e-06,5.419489860724e-06,FALSE,"13.9675224"," 1.4453646","BraA01002730","AT3G43720","LTPG2","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA01001733",-1.51783186770889,7.15272511696145,42.5084105952363,1.12913035742155e-06,5.42506465989474e-06,FALSE,"168.85558"," 58.98865","BraA01001733","AT4G25650","ACD1-LIKE","ACD1-like protein","-","-"
"BraA07004147",-4.92680812994356,2.53386698449794,42.4850256147364,1.13390390771781e-06,5.44633735351794e-06,FALSE,"10.9791241"," 0.4024437","BraA07004147","AT1G80710","DRS1","DROUGHT SENSITIVE 1","-","-"
"BraA08003811",-1.61272373587067,6.0800355938087,42.4546531696594,1.14013657504637e-06,5.46793104546917e-06,FALSE," 70.56940"," 23.21033","BraA08003811","AT1G07450","AT1G07450","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA08003987",-1.24434947212741,4.70516394867031,42.401299435747,1.15117553385084e-06,5.51751001912674e-06,FALSE,"29.63469","12.48721","BraA08003987","AT1G03310","DBE1","debranching enzyme 1","-","-"
"BraA01004013",-2.65090792621891,5.45774542049012,42.3918141310967,1.15315019088924e-06,5.52361047005377e-06,FALSE,"62.904986","10.176739","BraA01004013","AT3G14920","AT3G14920","Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A protein","-","-"
"BraA01002240",-1.80434172305862,6.47474247489252,42.3738147351017,1.15690744650943e-06,5.53487027600561e-06,FALSE,"122.32858"," 34.98080","BraA01002240","AT4G16155","AT4G16155","dihydrolipoamide dehydrogenase","-","-"
"BraA06002315",-5.36502960358141,6.53898597260986,42.3039213477777,1.17162388550961e-06,5.59507280276738e-06,FALSE," 88.806407","  2.419094","BraA06002315","AT1G21440","AT1G21440","Phosphoenolpyruvate carboxylase family protein","-","-"
"BraA06003976",-2.50683242585482,5.60365469179223,42.3006782676732,1.17231165571354e-06,5.59665922381896e-06,FALSE,"63.86623","11.51334","BraA06003976","AT5G48910","LPA66","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA03001723",-2.75427127336692,9.28343491969519,42.2919377529737,1.17416747026257e-06,5.60212063714245e-06,FALSE," 515.99133","  76.54891","BraA03001723","AT2G30860","GSTF9","glutathione S-transferase PHI 9","-","-"
"BraA06001399",-1.09259235499871,6.20771936685545,42.2752908849075,1.17771082594139e-06,5.61598817096962e-06,FALSE,"78.66544","36.84437","BraA06001399","AT1G10500","CPISCA","chloroplast-localized ISCA-like protein","-","-"
"BraA05000519",-1.95259126658558,6.57380883531024,42.268012427289,1.17926372645445e-06,5.61945903539407e-06,FALSE,"124.10530"," 32.22335","BraA05000519","AT2G43710","SSI2","Plant stearoyl-acyl-carrier-protein desaturase family protein","-","-"
"BraA02002436",-2.36859751282092,4.54446882997102,42.2665005527187,1.17958657261385e-06,5.61945903539407e-06,FALSE,"27.022638"," 5.315689","BraA02002436","AT1G74690","IQD31","IQ-domain 31","-","-"
"BraA03004839",-1.11747650798331,5.15436639204298,42.2441741411443,1.18436536257126e-06,5.64051764201866e-06,FALSE,"39.64458","18.27054","BraA03004839","AT3G51130","AT3G51130","transmembrane protein","-","-"
"BraA02000920",-3.44643826335719,3.08398515222519,42.2024238547839,1.1933582429645e-06,5.67647589732889e-06,FALSE," 8.4578995"," 0.7622184","BraA02000920","AT5G19730","AT5G19730","Pectin lyase-like superfamily protein","-","-"
"BraA08000635",-1.28468135583241,7.12388954414908,42.1681379984243,1.20079881655237e-06,5.70669485885696e-06,FALSE,"140.78420"," 57.80567","BraA08000635","AT4G13430","IIL1","isopropyl malate isomerase large subunit 1","-","-"
"BraA07000367",-1.63729983994274,7.06420098909568,42.1202932265636,1.21126629620372e-06,5.74603119416713e-06,FALSE,"151.32201"," 48.70806","BraA07000367","AT2G17240","AT2G17240","arginine/serine-rich-like splicing factor","-","-"
"BraA08002247",-2.82074913298551,7.34142318871819,42.1141750521262,1.21261196678636e-06,5.75068163820948e-06,FALSE,"199.64579"," 28.40239","BraA08002247","AT4G24780","AT4G24780","Pectin lyase-like superfamily protein","-","-"
"BraA10001247",-2.19523378219465,4.01796418646594,42.0904209784472,1.21785201296424e-06,5.77028787106502e-06,FALSE,"18.253591"," 4.042024","BraA10001247","AT5G57030","LUT2","Lycopene beta/epsilon cyclase protein","-","YES"
"BraA07000632",-3.01744361261713,3.19974882873851,42.0832385252941,1.21944127331814e-06,5.7743699284078e-06,FALSE,"14.354784"," 1.739931","BraA07000632","AT2G05940","RIPK","Protein kinase superfamily protein","-","-"
"BraA07000096",-1.27028556643088,3.89865733146313,42.065164383338,1.22345051858667e-06,5.78813079728109e-06,FALSE,"14.541464"," 6.006786","BraA07000096","AT2G19760","PRF1","profilin 1","-","-"
"BraA05003485",-4.99714457968326,7.58523211549689,42.0234987480345,1.23274757109774e-06,5.83036261090096e-06,FALSE,"273.059207","  8.742812","BraA05003485","AT3G16370","AT3G16370","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA02002392",-1.27583650076042,3.3322537755485,42.0017482377925,1.2376313497535e-06,5.84994517871473e-06,FALSE,"12.204759"," 5.068301","BraA02002392","AT1G73930","AT1G73930","polarity axis stabilization protein","-","-"
"BraA01001187",-1.11353089712288,7.44915436230792,41.9544757813234,1.24831841115915e-06,5.89514905239874e-06,FALSE,"205.59266"," 94.99629","BraA01001187","AT4G19710","AK-HSDH II","aspartate kinase-homoserine dehydrogenase ii","-","-"
"BraA08003813",-1.91588964285041,3.56184583771376,41.8835297738925,1.26454613460324e-06,5.96462575926129e-06,FALSE,"15.731401"," 4.206950","BraA08003813","AT1G07420","SMO2-1","sterol 4-alpha-methyl-oxidase 2-1","-","-"
"BraA03000977",-2.11337162297953,5.04001653173467,41.8796014360021,1.26545135195534e-06,5.96710733366598e-06,FALSE,"47.97885","11.03014","BraA03000977","AT5G19690","STT3A","staurosporin and temperature sensitive 3-like A","-","-"
"BraA01003524",-2.15247017603773,2.67627914122522,41.8754656629073,1.26640513031325e-06,5.96981633756532e-06,FALSE," 7.381348"," 1.700652","BraA01003524","AT3G20670","HTA13","histone H2A 13","-","-"
"BraA03000541",-2.12171102738352,3.00355045686026,41.8621935158291,1.2694711900646e-06,5.98068737851445e-06,FALSE," 7.313094"," 1.751250","BraA03000541","AT5G12080","MSL10","mechanosensitive channel of small conductance-like 10","-","-"
"BraA07001635",-2.64794769963431,3.93001707992768,41.8531453223316,1.27156607980097e-06,5.98876424179151e-06,FALSE,"18.62539"," 3.01617","BraA07001635","AT5G67390","AT5G67390","glycosyltransferase-like protein","-","-"
"BraA09004036",-1.2907278028765,3.58452685187806,41.7975667418374,1.28451666576351e-06,6.04072074069843e-06,FALSE,"15.211676"," 6.237982","BraA09004036","AT1G25390","AT1G25390","Protein kinase superfamily protein","-","-"
"BraA05003002",-1.36246894728741,6.28758963657282,41.7902409976361,1.28623433298092e-06,6.04518614545229e-06,FALSE," 94.34190"," 36.67070","BraA05003002","AT3G20320","ABCI15","trigalactosyldiacylglycerol2","-","-"
"BraA03001954",-2.70851087957183,4.64114323580376,41.749511480424,1.29582982315095e-06,6.08301861508978e-06,FALSE,"42.864004"," 6.778724","BraA03001954","AT2G35650","CSLA07","cellulose synthase like","-","-"
"BraA09004086",-2.59842711070105,5.11122188123752,41.7352688234632,1.29920359740412e-06,6.0954645369814e-06,FALSE,"57.066544"," 9.290948","BraA09004086","AT1G26440","UPS5","ureide permease 5","-","-"
"BraA06001729",-3.21567455534815,5.47597711811364,41.7350495039553,1.29925562398809e-06,6.0954645369814e-06,FALSE,"60.817245"," 6.668469","BraA06001729","AT1G15410","AT1G15410","aspartate-glutamate racemase family","-","-"
"BraA08000647",-1.25335435810998,4.32639451985294,41.7249874522953,1.30164496292619e-06,6.09940211862409e-06,FALSE,"22.907585"," 9.603939","BraA08000647","AT4G13350","NIG","NSP (nuclear shuttle protein)-interacting GTPase","-","-"
"BraA08002810",-1.58659693510731,3.27463196161099,41.7060450153548,1.30615601099024e-06,6.11689842695223e-06,FALSE,"12.505572"," 4.197058","BraA08002810","AT1G28510","AT1G28510","Optic atrophy 3 protein (OPA3)","-","-"
"BraA03001901",-2.36427918201327,3.97426904328825,41.6552874850517,1.31832765587271e-06,6.16839396653876e-06,FALSE,"12.250137"," 2.425789","BraA03001901","AT2G34360","AT2G34360","MATE efflux family protein","-","-"
"BraA02000113",-6.41561694840888,2.55082715696386,44.171308998987,1.32811787843827e-06,6.2068216765494e-06,FALSE," 7.5963076"," 0.1069203","BraA02000113","AT5G03610","AT5G03610","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA07001020",-3.0076548771599,4.8302988834303,41.5866687726292,1.33497881262349e-06,6.23518294085869e-06,FALSE,"56.930422"," 7.238227","BraA07001020","AT1G29930","CAB1","chlorophyll A/B binding protein 1","-","YES"
"BraA06001294",-1.94441217838348,4.64307992171897,41.5744882831711,1.33795837543095e-06,6.24539289124649e-06,FALSE,"25.300425"," 6.763986","BraA06001294","AT1G09480","AT1G09480","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA03005037",-2.78176236894709,6.8664297191933,41.5545849425165,1.34284265150503e-06,6.26447638846747e-06,FALSE,"149.58093"," 21.79519","BraA03005037","AT4G16720","AT4G16720","Ribosomal protein L23/L15e family protein","-","-"
"BraA03002971",-1.42305181026952,6.62577939414652,41.5442218961024,1.34539341080241e-06,6.27451623289774e-06,FALSE,"112.79717"," 42.05650","BraA03002971","AT4G04350","EMB2369","tRNA synthetase class I (I, L, M and V) family protein","-","-"
"BraA06004486",-1.04322204304203,3.72803963975362,41.535387228595,1.34757213400562e-06,6.28095510490033e-06,FALSE,"14.202449"," 6.884200","BraA06004486","AT2G02050","AT2G02050","NADH-ubiquinone oxidoreductase B18 subunit","-","-"
"BraA04002413",-1.18665430418663,3.88380414767177,41.5159889968797,1.35236941153947e-06,6.29772027740572e-06,FALSE,"16.555763"," 7.279600","BraA04002413","AT2G33040","ATP3","gamma subunit of Mt ATP synthase","-","-"
"BraA06002170",-1.77822563973589,6.07009560326043,41.513105789425,1.35308402603001e-06,6.29918443351447e-06,FALSE," 67.41364"," 19.80533","BraA06002170","AT1G19940","GH9B5","glycosyl hydrolase 9B5","-","-"
"BraA07000356",-1.21806084913256,7.18711920841655,41.5032085410481,1.35554022307128e-06,6.30875313753457e-06,FALSE,"161.56487"," 69.39504","BraA07000356","AT2G17390","AKR2B","ankyrin repeat-containing 2B","-","-"
"BraA03003688",-1.99965499143731,4.31439718389974,41.4991623889438,1.35654575062438e-06,6.30970157057556e-06,FALSE,"26.750202"," 6.827187","BraA03003688","AT3G10525","LGO","LOSS OF GIANT CELLS FROM ORGANS","-","YES"
"BraA05003601",-1.48964595939299,6.51825571075871,41.396551680354,1.38231893720223e-06,6.41590493445054e-06,FALSE,"112.40261"," 39.95789","BraA05003601","AT3G15180","AT3G15180","ARM repeat superfamily protein","-","-"
"BraA10000955",-1.60487179094191,6.27231122673154,41.3952876002494,1.38263974190955e-06,6.41590493445054e-06,FALSE," 91.31811"," 30.03918","BraA10000955","AT5G53860","emb2737","embryo defective 2737","-","-"
"BraA07002527",-5.0663516344279,8.13357017559078,41.3338977549137,1.39831739318798e-06,6.4867420479749e-06,FALSE,"282.453683","  8.343348","BraA07002527","AT1G77760","NIA1","nitrate reductase 1","-","-"
"BraA01002321",-1.21672473535747,4.45065332193221,41.3002441065871,1.40699372792954e-06,6.52314617897228e-06,FALSE,"27.40056","11.73299","BraA01002321","AT4G15080","AT4G15080","DHHC-type zinc finger family protein","-","-"
"BraA06002905",-2.53995698804335,4.69807564963585,41.203801551054,1.4321836138123e-06,6.6282181950619e-06,FALSE,"39.998732"," 7.015740","BraA06002905","AT3G49260","iqd21","IQ-domain 21","-","-"
"BraA04003276",-2.07687615760268,2.8446927627741,41.188526745026,1.4362180236237e-06,6.63908126045142e-06,FALSE,"8.989874","2.104751","BraA04003276","AT2G46090","LCBK2","Diacylglycerol kinase family protein","-","-"
"BraA04002248",-2.57328565864235,6.67861287693593,41.1711836531647,1.44081369420912e-06,6.65641548190537e-06,FALSE," 86.086466"," 14.411332","BraA04002248","AT2G30860","GSTF9","glutathione S-transferase PHI 9","-","-"
"BraA05004253",-1.7026728883328,3.5554461754943,41.1615834457821,1.44336448247922e-06,6.66624323774145e-06,FALSE,"17.496468"," 5.338770","BraA05004253","AT3G07470","AT3G07470","transmembrane protein, putative (Protein of unknown function, DUF538)","-","-"
"BraA01001547",-1.67667449836283,7.9617090443942,41.1517733360083,1.4459761137223e-06,6.67634615136083e-06,FALSE,"355.1403","111.0809","BraA01001547","AT4G23890","NdhS","NAD(P)H-quinone oxidoreductase subunit S","-","-"
"BraA05000507",-8.70765266272426,3.99978772780911,48.9847352051989,1.4504906763223e-06,6.69522675815629e-06,FALSE," 4.981583"," 0.000000","BraA05000507","AT2G43520","TI2","trypsin inhibitor protein 2","-","-"
"BraA03003482",-2.37396002621055,4.84506202361938,41.1292925010328,1.45198031756837e-06,6.70013784770629e-06,FALSE,"43.382696"," 8.320289","BraA03003482","AT3G06450","AT3G06450","HCO3- transporter family","-","-"
"BraA03004131",-3.10448602677128,4.22552706315259,41.0828989546456,1.46445700123305e-06,6.74979595883112e-06,FALSE,"25.765645"," 3.194464","BraA03004131","AT3G19100","AT3G19100","Protein kinase superfamily protein","-","-"
"BraA03001064",-1.10379501391944,4.33975166417842,41.0011141254761,1.48673624595002e-06,6.83646757559255e-06,FALSE,"23.16357","10.73588","BraA03001064","AT3G43810","CAM7","calmodulin 7","-","-"
"BraA07002918",-2.64182915686186,3.35187316572038,40.9910957956759,1.48949059952695e-06,6.84713260413383e-06,FALSE,"10.111473"," 1.657014","BraA07002918","AT1G68570","AT1G68570","Major facilitator superfamily protein","-","-"
"BraSca000621",-1.89415770940189,3.20478768707113,40.9888757743622,1.49010170355453e-06,6.84794184348854e-06,FALSE," 9.502342"," 2.529138","BraSca000621","AT1G44835","AT1G44835","YbaK/aminoacyl-tRNA synthetase-associated domain-containing protein","-","-"
"BraA07003491",-1.22651544826151,5.0171330308913,40.9819549223293,1.4920085523894e-06,6.8547036236454e-06,FALSE,"34.62900","14.88180","BraA07003491","AT1G71810","AT1G71810","Protein kinase superfamily protein","-","-"
"BraA05003064",-1.90814769873749,5.20747077698676,40.957116992526,1.4988738265718e-06,6.88021989799944e-06,FALSE,"35.310794"," 9.371437","BraA05003064","AT3G19810","AT3G19810","BTB/POZ domain protein, putative (DUF177)","-","-"
"BraA04001041",-1.66722267793304,8.42389214302686,40.9437954572398,1.50257007740964e-06,6.8951758071218e-06,FALSE,"393.6725","123.9578","BraA04001041","AT5G35970","AT5G35970","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA07001538",-3.31836859098491,4.15532910180865,40.9335585573027,1.50541718407588e-06,6.90220404234032e-06,FALSE,"19.167379"," 1.915850","BraA07001538","AT1G20850","XCP2","xylem cysteine peptidase 2","-","YES"
"BraA10001483",-1.16042954023305,4.29357993963905,40.9170293814537,1.51002669686984e-06,6.92132213416755e-06,FALSE,"20.496804"," 9.171304","BraA10001483","AT5G59610","AT5G59610","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA08001783",-1.64724093961179,3.288017923977,40.8586854016867,1.52642021279806e-06,6.99239061392357e-06,FALSE,"10.606010"," 3.383611","BraA08001783","AT4G32915","AT4G32915","glutamyl-tRNA(Gln) amidotransferase subunit C","-","-"
"BraA02002647",-1.26593333265579,5.91263529787343,40.8510198761989,1.52858841437478e-06,7.00028561020047e-06,FALSE,"68.16967","28.27132","BraA02002647","AT1G77740","PIP5K2","phosphatidylinositol-4-phosphate 5-kinase 2","-","-"
"BraA02002017",-1.63735529600874,8.13733688116404,40.8399993918807,1.5317114376911e-06,7.0125474197958e-06,FALSE,"429.1254","138.0366","BraA02002017","AT1G68520","BBX14","B-box type zinc finger protein with CCT domain-containing protein","YES","YES"
"BraA06002552",-2.65451868832278,6.47451018366045,40.8278304006897,1.53516798842154e-06,7.0263286239474e-06,FALSE,"133.88449"," 21.11600","BraA06002552","AT3G47800","AT3G47800","Galactose mutarotase-like superfamily protein","-","-"
"BraA03002218",-1.09358948390039,4.20575000179351,40.8033874453343,1.54213655426319e-06,7.05412071028846e-06,FALSE,"18.672189"," 8.725450","BraA03002218","AT2G39890","PROT1","proline transporter 1","-","-"
"BraA07004039",-2.30907872351167,3.0404551188316,40.8004925429671,1.542964151238e-06,7.05585582233765e-06,FALSE,"10.643939"," 2.191897","BraA07004039","AT1G78560","AT1G78560","Sodium Bile acid symporter family","-","-"
"BraA04003299",-4.29695654432915,6.81199808028306,40.7775219320901,1.54954814666332e-06,7.08359068902164e-06,FALSE," 87.952204","  4.461609","BraA04003299","AT2G46650","CB5-C","cytochrome B5 isoform C","-","-"
"BraA02004236",-7.45104291813334,8.43996707580109,40.7761955809342,1.54992924606039e-06,7.08359068902164e-06,FALSE,"288.499902","  1.893996","BraA02004236","AT5G23010","MAM1","methylthioalkylmalate synthase 1","-","YES"
"BraA09005610",-1.33990558818106,4.5523906302813,40.7588532898467,1.55492157844186e-06,7.10434416391144e-06,FALSE,"27.42024","10.81869","BraA09005610","AT4G32400","SHS1","Mitochondrial substrate carrier family protein","-","YES"
"BraA08001647",-7.57398199138215,4.03730756184823,40.6746427718477,1.57941308092057e-06,7.20578605614197e-06,FALSE,"21.25661353"," 0.09245103","BraA08001647","AT4G34950","AT4G34950","Major facilitator superfamily protein","-","-"
"BraA09001287",-2.10304100901374,5.10705638978796,40.6585268698339,1.58414780669271e-06,7.22529309688301e-06,FALSE,"27.444939"," 6.376817","BraA09001287","AT2G20610","SUR1","Tyrosine transaminase family protein","-","-"
"BraA01002390",-1.43925268828118,7.5537779340575,40.6349249831493,1.59110972128087e-06,7.24655147768673e-06,FALSE,"220.36926"," 81.24033","BraA01002390","AT4G14510","CFM3B","CRM family member 3B","-","-"
"BraA01002280",-4.48493213773666,3.33483788343877,40.6327539365369,1.59175178932057e-06,7.24655147768673e-06,FALSE,"13.6436863"," 0.5545161","BraA01002280","AT4G15680","AT4G15680","Thioredoxin superfamily protein","-","-"
"BraA07001861",-3.89551122521868,4.76727165142151,40.6318086107355,1.59203144916396e-06,7.24655147768673e-06,FALSE,"48.501893"," 3.348278","BraA07001861","AT2G28160","FRU","FER-like regulator of iron uptake","YES","YES"
"BraA06001199",-2.61105436417308,2.56612120240439,40.6072684823208,1.59930998351977e-06,7.27757708603679e-06,FALSE,"7.4316260","1.1803614","BraA06001199","AT1G08280","AT1G08280","Glycosyltransferase family 29 (sialyltransferase) family protein","-","-"
"BraA05001295",-2.50226303392946,3.02292733802248,40.6045677314864,1.60011322557897e-06,7.27912779497487e-06,FALSE,"12.533752"," 2.249919","BraA05001295","AT2G44820","AT2G44820","axoneme-associated protein MST101(2) protein","-","-"
"BraA07001770",-1.01882896893484,7.0209264708444,40.567230619442,1.61126287050077e-06,7.32561455276778e-06,FALSE,"149.43572"," 73.66600","BraA07001770","AT2G26670","TED4","Plant heme oxygenase (decyclizing) family protein","-","-"
"BraA09005712",-1.91183585146022,6.55332728549716,40.5501938847764,1.61637843074852e-06,7.34675036095341e-06,FALSE,"114.02092"," 30.37513","BraA09005712","AT2G24090","PRPL35","Ribosomal protein L35","-","-"
"BraA02003048",-1.7642052197509,3.22210702519956,40.5473626543817,1.61723026371429e-06,7.34850010128835e-06,FALSE," 9.894378"," 2.948522","BraA02003048","AT4G12390","PME1","pectin methylesterase inhibitor 1","-","-"
"BraA02000302",-1.10595598121413,4.51611342321424,40.5417214827418,1.61892897948872e-06,7.35409585487807e-06,FALSE,"23.80867","10.96158","BraA02000302","AT5G08710","RUG1","Regulator of chromosome condensation (RCC1) family protein","-","-"
"BraA03004311",-2.99869581649243,3.49000056162847,40.524816007536,1.62403132063509e-06,7.37514512025284e-06,FALSE," 5.5146193"," 0.6756778","BraA03004311","AT3G22840","ELIP1","Chlorophyll A-B binding family protein","-","YES"
"BraA01000065",-1.98999503408234,4.2089791762809,40.5071706558659,1.62937561852787e-06,7.39514770346846e-06,FALSE,"18.948858"," 4.686273","BraA01000065","AT4G39640","GGT1","gamma-glutamyl transpeptidase 1","-","-"
"BraA09006817",-2.17597889692664,3.16240954278008,40.4935460119658,1.63351523219251e-06,7.40752801921926e-06,FALSE," 9.646447"," 2.203294","BraA09006817","AT2G32260","CCT1","phosphorylcholine cytidylyltransferase","-","-"
"BraA09001400",-2.85338381061436,4.05895529343501,40.4409690058238,1.64959735932129e-06,7.47184530524234e-06,FALSE,"23.270519"," 3.268793","BraA09001400","AT1G63470","AT1G63470","AT hook motif DNA-binding family protein","-","-"
"BraA04000751",-1.6357253612549,4.22154116395474,40.4237793797746,1.65489254818595e-06,7.49367339138285e-06,FALSE,"23.004892"," 7.481950","BraA04000751","AT3G52190","PHF1","phosphate transporter traffic facilitator1","-","-"
"BraA03000217",-2.47562529400992,5.91273264122942,40.4208897099052,1.65578451096425e-06,7.49555599729001e-06,FALSE,"102.845237"," 18.682882","BraA03000217","AT5G05170","CEV1","Cellulose synthase family protein","-","-"
"BraA10000511",-1.95979585277838,8.09682931803768,40.3594921936494,1.67486030534843e-06,7.5731977035864e-06,FALSE,"336.2857"," 86.4378","BraA10000511","AT1G06460","ACD32.1","alpha-crystallin domain 32.1","-","-"
"BraA05001382",-2.83349423613843,5.99399168212099,40.3429571080692,1.68003838239312e-06,7.5944296780206e-06,FALSE,"120.41848"," 17.10778","BraA05001382","AT2G32100","OFP16","ovate family protein 16","-","YES"
"BraA02003279",-1.38785893858699,5.41858501826673,40.3225975179072,1.68643804721496e-06,7.61898245211352e-06,FALSE,"52.48235","20.15513","BraA02003279","AT5G47770","FPS1","farnesyl diphosphate synthase 1","-","YES"
"BraA10000980",-4.67851287083108,3.63541367313409,40.3014184040061,1.69312344556459e-06,7.644797198275e-06,FALSE,"11.39499661"," 0.38734634","BraA10000980","AT5G54160","OMT1","O-methyltransferase 1","-","YES"
"BraA08000804",-3.4888530465853,6.87834161837218,40.2347784504194,1.71434763202213e-06,7.73392032324992e-06,FALSE,"104.887937","  9.338377","BraA08000804","AT1G34060","AT1G34060","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","-","-"
"BraA03003313",-1.40047017627868,5.39977957041931,40.230907933993,1.71558920967122e-06,7.73392032324992e-06,FALSE,"54.34219","20.69223","BraA03003313","AT3G02780","IPP2","isopentenyl pyrophosphate:dimethylallyl pyrophosphate isomerase 2","-","-"
"BraA03003986",-2.648366479186,7.39241829629212,40.2305662784704,1.71569885228409e-06,7.73392032324992e-06,FALSE,"214.98856"," 34.47413","BraA03003986","AT3G16000","MFP1","MAR binding filament-like protein 1","-","-"
"BraA06001212",-1.8002854432801,4.39830398296988,40.2302198841425,1.71581002343003e-06,7.73392032324992e-06,FALSE,"31.337929"," 9.030828","BraA06001212","AT1G08465","YAB2","Plant-specific transcription factor YABBY family protein","YES","YES"
"BraA01004085",-2.48256841769999,4.14414928509938,40.1407147949468,1.74479975030123e-06,7.85334517293149e-06,FALSE,"23.335259"," 4.260806","BraA01004085","AT3G13950","AT3G13950","ankyrin","-","-"
