"","logFC","logCPM","F","PValue","FDR","woundCtrl","phyB.D_Avg_CPM","phyB.R_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA01000685",2.0475109040402,4.50750429838202,26.2523989709154,3.33737711147463e-05,0.000122877931542949,FALSE," 6.037263","25.035807","BraA01000685","AT4G31590","CSLC5","Cellulose-synthase-like C5","-","-"
"BraA08002718",1.16747744291211,7.03050393630961,26.2499014331826,3.33939910595886e-05,0.000122923624714201,FALSE," 78.51780","176.36592","BraA08002718","AT1G30400","ABCC1","multidrug resistance-associated protein 1","-","-"
"BraA03006122",1.32416662464262,6.08709812186832,26.2470416937525,3.34171597432887e-05,0.000122951401206023,FALSE,"26.78881","67.14583","BraA03006122","AT4G32410","CESA1","cellulose synthase 1","-","-"
"BraA09003930",2.50165516180776,4.3570232245076,26.2453362075936,3.34309853660455e-05,0.000122964318387,FALSE," 4.198025","23.945945","BraA09003930","AT1G27950","LTPG1","glycosylphosphatidylinositol-anchored lipid protein transfer 1","-","-"
"BraA08003853",1.19001467697,5.02505645899495,26.2446814362204,3.34362949616494e-05,0.000122964318387,FALSE,"18.63865","42.51970","BraA08003853","AT1G06240","AT1G06240","diiron containing four-helix bundle family ferritin protein, putative (Protein of unknown function DUF455)","-","-"
"BraA03001904",2.66750507610057,11.1075191344155,26.2022825751706,3.37820721330436e-05,0.000124148917901963,FALSE," 188.6941","1199.1192","BraA03001904","AT2G34430","LHB1B1","light-harvesting chlorophyll-protein complex II subunit B1","-","YES"
"BraA07001890",2.43527960254862,5.17623911521583,26.188860571386,3.38923424782679e-05,0.000124437945091658,FALSE," 8.527438","46.601045","BraA07001890","AT2G28470","BGAL8","beta-galactosidase 8","-","-"
"BraA09006826",1.86163537275357,3.81297553943896,26.1728459539405,3.40244255268725e-05,0.000124864643924685,FALSE," 6.051199","22.107632","BraA09006826","AT1G05200","GLR3.4","glutamate receptor 3.4","-","-"
"BraA03000197",4.40045607879124,6.94902207491104,26.1337751806523,3.43490239647588e-05,0.000125967762629381,FALSE,"  8.481414","179.595157","BraA03000197","AT5G04950","NAS1","nicotianamine synthase 1","-","-"
"BraA04000684",2.05792331478298,3.0320298784649,26.1216299903414,3.44506110691134e-05,0.000126222676496239,FALSE," 2.013368"," 8.443726","BraA04000684","AT3G52940","FK","Ergosterol biosynthesis ERG4/ERG24 family","-","YES"
"BraA03002051",2.25229589018228,4.15674217292719,26.1183422045765,3.44781675866733e-05,0.000126294241986092,FALSE," 4.874211","23.220324","BraA03002051","AT2G37270","RPS5B","ribosomal protein 5B","-","-"
"BraA09001802",1.65634245181637,6.0224256517354,26.1086955504025,3.45591593676843e-05,0.000126561463110133,FALSE,"19.48567","61.61445","BraA09001802","AT1G60550","ECHID","enoyl-CoA hydratase/isomerase D","-","-"
"BraA03000960",4.09588148456037,5.17190273256892,26.0753215464746,3.48409632495606e-05,0.000127484075947031,FALSE," 2.4712107","43.2907246","BraA03000960","AT5G19190","AT5G19190","hypothetical protein","-","-"
"BraA01000644",1.64714202597282,3.32148976194201,26.0740691324923,3.4851586963156e-05,0.000127484075947031,FALSE," 4.862086","15.200789","BraA01000644","AT4G32070","Phox4","Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein","-","-"
"BraA09001074",2.67943258103646,5.09711785905341,26.0723918388387,3.48658202784297e-05,0.000127506508174369,FALSE," 5.929118","38.061314","BraA09001074","AT3G32980","AT3G32980","Peroxidase superfamily protein","-","-"
"BraA03005094",2.56062959023842,4.74489284919138,26.0631697946115,3.49441905330568e-05,0.000127680095906027,FALSE," 3.960262","23.595653","BraA03005094","AT4G17740","AT4G17740","Peptidase S41 family protein","-","-"
"BraA09000345",2.22382912872911,12.7573204914407,26.0272840164655,3.5250982276406e-05,0.000128675895415267,FALSE,"1648.264","7699.736","BraA09000345","AT3G27690","LHCB2.3","photosystem II light harvesting complex protein 2.3","-","-"
"BraA02003859",1.02026594104538,4.25306296924794,26.0191877751273,3.53206024481506e-05,0.000128900135064663,FALSE,"10.046281","20.332121","BraA02003859","AT3G30841","AT3G30841","Cofactor-independent phosphoglycerate mutase","-","-"
"BraA06000367",2.87503491650942,6.42214408316741,25.9950838461616,3.55287612151807e-05,0.000129539657523035,FALSE," 14.99670","110.17895","BraA06000367","AT1G33140","PGY2","Ribosomal protein L6 family","-","YES"
"BraA05004268",2.88419854633454,5.24493564930642,25.9738347271529,3.5713373562822e-05,0.000130122337934911,FALSE," 3.890237","29.170515","BraA05004268","AT3G07320","AT3G07320","O-Glycosyl hydrolases family 17 protein","-","-"
"BraA04002680",3.56612906676067,1.9912395455106,25.9588511281651,3.58441785197946e-05,0.000130478115148374,FALSE,"0.7672866","9.1047766","BraA04002680","AT2G37130","AT2G37130","Peroxidase superfamily protein","-","-"
"BraA06004010",1.85543063801111,4.60538518775484,25.9563369858762,3.58661777014653e-05,0.000130528008559783,FALSE," 7.130260","25.797227","BraA06004010","AT5G48540","AT5G48540","receptor-like protein kinase-related family protein","-","YES"
"BraA03003520",5.18277878581134,5.03795651771149,25.9535936045528,3.58901995285545e-05,0.000130585238229184,FALSE," 1.182701","45.000621","BraA03003520","AT3G06880","AT3G06880","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA01004363",1.54686165588601,3.23330418568417,25.9374693225491,3.60317426506942e-05,0.000131039655573458,FALSE," 5.072556","14.833805","BraA01004363","AT3G10290","AT3G10290","Nucleotide-sugar transporter family protein","-","-"
"BraA07000513",1.87379812937492,3.3702067690686,25.9303244026262,3.60946567238844e-05,0.000131238137406777,FALSE," 4.664044","17.083881","BraA07000513","AT2G15630","AT2G15630","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA05000746",3.58030810395668,4.39477843945576,25.9144553163443,3.62348188213067e-05,0.000131663477494623,FALSE," 3.357075","40.535513","BraA05000746","AT2G40130","AT2G40130","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA03002630",1.72991351783225,5.11022385386844,25.8799452559531,3.65416742513364e-05,0.000132740815304878,FALSE," 9.535478","31.799219","BraA03002630","AT2G28470","BGAL8","beta-galactosidase 8","-","-"
"BraA06004909",1.28961698483364,4.2182086379652,25.8774355965413,3.65640996003335e-05,0.000132791630758941,FALSE," 7.529253","18.389113","BraA06004909","AT5G43140","AT5G43140","Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein","-","-"
"BraA06001199",2.47878581273688,2.56612120240439,25.8569997052374,3.67472653062008e-05,0.000133333784213831,FALSE,"0.6936595","4.0167320","BraA06001199","AT1G08280","AT1G08280","Glycosyltransferase family 29 (sialyltransferase) family protein","-","-"
"BraA01001580",1.70868661196407,8.86923870638136,25.8350676735487,3.69449522720579e-05,0.000133887866936783,FALSE,"181.6391","593.8356","BraA01001580","AT4G24190","SHD","Chaperone protein htpG family protein","-","-"
"BraA01000695",1.33991113449423,4.29974374166112,25.834397651666,3.6951009782299e-05,0.000133887866936783,FALSE," 8.461030","21.392639","BraA01000695","AT4G31480","AT4G31480","Coatomer, beta subunit","-","-"
"BraA09000811",2.97832341391997,3.46780253757655,25.8226189595826,3.70576748590915e-05,0.000134181689045802,FALSE," 2.717083","21.188085","BraA09000811","AT5G62990","emb1692","Ubiquitin carboxyl-terminal hydrolase family protein","-","-"
"BraA01000433",1.03419428230792,7.27331787907766,25.7802258430482,3.7444358973391e-05,0.000135550646329617,FALSE," 81.77259","167.44086","BraA01000433","AT4G34190","42614","stress enhanced protein 1","-","-"
"BraA07001607",2.06873831758269,3.00503425146973,25.7454069927582,3.77652399865816e-05,0.000136570077163565,FALSE," 1.446505"," 6.162153","BraA07001607","AT1G19850","MP","Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-like protein","YES","YES"
"BraA01004391",2.98243153068292,3.79582126963634,25.7449632638153,3.77693485319567e-05,0.000136570077163565,FALSE," 2.577796","20.584857","BraA01004391","AT3G09500","AT3G09500","Ribosomal L29 family protein","-","-"
"BraA01000400",2.35499933638094,3.63752018639055,25.7218161249071,3.79843469309567e-05,0.000137221395614702,FALSE," 1.481528"," 7.707678","BraA01000400","AT4G34540","AT4G34540","NmrA-like negative transcriptional regulator family protein","-","-"
"BraA08002596",2.94483745871337,3.20126149140264,25.7171725718878,3.80276379904594e-05,0.000137314756129807,FALSE," 1.113026"," 8.582429","BraA08002596","AT1G12500","AT1G12500","Nucleotide-sugar transporter family protein","-","-"
"BraA05001409",3.09183930495765,2.88794077166757,25.703179612808,3.81584169774573e-05,0.000137732414416535,FALSE," 1.093597"," 9.566741","BraA05001409","AT2G32060","AT2G32060","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein","-","-"
"BraA02002162",1.40592501907208,3.76232269145211,25.6883550248066,3.82975025399651e-05,0.000138194105909915,FALSE," 7.380216","19.531655","BraA02002162","AT1G70505","AT1G70505","transmembrane protein","-","-"
"BraA04001434",1.36958341359797,2.86452548191705,25.6561146666606,3.86018926956385e-05,0.000139132995426918,FALSE,"3.584924","9.241337","BraA04001434","AT5G37475","AT5G37475","Translation initiation factor eIF3 subunit","-","-"
"BraA02000885",3.54136047557862,2.94730857041401,25.6373665511907,3.87801087255202e-05,0.000139679384745924,FALSE," 0.6956722"," 8.4463757","BraA02000885","AT5G19260","FAF3","FANTASTIC four-like protein (DUF3049)","-","-"
"BraA02002146",6.87180973848184,5.38033798878848,25.635068200002,3.8802017952913e-05,0.000139695503472877,FALSE," 0.5612995","68.1940759","BraA02002146","AT1G70260","UMAMIT36","nodulin MtN21 /EamA-like transporter family protein","-","-"
"BraA01002216",1.84637775261666,5.2861691714425,25.6326938387936,3.88246658983338e-05,0.000139711989309505,FALSE,"15.94933","57.38217","BraA01002216","AT4G16390","SVR7","pentatricopeptide (PPR) repeat-containing protein","-","-"
"BraA08003865",2.38755547014631,3.23554726761305,25.5829972388594,3.93020158545072e-05,0.000141268264341161,FALSE," 2.184014","11.540626","BraA08003865","AT1G06010","AT1G06010","basic leucine zipper/W2 domain protein","-","-"
"BraA03002830",3.13275166249981,8.83226493745716,25.5732654917868,3.93962377665888e-05,0.000141574607864408,FALSE," 19.66157","173.07833","BraA03002830","AT4G09010","TL29","ascorbate peroxidase 4","-","-"
"BraA05000348",3.9791273035507,2.48852055110536,25.5674825758494,3.94523438610005e-05,0.00014172912750379,FALSE,"0.5130187","8.2373756","BraA05000348","AT2G41950","AT2G41950","DNA-directed RNA polymerase subunit beta","-","-"
"BraA01001033",1.14494635458124,4.54474928029884,25.5554810696662,3.95690606636412e-05,0.000142098337861216,FALSE,"12.03494","26.67163","BraA01001033","AT4G18130","PHYE","phytochrome E","-","-"
"BraA06001328",1.43130352880257,3.54381480842742,25.5290512130582,3.98274228853278e-05,0.000142967093190108,FALSE," 6.424652","17.381956","BraA06001328","AT1G09810","ECT11","evolutionarily conserved C-terminal region 11","-","-"
"BraA09005825",1.98566516852991,3.53374827463149,25.5150148542203,3.99653796981532e-05,0.000143423410043076,FALSE," 3.770795","15.077398","BraA09005825","AT2G22250","AAT","aspartate aminotransferase","-","-"
"BraA06004733",2.36801385926983,3.48529830823742,25.5080826247261,4.0033705104623e-05,0.000143603126332444,FALSE," 3.050347","15.873542","BraA06004733","AT5G45780","AT5G45780","Leucine-rich repeat protein kinase family protein","-","-"
"BraA01003655",3.62452526973498,4.31170070326094,25.4774503324807,4.03371485679727e-05,0.000144625676186763,FALSE," 1.407747","17.637143","BraA01003655","AT4G12730","FLA2","FASCICLIN-like arabinogalactan 2","-","-"
"BraA06003762",5.7130581712645,2.66270554878672,25.4567653743394,4.05434690622437e-05,0.000145266151386232,FALSE," 0.1998170","11.9425495","BraA06003762","AT5G26200","AT5G26200","Mitochondrial substrate carrier family protein","-","-"
"BraA10001701",4.08783019554129,3.190056193731,25.4504358522619,4.0606831641789e-05,0.000145426969292778,FALSE," 1.5723549","27.2914876","BraA10001701","AT5G21100","AT5G21100","Plant L-ascorbate oxidase","-","-"
"BraA06003173",1.25269763753627,7.16579199320789,25.4458800377624,4.06525049643357e-05,0.00014552431843044,FALSE," 76.89297","183.23145","BraA06003173","AT5G64050","ERS","glutamate tRNA synthetase","-","-"
"BraA02001801",4.26241680379487,2.71691279091313,25.4174078276572,4.0939216411848e-05,0.00014645074234602,FALSE," 0.6959759","13.6442110","BraA02001801","AT1G65090","AT1G65090","nucleolin","-","-"
"BraA01000065",1.79261558724614,4.2089791762809,25.4038322549333,4.10766947671105e-05,0.000146909151473374,FALSE," 5.398208","18.766007","BraA01000065","AT4G39640","GGT1","gamma-glutamyl transpeptidase 1","-","-"
"BraA09004257",1.54307496628587,9.45130447827287,25.3846300504636,4.12720120437066e-05,0.00014753189708862,FALSE," 366.3646","1067.7093","BraA09004257","AT1G23310","GGT1","glutamate:glyoxylate aminotransferase","-","-"
"BraA09003253",1.77023049024536,3.60023530491988,25.3839510145638,4.12789374064983e-05,0.00014753189708862,FALSE," 3.899414","13.318523","BraA09003253","AT1G34340","AT1G34340","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA06000468",2.32155670686797,7.63010743836911,25.3787298433973,4.13322294395496e-05,0.000147639772028324,FALSE," 56.57705","282.91257","BraA06000468","AT1G43170","RP1","ribosomal protein 1","-","-"
"BraA06002045",3.05468181759101,9.18779296158578,25.3755979204953,4.13642326235774e-05,0.000147702591083282,FALSE," 88.09238","732.63207","BraA06002045","AT1G18730","PnsB4","NDH dependent flow 6","-","-"
"BraA01000638",1.48448872738888,6.77575195800886,25.3631725605154,4.14914656695891e-05,0.000148123309058592,FALSE," 58.14283","162.64251","BraA01000638","AT4G32070","Phox4","Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein","-","-"
"BraA03002387",1.10906656523277,3.94897825466549,25.3601985079325,4.15219824651162e-05,0.000148144104698856,FALSE," 8.962884","19.310410","BraA03002387","AT2G43235","AT2G43235","phosphoribosylformylglycinamidine synthase","-","-"
"BraA02002053",1.10842039122249,5.43121968178374,25.3593084981736,4.15311196157079e-05,0.000148144104698856,FALSE,"27.70374","59.73300","BraA02002053","AT1G68910","WIT2","WPP domain-interacting protein 2","-","-"
"BraA03000911",1.66811042012225,3.91357201123339,25.3436656689016,4.16920720798485e-05,0.000148569892356082,FALSE," 4.455880","14.260403","BraA03000911","AT5G18500","AT5G18500","Protein kinase superfamily protein","-","-"
"BraA03001135",2.1744210917382,7.18656402437086,25.316491793861,4.1973286164407e-05,0.000149402877482534,FALSE," 46.61700","210.51243","BraA03001135","AT5G60390","AT5G60390","GTP binding Elongation factor Tu family protein","-","-"
"BraA07002657",1.30675332302779,4.13318582017048,25.3153113092191,4.19855493313335e-05,0.000149412739424641,FALSE," 9.388516","23.273691","BraA07002657","AT1G74720","QKY","C2 calcium/lipid-binding plant phosphoribosyltransferase family protein","-","-"
"BraA10002027",1.48112174663606,6.38173094404816,25.3105343653069,4.20352132359891e-05,0.000149527233991704,FALSE," 44.67684","124.83790","BraA10002027","AT5G17230","PSY","PHYTOENE SYNTHASE","-","-"
"BraA06004510",1.45583415310038,4.68036969919074,25.3103893028856,4.20367223896627e-05,0.000149527233991704,FALSE,"11.76413","32.32468","BraA06004510","AT2G01750","MAP70-3","microtubule-associated proteins 70-3","-","-"
"BraA01003785",2.18500775363077,2.58488817171808,25.2735110235801,4.24223045017762e-05,0.000150694442080333,FALSE," 2.187498","10.029827","BraA01003785","AT3G17860","JAZ3","jasmonate-zim-domain protein 3","-","YES"
"BraA01002710",1.56572851949539,4.16794413302496,25.2715333894052,4.24430901781842e-05,0.000150734259793461,FALSE," 4.943303","14.527941","BraA01002710","AT3G45260","AT3G45260","C2H2-like zinc finger protein","YES","YES"
"BraA03006281",3.18783354990503,3.45770052137031,25.2639618940995,4.25227719374214e-05,0.000150983178501018,FALSE," 2.340553","21.247779","BraA03006281","AT4G34200","EDA9","D-3-phosphoglycerate dehydrogenase","-","-"
"BraA02002521",2.78849997883116,2.8463414092411,25.2204176486516,4.29841997885592e-05,0.000152278033912204,FALSE," 1.193606"," 8.352548","BraA02002521","AT1G76160","sks5","SKU5 similar 5","-","-"
"BraA07004041",1.48416837143887,5.51735277207989,25.2143917052365,4.30484833164756e-05,0.000152471450810379,FALSE,"22.70086","63.62099","BraA07004041","AT1G78580","TPS1","trehalose-6-phosphate synthase","-","YES"
"BraA03001401",1.79425680720576,3.16332810344884,25.2125000094484,4.30686851104389e-05,0.00015249808545906,FALSE," 3.487653","12.073633","BraA03001401","AT5G55530","AT5G55530","Calcium-dependent lipid-binding (CaLB domain) family protein","-","-"
"BraA01001299",1.05150154677823,4.97507158795576,25.2075717900241,4.31213630084604e-05,0.000152626546830035,FALSE,"21.74357","45.09775","BraA01001299","AT4G21470","FMN/FHY","riboflavin kinase/FMN hydrolase","-","-"
"BraA07003795",1.41116713302836,4.70875732142469,25.1717844736892,4.35060047244551e-05,0.000153918749013919,FALSE,"13.29577","35.36609","BraA07003795","AT1G75730","AT1G75730","hypothetical protein","-","-"
"BraA03002436",3.12281266329454,3.73485294187659,25.1546231651066,4.36917775139337e-05,0.000154506532929525,FALSE," 1.940348","17.078847","BraA03002436","AT2G44040","AT2G44040","Dihydrodipicolinate reductase, bacterial/plant","-","-"
"BraA01004676",3.88854573445694,3.92856594069571,25.1147395522619,4.41268646250641e-05,0.00015601007394396,FALSE," 1.228866","18.694870","BraA01004676","AT3G03250","UGP1","UDP-GLUCOSE PYROPHOSPHORYLASE 1","-","-"
"BraA04000195",2.02370005545024,5.11401484615565,25.1131594008351,4.41441991977669e-05,0.00015603631155914,FALSE,"10.85174","44.31723","BraA04000195","AT3G60320","AT3G60320","bZIP domain class transcription factor (DUF630 and DUF632)","-","-"
"BraA10002536",3.75782500680669,6.44470417737952,25.1061051157504,4.42216765391158e-05,0.000156239997469289,FALSE,"  8.591261","117.493363","BraA10002536","AT5G10250","DOT3","Phototropic-responsive NPH3 family protein","-","YES"
"BraA04002413",1.05037243397705,3.88380414767177,25.0761514722661,4.45523101743093e-05,0.000157266957197495,FALSE," 7.806994","16.158905","BraA04002413","AT2G33040","ATP3","gamma subunit of Mt ATP synthase","-","-"
"BraA06004374",1.17517659102132,9.14994864917381,25.0738754832864,4.45775426973332e-05,0.00015729451904774,FALSE,"396.2250","894.7797","BraA06004374","AT3G25690","CHUP1","Hydroxyproline-rich glycoprotein family protein","-","-"
"BraA01000635",1.37411138799356,4.20707156348813,25.0736444589334,4.45801047949153e-05,0.00015729451904774,FALSE," 8.650615","22.414580","BraA01000635","AT4G32120","AT4G32120","Galactosyltransferase family protein","-","-"
"BraA04002869",4.10622243350524,3.42987468980019,24.9639756933651,4.58146392642438e-05,0.000161180693343585,FALSE," 0.9016079","15.3548823","BraA04002869","AT2G39980","AT2G39980","HXXXD-type acyl-transferase family protein","-","-"
"BraA03005457",2.68836094986314,3.48612592891485,24.944987015758,4.60321480120013e-05,0.000161909722839978,FALSE," 2.294713","15.023600","BraA03005457","AT3G16000","MFP1","MAR binding filament-like protein 1","-","-"
"BraA03003616",2.99323841383289,2.50725417418898,24.9379496960426,4.61130432966191e-05,0.000162158020886681,FALSE," 1.0507104"," 8.4729494","BraA03003616","AT3G09410","AT3G09410","Pectinacetylesterase family protein","-","-"
"BraA03002875",2.76506621920371,7.68018500171696,24.9303862143326,4.62001594486134e-05,0.000162391806547828,FALSE," 27.75412","189.20321","BraA03002875","AT4G10340","LHCB5","light harvesting complex of photosystem II 5","-","YES"
"BraA04002069",2.74734014257961,3.64271454006897,24.9154024029178,4.63732723024397e-05,0.000162924576102089,FALSE," 2.487664","16.994597","BraA04002069","AT2G28605","AT2G28605","Photosystem II reaction center PsbP family protein","-","YES"
"BraA01000734",1.32371496670182,3.12305351556266,24.9145808520484,4.63827843401181e-05,0.000162924576102089,FALSE," 4.172050","10.492002","BraA01000734","AT2G24290","AT2G24290","ubiquitin-associated protein (DUF1068)","-","-"
"BraA04001291",1.84453562331755,6.01204847418984,24.9064798715101,4.64766924772755e-05,0.000163218014188379,FALSE," 35.01087","125.69486","BraA04001291","AT5G39720","AIG2L","avirulence induced protein 2 like protein","-","-"
"BraA03003510",2.98711591667145,6.14746602318461,24.8928106778026,4.66356179077514e-05,0.000163739599792105,FALSE," 12.76636","101.39697","BraA03003510","AT3G06680","AT3G06680","Ribosomal L29e protein family","-","-"
"BraA03006106",1.7819674835524,3.47960332571771,24.8833241937085,4.67462605220946e-05,0.000164035551295273,FALSE," 4.418387","15.269642","BraA03006106","AT4G32020","AT4G32020","serine/arginine repetitive matrix-like protein","-","-"
"BraA03002228",1.14805258082091,3.97205836882028,24.8829034559101,4.67511742764037e-05,0.000164035551295273,FALSE," 8.146222","18.052754","BraA03002228","AT2G40030","NRPD1B","nuclear RNA polymerase D1B","-","-"
"BraA09001097",3.1385220875752,2.71248864277144,24.8718444894655,4.68805326155427e-05,0.000164416128201569,FALSE,"0.8766166","7.9865859","BraA09001097","AT2G15300","AT2G15300","Leucine-rich repeat protein kinase family protein","-","-"
"BraA01003215",2.22271158375745,5.05619708996107,24.8610002012241,4.70077581926485e-05,0.000164715519579761,FALSE," 9.047852","42.326822","BraA01003215","AT3G23940","AT3G23940","dehydratase family","-","-"
"BraA04001783",2.40146945038892,7.3743417530738,24.8504806066194,4.71315335858153e-05,0.000165075731784765,FALSE," 64.30136","340.00424","BraA04001783","AT2G24270","ALDH11A3","aldehyde dehydrogenase 11A3","-","-"
"BraA01001091",2.70916249212939,3.46447299277824,24.838096945147,4.72776966537816e-05,0.000165544509665067,FALSE," 2.699704","17.759725","BraA01001091","AT4G18630","AT4G18630","hypothetical protein (DUF688)","-","-"
"BraA04001428",2.11915510126437,4.31329138358038,24.8143792045692,4.75590137894272e-05,0.000166424828155977,FALSE," 5.075418","22.185971","BraA04001428","AT5G42030","ABIL4","ABL interactor-like protein 4","-","-"
"BraA02004424",2.19832363371947,3.51606842531147,24.764511027096,4.81564629653788e-05,0.000168403183087106,FALSE," 3.138312","14.322838","BraA02004424","AT5G64280","DiT2.2","dicarboxylate transporter 2.2","-","-"
"BraA10001575",1.21293331794165,3.82883306546573,24.7496012204299,4.83366734487834e-05,0.000168995832981753,FALSE," 9.179125","21.278571","BraA10001575","AT5G60690","REV","Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein","YES","YES"
"BraA01002126",1.57483187846564,2.85350712586158,24.7470549961633,4.83675222278439e-05,0.000169066133658953,FALSE,"3.240184","9.667824","BraA01002126","AT4G17050","UGLYAH","ureidoglycine aminohydrolase","-","-"
"BraA04001667",1.79114858653879,3.17574512944053,24.7417810322958,4.84314871124124e-05,0.00016921456318521,FALSE," 5.324559","18.464622","BraA04001667","AT2G22800","HAT9","Homeobox-leucine zipper protein family","YES","-"
"BraA07001729",2.20547832429078,10.067625528368,24.7364722773226,4.84959669485937e-05,0.000169402245843512,FALSE," 205.4435"," 947.8543","BraA07001729","AT5G66570","PSBO1","PS II oxygen-evolving complex 1","-","YES"
"BraA06000838",9.77455540260639,3.07747922587635,24.7164149888442,4.87404262940884e-05,0.000170180636616893,FALSE," 0.02810561","38.43456013","BraA06000838","AT1G52410","TSA1","TSK-associating protein 1","-","-"
"BraA02002649",8.33609264580668,4.43012087596723,24.7082138192582,4.88407686292382e-05,0.000170493168823289,FALSE," 0.05621122","24.19265751","BraA02002649","AT1G77760","NIA1","nitrate reductase 1","-","-"
"BraA02000697",2.0554517798334,5.26293014465844,24.6834441508013,4.9145196058595e-05,0.000171479801809418,FALSE,"12.06988","50.32055","BraA02000697","AT5G16180","CRS1","maize chloroplast splicing factor-like protein","-","-"
"BraA01000432",3.12781449857885,2.97815458538736,24.6705538451545,4.9304438695725e-05,0.000171883026593734,FALSE," 0.6717093"," 6.0834096","BraA01000432","AT4G34200","EDA9","D-3-phosphoglycerate dehydrogenase","-","-"
"BraA02001668",1.17926783633057,6.93099561752203,24.6650438913092,4.93726781230196e-05,0.000172044709687033,FALSE," 75.06836","169.99945","BraA02001668","AT5G52520","OVA6","Class II aaRS and biotin synthetases superfamily protein","-","-"
"BraA01000136",1.28062082548214,4.56181678806747,24.6630206045864,4.93977618304333e-05,0.00017209401753232,FALSE,"13.03951","31.72431","BraA01000136","AT4G37680","HHP4","heptahelical protein 4","-","-"
"BraA10002278",1.88342448040983,5.69336527137464,24.6489568606255,4.95725009093312e-05,0.000172626363786034,FALSE,"15.573985","57.755044","BraA10002278","AT5G13730","SIG4","sigma factor 4","-","-"
"BraA01001637",4.0393086153572,3.59042607475729,24.6390746473948,4.96956877451155e-05,0.000172940553859854,FALSE," 0.9670375","16.2842562","BraA01001637","AT4G24670","TAR2","tryptophan aminotransferase related 2","-","YES"
"BraA06000571",2.06377144124566,3.47675807474147,24.6348707916103,4.97481919303276e-05,0.000173046749388587,FALSE," 2.387619","10.080159","BraA06000571","AT5G22070","AT5G22070","Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein","-","-"
"BraA05001330",1.29492948802577,3.76065781290783,24.624738115602,4.98749926007276e-05,0.000173448350811859,FALSE," 8.609954","21.202765","BraA05001330","AT2G32720","CB5-B","cytochrome B5 isoform B","-","-"
"BraA02001455",1.53304430206361,4.46520401491764,24.6165413606185,4.99778244640018e-05,0.000173730335040501,FALSE," 6.625808","19.313016","BraA02001455","AT5G55230","MAP65-1","microtubule-associated proteins 65-1","-","-"
"BraA09005600",2.26495584124242,4.21593709137296,24.6043203601085,5.01315709905662e-05,0.000174226297584214,FALSE," 5.779577","27.818940","BraA09005600","AT2G25620","DBP1","DNA-binding protein phosphatase 1","-","YES"
"BraA07002024",2.34279595408632,4.72902874718229,24.6034422103236,5.01426383771594e-05,0.000174226297584214,FALSE," 9.109425","46.349306","BraA07002024","AT2G40510","AT2G40510","Ribosomal protein S26e family protein","-","-"
"BraA05002443",2.23714403759624,4.13209172064752,24.5730799524686,5.05269364231203e-05,0.000175441667976614,FALSE," 4.755314","22.500252","BraA05002443","AT1G31860","AT-IE","histidine biosynthesis bifunctional protein (HISIE)","-","-"
"BraA06003559",3.31959401665465,4.38259184102005,24.5493944551716,5.08289518305003e-05,0.000176299625784944,FALSE," 2.285835","23.269080","BraA06003559","AT5G23860","TUB8","tubulin beta 8","-","-"
"BraA09000037",1.9462451939665,4.10009856317273,24.5413549157001,5.09319107359586e-05,0.00017661781779775,FALSE," 5.388605","20.918536","BraA09000037","AT4G00400","GPAT8","glycerol-3-phosphate acyltransferase 8","-","YES"
"BraA03003878",1.49090660969541,5.78355546558077,24.460426454679,5.19810632461477e-05,0.000179899282210722,FALSE,"22.67808","63.72984","BraA03003878","AT3G14110","FLU","Tetratricopeptide repeat (TPR)-like superfamily protein","-","YES"
"BraA09007005",2.07805829368832,3.98158949943906,24.4419780107623,5.22235057414938e-05,0.000180619200257331,FALSE," 5.655667","23.836267","BraA09007005","AT1G01580","FRO2","ferric reduction oxidase 2","-","YES"
"BraA03005976",2.88313178393121,2.88487155847888,24.3815076110979,5.30268531190645e-05,0.0001832365901414,FALSE," 1.0695829"," 7.9945024","BraA03005976","AT4G30610","BRS1","alpha/beta-Hydrolases superfamily protein","-","YES"
"BraA09006640",4.80736993030225,3.05087280508714,24.3387125633946,5.3603508452857e-05,0.000185066730214514,FALSE," 0.5640369","15.1796545","BraA09006640","AT1G08500","ENODL18","early nodulin-like protein 18","-","-"
"BraA03004420",2.60658360029987,6.35517432952453,24.3279703257261,5.37493274176492e-05,0.000185448139753134,FALSE," 17.26705","105.30496","BraA03004420","AT3G25520","ATL5","ribosomal protein L5","-","YES"
