"","logFC","logCPM","F","PValue","FDR","woundCtrl","phyB.D_Avg_CPM","phyB.R_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA10002688",-2.85225193374284,1.73441313269527,30.5608192971639,1.22828823918806e-05,5.26791740730791e-05,FALSE,"8.516309","1.162511","BraA10002688","AT5G06470","AT5G06470","Glutaredoxin family protein","-","-"
"BraA02002494",-1.09052941490476,4.2163973203605,30.5573101145163,1.22924602996312e-05,5.27058907971114e-05,FALSE,"30.64105","14.39171","BraA02002494","AT5G05800","AT5G05800","Myb/SANT-like DNA-binding domain protein","-","-"
"BraA03004386",-1.20709178374874,3.88211533262317,30.5479059685615,1.23181679035113e-05,5.28017327890164e-05,FALSE,"24.129103","10.421946","BraA03004386","AT2G20120","COV1","CONTINUOUS VASCULAR RING protein (DUF502)","-","-"
"BraA01001973",-1.49166776468803,4.50849976720614,30.5443027130714,1.23280334172597e-05,5.282963408322e-05,FALSE,"51.37638","18.28598","BraA01001973","AT4G27870","AT4G27870","Vacuolar iron transporter (VIT) family protein","-","-"
"BraA08001542",-1.70771541671592,2.84815148849117,30.5346790551964,1.23544246100277e-05,5.29283188246696e-05,FALSE,"13.285050"," 4.054911","BraA08001542","AT4G21110","AT4G21110","G10 family protein","-","-"
"BraA08000806",-1.40896657879036,3.55108215266173,30.5149421177696,1.24087421399989e-05,5.31032086143509e-05,FALSE,"22.323498"," 8.406922","BraA08000806","AT1G33980","UPF3","Smg-4/UPF3 family protein","-","-"
"BraA09000316",-1.62358973538457,3.00791637853755,30.5014328980425,1.24460702344754e-05,5.32340069268053e-05,FALSE,"16.767079"," 5.441117","BraA09000316","AT3G26990","AT3G26990","ENTH/VHS family protein","-","-"
"BraA06004704",-3.22285208985978,3.1831704919572,30.4502917187929,1.25884915803652e-05,5.38139210958576e-05,FALSE,"24.451684"," 2.568523","BraA06004704","AT5G46250","LARP6a","RNA-binding protein","-","-"
"BraA01002026",-1.89608345137479,4.32319310670899,30.4312865851702,1.26418692765334e-05,5.3998106489182e-05,FALSE,"21.444026"," 5.745224","BraA01002026","AT4G26420","GAMT1","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA05002923",-2.18455708021616,2.48499171056995,30.4188838091221,1.26768363504305e-05,5.41180917156973e-05,FALSE," 8.312009"," 1.802313","BraA05002923","AT3G53610","RAB8","RAB GTPase homolog 8","-","-"
"BraA06001620",-2.20795388292085,2.97432639856417,30.3887387007994,1.27622636135209e-05,5.44532472965082e-05,FALSE,"21.184829"," 4.563759","BraA06001620","AT1G14340","AT1G14340","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA05002100",-1.0323921464986,5.10489736700684,30.3802526815661,1.27864246652787e-05,5.45267743786201e-05,FALSE,"51.08995","24.98651","BraA05002100","AT5G60990","AT5G60990","DEA(D/H)-box RNA helicase family protein","-","-"
"BraA05003897",-1.70473615396468,4.63082772521909,30.3785817089081,1.27911880512619e-05,5.45323130896161e-05,FALSE,"48.349098","14.813071","BraA05003897","AT3G12090","TET6","tetraspanin6","-","-"
"BraA03002700",-2.06784577464336,4.59691554188862,30.3412157954456,1.28982115442631e-05,5.49142141484179e-05,FALSE,"39.606184"," 9.456481","BraA03002700","AT2G25737","AT2G25737","Sulfite exporter TauE/SafE family protein","-","-"
"BraA05001419",-1.31818180944856,5.59444406187098,30.3358289272053,1.29137207781412e-05,5.49653772439e-05,FALSE,"92.42464","37.03316","BraA05001419","AT2G31740","AT2G31740","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA10000097",-2.94625939396186,2.57897205140099,30.3140245142448,1.29767049939071e-05,5.52185284141924e-05,FALSE,"21.022537"," 2.694015","BraA10000097","AT1G02250","NAC005","NAC domain containing protein 5","YES","-"
"BraA02004267",-2.68572008341386,5.6528516442008,30.3123255174868,1.29816267278549e-05,5.52245418098475e-05,FALSE,"122.46992"," 19.06400","BraA02004267","AT5G61190","AT5G61190","putative endonuclease or glycosyl hydrolase with C2H2-type zinc finger domain-containing protein","-","-"
"BraSca000328",-1.16160183411618,7.09895650428956,30.2734447596125,1.30948150355541e-05,5.55858653343099e-05,FALSE,"203.41281"," 90.91945","BraSca000328","AT5G49940","NFU2","NIFU-like protein 2","-","-"
"BraA05000455",-1.35568848818655,3.4229278133019,30.2627095091265,1.31262559032833e-05,5.56742839982968e-05,FALSE,"19.987984"," 7.806921","BraA05000455","AT3G05380","ALY2","ALWAYS EARLY 2","-","-"
"BraA03000072",-2.14379325106412,3.88626101497567,30.2474126358155,1.31711985641486e-05,5.58197806676625e-05,FALSE,"27.397185"," 6.213179","BraA03000072","AT5G02290","NAK","Protein kinase superfamily protein","-","-"
"BraA02004331",-1.91952330340404,3.39336424739522,30.2389522694478,1.31961272276896e-05,5.59103748489458e-05,FALSE,"26.638612"," 7.040053","BraA02004331","AT5G62200","AT5G62200","Embryo-specific protein 3, (ATS3)","-","-"
"BraA05003299",-1.27521011734476,4.09893257760401,30.2262566757732,1.32336314183099e-05,5.60391064095233e-05,FALSE,"31.08215","12.83746","BraA05003299","AT3G18520","HDA15","histone deacetylase 15","-","-"
"BraA05000849",-1.16820510848708,6.16233071920096,30.2181930490238,1.32575124576459e-05,5.60949586245556e-05,FALSE,"137.94652"," 61.37981","BraA05000849","AT2G38770","EMB2765","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA01003680",-1.58238262189095,3.19204368619754,30.2100453115838,1.32816902134953e-05,5.61821563989292e-05,FALSE,"17.576121"," 5.889724","BraA01003680","AT3G63220","AT3G63220","Galactose oxidase/kelch repeat superfamily protein","-","-"
"BraA08002003",-6.10540035119955,1.97489949655939,30.1792250652829,1.33735815618952e-05,5.652528834163e-05,FALSE,"15.48024734"," 0.22383616","BraA08002003","AT4G29080","PAP2","phytochrome-associated protein 2","-","-"
"BraA02004429",-1.91342085687092,5.43910499284998,30.1722733049604,1.33944038463279e-05,5.65980984003227e-05,FALSE,"51.99496","13.78658","BraA02004429","AT5G64410","OPT4","oligopeptide transporter 4","-","-"
"BraA05001004",-1.31633903645503,6.7337051261226,30.1533624531459,1.3451225282323e-05,5.682294308743e-05,FALSE,"192.00723"," 77.08851","BraA05001004","AT2G36900","MEMB11","membrin 11","-","-"
"BraA08003890",-1.22134637407603,4.27837148881259,30.1291854680215,1.35242520434417e-05,5.71161060273068e-05,FALSE,"21.660634"," 9.284645","BraA08003890","AT1G05500","NTMC2T2.1","Calcium-dependent lipid-binding (CaLB domain) family protein","-","-"
"BraA05003716",-1.4975489584446,4.75803506657643,30.1251270290228,1.35365528020482e-05,5.7152720253283e-05,FALSE,"37.42213","13.21599","BraA05003716","AT3G14090","EXO70D3","exocyst subunit exo70 family protein D3","-","YES"
"BraA03003466",-1.03717870272057,6.28728663906934,30.1197460699431,1.35528807650759e-05,5.72063135538467e-05,FALSE,"136.69276"," 66.60049","BraA03003466","AT3G06190","BPM2","BTB-POZ and MATH domain 2","-","-"
"BraA06003227",-2.86911587670013,2.18867359681186,30.1015496546248,1.36082548004983e-05,5.74246462626923e-05,FALSE,"13.392815"," 1.837849","BraA06003227","AT5G64530","XND1","xylem NAC domain 1","YES","-"
"BraA08002074",-1.22201091421363,2.96996044272272,30.0914216616831,1.36391821504181e-05,5.75397285037742e-05,FALSE,"13.396836"," 5.745430","BraA08002074","AT1G55520","TBP2","TATA binding protein 2","-","-"
"BraA04003292",-1.35450351805049,5.60002700891291,30.0838405776024,1.366238215966e-05,5.76221584118564e-05,FALSE,"43.49979","16.98460","BraA04003292","AT2G46550","AT2G46550","transmembrane protein","-","-"
"BraA02003175",-2.24963096239167,3.07830204675244,30.0707625916829,1.37025050130444e-05,5.77604255236527e-05,FALSE,"20.062958"," 4.191470","BraA02003175","AT5G46860","VAM3","Syntaxin/t-SNARE family protein","-","YES"
"BraA03003884",-1.83471681009104,5.58778286777559,30.0530363323496,1.3757093344005e-05,5.79594885531687e-05,FALSE,"85.01499","23.84880","BraA03003884","AT3G14200","AT3G14200","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA06001210",-1.21646973975887,3.15656194300233,30.0485998573919,1.37707925251046e-05,5.80016789791666e-05,FALSE,"14.892731"," 6.407322","BraA06001210","AT1G08400","AT1G08400","RINT-1 / TIP-1 family","-","-"
"BraA08001770",-2.71458236158289,7.60821929752904,30.0436287876823,1.37861600854853e-05,5.80508720560564e-05,FALSE,"541.79185"," 82.53009","BraA08001770","AT4G33300","ADR1-L1","ADR1-like 1","-","-"
"BraA04002868",-1.69242800634214,4.77329270651313,30.0161434693309,1.38714655566023e-05,5.83590673564789e-05,FALSE,"49.67693","15.39467","BraA04002868","AT2G39970","PXN","Mitochondrial substrate carrier family protein","-","-"
"BraA03004979",-1.27081205547446,7.14594504126158,30.0152711479038,1.38741823410384e-05,5.83590673564789e-05,FALSE,"253.17816","104.90587","BraA03004979","AT4G16143","IMPA-2","importin alpha isoform 2","-","-"
"BraA09002288",-1.59526930300335,7.12271171949107,30.0067757020825,1.39006711012151e-05,5.84548659185483e-05,FALSE,"208.06448"," 68.86221","BraA09002288","AT5G46250","LARP6a","RNA-binding protein","-","-"
"BraA04000325",-1.66942450615966,4.80081078869402,29.9887103511649,1.39571818176047e-05,5.86454133958985e-05,FALSE,"46.78547","14.72556","BraA04000325","AT3G57800","AT3G57800","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA10002499",-2.88635307317608,4.0228752273676,29.9803712096689,1.39833519661929e-05,5.87084449047415e-05,FALSE,"47.997047"," 6.448216","BraA10002499","AT5G10650","AT5G10650","RING/U-box superfamily protein","-","-"
"BraA10000260",-1.27839516125901,5.34123992674746,29.9771473444354,1.39934834995261e-05,5.87353147420107e-05,FALSE,"68.03472","28.07341","BraA10000260","AT1G03970","GBF4","G-box binding factor 4","YES","-"
"BraA02000075",-2.42188480633116,2.74587529244547,29.9497254868705,1.40799847546497e-05,5.90826339744563e-05,FALSE,"16.969530"," 3.187057","BraA02000075","AT5G02880","UPL4","ubiquitin-protein ligase 4","-","-"
"BraA03002608",-1.16281231304313,4.30441739480942,29.9059079126201,1.4219415269735e-05,5.96041534875176e-05,FALSE,"33.81423","15.09044","BraA03002608","AT2G29400","TOPP1","type one protein phosphatase 1","-","-"
"BraA01001164",-1.00179431963307,4.66915841743568,29.860209569579,1.43664320678124e-05,6.01563290096745e-05,FALSE,"41.25894","20.60642","BraA01001164","AT4G19490","VPS54","VPS54","-","-"
"BraA03005575",-1.33397277604041,3.16483559172799,29.8366018974828,1.44430276362345e-05,6.03967202429147e-05,FALSE,"15.416359"," 6.134218","BraA03005575","AT4G25230","RIN2","RPM1 interacting protein 2","-","-"
"BraA08001296",-1.31643601518756,6.64421763206664,29.8251746622052,1.44802629746449e-05,6.05208720940924e-05,FALSE,"168.17140"," 67.51256","BraA08001296","AT4G16830","AT4G16830","Hyaluronan / mRNA binding family","-","-"
"BraA01002410",-1.04860221642505,4.14319855357061,29.8220515633173,1.44904576669596e-05,6.05307334601764e-05,FALSE,"26.87640","12.98768","BraA01002410","AT3G51460","RHD4","Phosphoinositide phosphatase family protein","-","-"
"BraA07001554",-1.9416887833767,11.734286059504,29.799503889981,1.45642918072056e-05,6.0823017523326e-05,FALSE,"6135.197","1597.087","BraA07001554","AT1G20620","CAT3","catalase 3","-","YES"
"BraA10001892",-1.24017971619968,4.84347055561198,29.7850459462259,1.46118507480633e-05,6.095915839504e-05,FALSE,"43.17675","18.26257","BraA10001892","AT5G18680","TLP11","tubby like protein 11","-","-"
"BraA01004070",-1.70302855235847,4.81368491147087,29.7848845042796,1.46123827588619e-05,6.095915839504e-05,FALSE,"59.00204","18.10514","BraA01004070","AT3G14075","AT3G14075","Mono-/di-acylglycerol lipase, N-terminal;Lipase, class 3","-","-"
"BraA06003052",-1.14769185478228,5.0125394038942,29.7517036105684,1.47221745219036e-05,6.13358991463111e-05,FALSE,"49.99395","22.56667","BraA06003052","AT5G62760","AT5G62760","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA04001612",-1.10026115916288,5.71664720528053,29.7496444547549,1.47290175395431e-05,6.13398698633606e-05,FALSE,"83.90439","39.12060","BraA04001612","AT2G22400","AT2G22400","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA08003881",-2.82393529072498,5.10541499530442,29.7490716423437,1.47309217333865e-05,6.13398698633606e-05,FALSE," 76.099060"," 10.769931","BraA08003881","AT1G05680","UGT74E2","Uridine diphosphate glycosyltransferase 74E2","-","-"
"BraA08002799",-1.19863616413369,3.48666497482777,29.7413071081086,1.4756759718906e-05,6.14312081395345e-05,FALSE,"18.839468"," 8.227903","BraA08002799","AT1G29120","AT1G29120","Hydrolase-like protein family","-","-"
"BraA07002008",-5.34696596403104,2.69664812379714,29.7038992244448,1.48819344238222e-05,6.18868290174273e-05,FALSE,"16.6285868"," 0.3735633","BraA07002008","AT3G55890","AT3G55890","Yippee family putative zinc-binding protein","-","-"
"BraA06004359",-1.988782829828,2.54397100363483,29.6948915262666,1.49122483185198e-05,6.19637773319699e-05,FALSE,"13.139131"," 3.279691","BraA06004359","AT3G25870","AT3G25870","hypothetical protein","-","-"
"BraA09006356",-1.55375733519805,3.69362133018004,29.6905339742042,1.49269370266636e-05,6.20084425441236e-05,FALSE,"25.533260"," 8.695335","BraA09006356","AT1G13450","GT-1","Homeodomain-like superfamily protein","YES","-"
"BraA01003158",-1.09975107293951,5.20512599090558,29.6799922708655,1.49625367860259e-05,6.21304497851813e-05,FALSE,"60.37827","28.18037","BraA01003158","AT1G61620","AT1G61620","phosphoinositide binding protein","-","-"
"BraA01004709",-1.24666056706637,5.5145328785679,29.6794999219652,1.49642017239912e-05,6.21304497851813e-05,FALSE,"69.78157","29.39236","BraA01004709","AT3G02770","AT3G02770","Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase","-","-"
"BraA05003373",-1.31460762926391,3.76361414436582,29.6722003772026,1.49889096820197e-05,6.22166240493117e-05,FALSE,"25.301765","10.182058","BraA05003373","AT3G17890","AT3G17890","hypothetical protein","-","-"
"BraA07001277",-2.08438735223324,3.19123356968479,29.6021195262873,1.52283947943876e-05,6.30278553940731e-05,FALSE,"20.098090"," 4.725427","BraA07001277","AT1G66200","GSR2","hypothetical protein","-","-"
"BraA04001647",-3.33643776269868,1.74133053835965,29.5406559698229,1.54418602761415e-05,6.37939319544533e-05,FALSE," 8.7663825"," 0.8678142","BraA04001647","AT2G22680","WAVH1","Zinc finger (C3HC4-type RING finger) family protein","-","-"
"BraA10001311",-2.48039486703236,3.12703469859794,29.5286948738743,1.54837787833361e-05,6.39503222381818e-05,FALSE,"15.768663"," 2.827373","BraA10001311","AT1G48450","AT1G48450","alanine-tRNA ligase, putative (DUF760)","-","-"
"BraA02000532",-1.82820948731637,2.95375163874197,29.4939445650587,1.56062674589347e-05,6.4422410124215e-05,FALSE,"15.472523"," 4.366396","BraA02000532","AT5G13520","AT5G13520","peptidase M1 family protein","-","-"
"BraA07001208",-1.11092732085381,5.76019565074503,29.4716373748279,1.56854515679932e-05,6.46983772746888e-05,FALSE,"85.03024","39.38246","BraA07001208","AT2G26430","RCY1","arginine-rich cyclin 1","-","-"
"BraA04002190",-1.11038525385092,3.6308379432734,29.4565209704905,1.57393588185765e-05,6.48867228403335e-05,FALSE,"20.253091"," 9.360310","BraA04002190","AT2G30160","AT2G30160","Mitochondrial substrate carrier family protein","-","-"
"BraA04002882",-3.44717429304487,2.71600134599718,29.4481108223467,1.57694378263737e-05,6.4993702903148e-05,FALSE,"21.1166057"," 1.9165100","BraA04002882","AT3G55960","AT3G55960","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA10002016",-1.09426603389681,7.01870723443842,29.4461122392808,1.57765949766919e-05,6.50061793018666e-05,FALSE,"207.46891"," 97.14968","BraA10002016","AT5G17380","AT5G17380","Thiamine pyrophosphate dependent pyruvate decarboxylase family protein","-","-"
"BraA07000330",-1.72729871917599,7.12362678248528,29.437769174922,1.58065106114425e-05,6.50953629053127e-05,FALSE,"240.86939"," 72.75984","BraA07000330","AT2G17710","AT2G17710","Big1","-","-"
"BraA04001606",-1.386786050012,6.52055247493792,29.4362872740938,1.58118306973767e-05,6.51002393870543e-05,FALSE,"156.73115"," 59.92600","BraA04001606","AT2G22300","SR1","signal responsive 1","YES","YES"
"BraA04000969",-1.22271906529155,5.74144355725594,29.4262580775288,1.58478871691156e-05,6.52316276260144e-05,FALSE," 85.20111"," 36.48829","BraA04000969","AT2G39780","RNS2","ribonuclease 2","-","-"
"BraA03002538",-1.26725920910042,4.32450838477606,29.4115949058078,1.59007645443961e-05,6.54150637555659e-05,FALSE,"39.20500","16.27093","BraA03002538","AT2G46260","LRB1","BTB/POZ/Kelch-associated protein","-","-"
"BraA01004141",-2.3960422409802,3.11192702674124,29.3754351119771,1.60319836006853e-05,6.58688128099156e-05,FALSE,"20.167737"," 3.829396","BraA01004141","AT3G13320","CAX2","cation exchanger 2","-","-"
"BraA09000151",-1.91909868823664,4.16326254376113,29.3738499509851,1.60377628238681e-05,6.58753619122348e-05,FALSE,"28.633924"," 7.552594","BraA09000151","AT4G01960","AT4G01960","transmembrane protein","-","-"
"BraA08000461",-1.57074171867124,3.29841498140723,29.3672095797977,1.60619971116802e-05,6.59576922874634e-05,FALSE,"18.183253"," 6.119780","BraA08000461","AT2G26060","emb1345","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA08000170",-1.15963119334719,5.49995203127097,29.3382210003937,1.61682595364053e-05,6.62902852573636e-05,FALSE,"75.06934","33.59576","BraA08000170","AT1G53210","AT1G53210","sodium/calcium exchanger family protein / calcium-binding EF hand family protein","-","-"
"BraA03003686",-1.81361735598395,2.26021208605037,29.2980248175749,1.63168725977516e-05,6.68444874511427e-05,FALSE,"9.745468","2.761851","BraA03003686","AT3G10490","NAC052","NAC domain containing protein 52","YES","-"
"BraA10000561",-3.66679327352856,7.15966296734257,29.2950574700054,1.63279022002682e-05,6.68444874511427e-05,FALSE,"420.84405"," 33.10710","BraA10000561","AT1G07040","AT1G07040","plant/protein","-","-"
"BraA09003291",-4.22906958208742,3.3688252549455,29.2800749222439,1.63837161759876e-05,6.70297494586826e-05,FALSE,"25.3712078"," 1.3478215","BraA09003291","AT3G01970","WRKY45","WRKY DNA-binding protein 45","YES","-"
"BraA02001584",-1.08589695908948,5.39753930700549,29.2792105384314,1.63869425614365e-05,6.70297494586826e-05,FALSE,"71.93321","33.84744","BraA02001584","AT5G53560","CB5-E","cytochrome B5 isoform E","-","-"
"BraA05004099",-1.75290431293126,3.88291354137854,29.2676058789116,1.64303249191118e-05,6.71897412904181e-05,FALSE,"27.779962"," 8.244720","BraA05004099","AT3G09830","AT3G09830","Protein kinase superfamily protein","-","-"
"BraA03003703",-1.43675738636901,3.43398891702775,29.261735460709,1.64523182064158e-05,6.72447386572279e-05,FALSE,"20.637089"," 7.609323","BraA03003703","AT3G10770","AT3G10770","Single-stranded nucleic acid binding R3H protein","-","-"
"BraA10002998",-4.47526679422492,1.39154700121991,29.2472108843492,1.65068717072634e-05,6.74501974746433e-05,FALSE," 4.9047894"," 0.2118126","BraA10002998","AT5G04250","AT5G04250","Cysteine proteinases superfamily protein","-","-"
"BraA03001261",-1.5392675965198,3.78610439062815,29.2222220253398,1.66011895083139e-05,6.77828074866046e-05,FALSE,"24.616601"," 8.458945","BraA03001261","AT5G58110","AT5G58110","chaperone binding / ATPase activator","-","-"
"BraA02003297",-1.32970651577325,3.0259357289217,29.2106283921082,1.66451473880501e-05,6.79094400953625e-05,FALSE,"14.921657"," 5.937859","BraA02003297","AT5G38930","AT5G38930","RmlC-like cupins superfamily protein","-","-"
"BraA07000342",-1.28967026548711,4.35934551504056,29.2007631210123,1.66826518023408e-05,6.80277827004711e-05,FALSE,"36.54631","14.95839","BraA07000342","AT2G17540","AT2G17540","hypothetical protein","-","-"
"BraA07003192",-1.60835359988524,4.37620971277624,29.2007247002234,1.66827980447153e-05,6.80277827004711e-05,FALSE,"43.38167","14.21755","BraA07003192","AT1G68300","AT1G68300","Adenine nucleotide alpha hydrolases-like superfamily protein","-","-"
"BraA10002898",-3.58186649857982,6.8174258930177,29.1942815968133,1.67073423881326e-05,6.80927891943968e-05,FALSE,"343.54975"," 28.60928","BraA10002898","AT5G64260","EXL2","EXORDIUM like 2","-","YES"
"BraA08003165",-1.31141197740564,4.20289039136513,29.1673091762126,1.68105183023596e-05,6.84776289024688e-05,FALSE,"37.68632","15.18043","BraA08003165","AT1G20910","AT1G20910","ARID/BRIGHT DNA-binding domain-containing protein","-","-"
"BraA10000784",-3.62433860831284,1.99588606629116,29.1607852463217,1.68355778417895e-05,6.85372057341698e-05,FALSE,"10.6992209"," 0.8550506","BraA10000784","AT5G51810","GA20OX2","gibberellin 20 oxidase 2","-","YES"
"BraA08002429",-2.40589459038231,2.73022237729074,29.1601014505898,1.68382067709044e-05,6.85372057341698e-05,FALSE,"14.170045"," 2.673123","BraA08002429","AT4G40080","AT4G40080","ENTH/ANTH/VHS superfamily protein","-","-"
"BraA03002200",-1.22015034495136,4.92535335618704,29.1250040055366,1.69737443501535e-05,6.90353323181952e-05,FALSE,"51.04116","21.89452","BraA03002200","AT2G39480","ABCB6","P-glycoprotein 6","-","-"
"BraA08001318",-1.46154867624002,2.91130108914317,29.0415110124128,1.73009672028909e-05,7.03298615117515e-05,FALSE,"12.260469"," 4.453897","BraA08001318","AT4G14160","AT4G14160","Sec23/Sec24 protein transport family protein","-","-"
"BraA03004191",-1.38260497542859,3.31397015445316,29.0157884562429,1.74031559688394e-05,7.07117336351496e-05,FALSE,"16.157933"," 6.175921","BraA03004191","AT3G20170","AT3G20170","ARM repeat superfamily protein","-","-"
"BraA02002469",-1.94427210834748,2.22898661260827,29.0156038452261,1.74038917473043e-05,7.07117336351496e-05,FALSE,"8.706033","2.254208","BraA02002469","AT1G75400","AT1G75400","RING/U-box superfamily protein","-","-"
"BraA06003704",-2.46201342375241,5.60924915948881,28.998624949455,1.74717070599427e-05,7.096894687058e-05,FALSE,"119.58090"," 21.70534","BraA06003704","AT5G25350","EBF2","EIN3-binding F box protein 2","-","-"
"BraA08000078",-2.51637396847107,2.62053470219146,28.995268732326,1.74851461029543e-05,7.10052114707173e-05,FALSE,"14.125136"," 2.465187","BraA08000078","AT1G55280","AT1G55280","Lipase/lipooxygenase, PLAT/LH2 family protein","-","-"
"BraA10000594",-1.84467710331167,2.8550893467908,28.9915181371135,1.75001776294172e-05,7.10432488519199e-05,FALSE,"13.572957"," 3.773061","BraA10000594","AT1G07310","AT1G07310","Calcium-dependent lipid-binding (CaLB domain) family protein","-","-"
"BraA01001147",-1.52558679514893,2.90052168208215,28.9861843319796,1.75215785130764e-05,7.10614908002636e-05,FALSE,"10.816687"," 3.757067","BraA01001147","AT4G19350","EMB3006","embryo defective 3006","-","-"
"BraA03006188",-2.21416900116117,4.99278558771176,28.9827857285117,1.75352296141423e-05,7.10985353236991e-05,FALSE,"64.38145","13.87864","BraA03006188","AT4G33565","AT4G33565","RING/U-box superfamily protein","-","-"
"BraA09005329",-1.10458504198806,4.82972765510406,28.9361595152675,1.77236849250527e-05,7.17702085722484e-05,FALSE,"41.59276","19.36013","BraA09005329","AT3G60410","AT3G60410","hypothetical protein (DUF1639)","-","-"
"BraA09003227",-1.42453893162561,5.3048414319068,28.893497768231,1.78980478057892e-05,7.23645703732653e-05,FALSE,"64.18930","23.90841","BraA09003227","AT1G34750","AT1G34750","Protein phosphatase 2C family protein","-","-"
"BraA04002463",-1.64692124057625,3.0230750517603,28.8452927684248,1.80973149624707e-05,7.30951340798792e-05,FALSE,"17.463706"," 5.546074","BraA04002463","AT2G33620","AT2G33620","AT hook motif DNA-binding family protein","-","-"
"BraA08003060",-1.36439050142588,5.57388866896142,28.8336065073987,1.8145985582551e-05,7.32541197920886e-05,FALSE,"86.82753","33.73270","BraA08003060","AT1G23260","MMZ1","MMS ZWEI homologue 1","-","-"
"BraA06004621",-1.29837209107531,4.6709944053685,28.8009777287759,1.82826323997659e-05,7.3730113751554e-05,FALSE,"44.06950","17.91431","BraA06004621","AT5G47310","AT5G47310","PPPDE putative thiol peptidase family protein","-","-"
"BraA01004062",-1.61801590296526,6.52623194972185,28.7626023961497,1.84447794599991e-05,7.42698461755912e-05,FALSE,"104.58574"," 34.08320","BraA01004062","AT3G14200","AT3G14200","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA09004556",-2.06991318019423,2.63067177965614,28.7474874783512,1.85090732762657e-05,7.44906196288475e-05,FALSE,"15.566768"," 3.710788","BraA09004556","AT5G67380","CKA1","casein kinase alpha 1","-","-"
"BraA06004900",-2.51162780004299,3.69243352488432,28.6755973700403,1.88182252731644e-05,7.56381169049049e-05,FALSE,"28.312768"," 4.958738","BraA06004900","AT1G56130","AT1G56130","Leucine-rich repeat transmembrane protein kinase","-","-"
"BraA09006167",-1.10733638383662,3.38795543615374,28.6743751104226,1.88235297295549e-05,7.56401220176651e-05,FALSE,"17.775144"," 8.250417","BraA09006167","AT1G16240","SYP51","syntaxin of plants 51","-","-"
"BraA08002925",-1.35528489668907,5.12460422140826,28.6672315965461,1.88545642519018e-05,7.5706847276769e-05,FALSE,"65.59670","25.61584","BraA08002925","AT1G25260","AT1G25260","Ribosomal protein L10 family protein","-","-"
"BraA03004359",-1.88679318937878,4.57823116415518,28.6577057250995,1.88960353993202e-05,7.58538690411205e-05,FALSE,"58.885573","15.968951","BraA03004359","AT3G23920","BAM1","beta-amylase 1","-","-"
"BraA09001364",-1.50968836892319,4.22362717613745,28.6408729064807,1.89695603424778e-05,7.60909479588688e-05,FALSE,"18.017917"," 6.310834","BraA09001364","AT3G11860","AT3G11860","sterile alpha motif (SAM) domain protein","-","-"
"BraA01002184",-6.41520961812764,4.90238634552855,28.6341156510914,1.89991632003924e-05,7.61902748469237e-05,FALSE,"106.493315","  1.153418","BraA01002184","AT4G16563","AT4G16563","Eukaryotic aspartyl protease family protein","-","-"
"BraA05004595",-1.51571524888879,4.49372611017299,28.5960320217315,1.91669463014187e-05,7.67653269171322e-05,FALSE,"37.42956","13.08548","BraA05004595","AT3G03110","XPO1B","exportin 1B","-","-"
"BraA08002499",-1.14994109271996,5.56055080718221,28.5775810384282,1.92488138990291e-05,7.70540007046589e-05,FALSE,"73.03949","32.93256","BraA08002499","AT4G39050","AT4G39050","Kinesin motor family protein","-","-"
"BraA06003188",-1.18270881108536,5.37898589886811,28.5644580700876,1.93072723851169e-05,7.72683618972135e-05,FALSE,"78.03545","34.39899","BraA06003188","AT5G64200","SC35","serine/arginine-rich splicing factor-like protein, putative","-","-"
"BraA03006156",-1.19523981643975,3.43032814300252,28.5437653804353,1.93998442178417e-05,7.75796615825274e-05,FALSE,"16.489125"," 7.194350","BraA03006156","AT4G32930","AT4G32930","hypothetical protein","-","-"
"BraA09006604",-1.41928788343594,5.42434737162772,28.5383185457564,1.94242916418717e-05,7.76379762425243e-05,FALSE,"77.34722","28.92187","BraA09006604","AT1G09320","AT1G09320","agenet domain-containing protein","-","-"
"BraA07003150",-1.41760824562261,4.03804260292903,28.5259889289642,1.94797554437951e-05,7.78201397678514e-05,FALSE,"31.252486","11.687306","BraA07003150","AT1G67730","KCR1","beta-ketoacyl reductase 1","-","-"
"BraA07003187",-2.04429439062852,2.84721710326232,28.4772269214676,1.97008014719781e-05,7.86632712249962e-05,FALSE,"13.301709"," 3.190374","BraA07003187","AT1G68220","AT1G68220","aerobic coproporphyrinogen-III oxidase (DUF1218)","-","-"
