"","logFC","logCPM","F","PValue","FDR","woundCtrl","phyB.P_Avg_CPM","phyB.D_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA09000860",-3.40834744818633,3.49746217244478,33.164254948831,6.98735955250965e-06,3.19024113717222e-05,FALSE,"11.968419"," 1.116865","BraA09000860","AT5G63980","SAL1","SAL1 phosphatase-like protein","-","YES"
"BraA09001053",-4.84301119859258,6.2323930796253,33.1469108871637,7.01303223995207e-06,3.19771516387154e-05,FALSE,"128.202419","  4.389459","BraA09001053","AT2G10940","AT2G10940","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA01004705",-1.32709265754339,3.5047163643262,33.1383863612939,7.02568782661403e-06,3.20069102991112e-05,FALSE,"14.115813"," 5.613666","BraA01004705","AT3G02880","AT3G02880","Leucine-rich repeat protein kinase family protein","-","-"
"BraA04002855",-1.97922878611286,6.1161039394197,33.1179876241641,7.05607290424148e-06,3.21268693991209e-05,FALSE,"89.73044","22.74787","BraA04002855","AT2G39770","CYT1","Glucose-1-phosphate adenylyltransferase family protein","-","YES"
"BraA03000717",-5.75076721451807,3.27267614478435,33.1116292452757,7.06557326064379e-06,3.21608221869674e-05,FALSE,"16.0731786"," 0.2840825","BraA03000717","AT5G15350","ENODL17","early nodulin-like protein 17","-","-"
"BraA01004131",-4.19779142364225,3.6105726420661,33.0991623580627,7.084241027738e-06,3.22364711698746e-05,FALSE,"17.5819431"," 0.9334865","BraA01004131","AT3G13520","AGP12","arabinogalactan protein 12","-","-"
"BraA09003703",-1.4694835499688,3.99453456959721,33.0942210758288,7.09165488003427e-06,3.22608808704449e-05,FALSE,"19.945157"," 7.195269","BraA09003703","AT1G30490","PHV","Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein","YES","YES"
"BraA01000426",-2.99820907617185,5.04336918943482,33.0862158463878,7.10368376170516e-06,3.23062647816351e-05,FALSE,"42.507621"," 5.271736","BraA01000426","AT4G34260","FUC95A","1,2-alpha-L-fucosidase","-","-"
"BraA07004011",-2.18619871175964,3.34762537409055,33.0755779220275,7.11970294872564e-06,3.23604170987414e-05,FALSE,"12.310215"," 2.687748","BraA07004011","AT1G78210","AT1G78210","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA06003851",-2.35398932692516,4.27983911252673,33.073509257641,7.12282262011422e-06,3.23652505890871e-05,FALSE,"25.627862"," 5.004796","BraA06003851","AT5G27390","AT5G27390","tagatose-6-phosphate ketose/aldose isomerase, putative (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)","-","-"
"BraA03005131",-1.48928619466619,4.69679666301115,33.0335618580003,7.183358155492e-06,3.26026408584546e-05,FALSE,"28.42897","10.12695","BraA03005131","AT4G18160","KCO6","Ca2  activated outward rectifying K  channel 6","-","-"
"BraA05003586",-2.32464248939248,5.09748302767607,33.0315879397336,7.18636386410665e-06,3.26026408584546e-05,FALSE," 33.537940","  6.689250","BraA05003586","AT3G15354","SPA3","SPA1-related 3","-","YES"
"BraA09003910",-2.04108132701469,3.30904595021478,33.0075729849402,7.2230414560991e-06,3.27355809153469e-05,FALSE,"12.015898"," 2.922500","BraA09003910","AT1G28110","SCPL45","serine carboxypeptidase-like 45","-","-"
"BraA09000794",-1.70560840390232,6.58062804333834,32.9880647943656,7.2529858035936e-06,3.28336839659272e-05,FALSE," 96.91001"," 29.68839","BraA09000794","AT5G62720","AT5G62720","Integral membrane HPP family protein","-","-"
"BraA07000744",-3.57850352988371,5.22640558206703,32.9847755004037,7.2580480338699e-06,3.28469453861737e-05,FALSE," 30.216237","  2.496085","BraA07000744","AT4G22100","BGLU3","beta glucosidase 2","-","-"
"BraA07001870",-2.79370518725567,5.30739884761525,32.9760149057235,7.27154936031649e-06,3.28935681246324e-05,FALSE,"59.363792"," 8.509220","BraA07001870","AT2G28310","AT2G28310","trimethylguanosine synthase (DUF707)","-","-"
"BraA03000291",-6.02420861408319,4.90834195249858,32.9753794990886,7.27252967431517e-06,3.28935681246324e-05,FALSE,"58.9491371"," 0.8523501","BraA03000291","AT5G06860","PGIP1","polygalacturonase inhibiting protein 1","-","-"
"BraA05002654",-1.28806227872637,5.84578854803611,32.9470633069239,7.31636252528402e-06,3.30728162400834e-05,FALSE,"71.62487","29.34647","BraA05002654","AT3G21200","PGR7","proton gradient regulation 7","-","-"
"BraA09003767",-1.43749752049321,5.58259208601192,32.9411324306285,7.32557973217446e-06,3.31013349425313e-05,FALSE,"59.38898","21.90913","BraA09003767","AT1G29880","AT1G29880","glycyl-tRNA synthetase / glycine-tRNA ligase","-","-"
"BraA09001517",-1.84600223916479,5.3008615171386,32.9279931402048,7.34604458024354e-06,3.31784050769105e-05,FALSE,"44.39314","12.31479","BraA09001517","AT1G64510","AT1G64510","Translation elongation factor EF1B/ribosomal protein S6 family protein","-","-"
"BraA06003559",-3.91123931812741,4.38259184102005,32.9071868437847,7.37857830583186e-06,3.33108672809394e-05,FALSE,"35.095119"," 2.285835","BraA06003559","AT5G23860","TUB8","tubulin beta 8","-","-"
"BraA01003905",-3.08305567007925,4.91797703212547,32.8989442132438,7.39151018085827e-06,3.3354460908166e-05,FALSE,"42.412926"," 4.963640","BraA01003905","AT3G16240","DELTA-TIP","delta tonoplast integral protein","-","YES"
"BraA03005265",-3.33072373631671,3.596024533823,32.8976763422381,7.3935015316767e-06,3.3354460908166e-05,FALSE,"10.455928"," 1.065049","BraA03005265","AT4G20780","CML42","calmodulin like 42","-","-"
"BraA04002003",-2.35223516329418,9.10039018231736,32.8905607818105,7.40468824408862e-06,3.33953561495573e-05,FALSE,"855.7076","167.5741","BraA04002003","AT2G27710","AT2G27710","60S acidic ribosomal protein family","-","-"
"BraA09004728",-2.08119781047399,5.41652624526252,32.8698586644267,7.43733983884292e-06,3.35002294808159e-05,FALSE,"61.68543","14.58586","BraA09004728","AT3G53430","AT3G53430","Ribosomal protein L11 family protein","-","-"
"BraA09006471",-4.54455796658257,2.46771270959901,32.8690721904952,7.43858335676312e-06,3.35002294808159e-05,FALSE,"10.3665741"," 0.4150224","BraA09006471","AT1G11850","AT1G11850","transmembrane protein","-","-"
"BraA07002418",-2.76584339026344,3.97742184768485,32.8269510821055,7.50551378132354e-06,3.37513617733013e-05,FALSE,"27.345170"," 4.004616","BraA07002418","AT1G80530","AT1G80530","Major facilitator superfamily protein","-","-"
"BraA01003256",-1.52026210402154,7.22925754618718,32.8168840284122,7.5216071050061e-06,3.37967730039383e-05,FALSE,"163.54884"," 56.99977","BraA01003256","AT2G31670","AT2G31670","Stress responsive alpha-beta barrel domain protein","-","-"
"BraA07002049",-3.71382955073139,3.57451401938138,32.8013930008646,7.54644460827136e-06,3.38890265718092e-05,FALSE,"19.750393"," 1.470875","BraA07002049","AT3G56910","PSRP5","plastid-specific 50S ribosomal protein 5","-","-"
"BraA02004292",-1.47780715401826,7.53798392822208,32.7921032102736,7.56138214261248e-06,3.39270681085292e-05,FALSE,"248.74658"," 89.29970","BraA02004292","AT5G61790","CNX1","calnexin 1","-","YES"
"BraA02001861",-2.15274270819164,10.9379489662918,32.7848814756227,7.57301655585186e-06,3.39686934354749e-05,FALSE,"2535.5116"," 570.2223","BraA02001861","AT1G66200","GSR2","hypothetical protein","-","-"
"BraA04001345",-2.96282178898507,2.8804500653441,32.7676416894561,7.60086910553029e-06,3.40751010313434e-05,FALSE,"9.959172","1.245726","BraA04001345","AT1G63470","AT1G63470","AT hook motif DNA-binding family protein","-","-"
"BraA02001266",-10.4329189792972,2.4462806193737,38.0016016831254,7.6210925675601e-06,3.41560355960695e-05,FALSE,"16.807852"," 0.000000","BraA02001266","AT5G58310","MES18","methyl esterase 18","-","-"
"BraA08002021",-2.07244489514547,4.21435128793844,32.6881060891503,7.73081703845637e-06,3.45887038616553e-05,FALSE,"22.329724"," 5.277248","BraA08002021","AT1G53840","PME1","pectin methylesterase 1","-","-"
"BraA05004121",-3.33677229891474,4.14196412459907,32.679887855304,7.74438136074247e-06,3.46198700988601e-05,FALSE,"23.153261"," 2.271002","BraA05004121","AT3G09450","AT3G09450","fusaric acid resistance family protein","-","-"
"BraA03002938",-6.42401107464914,4.23582079362692,32.66777618868,7.76441905364728e-06,3.46897405348874e-05,FALSE,"17.42563704"," 0.18709984","BraA03002938","AT4G12030","BAT5","bile acid transporter 5","-","-"
"BraA07002124",-1.88353578447904,4.75130467749908,32.5946756268505,7.88656095999815e-06,3.51655720992552e-05,FALSE,"33.34898"," 9.00901","BraA07002124","AT3G58140","AT3G58140","phenylalanyl-tRNA synthetase class IIc family protein","-","-"
"BraA01001905",-6.65021184050694,3.04864934446487,35.2644876785134,7.91754880654964e-06,3.52837537415321e-05,FALSE," 7.60909995"," 0.06236661","BraA01001905","AT4G27360","AT4G27360","Dynein light chain type 1 family protein","-","-"
"BraA03002971",-1.45282385221395,6.62577939414652,32.5645482289061,7.93750673900388e-06,3.53626821601815e-05,FALSE,"111.68427"," 40.78206","BraA03002971","AT4G04350","EMB2369","tRNA synthetase class I (I, L, M and V) family protein","-","-"
"BraA09005843",-2.2548290323068,5.74521768527749,32.5082952917476,8.03359170991447e-06,3.57603884372324e-05,FALSE," 49.699655"," 10.408430","BraA09005843","AT2G21970","42615","stress enhanced protein 2","-","-"
"BraA03006369",-1.26631998667792,3.00942787774946,32.4985504741438,8.05036488554891e-06,3.58249203558213e-05,FALSE," 8.248225"," 3.424917","BraA03006369","AT4G35510","AT4G35510","PHD finger-like protein","-","-"
"BraA09005744",-1.60559987737903,3.47169023901719,32.4886609075526,8.06742615247648e-06,3.58874782397787e-05,FALSE,"13.836484"," 4.536270","BraA09005744","AT2G23370","AT2G23370","cyclin delta-3","-","-"
"BraA03002992",-6.21605942346275,6.63785978369641,32.4651311042935,8.10817754257698e-06,3.60210879255325e-05,FALSE," 68.0978042","  0.9156277","BraA03002992","AT4G04830","MSRB5","methionine sulfoxide reductase B5","-","-"
"BraA01002102",-1.8571050703439,5.22505071562124,32.4368466084682,8.15746013371744e-06,3.62195832171262e-05,FALSE,"46.53893","12.83991","BraA01002102","AT4G17350","AT4G17350","auxin canalization protein (DUF828)","-","-"
"BraA07004047",-2.33588412263612,5.24933821288259,32.3951710560653,8.23066972234947e-06,3.64828897295919e-05,FALSE,"44.730214"," 8.818225","BraA07004047","AT1G78630","emb1473","Ribosomal protein L13 family protein","-","-"
"BraSca000959",-3.2135636794049,7.32684200016744,32.389488329004,8.24070754691838e-06,3.65068214997172e-05,FALSE,"246.12853"," 26.51326","BraSca000959","AT3G45010","scpl48","serine carboxypeptidase-like 48","-","-"
"BraA05001033",-1.54344689798769,7.10871027987495,32.3120254143745,8.37887180606726e-06,3.70563198166616e-05,FALSE,"164.26209"," 56.34583","BraA05001033","AT2G36530","LOS2","Enolase","-","YES"
"BraA01002739",-1.33159054584995,3.01412036479485,32.3102491621783,8.38206936072492e-06,3.7060048240958e-05,FALSE,"10.931214"," 4.341254","BraA01002739","AT1G54450","AT1G54450","Calcium-binding EF-hand family protein","-","-"
"BraA07003625",-3.04181680424664,4.04979981956854,32.2965824614599,8.40671616527241e-06,3.71569001891536e-05,FALSE,"19.261008"," 2.299565","BraA07003625","AT1G73630","AT1G73630","EF hand calcium-binding protein family","-","-"
"BraA04000565",-5.36509624811389,5.0413742772264,32.2891922875291,8.42007657618338e-06,3.71967458066591e-05,FALSE,"50.737465"," 1.192237","BraA04000565","AT3G54400","AT3G54400","Eukaryotic aspartyl protease family protein","-","-"
"BraA03001594",-1.9038819204338,4.04364931188509,32.2541608844369,8.48372342747706e-06,3.7398777239306e-05,FALSE,"20.176315"," 5.365656","BraA03001594","AT5G52010","AT5G52010","C2H2-like zinc finger protein","YES","-"
"BraA05004601",-1.73113650048313,3.04707759040824,32.2537872873718,8.48440501098314e-06,3.7398777239306e-05,FALSE,"10.146328"," 3.052375","BraA05004601","AT3G03050","CSLD3","cellulose synthase-like D3","-","-"
"BraA08002973",-1.14896437505739,7.4512382730601,32.2431912253324,8.5037610856112e-06,3.74717803716462e-05,FALSE,"197.24324"," 88.97217","BraA08002973","AT1G26550","AT1G26550","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA05003637",-4.37215142178261,4.35272426403051,32.2145204572407,8.55637582180146e-06,3.7693074569033e-05,FALSE,"24.568959"," 1.232632","BraA05003637","AT3G14840","AT3G14840","Leucine-rich repeat transmembrane protein kinase","-","-"
"BraSca000799",-2.91778570158516,4.42906215402857,32.1378869418075,8.69875441685835e-06,3.82881416446729e-05,FALSE,"27.427371"," 3.604544","BraSca000799","AT3G05590","RPL18","ribosomal protein L18","-","-"
"BraA07003233",-4.77515683947423,3.56035927377876,32.1200154628895,8.73232729590135e-06,3.84251695939299e-05,FALSE,"15.9385846"," 0.5612995","BraA07003233","AT1G68780","AT1G68780","RNI-like superfamily protein","-","-"
"BraA03002213",-1.47612352030035,6.57581913475589,32.1162627812435,8.73939486814389e-06,3.8445521303685e-05,FALSE,"143.86938"," 51.68965","BraA03002213","AT2G39770","CYT1","Glucose-1-phosphate adenylyltransferase family protein","-","YES"
"BraA04000169",-2.37871731446887,3.06813844135004,32.09761696853,8.77460362027981e-06,3.8578843850057e-05,FALSE,"10.469907"," 1.990049","BraA04000169","AT3G60630","HAM2","GRAS family transcription factor","YES","YES"
"BraA08000550",-3.66732068240509,2.92043185902804,32.0404426284154,8.88353068884765e-06,3.90032839727928e-05,FALSE,"12.7063821"," 0.9872788","BraA08000550","AT1G45010","AT1G45010","TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein","-","-"
"BraA10002278",-2.16439873664635,5.69336527137464,32.0377788999544,8.88864127997999e-06,3.90148393047644e-05,FALSE,"70.161595","15.573985","BraA10002278","AT5G13730","SIG4","sigma factor 4","-","-"
"BraA06001617",-2.24964135343902,5.5655536847655,31.9872274171454,8.98623722097415e-06,3.94052275101035e-05,FALSE,"68.36278","14.38290","BraA06001617","AT1G14320","SAC52","Ribosomal protein L16p/L10e family protein","-","-"
"BraA08000095",-1.27847247216332,3.93430375937559,31.9865276479157,8.98759636348611e-06,3.94052275101035e-05,FALSE,"18.548009"," 7.640475","BraA08000095","AT1G55140","AT1G55140","Ribonuclease III family protein","-","-"
"BraA02000705",-1.9591545349994,4.93500971414672,31.9465010741204,9.065712227626e-06,3.96751286686383e-05,FALSE,"38.12669"," 9.78786","BraA02000705","AT5G16390","CAC1","chloroplastic acetylcoenzyme A carboxylase 1","-","YES"
"BraA09005292",-2.13575724484823,5.60747762722777,31.9459461619907,9.06680036982795e-06,3.96751286686383e-05,FALSE,"69.90683","15.90368","BraA09005292","AT3G59980","AT3G59980","Nucleic acid-binding, OB-fold-like protein","-","-"
"BraA02002991",-8.71408426163955,4.48889783308558,31.9335082704707,9.09122747656605e-06,3.97525678728108e-05,FALSE,"18.48032395"," 0.03118331","BraA02002991","AT4G03050","AOP3","2-oxoglutarate-dependent dioxygenase","-","-"
"BraA01000022",-3.11937334357198,3.50121343010795,31.9330778995844,9.09207397345102e-06,3.97525678728108e-05,FALSE,"11.448435"," 1.303255","BraA01000022","AT4G38950","AT4G38950","ATP binding microtubule motor family protein","-","-"
"BraA05002026",-1.80130158454188,4.80525262234806,31.9171299861653,9.12350245749919e-06,3.98678313939581e-05,FALSE,"40.357472","11.521841","BraA05002026","AT1G49430","LACS2","long-chain acyl-CoA synthetase 2","-","-"
"BraA10001975",-6.89536912405409,2.74873305786362,31.9043944576212,9.14868515585657e-06,3.99556893321816e-05,FALSE," 9.05047003"," 0.06579932","BraA10001975","AT5G17870","PSRP6","plastid-specific 50S ribosomal protein 6","-","-"
"BraA03005580",-2.36802496372499,5.67885466943071,31.8845549213756,9.18806574809044e-06,4.00943040961862e-05,FALSE,"57.233678","11.042944","BraA03005580","AT4G25290","AT4G25290","DNA photolyase","-","-"
"BraA06000928",-2.35029800887238,4.46006630341447,31.8813472404277,9.19445014568143e-06,4.0111043595628e-05,FALSE,"22.333807"," 4.413425","BraA06000928","AT1G51080","AT1G51080","golgin family A protein","-","-"
"BraA06001279",-5.12228940394126,2.05537855396745,31.8419499865841,9.27325909517914e-06,4.04212401434837e-05,FALSE," 4.9404988"," 0.1377540","BraA06001279","AT1G09340","CRB","chloroplast RNA binding protein","-","YES"
"BraA05004061",-1.33406610049931,5.84508912407057,31.8211082181633,9.31524713010843e-06,4.05692041142577e-05,FALSE,"71.50903","28.36209","BraA05004061","AT3G10270","GYRB1","DNA gyrase subunit B","-","-"
"BraA09004300",-1.45223537167031,3.46124276615954,31.8197590566944,9.31797228043692e-06,4.05692041142577e-05,FALSE,"12.881866"," 4.709906","BraA09004300","AT1G22910","AT1G22910","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA03002024",-2.20369950058118,5.41249717663818,31.8066243706053,9.34454818283283e-06,4.06644148182993e-05,FALSE,"52.55372","11.37919","BraA03002024","AT2G36910","ABCB1","ATP binding cassette subfamily B1","-","YES"
"BraA10000656",-1.76646023931119,3.09291799291945,31.7649313252399,9.42945486309865e-06,4.09885720920113e-05,FALSE,"11.565353"," 3.371161","BraA10000656","AT1G47380","AT1G47380","Protein phosphatase 2C family protein","-","-"
"BraA08002248",-1.48913475409328,8.51166484684442,31.759505921829,9.44056509044243e-06,4.10255368645952e-05,FALSE,"405.0112","144.2554","BraA08002248","AT4G24770","RBP31","31-kDa RNA binding protein","-","YES"
"BraA08001314",-1.19017794690234,6.02838496381634,31.691207929473,9.5816510993963e-06,4.15559092134988e-05,FALSE,"72.76646","31.87242","BraA08001314","AT4G17300","NS1","Class II aminoacyl-tRNA and biotin synthetases superfamily protein","-","-"
"BraA06002025",-1.20718543266633,5.26239775985326,31.6758510314335,9.61368922984186e-06,4.16628492504711e-05,FALSE,"43.47372","18.81672","BraA06002025","AT1G18500","MAML-4","methylthioalkylmalate synthase-like 4","-","-"
"BraA03004531",-6.01300542722317,5.63215815228805,31.6571929461714,9.65277126876353e-06,4.1794842776636e-05,FALSE," 58.3614362","  0.8865084","BraA03004531","AT2G15020","AT2G15020","hypothetical protein","-","-"
"BraA02000100",-1.23146904755317,4.19527020787519,31.6117009188631,9.74878699498722e-06,4.21786441179491e-05,FALSE,"21.712866"," 9.258567","BraA02000100","AT5G03345","AT5G03345","membrane magnesium transporter-like protein","-","-"
"BraA07002625",-1.16763478555796,4.66754173283652,31.5962110112818,9.78171671968629e-06,4.23094864434906e-05,FALSE,"29.54712","13.15127","BraA07002625","AT1G75210","AT1G75210","HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase","-","-"
"BraA06001836",-2.64930630155301,3.41420542036779,31.5778678979578,9.82086855109945e-06,4.24554987625118e-05,FALSE,"11.754157"," 1.826659","BraA06001836","AT1G16520","AT1G16520","interactor of constitutive active ROPs protein","-","-"
"BraA05001691",-1.20832508103554,6.47205725805455,31.5489726817638,9.88288907199454e-06,4.27001575605803e-05,FALSE,"105.13182"," 45.48560","BraA05001691","AT4G14570","AARE","acylaminoacyl-peptidase-like protein","-","-"
"BraA07003212",-1.94416925996422,6.51150247686942,31.5080950907537,9.97135717465044e-06,4.307057133068e-05,FALSE,"158.12570"," 41.03531","BraA07003212","AT1G68560","XYL1","alpha-xylosidase 1","-","-"
"BraA09005712",-1.94089209544334,6.55332728549716,31.4610725067619,1.00741909867967e-05,4.34551291126828e-05,FALSE,"115.96013"," 30.16315","BraA09005712","AT2G24090","PRPL35","Ribosomal protein L35","-","-"
"BraA09003096",-2.81492271155,3.87155174221557,31.4405305717476,1.01194756801218e-05,4.3608802669495e-05,FALSE,"16.293245"," 2.333991","BraA09003096","AT4G04750","AT4G04750","Major facilitator superfamily protein","-","-"
"BraA02002980",-1.20287764397583,4.80575703565601,31.4162067489177,1.01733840186437e-05,4.37630676287106e-05,FALSE,"33.12599","14.37025","BraA02002980","AT4G02725","AT4G02725","spindle pole body-associated protein","-","-"
"BraA07003229",-4.22847059363882,4.89513130209302,31.4129595317249,1.0180604351501e-05,4.37821618832309e-05,FALSE,"25.119645"," 1.319049","BraA07003229","AT1G68725","AGP19","arabinogalactan protein 19","-","YES"
"BraA09003893",-1.34605225687334,2.84622453686927,31.4112288995174,1.01844547661876e-05,4.37867571755786e-05,FALSE," 8.087944"," 3.177463","BraA09003893","AT1G28310","AT1G28310","Dof-type zinc finger DNA-binding family protein","YES","-"
"BraA02001854",-1.2291965484551,4.12231675380532,31.4050315114497,1.01982560839415e-05,4.38341209069468e-05,FALSE,"20.546978"," 8.760011","BraA02001854","AT1G66140","ZFP4","zinc finger protein 4","YES","-"
"BraA03001644",-3.14329497425563,2.74752481101731,31.3878996489075,1.02365139498307e-05,4.39745440967074e-05,FALSE," 6.0815385"," 0.6590435","BraA03001644","AT5G51100","FSD2","Fe superoxide dismutase 2","-","-"
"BraA03002875",-3.15094317120236,7.68018500171696,31.3716725938632,1.02728952274044e-05,4.40827074371169e-05,FALSE,"247.21949"," 27.75412","BraA03002875","AT4G10340","LHCB5","light harvesting complex of photosystem II 5","-","YES"
"BraA05001833",-3.82572734755317,4.33148859134018,31.3521217198827,1.03169154411443e-05,4.42474793034364e-05,FALSE,"17.869143"," 1.223421","BraA05001833","AT1G52410","TSA1","TSK-associating protein 1","-","-"
"BraA06001363",-3.47015540738081,3.40780263902788,31.3415924446858,1.0340707827472e-05,4.43132973603074e-05,FALSE,"11.751521"," 1.047278","BraA06001363","AT1G10155","PP2-A10","phloem protein 2-A10","-","-"
"BraA07000461",-1.37769879622976,5.55048649328759,31.3318739471658,1.03627211112696e-05,4.43713901771989e-05,FALSE,"66.45281","25.54915","BraA07000461","AT4G34450","AT4G34450","coatomer gamma-2 subunit, putative / gamma-2 coat protein, putative / gamma-2 COP","-","-"
"BraA02002924",-2.47277252257462,4.01705878267771,31.3135740606999,1.04043104872051e-05,4.45252439011984e-05,FALSE,"19.133343"," 3.417733","BraA02002924","AT4G02130","GATL6","galacturonosyltransferase 6","-","-"
"BraA10000021",-1.81492957292289,3.17447633032348,31.287361678603,1.04641988114895e-05,4.47571981774033e-05,FALSE," 9.239357"," 2.620595","BraA10000021","AT1G01790","KEA1","K  efflux antiporter 1","-","-"
"BraA03000427",-2.44465262488574,5.84190207776591,31.256661990164,1.05348165326852e-05,4.50347670354332e-05,FALSE," 69.582097"," 12.736227","BraA03000427","AT5G09870","CESA5","cellulose synthase 5","-","-"
"BraA05000768",-1.79761375643003,5.62556073383075,31.239846979157,1.05737152326782e-05,4.51887802775877e-05,FALSE,"64.00575","18.37756","BraA05000768","AT2G39930","ISA1","isoamylase 1","-","-"
"BraA02003859",-1.11860200068123,4.25306296924794,31.2246469215441,1.06090124569607e-05,4.53273224952663e-05,FALSE,"21.772553","10.046281","BraA02003859","AT3G30841","AT3G30841","Cofactor-independent phosphoglycerate mutase","-","-"
"BraA07003932",-1.9696543884764,5.53906516101598,31.2143436864986,1.06330112544761e-05,4.54052081241058e-05,FALSE,"57.68891","14.72647","BraA07003932","AT1G77122","AT1G77122","Uncharacterized protein family UPF0090","-","-"
"BraA03004431",-2.67397469143446,4.25207598575521,31.2033394456133,1.0658708089704e-05,4.5502594340098e-05,FALSE,"22.763953"," 3.564328","BraA03004431","AT2G04530","CPZ","Metallo-hydrolase/oxidoreductase superfamily protein","-","-"
"BraA08003140",-1.68831031286573,3.06952669680087,31.1802076264672,1.07129454337121e-05,4.56969542348585e-05,FALSE,"11.951228"," 3.702489","BraA08003140","AT1G21480","AT1G21480","Exostosin family protein","-","-"
"BraA04001761",-1.38180797404997,5.20734291734971,31.1693225864802,1.07385714564973e-05,4.57655730149081e-05,FALSE,"44.33573","17.01982","BraA04001761","AT2G24090","PRPL35","Ribosomal protein L35","-","-"
"BraA05004590",-2.5228836663315,4.0991640597416,31.1684356589394,1.07406624343755e-05,4.57655730149081e-05,FALSE,"18.746258"," 3.218611","BraA05004590","AT3G03190","GSTF11","glutathione S-transferase F11","-","-"
"BraA09001400",-2.90888979922357,4.05895529343501,31.1611500433661,1.0757855420252e-05,4.58264260662427e-05,FALSE,"18.184763"," 2.377017","BraA09001400","AT1G63470","AT1G63470","AT hook motif DNA-binding family protein","-","-"
"BraA05001347",-4.26037708486914,3.68622313640598,31.0746211654236,1.09643556610856e-05,4.66429616501315e-05,FALSE,"15.5708560"," 0.8025466","BraA05001347","AT2G32290","BAM6","beta-amylase 6","-","-"
"BraA06002884",-2.27846661332294,6.23069786611136,31.065599933321,1.0986131644082e-05,4.6722970029141e-05,FALSE," 82.22264"," 16.95001","BraA06002884","AT4G12730","FLA2","FASCICLIN-like arabinogalactan 2","-","-"
"BraA01002032",-1.74467096297157,4.12461129211536,31.0489464858788,1.10264543827377e-05,4.68470345459239e-05,FALSE,"20.720941"," 6.142315","BraA01002032","AT1G54990","AXR4","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA06004484",-1.00290557863269,6.01207191720876,31.0486356322899,1.10272085764071e-05,4.68470345459239e-05,FALSE,"73.08357","36.44782","BraA06004484","AT2G02070","IDD5","indeterminate(ID)-domain 5","YES","YES"
"BraA09004036",-1.27655553029991,3.58452685187806,31.0418980100373,1.10435692046241e-05,4.69038800002115e-05,FALSE,"13.679252"," 5.621447","BraA09004036","AT1G25390","AT1G25390","Protein kinase superfamily protein","-","-"
"BraA03000153",-2.69737192418205,5.27630541272721,31.0224450041749,1.10909542833952e-05,4.70924252550959e-05,FALSE,"22.908863"," 3.474808","BraA03000153","AT5G04080","AT5G04080","cysteine-rich TM module stress tolerance protein","-","-"
"BraA02000920",-3.34007357075455,3.08398515222519,31.0137135249698,1.11122949305413e-05,4.71575956340579e-05,FALSE," 8.5310838"," 0.8306522","BraA02000920","AT5G19730","AT5G19730","Pectin lyase-like superfamily protein","-","-"
"BraA10000139",-3.87472585703543,2.74024366059445,30.9959159092231,1.11559325825785e-05,4.73094023430762e-05,FALSE," 9.3573889"," 0.6154981","BraA10000139","AT1G02730","CSLD5","cellulose synthase-like D5","-","YES"
"BraA08003058",-1.63790437611727,9.75398928153394,30.9846559819607,1.11836368279731e-05,4.7409222642687e-05,FALSE,"1014.0644"," 325.8105","BraA08003058","AT1G23310","GGT1","glutamate:glyoxylate aminotransferase","-","-"
"BraA08004009",-1.27607153199991,6.71790585962233,30.9449720363214,1.12818744960654e-05,4.77999204759271e-05,FALSE,"126.08762"," 52.05389","BraA08004009","AT1G02780","emb2386","Ribosomal protein L19e family protein","-","-"
"BraA09005856",-9.8065226974387,3.17117514482419,32.4544644293499,1.1335469387264e-05,4.80011536603541e-05,FALSE,"10.8730676"," 0.0000000","BraA09005856","AT2G21650","MEE3","Homeodomain-like superfamily protein","-","-"
"BraA09005886",-2.44132020804656,4.21396346822195,30.899153953354,1.13964660720016e-05,4.82148193722277e-05,FALSE,"24.615458"," 4.533748","BraA09005886","AT2G21320","BBX18","B-box zinc finger family protein","YES","-"
"BraA07001124",-1.3991848553057,3.16534843908021,30.887029990729,1.14269996177601e-05,4.83107638956605e-05,FALSE,"10.245899"," 3.877988","BraA07001124","AT1G28310","AT1G28310","Dof-type zinc finger DNA-binding family protein","YES","-"
"BraA05003891",-3.70538949001349,4.21585463504196,30.8841888116273,1.14341678347148e-05,4.83151145552781e-05,FALSE,"27.69176"," 2.08365","BraA05003891","AT3G12145","FLR1","Leucine-rich repeat (LRR) family protein","-","-"
"BraA01002280",-4.97309361710089,3.33483788343877,30.8730938053019,1.14622071056782e-05,4.83922821129516e-05,FALSE," 8.5465167"," 0.2755081","BraA01002280","AT4G15680","AT4G15680","Thioredoxin superfamily protein","-","-"
