"","logFC","logCPM","F","PValue","FDR","woundCtrl","phyB.P_Avg_CPM","phyB.D_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA09000502",1.27737562127344,5.17698011214269,28.6413655151666,1.89674042363234e-05,7.41915861530144e-05,FALSE,"26.28733","63.74206","BraA09000502","AT5G30490","AT5G30490","craniofacial development-like protein","-","-"
"BraA09001934",1.61148789684934,4.83043320575091,28.5932660729237,1.91791947320456e-05,7.48015870478054e-05,FALSE,"18.38093","56.18860","BraA09001934","AT1G11910","APA1","aspartic proteinase A1","-","-"
"BraA07002150",1.62721608641402,2.76431768697993,28.592998170921,1.91803815327155e-05,7.48015870478054e-05,FALSE," 4.660145","14.423561","BraA07002150","AT3G58500","PP2A-4","protein phosphatase 2A-4","-","-"
"BraA09003101",1.05140658896271,3.68691725431673,28.5848783532566,1.92163900990654e-05,7.49234530986599e-05,FALSE," 9.340305","19.381883","BraA09003101","AT4G04860","DER2.2","DERLIN-2.2","-","-"
"BraA02003406",1.6233246221653,3.42258040680309,28.5778305481951,1.92477042824298e-05,7.5026960229184e-05,FALSE," 6.308415","19.426403","BraA02003406","AT2G02180","TOM3","tobamovirus multiplication protein 3","-","-"
"BraA06002321",1.2721778528866,3.93901460798886,28.5550112004707,1.93494746150625e-05,7.54049840161138e-05,FALSE,"10.646999","25.740535","BraA06002321","AT1G77130","PGSIP2","plant glycogenin-like starch initiation protein 2","-","-"
"BraA06003552",1.1408855344706,3.71052048905165,28.5488311163532,1.93771373458302e-05,7.54940945107344e-05,FALSE,"10.640375","23.478261","BraA06003552","AT5G23710","AT5G23710","DNA binding / DNA-directed RNA polymerase","-","-"
"BraA06001862",2.13287469754408,3.6671526871298,28.5372437834823,1.94291195333032e-05,7.56350054119901e-05,FALSE," 6.592097","28.949552","BraA06001862","AT1G16860","AT1G16860","Ubiquitin-specific protease family C19-related protein","-","-"
"BraA05000528",1.02778767742062,5.462868665978,28.5354163545965,1.94373314416455e-05,7.56350054119901e-05,FALSE,"33.64413","68.61733","BraA05000528","AT3G59800","AT3G59800","stress response protein","-","-"
"BraA05003988",1.63385941660263,3.05342821761447,28.4837502987933,1.96710724876956e-05,7.64366017962231e-05,FALSE," 5.145562","15.981897","BraA05003988","AT3G11100","AT3G11100","sequence-specific DNA binding transcription factor","YES","-"
"BraA06003514",1.58759032216252,3.46076924890077,28.4743700720841,1.97138363765838e-05,7.65595323383737e-05,FALSE," 7.269775","21.871151","BraA06003514","AT5G23340","AT5G23340","RNI-like superfamily protein","-","-"
"BraA03005360",1.16204028120741,4.07356986206183,28.4166685494337,1.99791288324064e-05,7.74560314832701e-05,FALSE,"13.38108","29.93481","BraA03005360","AT4G22360","AT4G22360","SWIB complex BAF60b domain-containing protein","-","-"
"BraA01002224",1.51956842632328,5.57654062568219,28.4118073167248,2.0001655903359e-05,7.75242708492663e-05,FALSE,"32.56906","93.39524","BraA01002224","AT4G16330","AT4G16330","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","-","-"
"BraA03005542",1.77262359854796,4.48975384787055,28.4069179508421,2.00243412184731e-05,7.75914625707051e-05,FALSE,"13.09879","44.72439","BraA03005542","AT4G24760","AT4G24760","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA02003033",4.1256458593617,4.74719771334689,28.367591540603,2.02078261885199e-05,7.82078151480952e-05,FALSE," 4.324219","75.877378","BraA02003033","AT4G12580","AT4G12580","hypothetical protein","-","-"
"BraA01003545",4.66349763360452,3.40250754977319,28.3559496498812,2.0262493939976e-05,7.84001117539879e-05,FALSE," 1.205736","30.723188","BraA01003545","AT5G15830","bZIP3","basic leucine-zipper 3","YES","-"
"BraA01001618",1.414159791372,4.53170671349718,28.3376512873399,2.03487444538943e-05,7.86758137323253e-05,FALSE,"15.37718","40.99460","BraA01001618","AT4G24480","AT4G24480","Protein kinase superfamily protein","-","-"
"BraA09002430",1.28787314109763,4.66590178949012,28.3348726775964,2.03618765027681e-05,7.87072534758274e-05,FALSE,"16.77494","40.98948","BraA09002430","AT2G01410","AT2G01410","NHL domain-containing protein","-","-"
"BraA06001800",1.67672185665945,3.45552959395021,28.3123552173553,2.04686374833063e-05,7.9042285080285e-05,FALSE," 7.268576","23.255722","BraA06001800","AT1G50600","SCL5","scarecrow-like 5","YES","-"
"BraA06002829",1.18222248982948,3.20853449151065,28.2954121344812,2.0549370391296e-05,7.93151275034328e-05,FALSE," 6.141404","13.949931","BraA06002829","AT5G52280","AT5G52280","Myosin heavy chain-related protein","-","-"
"BraA02000358",2.25582791527465,6.93749484928679,28.2870315310027,2.05894315227004e-05,7.9450270205272e-05,FALSE," 69.17158","330.38172","BraA02000358","AT5G10150","AT5G10150","UPSTREAM OF FLC protein (DUF966)","-","-"
"BraA05003288",1.61390506675685,2.8081800896367,28.281278513307,2.06169813917225e-05,7.95370801729687e-05,FALSE," 5.134292","15.741315","BraA05003288","AT3G18620","AT3G18620","DHHC-type zinc finger family protein","-","-"
"BraA06002871",1.7140100728168,5.82082619662643,28.2689740041406,2.0676039539257e-05,7.97453718078669e-05,FALSE," 30.94527","101.53926","BraA06002871","AT3G48760","AT3G48760","DHHC-type zinc finger family protein","-","-"
"BraA10000020",1.2572481987587,7.01780936320437,28.2521634113901,2.07570232798464e-05,8.00309443954584e-05,FALSE,"103.22814","246.75699","BraA10000020","AT1G01800","AT1G01800","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA04003145",1.86227530143818,3.13292117010428,28.2511036338836,2.07621402266002e-05,8.00309443954584e-05,FALSE," 5.084449","18.542888","BraA04003145","AT2G43680","IQD14","IQ-domain 14","-","-"
"BraA01001080",1.94449268817372,3.01189287286141,28.2466383722146,2.07837150229172e-05,8.00821724506039e-05,FALSE," 3.871936","14.968582","BraA01001080","AT4G18580","AT4G18580","hypothetical protein","-","-"
"BraA09005538",4.88187617799357,1.97709221902932,28.229556408855,2.08664753058803e-05,8.036171306938e-05,FALSE," 0.2790380"," 8.3855331","BraA09005538","AT3G63010","GID1B","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA05001532",2.48509612194928,6.55853505914658,28.2236797712224,2.0895029812852e-05,8.04519983498752e-05,FALSE," 41.34247","231.54522","BraA05001532","AT2G30360","SIP4","SOS3-interacting protein 4","-","-"
"BraA08003060",1.34858255096558,5.57388866896142,28.2098444987094,2.09624232103195e-05,8.06522956075359e-05,FALSE,"34.08580","86.82753","BraA08003060","AT1G23260","MMZ1","MMS ZWEI homologue 1","-","-"
"BraA03000560",1.62632733128055,4.42419538287358,28.1983324715126,2.10186800306811e-05,8.08489793946531e-05,FALSE,"14.65772","45.25716","BraA03000560","AT5G12310","AT5G12310","RING/U-box superfamily protein","-","-"
"BraA06000377",1.12116676449037,4.74469606101781,28.1756952343516,2.11297830017392e-05,8.11375419486155e-05,FALSE,"20.80858","45.29053","BraA06000377","AT1G05440","AT1G05440","C-8 sterol isomerase","-","-"
"BraA08002003",5.67407757687929,1.97489949655939,28.1674866429674,2.11702282578586e-05,8.12710725918549e-05,FALSE," 0.28231186","15.48024734","BraA08002003","AT4G29080","PAP2","phytochrome-associated protein 2","-","-"
"BraA08000170",1.13509724251788,5.49995203127097,28.1524359223947,2.12446049091579e-05,8.15187911433802e-05,FALSE,"34.17492","75.06934","BraA08000170","AT1G53210","AT1G53210","sodium/calcium exchanger family protein / calcium-binding EF hand family protein","-","-"
"BraA06004124",4.6659485507537,5.35010577829425,28.1437514643008,2.12876504872763e-05,8.16242676418342e-05,FALSE,"  5.454827","139.377997","BraA06004124","AT3G29035","NAC3","NAC domain containing protein 3","YES","YES"
"BraA05000099",3.44869836483436,6.44085621590015,28.1276983370339,2.13674697858506e-05,8.18505656922093e-05,FALSE," 18.82588","205.54542","BraA05000099","AT2G47710","AT2G47710","Adenine nucleotide alpha hydrolases-like superfamily protein","-","-"
"BraA06002242",1.04887404699413,5.72551214704078,28.0936668368688,2.15377599349893e-05,8.24828081208591e-05,FALSE,"40.93776","84.71100","BraA06002242","AT1G20760","AT1G20760","Calcium-binding EF hand family protein","-","-"
"BraA02002459",1.77407017552006,5.71675422124455,28.0796406190154,2.16083748630843e-05,8.27129913290242e-05,FALSE," 33.81069","115.63299","BraA02002459","AT1G75220","ERDL6","Major facilitator superfamily protein","-","-"
"BraA02000075",2.32910012556968,2.74587529244547,28.053611803788,2.17400851211104e-05,8.31564859796545e-05,FALSE," 3.373891","16.969530","BraA02000075","AT5G02880","UPL4","ubiquitin-protein ligase 4","-","-"
"BraA08001007",1.56136446112531,2.67174295339287,28.0364124195395,2.1827596043895e-05,8.34367372847603e-05,FALSE," 4.060618","11.996310","BraA08001007","AT5G40740","42588","HAUS augmin-like complex subunit","-","-"
"BraA05004419",1.09514310393652,5.16900231218011,28.0226283218352,2.18980065400465e-05,8.36588890631875e-05,FALSE,"25.57675","54.64385","BraA05004419","AT3G05670","AT3G05670","RING/U-box protein","-","-"
"BraA04002278",1.13821637624677,7.38240136747216,28.0104777256408,2.1960277882622e-05,8.38764314177313e-05,FALSE,"130.7187","287.7360","BraA04002278","AT1G80070","SUS2","Pre-mRNA-processing-splicing factor","-","-"
"BraA04003199",1.00261309645639,5.77869114595555,28.0036899808899,2.19951486642001e-05,8.3989238227683e-05,FALSE,"49.33185","98.82985","BraA04003199","AT2G44610","RAB6A","Ras-related small GTP-binding family protein","-","-"
"BraA05004331",2.11433046482501,7.21973414108867,27.982684152611,2.21034444262479e-05,8.43413855197919e-05,FALSE," 78.09952","338.25881","BraA05004331","AT3G06580","GALK","Mevalonate/galactokinase family protein","-","-"
"BraA05000793",3.23411899581374,2.64815706810186,27.9572335743556,2.2235432966573e-05,8.4783361166148e-05,FALSE," 1.648265","15.517071","BraA05000793","AT2G39705","RTFL8","ROTUNDIFOLIA like 8","-","-"
"BraA06001934",2.19663838759176,4.67395240107839,27.8987794326082,2.25418381673931e-05,8.57646924715416e-05,FALSE,"10.94803","50.22351","BraA06001934","AT1G17640","AT1G17640","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA01003481",1.47377769807398,2.6040570951436,27.8975591164841,2.25482835762446e-05,8.57684832020517e-05,FALSE," 4.360088","12.137120","BraA01003481","AT3G21140","AT3G21140","Pyridoxamine 5'-phosphate oxidase family protein","-","-"
"BraA09004297",1.17921418663251,5.83934312877224,27.890389568965,2.25861918739467e-05,8.58711739362126e-05,FALSE,"40.61235","91.99230","BraA09004297","AT1G22940","TH1","thiamin biosynthesis protein","-","-"
"BraA04001546",1.37375873252032,3.96712731483402,27.8804797650094,2.26387032096657e-05,8.6026520244237e-05,FALSE,"10.278148","26.660521","BraA04001546","AT2G21600","RER1B","endoplasmatic reticulum retrieval protein 1B","-","-"
"BraA02000877",1.29286005591961,3.01190826077711,27.8494592038175,2.28039393670732e-05,8.65318239242362e-05,FALSE," 5.272479","12.930254","BraA02000877","AT5G19150","AT5G19150","pfkB-like carbohydrate kinase family protein","-","-"
"BraA05004393",11.3729150790529,3.39798511495207,34.3306686249556,2.28515655863074e-05,8.66916467410166e-05,FALSE," 0.00000000","32.25506850","BraA05004393","AT3G05960","STP6","sugar transporter 6","-","-"
"BraA06003701",1.04467487995739,4.06629194778135,27.8377370040556,2.28667207991994e-05,8.67073441048899e-05,FALSE,"12.78203","26.38123","BraA06003701","AT5G25320","AT5G25320","ACT-like superfamily protein","-","-"
"BraA07002284",1.39976265138022,3.17512124741123,27.8304420895098,2.2905885605446e-05,8.68349324252696e-05,FALSE," 6.861004","18.108536","BraA07002284","AT3G61540","AT3G61540","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA07003628",2.62084520229731,5.86796610050736,27.8169153273572,2.29787011004629e-05,8.70899964655154e-05,FALSE," 22.91655","141.01722","BraA07003628","AT1G73680","ALPHA DOX2","alpha dioxygenase","-","YES"
"BraA07001277",2.01137401230211,3.19123356968479,27.7664735646661,2.32524612007881e-05,8.80568019945773e-05,FALSE," 4.976585","20.098090","BraA07001277","AT1G66200","GSR2","hypothetical protein","-","-"
"BraA07000988",6.14773361788484,3.27025169779742,27.7657945244426,2.32561706411345e-05,8.80568019945773e-05,FALSE," 0.27028186","19.89523710","BraA07000988","AT1G30720","AT1G30720","FAD-binding Berberine family protein","-","-"
"BraA06004132",2.03605269812516,5.8423008484058,27.7557078462503,2.33113477157922e-05,8.81596859794735e-05,FALSE," 30.85367","126.62995","BraA06004132","AT3G28930","AIG2","AIG2-like (avirulence induced gene) family protein","-","-"
"BraA09001440",1.24234835634731,5.94375391876123,27.7302768008254,2.34510961943947e-05,8.86455941642104e-05,FALSE," 39.69995"," 93.95697","BraA09001440","AT1G63980","AT1G63980","D111/G-patch domain-containing protein","-","-"
"BraA10000085",3.00882867772551,7.30874174588209,27.7282046347907,2.34625232376387e-05,8.86597226380843e-05,FALSE," 55.64443","447.95815","BraA10000085","AT1G01060","LHY","Homeodomain-like superfamily protein","YES","YES"
"BraA01003226",1.09500990348233,4.54218796604686,27.7275563639775,2.3466099397094e-05,8.86597226380843e-05,FALSE,"20.32817","43.43233","BraA01003226","AT3G24100","AT3G24100","Uncharacterized protein family SERF","-","-"
"BraA09001036",1.45588343757526,3.08353222551271,27.7071079479296,2.35792071702736e-05,8.90656877514053e-05,FALSE," 5.872734","16.139928","BraA09001036","AT5G66250","AT5G66250","kinectin-like protein","-","-"
"BraA01004141",2.31344287145789,3.11192702674124,27.6576070857554,2.38554782327016e-05,9.00228308277927e-05,FALSE," 4.048113","20.167737","BraA01004141","AT3G13320","CAX2","cation exchanger 2","-","-"
"BraA03006500",1.63371965809773,4.45053176092844,27.6473387298816,2.39132272101937e-05,9.01758975295758e-05,FALSE,"12.59378","39.13211","BraA03006500","AT4G37470","KAI2","alpha/beta-Hydrolases superfamily protein","-","YES"
"BraA03004183",1.95076031155359,5.01249752620048,27.6359215743135,2.39776156316662e-05,9.03753999143741e-05,FALSE,"19.11150","73.93095","BraA03004183","AT3G20050","TCP-1","T-complex protein 1 alpha subunit","-","-"
"BraA01001639",1.14597277812584,6.02884740018185,27.6249863934316,2.40394627743282e-05,9.05651374025671e-05,FALSE," 46.11846","102.09287","BraA01001639","AT4G24690","NBR1","ubiquitin-associated (UBA)/TS-N domain-containing protein / octicosapeptide/Phox/Bemp1 (PB1) domain-containing protein","-","-"
"BraA09006616",3.9659792986789,3.68961261695343,27.592968665537,2.42215486769733e-05,9.11856436679168e-05,FALSE," 2.287699","36.049248","BraA09006616","AT1G08920","ESL1","ERD (early response to dehydration) six-like 1","-","-"
"BraA02001419",1.55190866264965,3.14973770275957,27.5663299605296,2.4374187625629e-05,9.16621052413733e-05,FALSE," 5.235492","15.390881","BraA02001419","AT5G55940","emb2731","Uncharacterized protein family (UPF0172)","-","-"
"BraA06004356",1.81404646823962,3.52825942814835,27.555401731385,2.44371084807761e-05,9.18409245430261e-05,FALSE," 5.633414","19.903198","BraA06004356","AT3G25890","CRF11","Integrase-type DNA-binding superfamily protein","YES","-"
"BraA07001846",1.0238544387624,5.71393867527103,27.552438300189,2.44542013045937e-05,9.18637538268029e-05,FALSE,"41.04738","83.47416","BraA07001846","AT2G27950","AT2G27950","Ring/U-Box superfamily protein","-","-"
"BraA02004391",1.04820513850991,4.09013400576401,27.5434286403671,2.45062482079495e-05,9.1998698385563e-05,FALSE,"13.99241","28.94965","BraA02004391","AT5G63640","AT5G63640","ENTH/VHS/GAT family protein","-","-"
"BraA09005786",1.02696127980601,4.75121557348031,27.5431848263613,2.45076583437526e-05,9.1998698385563e-05,FALSE,"22.14481","45.11825","BraA09005786","AT2G22720","AT2G22720","SPT2 chromatin protein","-","-"
"BraA10000594",1.79197794019159,2.8550893467908,27.5365993964048,2.45457796041288e-05,9.21198309415803e-05,FALSE," 3.905408","13.572957","BraA10000594","AT1G07310","AT1G07310","Calcium-dependent lipid-binding (CaLB domain) family protein","-","-"
"BraA05001025",1.58023391056595,3.71581769082377,27.5052056861314,2.47283982149877e-05,9.27388582091746e-05,FALSE," 7.895683","23.659508","BraA05001025","AT2G36680","AT2G36680","Modifier of rudimentary (Mod(r)) protein","-","-"
"BraA09004108",1.22460982787682,4.64897402183512,27.5016749814207,2.47490287726984e-05,9.27941193145005e-05,FALSE,"15.60590","36.49521","BraA09004108","AT1G26690","AT1G26690","emp24/gp25L/p24 family/GOLD family protein","-","-"
"BraA01001584",3.29041720412861,2.40117632283797,27.4963605066827,2.47801175416843e-05,9.28885568245085e-05,FALSE," 1.497931","14.664030","BraA01001584","AT4G24230","ACBP3","acyl-CoA-binding domain 3","-","-"
"BraA04001914",1.07556476591185,5.12723889148949,27.4856778256573,2.48427380162466e-05,9.30789565283794e-05,FALSE,"27.90916","58.83290","BraA04001914","AT2G25930","ELF3","hydroxyproline-rich glycoprotein family protein","-","-"
"BraA01002532",2.5762568104251,1.81425870645708,27.4781862750085,2.48867551973491e-05,9.31773374895992e-05,FALSE,"1.426220","8.598382","BraA01002532","AT5G18350","AT5G18350","Disease resistance protein (TIR-NBS-LRR class) family","-","-"
"BraA08003871",1.02012571397216,4.7250745634953,27.466235305696,2.49571497813973e-05,9.34186771841124e-05,FALSE,"19.38146","39.31732","BraA08003871","AT2G31510","ARI7","IBR domain-containing protein","-","-"
"BraA09004982",1.08328305542239,5.26301441638683,27.4566440694235,2.50138015695349e-05,9.36084728256013e-05,FALSE,"29.42790","62.39082","BraA09004982","AT3G56190","ALPHA-SNAP2","alpha-soluble NSF attachment protein 2","-","-"
"BraA03003580",1.34165561288407,4.95898522504018,27.4099005270194,2.52919076946866e-05,9.45592938513937e-05,FALSE,"21.10670","53.50582","BraA03003580","AT3G07870","AT3G07870","F-box and associated interaction domains-containing protein","-","-"
"BraA05002612",1.22161221553224,3.47463283100147,27.4056940315752,2.53170992225868e-05,9.46099182887508e-05,FALSE," 7.859589","18.331792","BraA05002612","AT3G21610","AT3G21610","Acid phosphatase/vanadium-dependent haloperoxidase-related protein","-","-"
"BraA09001569",1.26315029577022,6.28021949847318,27.4056321738292,2.53174698749821e-05,9.46099182887508e-05,FALSE," 54.98680","131.99782","BraA09001569","AT1G63980","AT1G63980","D111/G-patch domain-containing protein","-","-"
"BraA08003163",5.78088219227562,2.63677441703905,27.3325320151739,2.57596409938116e-05,9.61709557027028e-05,FALSE," 0.3480692","20.0767681","BraA08003163","AT1G21000","AT1G21000","PLATZ transcription factor family protein","-","-"
"BraA01001156",2.92085440431844,6.48535297574199,27.3268206142661,2.57945405344666e-05,9.62784130928394e-05,FALSE," 35.91901","272.08346","BraA01001156","AT4G19420","AT4G19420","Pectinacetylesterase family protein","-","-"
"BraA05002243",1.14104829272173,4.5456848113261,27.3075910289772,2.59124216917714e-05,9.66496486797351e-05,FALSE,"16.28201","35.94044","BraA05002243","AT1G35460","FBH1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA08000830",1.85445504938744,3.69977971297952,27.3024677983245,2.5943926896907e-05,9.67442334416764e-05,FALSE," 6.880498","24.923349","BraA08000830","AT4G12617","AT4G12617","B3 domain protein","-","-"
"BraA08002891",1.01848384800635,5.81841752559655,27.2977802323125,2.59727895033171e-05,9.68289215495524e-05,FALSE,"45.60532","92.37862","BraA08002891","AT1G24300","AT1G24300","GYF domain-containing protein","-","-"
"BraA09002253",1.53431107977152,5.43138440780066,27.2750999533387,2.6112932388655e-05,9.73052925656793e-05,FALSE,"33.42753","96.89385","BraA09002253","AT5G45650","AT5G45650","subtilase family protein","-","-"
"BraA09003989",1.29081047818982,3.39474990113919,27.2589403557234,2.62132854136051e-05,9.76330128750934e-05,FALSE," 7.242541","17.732598","BraA09003989","AT2G26430","RCY1","arginine-rich cyclin 1","-","-"
"BraA05004217",1.92710291083246,5.02201146034203,27.2354112977837,2.63601546866839e-05,9.81103889260828e-05,FALSE,"21.01811","79.96385","BraA05004217","AT3G07880","SCN1","Immunoglobulin E-set superfamily protein","-","-"
"BraA10002096",2.08103533028888,2.89950572174547,27.2272398013206,2.64113707375029e-05,9.82545439395639e-05,FALSE," 3.221658","13.672318","BraA10002096","AT5G16200","AT5G16200","50S ribosomal protein-like protein","-","-"
"BraA08002721",2.66416443899666,2.52984521773716,27.2211214923875,2.64497890115532e-05,9.83619137226189e-05,FALSE," 2.221344","14.089031","BraA08002721","AT1G30330","ARF6","auxin response factor 6","YES","YES"
"BraA01000499",1.23510017578566,5.62066834392579,27.2052661310695,2.6549631718797e-05,9.86756087966624e-05,FALSE,"34.34088","80.85288","BraA01000499","AT4G33430","BAK1","BRI1-associated receptor kinase","-","-"
"BraA08001352",1.95485661313534,3.66567940446235,27.1978370835435,2.659655414401e-05,9.88266671923319e-05,FALSE," 7.485907","29.055969","BraA08001352","AT4G17900","AT4G17900","PLATZ transcription factor family protein","-","-"
"BraA01004709",1.19138645106188,5.5145328785679,27.1955342466839,2.66111173481964e-05,9.88341168146792e-05,FALSE,"30.54152","69.78157","BraA01004709","AT3G02770","AT3G02770","Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase","-","-"
"BraA04000720",1.09343096921281,5.31431365702129,27.1791438201323,2.6715021832167e-05,9.91732178392238e-05,FALSE,"33.44886","71.38437","BraA04000720","AT3G52560","UEV1D-4","ubiquitin E2 variant 1D-4","-","-"
"BraA02004478",2.11991228033157,3.87415029059797,27.1656881695777,2.6800651720337e-05,9.94441909660782e-05,FALSE," 7.227551","31.443724","BraA02004478","AT5G65210","TGA1","bZIP transcription factor family protein","YES","-"
"BraA05003613",2.95698159767485,7.63439812518687,27.1546354909954,2.68712128323478e-05,9.96750977312834e-05,FALSE," 64.63988","502.02855","BraA05003613","AT3G14990","DJ1A","Class I glutamine amidotransferase-like superfamily protein","-","-"
"BraA09002414",1.35010311679854,5.78806886554776,27.1539575679081,2.68755473171262e-05,9.96750977312834e-05,FALSE,"38.67203","98.60110","BraA09002414","AT5G47680","TRM10","tRNA (guanine(9)-N1)-methyltransferase-like protein","-","-"
"BraA02001463",1.83921666042837,2.1066805310918,27.1449128457082,2.69334500335898e-05,9.98663141410372e-05,FALSE,"2.337426","8.380875","BraA02001463","AT5G55130","CNX5","co-factor for nitrate, reductase and xanthine dehydrogenase 5","-","-"
"BraA03003400",1.14340010032404,3.8232179471172,27.139829625823,2.69660514754075e-05,9.99636481919252e-05,FALSE,"12.433734","27.457638","BraA03003400","AT3G05100","AT3G05100","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA09006500",12.7413665737231,4.9014995669618,28.3553157659402,2.69839119795466e-05,0.000100006304346142,FALSE,"  0.00000000"," 83.24062668","BraA09006500","AT1G11190","BFN1","bifunctional nuclease i","-","YES"
"BraA03003982",1.78406246200913,4.62333366620145,27.1246545938655,2.70636328487909e-05,0.000100277096502757,FALSE,"14.96165","51.50285","BraA03003982","AT4G14540","NF-YB3","nuclear factor Y, subunit B3","YES","-"
"BraSca000399",1.00150736655574,4.89733284006171,27.1226187622781,2.70767532413958e-05,0.000100279552004605,FALSE,"23.68656","47.45509","BraSca000399","AT1G43850","SEU","SEUSS transcriptional co-regulator","-","YES"
"BraA07001292",2.05795185864522,5.1105283705541,27.0936198568691,2.72643967630716e-05,0.000100855841375029,FALSE,"20.15889","83.88905","BraA07001292","AT1G26810","GALT1","galactosyltransferase1","-","-"
"BraA05003462",1.37105882934726,3.74761558542485,27.0537725241809,2.75245488168318e-05,0.000101698685065008,FALSE," 9.380156","24.270304","BraA05003462","AT3G16785","PLDP1","phospholipase D P1","-","-"
"BraA01004394",1.64496270953574,2.41188148366924,27.0386018037556,2.76243030116129e-05,0.000102019364008162,FALSE,"2.414441","7.575993","BraA01004394","AT3G09370","MYB3R-3","myb domain protein 3r-3","YES","-"
"BraA09006214",2.01494774987242,6.26497559989264,27.028497063751,2.76909643629809e-05,0.000102193617602185,FALSE," 42.87959","173.37196","BraA09006214","AT3G42170","DAYSLEEPER","BED zinc finger and hAT dimerization domain-containing protein DAYSLEEPER","-","-"
"BraA01000545",2.3165147130232,9.95243247516908,27.0185711567015,2.77566163825085e-05,0.000102363903903628,FALSE," 499.4113","2487.8540","BraA01000545","AT4G32940","GAMMA-VPE","gamma vacuolar processing enzyme","-","-"
"BraA03000481",1.34811628310272,4.99935911085168,27.0092113576226,2.78186792102996e-05,0.000102568753986909,FALSE,"22.73064","57.86187","BraA03000481","AT5G10960","AT5G10960","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","-","-"
"BraA09004496",1.71877710606193,4.95717505722335,27.0035133896676,2.78565351424263e-05,0.000102684277082386,FALSE,"19.58642","64.50366","BraA09004496","AT3G50830","COR413-PM2","cold-regulated 413-plasma membrane 2","-","-"
"BraA09003119",1.87054960692222,4.94728064722379,27.0001111415702,2.78791655848448e-05,0.00010271958480933,FALSE,"17.16620","62.82344","BraA09003119","AT4G04955","ALN","allantoinase","-","-"
"BraA03002322",3.20151761133178,2.19614163276563,26.9815573449066,2.80029307924053e-05,0.00010307907639674,FALSE," 1.3625502","12.6281511","BraA03002322","AT2G41710","AT2G41710","Integrase-type DNA-binding superfamily protein","YES","-"
"BraA05000764",1.19543773752021,7.85743821120344,26.9718985896036,2.80675971156638e-05,0.000103292957353413,FALSE,"174.1923","398.9741","BraA05000764","AT2G39970","PXN","Mitochondrial substrate carrier family protein","-","-"
"BraA04001612",1.04618433482986,5.71664720528053,26.969763813297,2.80819115671566e-05,0.000103321479211558,FALSE,"40.62651","83.90439","BraA04001612","AT2G22400","AT2G22400","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA07001186",6.55785268852114,4.59214241989342,26.955578454778,2.81772315406784e-05,0.000103579588566711,FALSE," 0.7928661","76.3676880","BraA07001186","AT1G27300","AT1G27300","transmembrane protein","-","-"
"BraA06004232",1.62553152591493,2.62358335783432,26.9443048968333,2.8253236433061e-05,0.000103830478976507,FALSE," 3.842092","11.878354","BraA06004232","AT3G27520","AT3G27520","cryptic loci regulator","-","-"
"BraA09006197",6.57646755276387,2.64058892620529,26.9287662132282,2.83583621035242e-05,0.000104119575346273,FALSE," 0.1767153","18.1324829","BraA09006197","AT1G15670","AT1G15670","Galactose oxidase/kelch repeat superfamily protein","-","-"
"BraA03001648",2.41073493438322,8.13291788398166,26.9099316190008,2.8486356914891e-05,0.000104516377118971,FALSE,"110.8992","589.7821","BraA03001648","AT5G51070","ERD1","Clp ATPase","-","YES"
"BraA08000042",1.31988840115349,3.69805392050534,26.9044107443848,2.85239943108056e-05,0.000104630079340965,FALSE," 9.431316","23.577742","BraA08000042","AT1G55680","AT1G55680","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA10002715",1.51616920181934,3.90359834720303,26.8456124429682,2.89282131698104e-05,0.000105890715184376,FALSE," 8.552624","24.468746","BraA10002715","AT5G06710","HAT14","homeobox leucine zipper protein","YES","-"
"BraA06001136",1.22063845528015,6.18876292825052,26.8236134472484,2.90810475931217e-05,0.000106425410164086,FALSE," 54.92659","127.98416","BraA06001136","AT4G29120","AT4G29120","6-phosphogluconate dehydrogenase family protein","-","-"
"BraA10002956",2.79507033116057,3.85160907696571,26.8085684352275,2.91860761288844e-05,0.00010678494613404,FALSE," 4.933050","34.307391","BraA10002956","AT5G04720","ADR1-L2","ADR1-like 2","-","-"
"BraA04002905",4.25395801045534,4.14626285449659,26.791594745184,2.93050643924789e-05,0.000107170472476212,FALSE," 3.976326","76.493754","BraA04002905","AT2G40340","DREB2C","Integrase-type DNA-binding superfamily protein","YES","-"
"BraA02000084",1.02766787002042,8.14519124880958,26.7669615623528,2.94786867524263e-05,0.000107705322535559,FALSE,"231.4046","471.7613","BraA02000084","AT5G03040","iqd2","IQ-domain 2","-","-"
