"","logFC","logCPM","F","PValue","FDR","woundCtrl","WT.D_Avg_CPM","WT.R_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA03001369",-2.18050149652866,2.85911332601932,40.3319545235298,1.68349355896933e-06,7.92058835797514e-06,FALSE,"14.013346"," 3.092423","BraA03001369","AT5G56140","AT5G56140","RNA-binding KH domain-containing protein","-","-"
"BraA09005869",-1.69188414005567,3.25937620901635,40.2937248110939,1.69555913348721e-06,7.96897604093422e-06,FALSE,"17.070370"," 5.269359","BraA09005869","AT1G30300","AT1G30300","Metallo-hydrolase/oxidoreductase superfamily protein","-","-"
"BraA03000482",-1.81427556782098,3.25357312967536,40.285828394464,1.69806299394104e-06,7.97836164914386e-06,FALSE,"16.215631"," 4.594530","BraA03000482","AT5G10980","AT5G10980","Histone superfamily protein","-","-"
"BraA10001311",-2.48148830384315,3.12703469859794,40.2450589698171,1.71105460448869e-06,8.03220980454875e-06,FALSE,"21.675186"," 3.883674","BraA10001311","AT1G48450","AT1G48450","alanine-tRNA ligase, putative (DUF760)","-","-"
"BraA01001737",-1.33857636123752,5.31504308203578,40.2115369935053,1.72181769130139e-06,8.07791667990578e-06,FALSE,"69.59771","27.52543","BraA01001737","AT4G25670","AT4G25670","stress response NST1-like protein","-","-"
"BraA02000850",-1.26728414077161,4.66611511731259,40.2077129186857,1.72305017712539e-06,8.08129016327582e-06,FALSE,"45.34661","18.82381","BraA02000850","AT5G18540","AT5G18540","E3 ubiquitin-protein ligase","-","-"
"BraA09006208",-1.67403662829169,4.72150883052752,40.1930790232489,1.72777549424276e-06,8.09862605103665e-06,FALSE,"56.17270","17.60579","BraA09006208","AT1G15400","AT1G15400","hypothetical protein","-","-"
"BraA01000513",-1.10703478140299,5.78880391732397,40.1523350988245,1.74100616450602e-06,8.15467866455042e-06,FALSE," 93.31773"," 43.31896","BraA01000513","AT4G33210","SLOMO","F-box family protein","-","-"
"BraA10002784",-4.26649555015244,4.31973737676324,40.1514704851995,1.74128811890432e-06,8.15467866455042e-06,FALSE,"41.519128"," 2.168632","BraA10002784","AT5G07200","GA20OX3","gibberellin 20-oxidase 3","-","-"
"BraA08000670",-1.86378067795197,4.04722400293433,40.0935636838529,1.7602852462895e-06,8.23629303703827e-06,FALSE,"31.847192"," 8.753648","BraA08000670","AT4G13030","AT4G13030","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA03001092",-1.27455429080594,4.23769574669722,40.0865687555022,1.76259523746498e-06,8.24465053126265e-06,FALSE,"33.14475","13.68825","BraA03001092","AT5G22360","VAMP714","vesicle-associated membrane protein 714","-","-"
"BraA07001331",-2.16903746359813,3.03555276220249,40.077398003528,1.76562876166121e-06,8.25393427637286e-06,FALSE,"22.044066"," 4.906261","BraA07001331","AT1G27150","AT1G27150","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA06005008",-1.02655608387138,4.53837836960722,40.0555337589767,1.77288398986268e-06,8.28539014264806e-06,FALSE,"36.35207","17.85512","BraA06005008","AT4G38360","LAZ1","organic solute transporter ostalpha protein (DUF300)","-","-"
"BraA02003810",-1.91937538367291,6.2432637918653,40.0119719858506,1.78743591770615e-06,8.3509175852463e-06,FALSE,"190.93934"," 50.46681","BraA02003810","AT1G11440","AT1G11440","hypothetical protein","-","-"
"BraA04000673",-2.43380848836898,4.14537739051259,40.0059366112281,1.78946227032618e-06,8.35790389760653e-06,FALSE,"47.303435"," 8.744440","BraA04000673","AT2G36320","AT2G36320","A20/AN1-like zinc finger family protein","-","-"
"BraA07001208",-1.12160975025724,5.76019565074503,39.9886515584117,1.79527948640683e-06,8.38110759939517e-06,FALSE,"88.07943","40.46450","BraA07001208","AT2G26430","RCY1","arginine-rich cyclin 1","-","-"
"BraA09005196",-2.89520620169468,1.767477642596,39.9880116954005,1.79549522396191e-06,8.38110759939517e-06,FALSE,"8.6380797","1.1484806","BraA09005196","AT3G58750","CSY2","citrate synthase 2","-","-"
"BraA05001788",-1.14322707096519,4.34324037605736,39.9748247613652,1.79994763921424e-06,8.39939989363537e-06,FALSE,"33.49803","15.16807","BraA05001788","AT1G53165","ATMAP4K ALPHA1","Protein kinase superfamily protein","-","-"
"BraA10000742",-1.00345313357378,7.96253932458184,39.9507098262218,1.80812084042195e-06,8.43004206997674e-06,FALSE,"396.6732","197.8513","BraA10000742","AT1G44910","PRP40A","pre-mRNA-processing protein 40A","-","-"
"BraA08002614",-3.15273715950199,2.59920752683679,39.9399966126452,1.81176477172138e-06,8.44452991024414e-06,FALSE,"18.605155"," 2.076802","BraA08002614","AT1G12200","FMO","Flavin-binding monooxygenase family protein","-","-"
"BraA03005999",-1.16033972609094,5.31990319219943,39.9332268407902,1.81407151874857e-06,8.45027691775748e-06,FALSE,"63.77866","28.55445","BraA03005999","AT4G30790","AT4G30790","autophagy-like protein","-","-"
"BraA03003237",-1.76989697207534,6.30909826922852,39.9164417861973,1.81980467787368e-06,8.47196853881449e-06,FALSE,"169.72519"," 49.75684","BraA03003237","AT3G01590","AT3G01590","Galactose mutarotase-like superfamily protein","-","-"
"BraA06003988",-1.09530942690286,5.95559818265985,39.913025287549,1.82097403928444e-06,8.47490578898199e-06,FALSE,"105.74565"," 49.50631","BraA06003988","AT5G48810","CB5-D","cytochrome B5 isoform D","-","-"
"BraA02002222",-1.01747007025633,3.81968581047606,39.8880410767715,1.82955022612436e-06,8.50727342960043e-06,FALSE,"19.790972"," 9.758813","BraA02002222","AT1G71410","AT1G71410","ARM repeat superfamily protein","-","-"
"BraA09005088",-1.83494767252622,5.38867705475503,39.8833525202138,1.8311645275679e-06,8.51191556457967e-06,FALSE," 70.49376"," 19.74380","BraA09005088","AT3G57330","ACA11","autoinhibited Ca2 -ATPase 11","-","-"
"BraA05003954",-1.73506099197118,3.09261661427122,39.8820011074432,1.83163011545307e-06,8.51191556457967e-06,FALSE,"17.287076"," 5.194524","BraA05003954","AT3G11530","AT3G11530","Vacuolar protein sorting 55 (VPS55) family protein","-","-"
"BraA09004087",-1.25011943427723,4.91553783561322,39.7981425357935,1.8607742974637e-06,8.6354386249195e-06,FALSE,"45.22999","18.97647","BraA09004087","AT1G26460","AT1G26460","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA09003087",-1.05024434273258,4.66031919268905,39.7910510458808,1.86326188906521e-06,8.64360216147553e-06,FALSE,"40.11341","19.37764","BraA09003087","AT4G04614","AT4G04614","hypothetical protein","-","-"
"BraA03001919",-1.92092925556146,4.36170411647395,39.7045509093859,1.89389760001612e-06,8.77279229671976e-06,FALSE,"39.21007","10.34759","BraA03001919","AT2G34750","AT2G34750","RNA polymerase I specific transcription initiation factor RRN3 protein","-","-"
"BraA01004326",-1.47110713724739,6.2157447921328,39.6636394290034,1.9085775552235e-06,8.83559138800528e-06,FALSE,"134.68512"," 48.61317","BraA01004326","AT3G10740","ASD1","alpha-L-arabinofuranosidase 1","-","-"
"BraA09001640",-1.05587196668007,3.33757991303768,39.6456265602681,1.91508015446698e-06,8.86286815895492e-06,FALSE,"13.842131"," 6.668010","BraA09001640","AT1G62970","AT1G62970","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA03004881",-1.13238574589325,5.00589069303636,39.6322179960822,1.91993624669864e-06,8.86816452607126e-06,FALSE,"52.06032","23.72709","BraA03004881","AT3G52030","AT3G52030","F-box family protein with WD40/YVTN repeat doamin","-","-"
"BraA03001219",-3.60230090586425,4.57804652437568,39.6317085575534,1.92012101047337e-06,8.86816452607126e-06,FALSE,"95.3128154"," 7.8072166","BraA03001219","AT5G58670","PLC1","phospholipase C1","-","-"
"BraA09006183",-1.68972037481495,2.28104728306146,39.5907752322839,1.9350301163042e-06,8.93440129968557e-06,FALSE," 9.576818"," 2.954656","BraA09006183","AT1G15880","GOS11","golgi snare 11","-","-"
"BraA03001163",-1.4751949567346,5.89344762448026,39.5529746481869,1.94890999844233e-06,8.98530854583544e-06,FALSE,"105.39059"," 37.92276","BraA03001163","AT5G59890","ADF4","actin depolymerizing factor 4","-","-"
"BraA05001759",-1.07522221208341,4.90520060200955,39.5466132003517,1.95125646021424e-06,8.99349244034324e-06,FALSE,"52.99196","25.14503","BraA05001759","AT1G53510","MPK18","mitogen-activated protein kinase 18","-","-"
"BraA01004510",-2.9848846617463,2.00621238387355,39.5173294140638,1.96209765490028e-06,9.03552284614698e-06,FALSE," 9.3722188"," 1.1817962","BraA01004510","AT3G06860","MFP2","multifunctional protein 2","-","-"
"BraA01000269",-1.68548085589041,4.41714578153498,39.5153189482081,1.96284435073982e-06,9.03631766032311e-06,FALSE,"47.33021","14.71832","BraA01000269","AT2G17990","AT2G17990","polyamine-modulated factor 1-binding protein","-","-"
"BraA05000113",-2.38791417724051,4.81887836368889,39.5107851945157,1.96452934071775e-06,9.04143035757232e-06,FALSE,"94.640425","18.054139","BraA05000113","AT2G40940","ERS1","ethylene response sensor 1","-","YES"
"BraA01003264",-1.19799589803441,3.10967344171894,39.4969309392023,1.96968808830432e-06,9.06066268688322e-06,FALSE,"14.166319"," 6.173436","BraA01003264","AT5G64960","CDKC2","cyclin dependent kinase group C2","-","YES"
"BraA04000782",-2.29609837122352,4.81648578725524,39.4939718064231,1.9707918535131e-06,9.06066268688322e-06,FALSE,"65.83023","13.39405","BraA04000782","AT3G51890","AT3G51890","Clathrin light chain protein","-","-"
"BraA03001018",-1.03699742292934,3.87759040691127,39.4933851993667,1.97101073951005e-06,9.06066268688322e-06,FALSE,"24.354366","11.883269","BraA03001018","AT5G20350","TIP1","Ankyrin repeat family protein with DHHC zinc finger domain-containing protein","-","-"
"BraA08000284",-1.31108238891066,6.41870622761669,39.4807958999318,1.97571467380552e-06,9.07698452005224e-06,FALSE,"146.25092"," 58.94602","BraA08000284","AT2G31670","AT2G31670","Stress responsive alpha-beta barrel domain protein","-","-"
"BraA09006323",-1.32207380915266,5.21876231701326,39.4776948443294,1.97687524137167e-06,9.07966626763646e-06,FALSE,"63.77697","25.51058","BraA09006323","AT1G13900","PAP2","Purple acid phosphatases superfamily protein","-","-"
"BraA02001647",-2.21313665107017,1.96349837790797,39.4392385039308,1.99132923930333e-06,9.13691090488448e-06,FALSE," 9.094976"," 1.946599","BraA02001647","AT5G52860","ABCG8","ABC-2 type transporter family protein","-","-"
"BraA01000478",-2.60946196662767,1.89583896901955,39.4159097373983,2.00015342208513e-06,9.17052573947568e-06,FALSE,"11.5461393"," 1.8795260","BraA01000478","AT4G33625","AT4G33625","vacuole protein","-","-"
"BraA05003096",-1.61976047802865,2.71343203875203,39.3999617160776,2.00621027113048e-06,9.19026474609828e-06,FALSE,"12.856808"," 4.170302","BraA05003096","AT3G19460","AT3G19460","Reticulon family protein","-","-"
"BraA05003465",-1.33382974325819,3.65273593429016,39.3873335326004,2.01102043382331e-06,9.20961932743056e-06,FALSE,"21.908987"," 8.675231","BraA05003465","AT3G16730","HEB2","condensin-2 complex subunit H2-like protein","-","-"
"BraA09005618",-1.16609480530325,5.82557892223533,39.3546923659781,2.0235118621624e-06,9.26143550754176e-06,FALSE,"91.89155","40.92011","BraA09005618","AT3G13490","OVA5","Lysyl-tRNA synthetase, class II","-","-"
"BraA05000793",-3.32700337605215,2.64815706810186,39.3455490348625,2.02702602193836e-06,9.2748225538691e-06,FALSE,"19.149764"," 1.903313","BraA05000793","AT2G39705","RTFL8","ROTUNDIFOLIA like 8","-","-"
"BraA03005144",-3.1666709758457,3.98318213507127,39.3414857675027,2.02858983210117e-06,9.27928042931484e-06,FALSE,"52.199567"," 5.792040","BraA03005144","AT4G18360","GOX3","Aldolase-type TIM barrel family protein","-","-"
"BraA10002634",-3.55332140030038,5.5070580064205,39.303372260427,2.04332240561223e-06,9.34282525135778e-06,FALSE,"113.422485","  9.670848","BraA10002634","AT5G05870","UGT76C1","UDP-glucosyl transferase 76C1","-","-"
"BraA07001536",-3.16241270671491,1.68795958990777,39.3024796579555,2.04366882721886e-06,9.34282525135778e-06,FALSE," 7.6132407"," 0.8484963","BraA07001536","AT1G76460","AT1G76460","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA08002303",-1.51322920879741,4.85470839588171,39.2767293220023,2.05369014637194e-06,9.38197935410222e-06,FALSE,"50.41997","17.67503","BraA08002303","AT4G35600","CST","Protein kinase superfamily protein","-","-"
"BraA02003404",-1.14035632868634,7.9805747634746,39.2758798268873,2.0540216552882e-06,9.38197935410222e-06,FALSE,"419.2361","190.1684","BraA02003404","AT2G02160","AT2G02160","CCCH-type zinc finger family protein","-","-"
"BraA10002318",-5.28426120487049,5.18231812945935,39.2548599311835,2.06224306319081e-06,9.41110427563449e-06,FALSE,"222.4814102","  5.7251013","BraA10002318","AT5G13210","AT5G13210","Uncharacterized conserved protein UCP015417, vWA","-","-"
"BraA07002805",-1.32842241235281,7.15585230427673,39.2382695137347,2.06875725027639e-06,9.42739986084262e-06,FALSE,"293.96109","117.06007","BraA07002805","AT3G63500","TTA2","fibronectin type III domain protein (DUF1423)","-","-"
"BraA04003238",-1.05300788075254,5.74441279593481,39.2281779681503,2.07273060994321e-06,9.44277273531291e-06,FALSE," 91.59680"," 44.14144","BraA04003238","AT2G45620","AT2G45620","Nucleotidyltransferase family protein","-","-"
"BraA06001201",-1.70718934653509,3.95779969539399,39.2010807528291,2.0834407406366e-06,9.48333061238289e-06,FALSE,"25.115009"," 7.698160","BraA06001201","AT1G08300","NVL","no vein-like protein","-","-"
"BraA01004487",-2.86244864203364,3.27381425901234,39.1803966515995,2.09165658389775e-06,9.51522388166201e-06,FALSE,"25.580807"," 3.499623","BraA01004487","AT3G06580","GALK","Mevalonate/galactokinase family protein","-","-"
"BraA08004019",-2.22644844440747,4.85907672962119,39.178050568795,2.09259068300565e-06,9.51672272479311e-06,FALSE,"73.881881","15.777855","BraA08004019","AT1G02305","AT1G02305","Cysteine proteinases superfamily protein","-","-"
"BraA01003572",-1.05501427147337,5.0576747349796,39.171060260355,2.09537658240711e-06,9.52663992116923e-06,FALSE,"53.12375","25.56124","BraA01003572","AT3G19860","bHLH121","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA02003170",-1.46150317294707,3.11833035630542,39.1582874149374,2.10047745883433e-06,9.54707340515518e-06,FALSE,"16.191177"," 5.875185","BraA02003170","AT5G46840","AT5G46840","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA08001939",-1.19788636013781,3.27278448065787,39.1311967488031,2.11134093515261e-06,9.58814377360128e-06,FALSE,"16.655855"," 7.254608","BraA08001939","AT4G16250","PHYD","phytochrome D","-","-"
"BraA08001863",-1.10164288598988,4.98366380842271,39.0868466992549,2.12925756814563e-06,9.66393140790433e-06,FALSE,"51.75339","24.12077","BraA08001863","AT4G31410","AT4G31410","E3 ubiquitin-protein ligase, putative (DUF1644)","-","-"
"BraA01003680",-1.56245479892969,3.19204368619754,39.0801706344219,2.13196886222032e-06,9.67344764812563e-06,FALSE,"17.303808"," 5.843294","BraA01003680","AT3G63220","AT3G63220","Galactose oxidase/kelch repeat superfamily protein","-","-"
"BraA08002062",-1.06924335168294,3.27314878752501,39.0733000130332,2.1347630890492e-06,9.68333458836725e-06,FALSE,"17.272248"," 8.216417","BraA08002062","AT1G55270","AT1G55270","Galactose oxidase/kelch repeat superfamily protein","-","-"
"BraA09006916",-2.8000932451374,6.3836096642775,39.0659705491964,2.13774831279402e-06,9.69408194853871e-06,FALSE,"216.46468"," 31.10389","BraA09006916","AT1G03090","MCCA","methylcrotonyl-CoA carboxylase alpha chain","-","YES"
"BraA03004197",-1.578391050322,3.55453521480651,39.0640043845056,2.13854988545394e-06,9.6949237318678e-06,FALSE,"21.611712"," 7.234122","BraA03004197","AT3G20310","ERF7","ethylene response factor 7","YES","-"
"BraA02000260",-3.04146450850485,2.67208363157153,39.0383717002157,2.14902985353932e-06,9.73682495529904e-06,FALSE,"20.4528412"," 2.4754367","BraA02000260","AT5G07680","NAC080","NAC domain containing protein 80","YES","YES"
"BraA05003288",-1.66152301640835,2.8081800896367,38.9976943501128,2.1657756333112e-06,9.80987294052326e-06,FALSE,"13.038602"," 4.110274","BraA05003288","AT3G18620","AT3G18620","DHHC-type zinc finger family protein","-","-"
"BraA05001380",-5.45039219974976,7.14292595445308,38.9808819835406,2.17273821937031e-06,9.82726999220938e-06,FALSE,"521.866674"," 11.895626","BraA05001380","AT2G32150","AT2G32150","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA01002083",-8.2319636663242,4.07757372333397,38.9509862537817,2.18517926012105e-06,9.88070139451462e-06,FALSE,"56.0699694"," 0.1713207","BraA01002083","AT4G32480","AT4G32480","sugar phosphate exchanger, putative (DUF506)","-","-"
"BraA05003373",-1.31117368772991,3.76361414436582,38.9467903736396,2.18693155441264e-06,9.88578479794802e-06,FALSE,"22.694843"," 9.128791","BraA05003373","AT3G17890","AT3G17890","hypothetical protein","-","-"
"BraA06002289",-1.32634629950229,4.8366011945588,38.9111231593233,2.20188881857952e-06,9.95053976584602e-06,FALSE,"51.17543","20.40211","BraA06002289","AT1G21200","AT1G21200","sequence-specific DNA binding transcription factor","YES","-"
"BraA02001487",-3.1437918180586,3.05250425699476,38.8646556808153,2.22154228812399e-06,1.00331744405053e-05,FALSE,"29.305496"," 3.300955","BraA02001487","AT5G54730","G18F","yeast autophagy 18 F-like protein","-","-"
"BraA03000300",-1.03889931911493,6.55227077311967,38.8353545800119,2.23403320560307e-06,1.00842221554896e-05,FALSE,"189.16693"," 92.05666","BraA03000300","AT5G07120","SNX2b","sorting nexin 2B","-","-"
"BraA03000350",-1.77508854750786,6.93417460565677,38.8234439973364,2.23913243621081e-06,1.01043418996439e-05,FALSE,"319.52012"," 93.34530","BraA03000350","AT5G08139","AT5G08139","RING/U-box superfamily protein","-","-"
"BraA10000198",-1.25501043827492,4.555570930577,38.8196237343984,2.24077066911521e-06,1.01088364379116e-05,FALSE,"38.16018","15.98325","BraA10000198","AT1G03350","AT1G03350","BSD domain-containing protein","-","-"
"BraA06004621",-1.30557537207677,4.6709944053685,38.7511593769259,2.27035205505102e-06,1.02334883581051e-05,FALSE,"45.94797","18.61276","BraA06004621","AT5G47310","AT5G47310","PPPDE putative thiol peptidase family protein","-","-"
"BraA09000876",-1.778028459884,2.99027426387915,38.7450439277803,2.27301493662804e-06,1.02425580024407e-05,FALSE,"18.071394"," 5.265253","BraA09000876","AT5G64350","FKBP12","FK506-binding protein 12","-","-"
"BraA01003542",-1.25618259875507,5.40508277779901,38.7380545730736,2.27606250578532e-06,1.0252189321513e-05,FALSE,"77.93846","32.64257","BraA01003542","AT3G20290","EHD1","EPS15 homology domain 1","-","-"
"BraA07002138",-1.90685613023334,3.68576525970371,38.7371551618132,2.276454998646e-06,1.0252189321513e-05,FALSE,"26.506112"," 7.087556","BraA07002138","AT1G56145","AT1G56145","Leucine-rich repeat transmembrane protein kinase","-","-"
"BraA02000105",-1.32379143704187,4.7255340035599,38.733882531394,2.27788375844108e-06,1.02556894616312e-05,FALSE,"47.68254","19.02649","BraA02000105","AT5G03450","AT5G03450","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA02003292",-1.23323139721932,5.52773293368611,38.7275886310759,2.28063428034272e-06,1.0265136852329e-05,FALSE,"73.66955","31.33838","BraA02003292","AT2G01140","PDE345","Aldolase superfamily protein","-","-"
"BraA05004041",-2.00976153005049,5.66567742357293,38.7115243562926,2.2876709730301e-06,1.02879831758554e-05,FALSE,"148.98322"," 37.01010","BraA05004041","AT3G10450","SCPL7","serine carboxypeptidase-like 7","-","-"
"BraA07002748",-3.44010666597689,2.8749515577078,38.6514458937282,2.31419729841229e-06,1.03924295226846e-05,FALSE,"16.384224"," 1.492560","BraA07002748","AT1G72430","AT1G72430","SAUR-like auxin-responsive protein family","-","-"
"BraA05004617",-1.13533195782427,4.08066009224568,38.6056709255376,2.33463264763752e-06,1.04782200951852e-05,FALSE,"31.13513","14.16083","BraA05004617","AT3G02790","AT3G02790","zinc finger (C2H2 type) family protein","-","-"
"BraA09005152",-5.15866444836363,1.43040879459351,42.1776313115674,2.35048564252399e-06,1.05433582255137e-05,FALSE," 8.40760471"," 0.22237110","BraA09005152","AT3G58000","AT3G58000","VQ motif-containing protein","-","-"
"BraA06002729",-1.31555853181897,6.98773219789318,38.498147616294,2.38341012972674e-06,1.06758325105005e-05,FALSE,"254.30609","102.13779","BraA06002729","AT4G24710","AT4G24710","pachytene checkpoint-like protein","-","-"
"BraA04000676",-1.80272346754659,6.41233937624578,38.4886131824738,2.38778855990592e-06,1.06893606180089e-05,FALSE,"166.54238"," 47.74539","BraA04000676","AT3G52840","BGAL2","beta-galactosidase 2","-","-"
"BraA10000035",-1.74242698134706,5.68754332048982,38.4193090971107,2.41987858493049e-06,1.08187699315202e-05,FALSE,"106.02518"," 31.67513","BraA10000035","AT1G01660","AT1G01660","RING/U-box superfamily protein","-","-"
"BraA02000860",-1.64591286575904,3.60849986632192,38.4187642541194,2.42013271466853e-06,1.08187699315202e-05,FALSE,"24.994948"," 7.991670","BraA02000860","AT5G18760","AT5G18760","RING/U-box superfamily protein","-","-"
"BraA05001757",-1.17684963712248,6.09801181710657,38.407255399747,2.42550754512186e-06,1.08397185576996e-05,FALSE,"118.66418"," 52.50644","BraA05001757","AT1G53590","NTMC2T6.1","Calcium-dependent lipid-binding (CaLB domain) family protein","-","-"
"BraA06004228",-1.48577838855882,3.28693736749416,38.3979431635403,2.42986601556506e-06,1.08561144152694e-05,FALSE,"20.166169"," 7.209802","BraA06004228","AT3G27560","ATN1","Protein kinase superfamily protein","-","-"
"BraA04000930",-1.9740965777424,8.66236369234347,38.3861959352717,2.43537630075488e-06,1.08745597089026e-05,FALSE,"976.6240","248.5917","BraA04000930","AT4G13250","NYC1","NAD(P)-binding Rossmann-fold superfamily protein","-","YES"
"BraA03000195",-1.09529632962137,4.61098983062756,38.370457894683,2.44277986156121e-06,1.09014332353199e-05,FALSE,"46.09244","21.56785","BraA03000195","AT5G04940","SUVH1","SU(VAR)3-9 homolog 1","-","-"
"BraA03003987",-1.22665737830256,3.98294064591915,38.3590806944267,2.4481472119771e-06,1.09191944223632e-05,FALSE,"26.02285","11.10959","BraA03003987","AT3G16010","AT3G16010","Pentatricopeptide repeat (PPR-like) superfamily protein","-","-"
"BraA03005201",-1.00597322628819,4.41350631659616,38.2786755762622,2.48644687891941e-06,1.10746365281335e-05,FALSE,"31.74998","15.81514","BraA03005201","AT4G19210","ABCE2","RNAse l inhibitor protein 2","-","-"
"BraA08003949",-1.15997703745554,4.0215983560211,38.2711281974108,2.49007525084164e-06,1.10873506218522e-05,FALSE,"24.65553","11.03323","BraA08003949","AT1G04190","TPR3","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA10002998",-4.04093627765988,1.39154700121991,38.2665153687061,2.49229568334823e-06,1.10940989977096e-05,FALSE,"10.6802708"," 0.6339638","BraA10002998","AT5G04250","AT5G04250","Cysteine proteinases superfamily protein","-","-"
"BraA06003698",-1.88762675210831,5.8547978874308,38.2483366348795,2.50106718266708e-06,1.1126850609152e-05,FALSE,"132.66049"," 35.84235","BraA06003698","AT5G25280","AT5G25280","serine-rich protein-like protein","-","-"
"BraA03002316",-1.15794558714518,7.43234240679055,38.1829741056046,2.53288387941779e-06,1.12556725753913e-05,FALSE,"303.14712","135.83841","BraA03002316","AT2G41530","SFGH","S-formylglutathione hydrolase","-","-"
"BraA03001743",-2.62515203587011,4.54818123035451,38.1117674744877,2.56804687569867e-06,1.13990574798356e-05,FALSE,"67.011599","10.850406","BraA03001743","AT2G31110","AT2G31110","trichome birefringence-like protein (DUF828)","-","-"
"BraA08002688",-1.11976932542769,6.03357795836484,38.049020946609,2.59947222834283e-06,1.15255472884834e-05,FALSE,"119.36045"," 54.95266","BraA08002688","AT4G38350","AT4G38350","Patched family protein","-","-"
"BraA06002116",-1.25251568412374,3.49394710830508,38.0467495838693,2.60061760802152e-06,1.15273785272483e-05,FALSE,"18.758104"," 7.867983","BraA06002116","AT1G19480","AT1G19480","DNA glycosylase superfamily protein","-","-"
"BraA08002686",-2.93021114309079,7.68208446932158,38.0364727483375,2.60580676729866e-06,1.15402862085934e-05,FALSE,"407.90456"," 53.51449","BraA08002686","AT4G38470","STY46","ACT-like protein tyrosine kinase family protein","-","-"
"BraA10002445",-1.11072442228798,3.59315016004327,38.0359768368773,2.60605745610205e-06,1.15402862085934e-05,FALSE,"17.549021"," 8.118273","BraA10002445","AT5G11350","AT5G11350","DNAse I-like superfamily protein","-","-"
"BraA09003346",-1.51557446022178,6.16916859587727,38.029458529311,2.60935497191484e-06,1.15466164995136e-05,FALSE,"118.29644"," 41.38087","BraA09003346","AT1G33970","AT1G33970","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA05002015",-3.82693273584561,2.26602964322577,38.0294500416292,2.60935926866391e-06,1.15466164995136e-05,FALSE,"10.8939677"," 0.7601177","BraA05002015","AT1G49560","AT1G49560","Homeodomain-like superfamily protein","YES","-"
"BraA02004329",-1.99055643486108,2.20485801105482,38.0147333418623,2.61682093711381e-06,1.15731277185084e-05,FALSE,"9.590533","2.408522","BraA02004329","AT5G62200","AT5G62200","Embryo-specific protein 3, (ATS3)","-","-"
"BraA10001252",-1.29212950106523,5.01720390755551,38.0099104111187,2.61927130579789e-06,1.15807107733873e-05,FALSE,"60.37936","24.63050","BraA10001252","AT2G07180","AT2G07180","Protein kinase superfamily protein","-","-"
"BraA03000167",-1.09155000208301,5.67313018278108,37.9910594926376,2.62887277839595e-06,1.16198982117249e-05,FALSE,"121.89802"," 57.22285","BraA03000167","AT5G04410","NAC2","NAC domain containing protein 2","YES","YES"
"BraA03005671",-1.23996520860288,5.23372214124808,37.981912124932,2.63354565459052e-06,1.16372848408913e-05,FALSE,"64.06116","27.13995","BraA03005671","AT4G26450","AT4G26450","hypothetical protein","-","-"
"BraA01002527",-2.91631694427316,2.729319353454,37.9520625960513,2.64885701897374e-06,1.17016585682421e-05,FALSE,"20.799797"," 2.742024","BraA01002527","AT3G49790","AT3G49790","Carbohydrate-binding protein","-","-"
"BraA05001539",-3.1538400423808,4.90773213970018,37.9432605427525,2.65339050228e-06,1.17118245950329e-05,FALSE,"95.646980","10.730772","BraA05001539","AT2G30250","WRKY25","WRKY DNA-binding protein 25","YES","-"
"BraA08000391",-1.0756936166354,4.93629757945335,37.929549672853,2.66046907512584e-06,1.1736486334776e-05,FALSE,"49.26111","23.36288","BraA08000391","AT1G48970","AT1G48970","NagB/RpiA/CoA transferase-like superfamily protein","-","-"
"BraA08002215",-1.16088379758938,3.5759957387723,37.9252743059493,2.66268053484462e-06,1.17429508597518e-05,FALSE,"18.005095"," 8.061681","BraA08002215","AT4G25550","AT4G25550","Cleavage/polyadenylation specificity factor, 25kDa subunit","-","-"
"BraA07002169",-1.76926752239958,2.60524171820581,37.9183082655951,2.66628804367661e-06,1.17555668928487e-05,FALSE,"10.287034"," 3.005210","BraA07002169","AT3G58720","AT3G58720","RING/U-box superfamily protein","-","-"
"BraA08002685",-1.07811384551047,3.46327191361792,37.8759292016865,2.68834973513131e-06,1.18324304784769e-05,FALSE,"16.301597"," 7.718810","BraA08002685","AT4G38480","AT4G38480","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA02002288",-1.04103618560951,4.19793647614325,37.8747169445249,2.68898372436543e-06,1.18324304784769e-05,FALSE,"29.02149","14.12120","BraA02002288","AT1G72390","AT1G72390","nuclear receptor coactivator","-","-"
"BraA03006363",-2.11401867069134,4.0184272652047,37.8698906622724,2.69150939749558e-06,1.18402341857408e-05,FALSE,"42.687675"," 9.853512","BraA03006363","AT4G35470","PIRL4","plant intracellular ras group-related LRR 4","-","-"
