"","logFC","logCPM","F","PValue","FDR","woundCtrl","WT.D_Avg_CPM","WT.R_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA10002448",1.30052200913924,4.47282033846374,56.2279558324923,1.20003083189582e-07,8.15917291319232e-07,FALSE,"11.21324","27.61405","BraA10002448","AT5G11330","AT5G11330","FAD/NAD(P)-binding oxidoreductase family protein","-","-"
"BraA03003544",3.8085609034631,2.75184579058012,56.222566481052,1.2009916592053e-07,8.16217992914139e-07,FALSE," 0.5860990"," 7.3907382","BraA03003544","AT3G07320","AT3G07320","O-Glycosyl hydrolases family 17 protein","-","-"
"BraA01002476",3.56320589485354,3.49489866446014,56.0929123042742,1.22436053473507e-07,8.30307402702716e-07,FALSE," 1.678807","20.590212","BraA01002476","AT3G50560","AT3G50560","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA09000871",1.10358594568029,7.22551772570535,56.0667312023776,1.22913911510738e-07,8.33189047019385e-07,FALSE," 79.60309","170.95978","BraA09000871","AT5G64300","GCH","GTP cyclohydrolase II","-","-"
"BraA05001037",1.18298160601721,5.20190502520155,55.9838662554405,1.24439770589978e-07,8.42806363634362e-07,FALSE,"16.73899","38.01649","BraA05001037","AT2G45060","AT2G45060","alanine-tRNA ligase","-","-"
"BraA03000960",6.21319821836253,5.17190273256892,55.8844367205168,1.26297867230116e-07,8.54655387017208e-07,FALSE," 0.8518348","45.9518927","BraA03000960","AT5G19190","AT5G19190","hypothetical protein","-","-"
"BraA04000384",2.56595895213035,8.04152424822783,55.8742535992951,1.26489860222043e-07,8.55586764028777e-07,FALSE," 64.20211","379.67460","BraA04000384","AT3G56910","PSRP5","plastid-specific 50S ribosomal protein 5","-","-"
"BraA10001953",1.44560058547087,6.37969852370447,55.8426618960802,1.2708751236136e-07,8.59260070690635e-07,FALSE," 42.72257","116.25466","BraA10001953","AT5G18100","CSD3","copper/zinc superoxide dismutase 3","-","-"
"BraA01001161",3.08075995405023,3.42968147036875,55.8297711079823,1.27332261259147e-07,8.60545209196638e-07,FALSE," 1.860776","15.815586","BraA01001161","AT4G19450","AT4G19450","Major facilitator superfamily protein","-","-"
"BraA10001452",2.81490297941828,4.55313190581743,55.7490063141297,1.2887739401165e-07,8.6949429136021e-07,FALSE," 3.458737","24.794650","BraA10001452","AT5G59080","AT5G59080","hypothetical protein","-","-"
"BraA06001393",3.1375428642147,3.8518439288303,55.6862169472956,1.3009271022645e-07,8.77317591672806e-07,FALSE," 2.201194","19.049253","BraA06001393","AT1G10470","ARR4","response regulator 4","-","YES"
"BraA02000128",1.76211662764173,8.54650171429095,55.6777266387813,1.30257997448456e-07,8.78056051322785e-07,FALSE,"163.0481","553.2407","BraA02000128","AT5G03940","CPSRP54","chloroplast signal recognition particle 54 kDa subunit","-","-"
"BraA06002315",6.37035597440858,6.53898597260986,55.5336267186799,1.33098382749676e-07,8.95668467071355e-07,FALSE,"  2.419094","178.563750","BraA06002315","AT1G21440","AT1G21440","Phosphoenolpyruvate carboxylase family protein","-","-"
"BraA08003564",2.56820725563894,3.28179887762461,55.4971270767193,1.33828470089741e-07,8.99427890355474e-07,FALSE," 2.037701","12.390901","BraA08003564","AT1G11870","SRS","Seryl-tRNA synthetase","-","YES"
"BraA03000835",2.61721407450006,5.69556455634211,55.4029674617318,1.35732076783549e-07,9.11443211848574e-07,FALSE,"  6.720343"," 41.757624","BraA03000835","AT5G17230","PSY","PHYTOENE SYNTHASE","-","-"
"BraA03006599",3.10025560906882,4.64480416250427,55.3415039679211,1.36990532304135e-07,9.19501483354837e-07,FALSE," 4.161459","34.331533","BraA03006599","AT1G59720","CRR28","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA06002580",2.44876444926898,5.04528921470231,55.3313455046449,1.37199743434574e-07,9.20120989203323e-07,FALSE," 7.081031","37.664587","BraA06002580","AT3G47520","MDH","malate dehydrogenase","-","-"
"BraA05000854",2.18326847940683,3.95496598521572,55.2919963120804,1.38013413682217e-07,9.24789753664579e-07,FALSE," 3.754446","16.890828","BraA05000854","AT2G38640","AT2G38640","LURP-one-like protein (DUF567)","-","-"
"BraA09001897",2.46438976329768,8.45903230744098,55.2681295108614,1.3850948966193e-07,9.27718879693094e-07,FALSE," 89.99445","495.93694","BraA09001897","AT1G58290","HEMA1","Glutamyl-tRNA reductase family protein","-","-"
"BraA07001449",1.23482737075436,6.51335973227873,55.2505951767717,1.38875178636639e-07,9.2977256985993e-07,FALSE," 39.22109"," 92.30483","BraA07001449","AT1G22300","GRF10","general regulatory factor 10","-","-"
"BraA10002971",1.63815278621032,4.48631380981175,55.2438546338668,1.39016035719039e-07,9.30319898902073e-07,FALSE," 8.805393","27.127035","BraA10002971","AT5G04480","AT5G04480","UDP-Glycosyltransferase superfamily protein","-","-"
"BraA04000128",1.83127738760259,6.64121589467148,55.149787787395,1.40998034832129e-07,9.42782102063596e-07,FALSE," 36.26228","128.83269","BraA04000128","AT3G61440","CYSC1","cysteine synthase C1","-","-"
"BraA05000175",1.17535659508147,4.34422688073388,55.0760011577998,1.42574217176902e-07,9.52025849126358e-07,FALSE," 8.001967","18.013957","BraA05000175","AT2G46930","AT2G46930","Pectinacetylesterase family protein","-","-"
"BraA01002045",1.17734589667047,3.70681776798968,55.0737584210661,1.42622423903428e-07,9.52025849126358e-07,FALSE," 6.368968","14.358631","BraA01002045","AT1G54680","AT1G54680","translation initiation factor 3 subunit I","-","-"
"BraA05002153",1.20357494744332,4.57507019205276,55.0092112390528,1.4401745793135e-07,9.60523215186207e-07,FALSE,"13.02989","29.84073","BraA05002153","AT1G43710","EMB1075","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","-","-"
"BraA03003442",4.34272248085055,3.90663431406722,54.9321719589318,1.45701918683504e-07,9.69703255847085e-07,FALSE," 1.1362099","21.7148084","BraA03003442","AT3G05910","AT3G05910","Pectinacetylesterase family protein","-","-"
"BraA03004839",1.2739920982061,5.15436639204298,54.8900218362921,1.4663258050048e-07,9.75484707133371e-07,FALSE,"18.27054","44.21997","BraA03004839","AT3G51130","AT3G51130","transmembrane protein","-","-"
"BraA03004246",5.28023122950473,3.25775164377538,54.8668450128877,1.47147068477486e-07,9.78493814041244e-07,FALSE," 0.1966901"," 8.9884354","BraA03004246","AT3G21460","AT3G21460","Glutaredoxin family protein","-","-"
"BraA03004625",1.3893085062303,4.19632834124151,54.8424411168471,1.47690916313018e-07,9.81695533263049e-07,FALSE," 7.994555","21.061977","BraA03004625","AT5G23250","AT5G23250","Succinyl-CoA ligase, alpha subunit","-","-"
"BraA02002099",5.42024849538438,7.65404401195563,54.8267692986815,1.48041318722023e-07,9.83468593205149e-07,FALSE,"  7.270740","299.636912","BraA02002099","AT1G69530","EXPA1","expansin A1","-","YES"
"BraA09000526",2.72159486460915,6.12443741003678,54.8249243860031,1.48082628074727e-07,9.83468593205149e-07,FALSE," 19.17049","126.77983","BraA09000526","AT5G27380","GSH2","glutathione synthetase 2","-","YES"
"BraA09005452",6.25794987270964,9.0271784127896,54.7945796430516,1.48763876085112e-07,9.87576300961478e-07,FALSE,"  9.070527","682.044889","BraA09005452","AT3G62030","ROC4","rotamase CYP 4","-","YES"
"BraA07003323",2.56191085315618,7.09736675019382,54.7909336399217,1.48845958779638e-07,9.87704633723228e-07,FALSE," 27.66167","162.48622","BraA07003323","AT1G69830","AMY3","alpha-amylase-like 3","-","YES"
"BraA03001319",3.31098366083299,5.25857679434332,54.7756330641975,1.49190958586128e-07,9.89576775451181e-07,FALSE," 6.364060","61.575220","BraA03001319","AT5G57030","LUT2","Lycopene beta/epsilon cyclase protein","-","YES"
"BraSca000444",1.50530588292414,4.54400336006151,54.7605646669107,1.4953157258119e-07,9.91418261342854e-07,FALSE," 9.532322","27.051718","BraSca000444","AT1G44790","AT1G44790","ChaC-like family protein","-","-"
"BraA09004802",3.0043669869151,8.03302140019901,54.7379318416496,1.50044765674948e-07,9.94401941778392e-07,FALSE," 44.52256","355.95910","BraA09004802","AT3G54210","AT3G54210","Ribosomal protein L17 family protein","-","-"
"BraA09000830",4.90342845364935,5.50591876822391,54.6830089890212,1.51298101069228e-07,1.00102232485484e-06,FALSE," 2.853034","76.083119","BraA09000830","AT5G63180","AT5G63180","Pectin lyase-like superfamily protein","-","-"
"BraA08000867",3.31349136843683,9.17000192302529,54.6776272292458,1.51421523031248e-07,1.00141797164363e-06,FALSE,"  91.69093"," 908.89698","BraA08000867","AT1G32060","PRK","phosphoribulokinase","-","-"
"BraA05003778",1.0721399433799,6.86506054048256,54.6710328618868,1.51572903363243e-07,1.00199810959153e-06,FALSE," 62.97665","132.27214","BraA05003778","AT3G13490","OVA5","Lysyl-tRNA synthetase, class II","-","-"
"BraA10001989",3.82294962088083,3.30695466427479,54.6592640434827,1.51843477209143e-07,1.00336537836772e-06,FALSE," 1.617652","21.676733","BraA10001989","AT5G17700","AT5G17700","MATE efflux family protein","-","-"
"BraA03001644",3.61013281291512,2.74752481101731,54.5902389137546,1.53441019687808e-07,1.01349628614608e-06,FALSE," 0.8220096","10.0169182","BraA03001644","AT5G51100","FSD2","Fe superoxide dismutase 2","-","-"
"BraA09005611",1.85341887322952,3.76984041971088,54.5849282320819,1.53564686476739e-07,1.01388765316438e-06,FALSE," 6.033923","21.623451","BraA09005611","AT2G25530","AT2G25530","AFG1-like ATPase family protein","-","-"
"BraA10001699",3.34652226052425,3.15973161892803,54.5410980945594,1.54589478874853e-07,1.01959007503477e-06,FALSE," 1.1833696","10.9597801","BraA10001699","AT5G21105","AT5G21105","Plant L-ascorbate oxidase","-","-"
"BraA09004510",1.06053306948433,5.1214633516118,54.5396819510231,1.54622713412198e-07,1.01959007503477e-06,FALSE,"17.55182","36.59561","BraA09004510","AT5G66410","PLP3b","thioredoxin domain PLP3B-like protein","-","-"
"BraA10002074",2.62962400867281,7.1809979608034,54.4827847062974,1.55964440848294e-07,1.02800682535684e-06,FALSE," 31.67083","195.35408","BraA10002074","AT5G16570","GLN1;4","glutamine synthetase 1;4","-","-"
"BraA02003491",1.43399440334996,5.09927603597024,54.4614776894188,1.56470145596339e-07,1.03090836822368e-06,FALSE,"16.59675","44.95559","BraA02003491","AT2G02510","AT2G02510","NADH dehydrogenase (ubiquinone)s","-","-"
"BraA05001016",5.33238861881878,4.44707961738359,54.4280627440897,1.57266813926447e-07,1.03572370343192e-06,FALSE," 1.0685164","45.9886881","BraA05001016","AT2G36750","UGT73C1","UDP-glucosyl transferase 73C1","-","-"
"BraA03002992",6.92772436034174,6.63785978369641,54.4009917996872,1.57915462629785e-07,1.03912599573279e-06,FALSE,"  1.8148214","224.2811383","BraA03002992","AT4G04830","MSRB5","methionine sulfoxide reductase B5","-","-"
"BraA03004647",8.06830589653935,5.9058625727865,54.3407964991727,1.5936824959477e-07,1.04737212886083e-06,FALSE,"  0.6828790","137.3091839","BraA03004647","AT5G23010","MAM1","methylthioalkylmalate synthase 1","-","YES"
"BraA05001241",3.30438600125025,2.46158659353987,54.2693976869024,1.61110284904608e-07,1.05705539157921e-06,FALSE," 1.061491","10.006729","BraA05001241","AT2G33570","GALS1","glycosyltransferase family protein (DUF23)","-","-"
"BraA06001244",1.55784510627841,3.99095726540612,54.2520712903202,1.6153613846395e-07,1.05940784142607e-06,FALSE," 7.715162","22.578026","BraA06001244","AT1G08900","AT1G08900","Major facilitator superfamily protein","-","-"
"BraA09002655",2.08410236453332,3.21561837198947,54.2339376889867,1.61983142046148e-07,1.06189698284314e-06,FALSE," 2.996629","12.941956","BraA09002655","AT4G11820","HMGS","hydroxymethylglutaryl-CoA synthase / HMG-CoA synthase / 3-hydroxy-3-methylglutaryl coenzyme A synthase","-","-"
"BraA02004141",2.71386462957104,4.22328408797145,54.2130945586438,1.62498598066793e-07,1.06483261181154e-06,FALSE," 4.732191","31.434335","BraA02004141","AT5G25120","CYP71B11","cytochrome p450, family 71, subfamily B, polypeptide 11","-","YES"
"BraA10000640",3.00753533365932,5.60886118736937,54.070680394314,1.66068592036941e-07,1.0850641920554e-06,FALSE," 8.668152","69.210219","BraA10000640","AT1G47530","AT1G47530","MATE efflux family protein","-","-"
"BraA07002386",4.6251512376307,3.99782159196726,54.0480847790582,1.66642804118978e-07,1.08761271655585e-06,FALSE," 0.7080704","16.3002303","BraA07002386","AT1G80050","APT2","adenine phosphoribosyl transferase 2","-","-"
"BraA05000036",2.46364129502259,3.94984389152673,54.0314245507357,1.67067564623104e-07,1.08978179327296e-06,FALSE," 5.819271","32.229864","BraA05000036","AT3G04940","CYSD1","cysteine synthase D1","-","-"
"BraA02000302",1.27400404920247,4.51611342321424,54.0222836927665,1.6730111487969e-07,1.09085316827105e-06,FALSE,"10.96158","26.69689","BraA02000302","AT5G08710","RUG1","Regulator of chromosome condensation (RCC1) family protein","-","-"
"BraA06004578",1.48578374220101,4.45143278129673,53.9873413835703,1.6819717156655e-07,1.0953344975e-06,FALSE," 8.725315","24.503237","BraA06004578","AT5G47780","GAUT4","galacturonosyltransferase 4","-","-"
"BraA06003644",5.59069755408699,4.97499618793167,53.9209323575148,1.69914564874086e-07,1.10606089789831e-06,FALSE," 1.1672220","56.5079473","BraA06003644","AT5G24660","LSU2","response to low sulfur 2","-","-"
"BraA01002406",1.40394865203704,7.15515164120716,53.9146727300146,1.70077424110586e-07,1.10666335489898e-06,FALSE," 61.65162","162.81724","BraA01002406","AT3G51510","AT3G51510","transmembrane protein","-","-"
"BraA07000013",1.43528788207114,4.57590684210914,53.9097713640737,1.70205063315593e-07,1.10703623825927e-06,FALSE,"13.366585","35.850336","BraA07000013","AT2G20725","AT2G20725","CAAX amino terminal protease family protein","-","-"
"BraA05001265",3.62125055530825,3.32882758098428,53.8920374300392,1.70667752923628e-07,1.10958712557534e-06,FALSE," 1.179481","14.336294","BraA05001265","AT2G33330","PDLP3","plasmodesmata-located protein 3","-","-"
"BraA01000431",1.84410652141113,4.06925752689826,53.8059393244396,1.7293361701997e-07,1.12339047952717e-06,FALSE," 6.085708","21.559511","BraA01000431","AT4G34215","AT4G34215","carbohydrate esterase, putative (DUF303)","-","-"
"BraA01004136",1.43202356557256,4.42320492683467,53.8027851299068,1.73017245027547e-07,1.12347006465907e-06,FALSE," 8.249000","22.256816","BraA01004136","AT3G13410","AT3G13410","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase","-","-"
"BraA10002536",5.35745852098658,6.44470417737952,53.7384404330783,1.74732860870371e-07,1.13284788335228e-06,FALSE,"  2.551021"," 91.653082","BraA10002536","AT5G10250","DOT3","Phototropic-responsive NPH3 family protein","-","YES"
"BraA03002851",1.55978382929867,4.49394045180075,53.7100163591343,1.75496607850606e-07,1.13704411959126e-06,FALSE,"12.30240","36.24005","BraA03002851","AT4G09620","AT4G09620","Mitochondrial transcription termination factor family protein","-","-"
"BraA05002655",2.6696253043773,2.81631152496661,53.7017128720474,1.7572040430201e-07,1.13773721255189e-06,FALSE," 2.060592","12.613609","BraA05002655","AT3G21190","MSR1","O-fucosyltransferase family protein","-","-"
"BraA07002642",1.53376363124772,8.06569573264472,53.6490433965725,1.77147199661625e-07,1.14509113867515e-06,FALSE,"132.4647","383.4699","BraA07002642","AT1G74970","RPS9","ribosomal protein S9","-","-"
"BraA02003052",2.20630501426997,3.76740221056866,53.6288173577796,1.77698456282489e-07,1.14803433559161e-06,FALSE," 4.151037","19.527811","BraA02003052","AT4G12320","CYP706A6","cytochrome P450, family 706, subfamily A, polypeptide 6","-","-"
"BraA09001097",4.58101190878389,2.71248864277144,53.6269885789254,1.77748391095092e-07,1.14803433559161e-06,FALSE,"0.2860534","7.3559754","BraA09001097","AT2G15300","AT2G15300","Leucine-rich repeat protein kinase family protein","-","-"
"BraA05003123",2.20552552807802,2.51885160073916,53.5963574600858,1.78587044402432e-07,1.15156086804354e-06,FALSE," 0.8232563"," 3.8898859","BraA05003123","AT2G44220","AT2G44220","NEP-interacting protein (DUF239)","-","-"
"BraA10002002",2.26271924330579,5.31669490652178,53.5493782714172,1.79881659505451e-07,1.15778312008192e-06,FALSE," 5.41197","25.57902","BraA10002002","AT5G17520","RCP1","root cap 1 (RCP1)","-","-"
"BraA02004434",3.52184437291091,3.59003675188332,53.5480001221597,1.79919791087698e-07,1.15778312008192e-06,FALSE," 1.869887","20.666384","BraA02004434","AT5G64550","AT5G64550","loricrin-like protein","-","-"
"BraA07000021",3.19146741266063,5.6212448551824,53.51113895423,1.80942957546173e-07,1.16294085413506e-06,FALSE,"10.630196","97.599647","BraA07000021","AT2G20610","SUR1","Tyrosine transaminase family protein","-","-"
"BraA05002429",4.06369315796815,7.44869896780906,53.381622448224,1.84588427662675e-07,1.18491918899287e-06,FALSE," 17.16997","281.97639","BraA05002429","AT1G32060","PRK","phosphoribulokinase","-","-"
"BraA07002502",7.18450160959795,3.18081411115682,53.2847933610963,1.87365977207782e-07,1.20030137617032e-06,FALSE," 0.1491208","20.2311560","BraA07002502","AT1G78320","GSTU23","glutathione S-transferase TAU 23","-","-"
"BraA01000491",1.16995959184247,6.43035990711713,53.2726177057766,1.87718438896502e-07,1.20158122335541e-06,FALSE," 41.03551"," 92.27395","BraA01000491","AT4G33490","AT4G33490","Eukaryotic aspartyl protease family protein","-","-"
"BraA06003057",1.16887035936862,6.26571558696543,53.1941955037923,1.90005946850384e-07,1.21523510907154e-06,FALSE," 40.54527"," 91.09447","BraA06003057","AT5G62810","PEX14","peroxin 14","-","-"
"BraA01002730",3.68837954492259,3.68429525770796,53.159856546794,1.91017104596396e-07,1.22023196804215e-06,FALSE," 1.4453646","18.3274343","BraA01002730","AT3G43720","LTPG2","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA07001770",1.16832986674143,7.0209264708444,53.1196627626217,1.92208099546058e-07,1.22585295711901e-06,FALSE," 73.66600","165.70551","BraA07001770","AT2G26670","TED4","Plant heme oxygenase (decyclizing) family protein","-","-"
"BraA01001961",1.14643171463162,5.0161997135122,53.1017828511911,1.92740496000035e-07,1.22873042002452e-06,FALSE,"13.47967","29.76937","BraA01001961","AT4G27720","AT4G27720","Major facilitator superfamily protein","-","-"
"BraA10000558",2.77804133383603,6.15807830174079,53.0592957713335,1.94012040460042e-07,1.23533556506515e-06,FALSE," 19.79666","134.15697","BraA10000558","AT1G07010","SLP1","Calcineurin-like metallo-phosphoesterase superfamily protein","-","-"
"BraA05001833",4.3296846820095,4.33148859134018,53.0558713563682,1.94114921875715e-07,1.23549084930196e-06,FALSE," 1.572966","31.926769","BraA05001833","AT1G52410","TSA1","TSK-associating protein 1","-","-"
"BraA09000960",3.17942772047579,7.3662664400793,53.0112946562349,1.95459584389035e-07,1.24304398314481e-06,FALSE," 29.59764","266.97938","BraA09000960","AT5G67370","CGLD27","DUF1230 family protein (DUF1230)","-","-"
"BraA09005712",2.20355803345228,6.55332728549716,52.9817570394837,1.96356164559229e-07,1.2482415307602e-06,FALSE," 30.37513","139.52138","BraA09005712","AT2G24090","PRPL35","Ribosomal protein L35","-","-"
"BraA06002025",1.36073161399471,5.26239775985326,52.97139778492,1.96671665433769e-07,1.24974243598205e-06,FALSE,"17.22842","44.33333","BraA06002025","AT1G18500","MAML-4","methylthioalkylmalate synthase-like 4","-","-"
"BraA03000090",3.07239618787108,5.13249329924132,52.9433613924555,1.97528306430913e-07,1.25350171718872e-06,FALSE," 5.019734","41.050995","BraA03000090","AT5G03300","ADK2","adenosine kinase 2","-","-"
"BraA04001598",3.67810258188898,5.69585205471101,52.9265601488496,1.9804360416002e-07,1.2559251931824e-06,FALSE,"  6.957702"," 86.061729","BraA04001598","AT2G22240","MIPS2","myo-inositol-1-phosphate synthase 2","-","-"
"BraA05004439",2.56814504783241,3.97316273733511,52.8800136480953,1.99478839969361e-07,1.26400052607533e-06,FALSE," 3.725408","22.026207","BraA05004439","AT3G05410","AT3G05410","Photosystem II reaction center PsbP family protein","-","-"
"BraA01000576",3.74931481800727,3.29740313087964,52.8782154947029,1.9953451131577e-07,1.26400052607533e-06,FALSE," 0.8241091"," 9.7615261","BraA01000576","AT4G32710","PERK14","Protein kinase superfamily protein","-","-"
"BraA03004531",7.53336212096125,5.63215815228805,52.7908701166431,2.02259184009816e-07,1.27956573806853e-06,FALSE,"  0.5989521"," 79.4587918","BraA03004531","AT2G15020","AT2G15020","hypothetical protein","-","-"
"BraA06003851",2.63504662996103,4.27983911252673,52.7126099421214,2.04734812418172e-07,1.29470709018161e-06,FALSE," 4.041483","24.817808","BraA06003851","AT5G27390","AT5G27390","tagatose-6-phosphate ketose/aldose isomerase, putative (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)","-","-"
"BraA02001295",1.45325272740224,4.74081032370632,52.6904240025758,2.05442603307596e-07,1.29866127552673e-06,FALSE,"12.56019","34.30562","BraA02001295","AT5G57930","APO2","APO RNA-binding protein (DUF794)","-","-"
"BraA06001986",1.65684572049865,4.97752592144853,52.5860558955412,2.0880809042213e-07,1.31676255738955e-06,FALSE,"14.98110","47.20313","BraA06001986","AT1G18180","AT1G18180","3-oxo-5-alpha-steroid 4-dehydrogenase (DUF1295)","-","-"
"BraA01004469",1.46425055487847,4.60844207824936,52.4974248091115,2.11713178130034e-07,1.33294616950669e-06,FALSE,"12.94721","35.57645","BraA01004469","AT3G07670","AT3G07670","Rubisco methyltransferase family protein","-","-"
"BraA06001864",2.08585644319811,7.27958121582431,52.487054298697,2.12055955309627e-07,1.33457046644284e-06,FALSE," 55.33391","235.04457","BraA06001864","AT1G16880","ACR11","uridylyltransferase-like protein","-","-"
"BraA01003218",1.16184002455754,4.70135769172739,52.4121884778429,2.14548464832881e-07,1.34863931168912e-06,FALSE,"13.06779","29.17711","BraA01003218","AT3G24040","AT3G24040","Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein","-","-"
"BraA09004093",2.03247448973438,4.16575597586087,52.3813733357128,2.15583627145835e-07,1.35460530589838e-06,FALSE," 6.172645","25.454775","BraA09004093","AT1G26560","BGLU40","beta glucosidase 40","-","-"
"BraA05004096",1.49316823539091,5.56672226150824,52.3592980503482,2.1632853072245e-07,1.35874344516016e-06,FALSE,"22.57088","63.40179","BraA05004096","AT3G09860","AT3G09860","actin T1-like protein","-","-"
"BraA07000443",3.09082104499193,3.42676291892996,52.3378420914789,2.17055216861125e-07,1.36222053963082e-06,FALSE," 1.90490","15.72311","BraA07000443","AT2G16630","AT2G16630","Pollen Ole e 1 allergen and extensin family protein","-","-"
"BraA05003301",1.73766953719733,4.5196193446618,52.2568068972876,2.19823798550262e-07,1.37685101041827e-06,FALSE," 7.995846","26.185171","BraA05003301","AT3G18500","AT3G18500","DNAse I-like superfamily protein","-","-"
"BraA07003767",4.95678384385764,4.3247684222937,52.230627057991,2.20726420079924e-07,1.38140511016223e-06,FALSE," 1.043134","33.304647","BraA07003767","AT1G75280","AT1G75280","NmrA-like negative transcriptional regulator family protein","-","-"
"BraA01004025",1.40154196908351,4.51951398126099,52.22136293987,2.21046789959043e-07,1.38286028376603e-06,FALSE,"11.50113","30.43784","BraA01004025","AT3G14720","MPK19","MAP kinase 19","-","-"
"BraA06001774",3.62080977749296,11.1157874937686,52.1997617487055,2.21795762441009e-07,1.38699455733869e-06,FALSE," 214.9329","2641.2580","BraA06001774","AT1G15820","LHCB6","light harvesting complex photosystem II subunit 6","-","YES"
"BraA02003924",1.82465676257661,5.18611043606462,52.0230220104811,2.28028422734102e-07,1.42314328859428e-06,FALSE,"16.33698","57.67041","BraA02003924","AT5G48880","KAT5","peroxisomal 3-keto-acyl-CoA thiolase 2","-","YES"
"BraA06001268",2.30674041082159,7.72532866605325,52.0096517873469,2.28507602940828e-07,1.4255686366582e-06,FALSE," 46.22668","228.38122","BraA06001268","AT1G09210","CRT1b","calreticulin 1b","-","YES"
"BraA04002502",1.42435261978958,6.20210847533142,51.9704645143205,2.29918364167509e-07,1.43323368395904e-06,FALSE," 37.80619","101.43083","BraA04002502","AT2G34310","AT2G34310","hypothetical protein","-","-"
"BraA03005794",5.47626317822924,3.95682854060071,51.9475089093475,2.30749171280205e-07,1.43670567877786e-06,FALSE," 1.0583192","47.6069694","BraA03005794","AT4G28250","EXPB3","expansin B3","-","-"
"BraA06000951",1.11131970306365,4.4629175259984,51.9229855197094,2.3164032506056e-07,1.44168395272962e-06,FALSE,"11.68234","25.19019","BraA06000951","AT1G50730","AT1G50730","hypothetical protein","-","-"
"BraA02004236",8.81728700417947,8.43996707580109,51.7733305433877,2.37160332494098e-07,1.47312692717328e-06,FALSE,"  1.893996","744.127128","BraA02004236","AT5G23010","MAM1","methylthioalkylmalate synthase 1","-","YES"
"BraA08002762",1.2172171317273,5.55958330933452,51.7624531253246,2.37567080918917e-07,1.4744896899305e-06,FALSE,"19.89332","46.08966","BraA08002762","AT1G29750","RKF1","receptor-like kinase in flowers 1","-","-"
"BraA03000774",1.79215519787623,6.37750198185869,51.7562263958006,2.37800263375999e-07,1.47535520123698e-06,FALSE," 22.05934"," 76.32373","BraA03000774","AT5G16150","PGLCT","plastidic GLC translocator","-","-"
"BraA08000908",1.6440716026734,5.02857933885171,51.7512785566959,2.37985730482433e-07,1.47592411260579e-06,FALSE,"13.00899","40.48314","BraA08000908","AT5G35170","AT5G35170","adenylate kinase family protein","-","-"
"BraA02001455",1.96801672486786,4.46520401491764,51.7082808378305,2.39604111341669e-07,1.4853756252532e-06,FALSE," 5.829366","22.388191","BraA02001455","AT5G55230","MAP65-1","microtubule-associated proteins 65-1","-","-"
"BraA09006979",1.81173280367546,4.02166855585707,51.6937426269512,2.40154013842369e-07,1.48761282088897e-06,FALSE," 6.044132","21.167903","BraA09006979","AT1G02270","AT1G02270","Calcium-binding endonuclease/exonuclease/phosphatase family","-","-"
"BraA02003129",1.13782550243477,9.14677366069954,51.6830618614723,2.40558883725332e-07,1.4889930511673e-06,FALSE,"297.2088","654.0358","BraA02003129","AT4G25130","PMSR4","peptide met sulfoxide reductase 4","-","-"
"BraA02003315",1.16194027323878,6.02947003600922,51.6566956776216,2.41561511065037e-07,1.49456689629075e-06,FALSE,"34.42235","77.00710","BraA02003315","AT2G01320","ABCG7","ABC-2 type transporter family protein","-","-"
"BraA04001179",1.17279405888138,5.44603349045393,51.6297881214737,2.42589408855197e-07,1.49974756299324e-06,FALSE,"21.24376","47.94216","BraA04001179","AT5G38510","AT5G38510","Rhomboid-related intramembrane serine protease family protein","-","-"
"BraA09002287",4.400712315194,4.44644236252976,51.6239933407967,2.4281139719217e-07,1.50053058178436e-06,FALSE," 1.076120","21.696212","BraA09002287","AT5G46240","KAT1","1","-","-"
"BraA10002974",1.03421491332656,4.22689023751714,51.6135174169822,2.43213272730142e-07,1.50242422008337e-06,FALSE,"11.84184","24.22486","BraA10002974","AT5G04440","AT5G04440","RAP release 2, galactose-binding-like domain protein, putative (DUF1997)","-","-"
"BraA06002624",1.89563369406717,3.65652045066631,51.609382292763,2.43372102544733e-07,1.50281557240255e-06,FALSE," 4.168656","15.254284","BraA06002624","AT3G46980","PHT4;3","phosphate transporter 4;3","-","-"
"BraA01004528",1.30872913524844,4.25476188626349,51.5657846553437,2.45053560447748e-07,1.51260511429316e-06,FALSE,"10.099701","25.094743","BraA01004528","AT3G07270","AT3G07270","GTP cyclohydrolase I","-","-"
"BraA06001480",2.23517441934451,5.22303807610507,51.5215373717653,2.46772989480908e-07,1.5226212679065e-06,FALSE," 9.885839","46.288474","BraA06001480","AT1G11430","MORF9","plastid developmental protein DAG","-","-"
"BraA05003065",1.14363252107894,7.42832957938318,51.4969028585843,2.47735953168751e-07,1.52796391178532e-06,FALSE," 85.73464","189.39284","BraA05003065","AT4G27990","YLMG1-2","YGGT family protein","-","-"
