"","logFC","logCPM","F","PValue","FDR","woundCtrl","WT.P_Avg_CPM","WT.D_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA06003154",1.05722172671985,4.19144713977496,43.5430303552753,9.38314970733666e-07,4.62829613567348e-06,FALSE,"14.07497","29.30975","BraA06003154","AT5G63880","VPS20.1","SNF7 family protein","-","YES"
"BraA02000084",1.13826573851471,8.14519124880958,43.5413354908375,9.38597284947251e-07,4.62829613567348e-06,FALSE,"233.7668","514.6070","BraA02000084","AT5G03040","iqd2","IQ-domain 2","-","-"
"BraA10002008",2.77206620152925,5.85045137474348,43.5107310756727,9.437109909562e-07,4.65205480665537e-06,FALSE," 21.43498","147.90990","BraA10002008","AT5G17450","HIPP21","Heavy metal transport/detoxification superfamily protein","-","-"
"BraA03001439",1.59630257657478,6.35480473925444,43.4780714961655,9.49201515696112e-07,4.67619150455612e-06,FALSE," 54.62763","165.30359","BraA03001439","AT5G54730","G18F","yeast autophagy 18 F-like protein","-","-"
"BraA01000592",1.00030080161804,5.88826360090996,43.4431661226507,9.55107997285787e-07,4.70234591094097e-06,FALSE,"46.73980","93.59255","BraA01000592","AT4G32610","AT4G32610","copper ion binding protein","-","-"
"BraA10000545",1.7426603257622,3.46128194488238,43.3707167017305,9.67495368904678e-07,4.76035545688016e-06,FALSE," 7.340431","24.350925","BraA10000545","AT1G06840","AT1G06840","Leucine-rich repeat protein kinase family protein","-","-"
"BraA05000884",2.04093363881572,4.93702833356254,43.3340208481919,9.73836140382419e-07,4.79005651550602e-06,FALSE,"16.62940","69.03218","BraA05000884","AT5G37070","AT5G37070","hypothetical protein (Protein of unknown function, DUF538)","-","-"
"BraA06001440",1.23987835188154,8.05667014380338,43.3162880735444,9.76916406955851e-07,4.80370641845832e-06,FALSE,"216.8032","512.1139","BraA06001440","AT1G10890","AT1G10890","arginine/glutamate-rich 1 protein","-","-"
"BraA09006214",2.23638675940393,6.26497559989264,43.2979461007455,9.8011363910307e-07,4.81641856992892e-06,FALSE," 33.83253","159.33826","BraA09006214","AT3G42170","DAYSLEEPER","BED zinc finger and hAT dimerization domain-containing protein DAYSLEEPER","-","-"
"BraA09001834",1.89832049804689,2.87270667974521,43.2557087202969,9.87519469103012e-07,4.84524826798049e-06,FALSE," 4.014785","15.013003","BraA09001834","AT1G59980","ARL2","ARG1-like 2","-","-"
"BraA05000099",3.75991524502965,6.44085621590015,43.1890934809404,9.99323571114708e-07,4.89339288387714e-06,FALSE," 20.69771","281.44193","BraA05000099","AT2G47710","AT2G47710","Adenine nucleotide alpha hydrolases-like superfamily protein","-","-"
"BraA04000676",1.92036206302283,6.41233937624578,43.1099488563306,1.01354757792392e-06,4.9544220113424e-06,FALSE," 44.11036","166.54238","BraA04000676","AT3G52840","BGAL2","beta-galactosidase 2","-","-"
"BraA03002538",1.34475288611676,4.32450838477606,43.1039731123942,1.0146304487397e-06,4.95817549306514e-06,FALSE,"13.50792","34.47930","BraA03002538","AT2G46260","LRB1","BTB/POZ/Kelch-associated protein","-","-"
"BraA02002503",2.67307274960687,3.60203942832951,42.9336513895466,1.04602949866942e-06,5.10210855564199e-06,FALSE," 5.043657","31.599440","BraA02002503","AT1G75800","AT1G75800","Pathogenesis-related thaumatin superfamily protein","-","-"
"BraA01003870",1.0327314595599,5.26071356603834,42.9246763218467,1.04771310386996e-06,5.10873737760633e-06,FALSE,"30.82246","62.82052","BraA01003870","AT3G16830","TPR2","TOPLESS-related 2","-","YES"
"BraA06004367",1.07981210414028,5.36264525640834,42.8861910762507,1.05496589833958e-06,5.13773615094831e-06,FALSE,"30.43795","64.40809","BraA06004367","AT3G25800","PP2AA2","protein phosphatase 2A subunit A2","-","-"
"BraA09005502",1.65231430443757,4.28444598800587,42.8543679321895,1.06100440038203e-06,5.16235216754658e-06,FALSE,"13.315477","41.986855","BraA09005502","AT3G62650","AT3G62650","hypothetical protein","-","-"
"BraA03005435",1.61572248483482,3.54038031389649,42.7907518119895,1.07318860170267e-06,5.20714814759555e-06,FALSE," 6.987118","21.574800","BraA03005435","AT4G23340","AT4G23340","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","-","-"
"BraA03006282",2.01073567308825,2.91702131330422,42.758538276424,1.07941629340928e-06,5.23252616515614e-06,FALSE," 3.658662","14.740849","BraA03006282","AT3G57230","AGL16","AGAMOUS-like 16","YES","YES"
"BraA03002461",3.07800872693816,3.0544306707766,42.7477920170085,1.08150254596117e-06,5.24102526891281e-06,FALSE," 2.110322","18.110650","BraA03002461","AT2G44670","AT2G44670","senescence-associated family protein (DUF581)","-","-"
"BraA08003774",3.24061470265015,2.80405134996182,42.7262996623826,1.08568817915484e-06,5.2532222379026e-06,FALSE," 1.849924","17.966708","BraA08003774","AT1G08180","AT1G08180","cyclin-dependent kinase inhibitor","-","-"
"BraA02001824",1.47807557834085,4.41196502258543,42.7140749601439,1.08807679137418e-06,5.26154491435624e-06,FALSE,"14.81758","41.61898","BraA02001824","AT3G20440","EMB2729","Alpha amylase family protein","-","-"
"BraA02003164",3.01511986198519,4.05782372620807,42.7013151856909,1.0905760463282e-06,5.27201073992808e-06,FALSE," 6.094168","50.058765","BraA02003164","AT5G46780","AT5G46780","VQ motif-containing protein","-","-"
"BraA01002532",2.88224470899509,1.81425870645708,42.6786955584253,1.09502189746526e-06,5.288629845383e-06,FALSE,"1.256048","9.341773","BraA01002532","AT5G18350","AT5G18350","Disease resistance protein (TIR-NBS-LRR class) family","-","-"
"BraA02002945",1.83350995867135,2.77073433818299,42.6698974039573,1.09675647844687e-06,5.29538250636619e-06,FALSE," 3.480866","12.245338","BraA02002945","AT1G02840","SR34","RNA-binding (RRM/RBD/RNP motifs) family protein","-","YES"
"BraA09006385",2.28606661570479,2.93142534925767,42.6638858208717,1.09794339636356e-06,5.29948759851652e-06,FALSE," 3.675203","17.835397","BraA09006385","AT1G13780","AT1G13780","F-box/RNI-like/FBD-like domains-containing protein","-","-"
"BraA09001046",1.41927134777114,5.67584259546834,42.6486436415044,1.10095905147164e-06,5.31241430722369e-06,FALSE," 36.73337"," 98.30280","BraA09001046","AT5G66050","AT5G66050","Wound-responsive family protein","-","-"
"BraA01003566",1.40792723552047,4.54861399099456,42.6399408322534,1.10268493327067e-06,5.31911150771691e-06,FALSE,"15.17515","40.38712","BraA01003566","AT3G19910","AT3G19910","RING/U-box superfamily protein","-","-"
"BraA10000435",1.64489378892074,6.75061207268829,42.5592715616414,1.11882340580696e-06,5.38705426962422e-06,FALSE," 66.51331","208.06305","BraA10000435","AT1G05570","CALS1","callose synthase 1","-","YES"
"BraA08003165",1.39384432955286,4.20289039136513,42.5513241554883,1.12042718030028e-06,5.39251854375441e-06,FALSE,"12.32364","32.18431","BraA08003165","AT1G20910","AT1G20910","ARID/BRIGHT DNA-binding domain-containing protein","-","-"
"BraA02004267",2.76902191966047,5.6528516442008,42.5395867431781,1.12280034436334e-06,5.39959591209258e-06,FALSE," 19.80247","136.54582","BraA02004267","AT5G61190","AT5G61190","putative endonuclease or glycosyl hydrolase with C2H2-type zinc finger domain-containing protein","-","-"
"BraA06002993",2.4745570132737,3.89505374681873,42.5308589041133,1.12456855043587e-06,5.40644745994522e-06,FALSE," 7.446278","41.627207","BraA06002993","AT5G62290","AT5G62290","nucleotide-sensitive chloride conductance regulator (ICln) family protein","-","-"
"BraA05003447",1.17770641414321,5.77798547799124,42.4681062151978,1.1373713211781e-06,5.45988548132915e-06,FALSE,"42.30845","95.46356","BraA05003447","AT2G18790","PHYB","phytochrome B","-","YES"
"BraA03002866",1.87591055371804,3.64060583516223,42.4678772253772,1.13741832867079e-06,5.45988548132915e-06,FALSE," 5.844369","21.786583","BraA03002866","AT4G10050","AT4G10050","esterase/lipase/thioesterase family protein","-","-"
"BraA08003453",2.1770618929309,4.92736002748836,42.4586002826294,1.13932449503498e-06,5.46736815605201e-06,FALSE,"14.79918","67.44838","BraA08003453","AT1G14130","AT1G14130","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","-","-"
"BraA03002581",1.01529079661115,4.88002312916623,42.4514448050867,1.14079712831487e-06,5.46943247020289e-06,FALSE,"24.44598","49.34548","BraA03002581","AT2G47420","DIM1A","Ribosomal RNA adenine dimethylase family protein","-","-"
"BraA09004556",2.23618126116278,2.63067177965614,42.3802652107012,1.15555942451032e-06,5.53178386307556e-06,FALSE," 2.830494","13.343900","BraA09004556","AT5G67380","CKA1","casein kinase alpha 1","-","-"
"BraA09000618",3.75393489014244,3.49765352273822,42.3752879371769,1.15659942583622e-06,5.53487027600561e-06,FALSE," 2.475878","33.922797","BraA09000618","AT5G25770","AT5G25770","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA09000597",1.18699010323805,4.55313857517953,42.3595277157707,1.15989924069989e-06,5.5474974319709e-06,FALSE,"16.81873","38.28343","BraA09000597","AT3G42790","AL3","alfin-like 3","-","-"
"BraA06004344",1.59329996751981,4.4183115988933,42.3437692276097,1.16320892631748e-06,5.56082670739035e-06,FALSE,"13.13014","39.53713","BraA06004344","AT3G26090","RGS1","REGULATOR OF G-PROTEIN SIGNALING 1","-","-"
"BraA09000737",1.85885419891646,2.50211437264839,42.3428952727427,1.1633927793797e-06,5.56082670739035e-06,FALSE," 3.288491","11.930712","BraA09000737","AT5G61230","ANK6","Ankyrin repeat family protein","-","-"
"BraA01001098",1.05115493607538,6.03454630389403,42.3209317492476,1.16802361187531e-06,5.58126643925845e-06,FALSE," 53.68504","111.35817","BraA01001098","AT4G18710","BIN2","Protein kinase superfamily protein","-","YES"
"BraA10001315",1.80738806032742,7.63185754863831,42.3181682200419,1.1686076974057e-06,5.58236271841144e-06,FALSE,"120.32990","421.29196","BraA10001315","AT5G57660","COL5","CONSTANS-like 5","YES","YES"
"BraA03003237",1.82825861383267,6.30909826922852,42.2974252032563,1.17300198420505e-06,5.59825689247647e-06,FALSE," 47.69940","169.72519","BraA03003237","AT3G01590","AT3G01590","Galactose mutarotase-like superfamily protein","-","-"
"BraA05004212",1.29912504482996,3.68804116166832,42.2749307609539,1.1777876081557e-06,5.61598817096962e-06,FALSE," 9.739471","23.703976","BraA05004212","AT3G07950","AT3G07950","rhomboid protein-like protein","-","-"
"BraA07001665",2.42618406424628,6.12241737697734,42.2694945854909,1.17894731916443e-06,5.61945903539407e-06,FALSE," 27.78048","150.05081","BraA07001665","AT5G67190","DEAR2","DREB and EAR motif protein 2","YES","-"
"BraA09003898",2.64470790085638,4.12368671291591,42.2306422036909,1.18727200494092e-06,5.65265013846644e-06,FALSE," 7.276280","44.987421","BraA09003898","AT1G28260","AT1G28260","Telomerase activating protein Est1","-","-"
"BraA09000736",1.55865613527411,2.5728166941143,42.2149977491347,1.19064208034092e-06,5.66698105369402e-06,FALSE," 3.546982","10.435175","BraA09000736","AT5G61190","AT5G61190","putative endonuclease or glycosyl hydrolase with C2H2-type zinc finger domain-containing protein","-","-"
"BraA07002377",1.58102525972408,4.15028251720568,42.2103625466447,1.19164257556992e-06,5.67002845812292e-06,FALSE,"13.126297","38.818976","BraA07002377","AT1G79880","La2","RNA recognition motif (RRM)-containing protein","-","-"
"BraA03002445",1.29722496814884,4.81743220214576,42.1720586541847,1.19994542433172e-06,5.70436151585056e-06,FALSE,"22.37420","55.04102","BraA03002445","AT2G44200","AT2G44200","pre-mRNA splicing factor domain-containing protein","-","-"
"BraA10000284",4.54055557523504,3.02236590578559,42.1597286589752,1.2026314669496e-06,5.71367923024049e-06,FALSE," 1.434353","33.211465","BraA10000284","AT1G04310","ERS2","ethylene response sensor 2","-","-"
"BraA03006432",1.92800292802764,3.43125122407834,42.1274487400734,1.20969452553758e-06,5.74376827510151e-06,FALSE," 6.539450","24.380188","BraA03006432","AT3G51840","ACX4","acyl-CoA oxidase 4","-","-"
"BraA09005494",5.06342202394102,4.77292072291163,42.1227537439918,1.21072557191946e-06,5.74603119416713e-06,FALSE,"  3.085347","101.134928","BraA09005494","AT3G62590","AT3G62590","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA05000463",1.13461952495458,5.64305483843596,42.1215309482254,1.21099426119889e-06,5.74603119416713e-06,FALSE,"38.58472","84.69545","BraA05000463","AT3G05530","RPT5A","regulatory particle triple-A ATPase 5A","-","-"
"BraA05000714",1.21704918970798,4.37612463894386,42.0959483121301,1.21663051354584e-06,5.76800129012396e-06,FALSE,"16.21709","37.72400","BraA05000714","AT2G45980","ATI1","mesoderm induction early response protein","-","-"
"BraA01000189",1.04589008420059,6.18021078647048,42.0893920872881,1.21807953734449e-06,5.77028787106502e-06,FALSE," 62.56576","129.21997","BraA01000189","AT4G36980","AT4G36980","CLK4-associating serine/arginine-rich protein","-","-"
"BraA02003517",1.57946693313864,3.32184356533418,42.0887903816088,1.21821261725216e-06,5.77028787106502e-06,FALSE," 6.113619","18.074019","BraA02003517","AT1G13160","AT1G13160","ARM repeat superfamily protein","-","-"
"BraA05001532",2.65050681901882,6.55853505914658,42.081030354755,1.21993032783383e-06,5.77494837897878e-06,FALSE," 39.56470","248.93911","BraA05001532","AT2G30360","SIP4","SOS3-interacting protein 4","-","-"
"BraA06004775",1.46780694021993,4.81883928736915,42.0668166980455,1.22308340420189e-06,5.78813079728109e-06,FALSE,"18.67796","51.41120","BraA06004775","AT5G45160","RL2","Root hair defective 3 GTP-binding protein (RHD3)","-","-"
"BraA08002249",2.63692010888661,3.19365937476598,42.0122827717173,1.23526334363787e-06,5.8405061666747e-06,FALSE," 4.302142","27.015060","BraA08002249","AT4G24690","NBR1","ubiquitin-associated (UBA)/TS-N domain-containing protein / octicosapeptide/Phox/Bemp1 (PB1) domain-containing protein","-","-"
"BraA06003188",1.25045219322674,5.37898589886811,41.9628581901045,1.24641607580922e-06,5.88969949962087e-06,FALSE,"31.52504","74.78218","BraA06003188","AT5G64200","SC35","serine/arginine-rich splicing factor-like protein, putative","-","-"
"BraA10002499",3.01612005747417,4.0228752273676,41.9551388027656,1.24816782770357e-06,5.89514905239874e-06,FALSE," 4.991220","41.574209","BraA10002499","AT5G10650","AT5G10650","RING/U-box superfamily protein","-","-"
"BraA07002477",1.07630491856451,4.0226534674015,41.9484806524373,1.24968090383498e-06,5.89981326525572e-06,FALSE,"11.34331","23.98495","BraA07002477","AT1G79090","AT1G79090","topoisomerase II-associated protein","-","-"
"BraA04002376",1.33380739345653,5.40284698687787,41.9224002981119,1.25562693733706e-06,5.92610734443339e-06,FALSE,"28.87623","72.98682","BraA04002376","AT2G32520","AT2G32520","alpha/beta-Hydrolases superfamily protein","-","-"
"BraSca000727",1.78877922157124,3.52026470649641,41.9036731392933,1.25991548937094e-06,5.94456528857873e-06,FALSE," 5.376116","18.831240","BraSca000727","AT1G58360","AAP1","amino acid permease 1","-","-"
"BraA08001260",1.08378566576604,5.07700849644623,41.8352807648136,1.27571322652971e-06,6.00649900854852e-06,FALSE,"26.95812","57.03632","BraA08001260","AT4G16420","ADA2B","ADA2 2B","-","-"
"BraA01004625",4.1396171096085,3.04265538585172,41.827658555775,1.27748714782355e-06,6.01305254388236e-06,FALSE," 1.479871","27.465504","BraA01004625","AT3G04060","NAC046","NAC domain containing protein 46","YES","-"
"BraA02003495",1.47214721574207,4.01879791259904,41.8191898882184,1.27946121079692e-06,6.0205439336154e-06,FALSE,"11.445864","31.691566","BraA02003495","AT1G55510","BCDH BETA1","branched-chain alpha-keto acid decarboxylase E1 beta subunit","-","-"
"BraA04000227",1.07799073691768,4.20538827645765,41.8027013629456,1.28331423740732e-06,6.03686972408583e-06,FALSE,"14.42050","30.32491","BraA04000227","AT3G59810","LSM6A","Small nuclear ribonucleoprotein family protein","-","-"
"BraA09001806",1.01504038105274,4.64932480721544,41.7903066748098,1.28621892256789e-06,6.04518614545229e-06,FALSE,"18.00114","36.37424","BraA09001806","AT1G60490","VPS34","vacuolar protein sorting 34","-","-"
"BraA04001279",7.75309499304176,2.04620993100895,41.7683611067578,1.29137939170394e-06,6.06616768119064e-06,FALSE," 0.05940851","15.99985769","BraA04001279","AT5G39610","NAC6","NAC domain containing protein 6","YES","YES"
"BraA05001479",2.01672026948984,2.66606972328181,41.767868326407,1.29149552633716e-06,6.06616768119064e-06,FALSE," 3.250664","13.384620","BraA05001479","AT2G31260","APG9","autophagy 9 (APG9)","-","-"
"BraA02000299",1.26843738487254,4.17734179451832,41.7663442985027,1.29185476920909e-06,6.06616768119064e-06,FALSE,"13.48931","32.55816","BraA02000299","AT5G08660","AT5G08660","D-lactate dehydrogenase (DUF668)","-","-"
"BraA05001757",1.23047328860126,6.09801181710657,41.7323653173356,1.29989254545798e-06,6.09570589832457e-06,FALSE," 50.53365","118.66418","BraA05001757","AT1G53590","NTMC2T6.1","Calcium-dependent lipid-binding (CaLB domain) family protein","-","-"
"BraA10002955",2.39767919272243,6.05577678716259,41.7315687726445,1.30008162011916e-06,6.09570589832457e-06,FALSE," 25.38432","134.25505","BraA10002955","AT5G04720","ADR1-L2","ADR1-like 2","-","-"
"BraA06000845",1.12038043307908,6.80863830497492,41.7296590098167,1.30053505952169e-06,6.09601603242149e-06,FALSE," 88.26985","191.99988","BraA06000845","AT1G52380","AT1G52380","NUP50 (Nucleoporin 50 kDa) protein","-","-"
"BraA01004510",3.15340985839694,2.00621238387355,41.6799934567541,1.31238783989155e-06,6.14425478878437e-06,FALSE," 1.0531438"," 9.3722188","BraA01004510","AT3G06860","MFP2","multifunctional protein 2","-","-"
"BraA09005305",11.7798533617854,4.5420479493878,44.2315730675635,1.31494019676295e-06,6.15437368333297e-06,FALSE,"  0.03073537","152.02389481","BraA09005305","AT3G60140","DIN2","Glycosyl hydrolase superfamily protein","-","-"
"BraA07003574",3.19739614940082,7.60454548269332,41.6458925390455,1.32059405444286e-06,6.17716208526914e-06,FALSE," 53.17821","488.40462","BraA07003574","AT1G72770","HAB1","HYPERSENSITIVE TO ABA1","-","YES"
"BraA07003589",1.4830209012467,4.95039203330478,41.6294356768208,1.32457425417964e-06,6.19393902578359e-06,FALSE,"19.59024","54.89271","BraA07003589","AT1G73030","VPS46.2","SNF7 family protein","-","-"
"BraA03000438",1.01224265725328,4.9989660324978,41.6243221144987,1.32581365646943e-06,6.1978933628835e-06,FALSE,"25.96993","52.33356","BraA03000438","AT5G10110","AT5G10110","DNA-directed RNA polymerase subunit beta","-","-"
"BraA08002925",1.42468108943206,5.12460422140826,41.5870140482428,1.33489445729971e-06,6.23518294085869e-06,FALSE,"25.18964","67.36729","BraA08002925","AT1G25260","AT1G25260","Ribosomal protein L10 family protein","-","-"
"BraA01004409",3.13563956492906,1.7597434178103,41.5787682142382,1.33691060581366e-06,6.24235328849214e-06,FALSE," 1.1315071","10.4875088","BraA01004409","AT3G09085","AT3G09085","transmembrane protein (DUF962)","-","-"
"BraA05003465",1.38164849076364,3.65273593429016,41.5387058419275,1.34675327918458e-06,6.27899781231201e-06,FALSE," 8.359180","21.908987","BraA05003465","AT3G16730","HEB2","condensin-2 complex subunit H2-like protein","-","-"
"BraA05001406",4.80565722873297,1.97037230773186,41.5295598500884,1.34901132657257e-06,6.28394148572127e-06,FALSE," 0.6053861","17.5361686","BraA05001406","AT2G32020","AT2G32020","Acyl-CoA N-acyltransferases (NAT) superfamily protein","-","-"
"BraA07003257",1.24460254927273,6.14634339323199,41.4993196748289,1.35650664765597e-06,6.30970157057556e-06,FALSE," 52.43174","124.45927","BraA07003257","AT1G69060","AT1G69060","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA07003181",1.11040742897441,5.97904599271211,41.4702316452192,1.3637591276983e-06,6.34137922303432e-06,FALSE," 45.35946"," 97.99365","BraA07003181","AT1G68140","AT1G68140","zinc finger/BTB domain protein, putative (DUF1644)","-","-"
"BraA05004245",1.54156964789313,4.81682841719763,41.4376335544061,1.37193688489864e-06,6.37752113653415e-06,FALSE,"19.57720","57.15878","BraA05004245","AT3G07560","PEX13","peroxin 13","-","-"
"BraA01000557",1.06245489734874,6.8994887552593,41.430935803587,1.37362371586887e-06,6.38347720335875e-06,FALSE," 93.51148","195.25438","BraA01000557","AT4G32850","nPAP","nuclear poly(a) polymerase","-","-"
"BraA08003447",2.24396000825393,2.39532145784004,41.420006378363,1.37638113832338e-06,6.39440351747637e-06,FALSE," 2.131415","10.359524","BraA08003447","AT1G14400","UBC1","ubiquitin carrier protein 1","-","YES"
"BraA03002174",2.61628320176919,3.96406350594539,41.3985885707474,1.38180217496055e-06,6.4158012489319e-06,FALSE," 5.805710","35.923203","BraA03002174","AT2G39050","EULS3","hydroxyproline-rich glycoprotein family protein","-","-"
"BraA06001136",1.31888434744733,6.18876292825052,41.3170965178967,1.40264167189317e-06,6.50488506646982e-06,FALSE," 50.58658","126.52376","BraA06001136","AT4G29120","AT4G29120","6-phosphogluconate dehydrogenase family protein","-","-"
"BraA04002416",1.72391646957921,3.61997261569265,41.284776561721,1.4110010689037e-06,6.53979882937112e-06,FALSE," 6.964365","23.138057","BraA04002416","AT2G33150","PKT3","peroxisomal 3-ketoacyl-CoA thiolase 3","-","YES"
"BraA01000067",1.24728911314514,6.8316349914812,41.2473690299622,1.4207440118858e-06,6.58301758819033e-06,FALSE," 83.46479","198.19134","BraA01000067","AT4G39660","AGT2","alanine:glyoxylate aminotransferase 2","-","-"
"BraA03001997",1.91493154785795,2.72142095224002,41.1995612632796,1.43330232980858e-06,6.63144581751528e-06,FALSE," 4.188894","15.810621","BraA03001997","AT2G48010","RKF3","receptor-like kinase in in flowers 3","-","-"
"BraA03000310",4.03138773204398,3.73897545460108,41.1976383685749,1.43380996052142e-06,6.63184507158602e-06,FALSE," 3.237191","53.105198","BraA03000310","AT5G07440","GDH2","glutamate dehydrogenase 2","-","YES"
"BraA03000886",4.49631803124752,4.89424008781686,41.1936976964482,1.43485088103877e-06,6.63471000809348e-06,FALSE," 3.981764","91.116334","BraA03000886","AT5G18130","AT5G18130","transmembrane protein","-","-"
"BraA06003425",7.04584195405349,4.73360908763387,41.1743070044051,1.43998487222972e-06,6.65453960331642e-06,FALSE,"  0.9206137","133.0053624","BraA06003425","AT2G18193","AT2G18193","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA03005872",3.58720477599,2.87481872950597,41.125644542768,1.45295717088499e-06,6.70268050109313e-06,FALSE," 2.244752","26.836889","BraA03005872","AT4G29230","NAC075","NAC domain containing protein 75","YES","-"
"BraA01004594",3.09400202465993,4.22312989164013,41.1198413396292,1.45451262989751e-06,6.70789006580333e-06,FALSE," 6.302132","54.700695","BraA01004594","AT3G04730","IAA16","indoleacetic acid-induced protein 16","-","-"
"BraA03004386",1.22151824428166,3.88211533262317,41.1032140224883,1.45897935688148e-06,6.72651876898493e-06,FALSE,"11.356936","26.409203","BraA03004386","AT2G20120","COV1","CONTINUOUS VASCULAR RING protein (DUF502)","-","-"
"BraA05000400",1.88039351632105,6.26748572108712,41.0791885394638,1.46545986954957e-06,6.7524409680065e-06,FALSE," 44.69563","165.19738","BraA05000400","AT1G12980","ESR1","Integrase-type DNA-binding superfamily protein","YES","YES"
"BraSca000134",1.21666788727448,3.37681978410838,41.0624885630163,1.46998286733874e-06,6.76859751079666e-06,FALSE," 6.482741","15.210252","BraSca000134","AT1G61150","AT1G61150","LisH and RanBPM domains containing protein","-","-"
"BraA06002711",1.06744985339658,6.25279587268277,41.060937849016,1.47040362979142e-06,6.76859751079666e-06,FALSE," 61.34758","128.33698","BraA06002711","AT2G11000","MAK10","MAK10 homologue","-","-"
"BraA09006338",1.72414022955346,2.34945105738329,41.0583547026302,1.47110481762538e-06,6.76859751079666e-06,FALSE," 3.204426","10.612008","BraA09006338","AT1G13780","AT1G13780","F-box/RNI-like/FBD-like domains-containing protein","-","-"
"BraA04001881",1.60353523484348,3.75259817163042,41.0567285375845,1.47154642197879e-06,6.76859751079666e-06,FALSE," 8.332757","25.639835","BraA04001881","AT2G25560","AT2G25560","DNAJ heat shock N-terminal domain-containing protein","-","-"
"BraA06002868",1.14446420446,5.53561499233213,40.977470067001,1.49324564610927e-06,6.85838531361539e-06,FALSE,"34.65240","76.52107","BraA06002868","AT3G48710","AT3G48710","DEK domain-containing chromatin associated protein","-","-"
"BraA07003772",1.21224241933518,4.73837296323526,40.9642374087058,1.49690221922651e-06,6.87317413378799e-06,FALSE,"16.76818","38.95151","BraA07003772","AT1G75400","AT1G75400","RING/U-box superfamily protein","-","-"
"BraA08002003",6.99594678059787,1.97489949655939,40.9391245390112,1.50386843565511e-06,6.89912246494069e-06,FALSE," 0.08500448","13.33847608","BraA08002003","AT4G29080","PAP2","phytochrome-associated protein 2","-","-"
"BraA08001068",1.65945500537204,5.46251497168373,40.8176185917947,1.53807515301568e-06,7.03758805478688e-06,FALSE," 32.79029","103.73101","BraA08001068","AT2G04690","AT2G04690","Pyridoxamine 5'-phosphate oxidase family protein","-","-"
"BraA05004112",2.61961107550321,5.18146264471014,40.7356323993808,1.56163357572414e-06,7.13294036038827e-06,FALSE,"10.16149","62.67424","BraA05004112","AT3G09600","RVE8","Homeodomain-like superfamily protein","YES","-"
"BraA02004374",1.9216620197168,6.33155243566682,40.7327800157478,1.56246022655325e-06,7.13464576905954e-06,FALSE," 42.52378","161.22409","BraA02004374","AT5G63370","AT5G63370","Protein kinase superfamily protein","-","-"
"BraA01000445",1.08004507684,6.18458444948265,40.7301294565376,1.56322881291084e-06,7.13608512622294e-06,FALSE," 53.45881","113.03498","BraA01000445","AT4G34100","CER9","RING/U-box superfamily protein","-","-"
"BraA03003529",1.1562458439299,5.1248055367919,40.6566937550674,1.58468733795171e-06,7.22566010989567e-06,FALSE,"27.42749","61.07800","BraA03003529","AT4G33690","AT4G33690","G patch domain protein","-","-"
"BraA02000736",1.10585039419051,3.96412937461677,40.6422176913436,1.58895502688856e-06,7.24302117672342e-06,FALSE,"11.47465","24.59023","BraA02000736","AT5G16840","BPA1","binding partner of acd11 1","-","-"
"BraA08004013",6.73600826491051,3.79211091800184,40.6393024203589,1.5898159884209e-06,7.24484761370728e-06,FALSE," 0.4373634","50.5924507","BraA08004013","AT1G02610","AT1G02610","RING/FYVE/PHD zinc finger superfamily protein","-","-"
"BraA06003227",2.94867444095098,2.18867359681186,40.515467541034,1.62686034000732e-06,7.38586148016015e-06,FALSE," 1.475686","11.892704","BraA06003227","AT5G64530","XND1","xylem NAC domain 1","YES","-"
"BraA04000325",1.69014018188805,4.80081078869402,40.5023218899528,1.6308475241957e-06,7.39969444532726e-06,FALSE,"17.27404","55.14478","BraA04000325","AT3G57800","AT3G57800","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA04000930",2.03236117025661,8.66236369234347,40.4953945427798,1.63295291820453e-06,7.40711208430526e-06,FALSE,"238.7809","976.6240","BraA04000930","AT4G13250","NYC1","NAD(P)-binding Rossmann-fold superfamily protein","-","YES"
"BraA05003613",3.15669817941548,7.63439812518687,40.4790163605222,1.63794241683003e-06,7.42546475832508e-06,FALSE," 62.19670","555.73425","BraA05003613","AT3G14990","DJ1A","Class I glutamine amidotransferase-like superfamily protein","-","-"
"BraA03004979",1.27986172684252,7.14594504126158,40.4681663749525,1.64125691321415e-06,7.43834834839927e-06,FALSE,"106.97034","259.54257","BraA03004979","AT4G16143","IMPA-2","importin alpha isoform 2","-","-"
"BraA10002107",1.58411343059318,5.85304901868384,40.4040698597027,1.66098672742758e-06,7.51694395908859e-06,FALSE," 38.25147","115.09173","BraA10002107","AT5G16110","AT5G16110","hypothetical protein","-","-"
"BraA01000619",1.9814435948615,5.8781212041794,40.3739517387092,1.67034641484514e-06,7.55662732151371e-06,FALSE," 35.35179","139.44025","BraA01000619","AT4G32300","SD2-5","S-domain-2 5","-","-"
