"Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA08003974","AT1G03630","POR C","protochlorophyllide oxidoreductase C","-","YES"
"BraA01004719","AT3G02660","EMB2768","Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial","-","-"
"BraA02000559","AT5G13930","TT4","Chalcone and stilbene synthase family protein","-","YES"
"BraA07000694","AT5G48300","ADG1","ADP glucose pyrophosphorylase 1","-","-"
"BraA03001970","AT2G35860","FLA16","FASCICLIN-like arabinogalactan protein 16 precursor","-","-"
"BraA02002099","AT1G69530","EXPA1","expansin A1","-","YES"
"BraA03001710","AT2G30490","C4H","cinnamate-4-hydroxylase","-","YES"
"BraA05001241","AT2G33570","GALS1","glycosyltransferase family protein (DUF23)","-","-"
"BraA02001226","AT5G59010","BSK5","kinase with tetratricopeptide repeat domain-containing protein","-","YES"
"BraA05003406","AT3G17609","HYH","HY5-homolog","YES","-"
"BraA02000701","AT5G16290","VAT1","VALINE-TOLERANT 1","-","-"
"BraA07003006","AT1G65060","4CL3","4-coumarate:CoA ligase 3","-","-"
"BraA03001254","AT5G58260","NdhN","oxidoreductases, acting on NADH or NADPH, quinone or similar compound as acceptor","-","-"
"BraA08002858","AT1G27950","LTPG1","glycosylphosphatidylinositol-anchored lipid protein transfer 1","-","-"
"BraA03003422","AT3G05625","AT3G05625","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA06001836","AT1G16520","AT1G16520","interactor of constitutive active ROPs protein","-","-"
"BraA01000110","AT4G38060","AT4G38060","hypothetical protein","-","-"
"BraA09006039","AT1G18730","PnsB4","NDH dependent flow 6","-","-"
"BraA06001510","AT1G11860","AT1G11860","Glycine cleavage T-protein family","-","YES"
"BraA06004809","AT4G20360","RABE1b","RAB GTPase homolog E1B","-","-"
"BraA03001218","AT5G58710","ROC7","rotamase CYP 7","-","-"
"BraA06002779","AT3G47070","AT3G47070","thylakoid soluble phosphoprotein","-","-"
"BraA07001989","AT3G55120","TT5","Chalcone-flavanone isomerase family protein","-","YES"
"BraA09003096","AT4G04750","AT4G04750","Major facilitator superfamily protein","-","-"
"BraA04000146","AT3G61060","PP2-A13","phloem protein 2-A13","-","-"
"BraA04002667","AT2G36880","MAT3","methionine adenosyltransferase 3","-","-"
"BraA06003644","AT5G24660","LSU2","response to low sulfur 2","-","-"
"BraA10001129","AT5G55740","CRR21","Tetratricopeptide repeat (TPR)-like superfamily protein","-","YES"
"BraA10000561","AT1G07040","AT1G07040","plant/protein","-","-"
"BraA01002083","AT4G32480","AT4G32480","sugar phosphate exchanger, putative (DUF506)","-","-"
"BraA08002502","AT4G38970","FBA2","fructose-bisphosphate aldolase 2","-","YES"
"BraA02003951","AT5G49360","BXL1","beta-xylosidase 1","-","-"
"BraA03002149","AT2G38780","AT2G38780","cytochrome C oxidase subunit","-","-"
"BraA09002946","AT4G09350","NdhT","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA03003420","AT3G05590","RPL18","ribosomal protein L18","-","-"
"BraA03002441","AT2G44130","AT2G44130","Galactose oxidase/kelch repeat superfamily protein","-","-"
"BraA01003829","AT3G17390","MTO3","S-adenosylmethionine synthetase family protein","-","-"
"BraA03002351","AT2G42530","COR15B","cold regulated 15b","-","YES"
"BraA03005144","AT4G18360","GOX3","Aldolase-type TIM barrel family protein","-","-"
"BraA10000979","AT5G54160","OMT1","O-methyltransferase 1","-","YES"
"BraA03005794","AT4G28250","EXPB3","expansin B3","-","-"
"BraA03001884","AT2G33830","AT2G33830","Dormancy/auxin associated family protein","-","-"
"BraA03001111","AT5G22920","AT5G22920","CHY-type/CTCHY-type/RING-type Zinc finger protein","-","-"
"BraA10000108","AT1G02340","HFR1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","YES"
"BraA05000746","AT2G40130","AT2G40130","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA04003325","AT4G22100","BGLU3","beta glucosidase 2","-","-"
"BraA03000153","AT5G04080","AT5G04080","cysteine-rich TM module stress tolerance protein","-","-"
"BraA04002762","AT2G38170","CAX1","cation exchanger 1","-","-"
"BraA05000709","AT2G45970","CYP86A8","cytochrome P450, family 86, subfamily A, polypeptide 8","-","-"
"BraA03005512","AT4G24230","ACBP3","acyl-CoA-binding domain 3","-","-"
"BraA08001190","AT4G15210","BAM5","beta-amylase 5","-","YES"
"BraA06000193","AT5G45950","AT5G45950","GDSL-like Lipase/Acylhydrolase superfamily protein","-","YES"
"BraA05000553","AT2G44160","MTHFR2","methylenetetrahydrofolate reductase 2","-","-"
"BraA08001583","AT4G05530","IBR1","indole-3-butyric acid response 1","-","-"
"BraA03001219","AT5G58670","PLC1","phospholipase C1","-","-"
"BraA01001824","AT4G26530","FBA5","Aldolase superfamily protein","-","-"
"BraA03000719","AT5G15430","AT5G15430","Plant calmodulin-binding protein-like protein","-","-"
"BraA10001847","AT5G19220","APL1","ADP glucose pyrophosphorylase large subunit 1","-","-"
"BraA08001561","AT4G20930","AT4G20930","6-phosphogluconate dehydrogenase family protein","-","-"
"BraA08002156","AT4G27450","AT4G27450","aluminum induced protein with YGL and LRDR motifs","-","-"
"BraA05003251","AT3G18890","Tic62","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA06004678","AT4G17900","AT4G17900","PLATZ transcription factor family protein","-","-"
"BraA03002393","AT2G43340","AT2G43340","hypothetical protein (DUF1685)","-","-"
"BraA03004847","AT3G51240","F3H","flavanone 3-hydroxylase","-","YES"
"BraA10002947","AT5G04830","AT5G04830","Nuclear transport factor 2 (NTF2) family protein","-","-"
"BraA09003522","AT1G32060","PRK","phosphoribulokinase","-","-"
"BraA10003178","AT5G01490","CAX4","cation exchanger 4","-","-"
"BraA04000685","AT3G52960","AT3G52960","Thioredoxin superfamily protein","-","YES"
"BraA06002560","AT3G47690","EB1a","microtubule end binding protein EB1A","-","-"
"BraA07001074","AT1G29270","AT1G29270","transcription factor bHLH35-like protein","-","-"
"BraA10001975","AT5G17870","PSRP6","plastid-specific 50S ribosomal protein 6","-","-"
"BraA02001831","AT1G65480","FT","PEBP (phosphatidylethanolamine-binding protein) family protein","-","YES"
"BraA05003247","AT3G18890","Tic62","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA05002504","AT3G22740","HMT3","homocysteine S-methyltransferase 3","-","-"
"BraA03004417","AT3G25500","AFH1","formin homology 1","-","-"
"BraA05003937","AT3G11700","FLA18","FASCICLIN-like arabinogalactan protein 18 precursor","-","-"
"BraA02002649","AT1G77760","NIA1","nitrate reductase 1","-","-"
"BraA09004118","AT1G69530","EXPA1","expansin A1","-","YES"
"BraA02001801","AT1G65090","AT1G65090","nucleolin","-","-"
"BraA08003254","AT1G19050","ARR7","response regulator 7","-","YES"
"BraA05001119","AT2G35130","AT2G35130","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA06001059","AT1G49010","AT1G49010","Duplicated homeodomain-like superfamily protein","YES","-"
"BraA08003977","AT1G03600","PSB27","photosystem II family protein","-","-"
"BraA03000490","AT5G25400","AT5G25400","Nucleotide-sugar transporter family protein","-","-"
"BraA04001289","AT5G39720","AIG2L","avirulence induced protein 2 like protein","-","-"
"BraA10002112","AT5G16080","CXE17","carboxyesterase 17","-","-"
"BraA08003250","AT1G19150","Lhca6","PSI type II chlorophyll a/b-binding protein (Lhca2*1)","-","-"
"BraA07002263","AT3G61070","PEX11E","peroxin 11E","-","-"
"BraA07002502","AT1G78320","GSTU23","glutathione S-transferase TAU 23","-","-"
"BraA03000862","AT5G17770","CBR","NADH:cytochrome B5 reductase 1","-","-"
"BraA05001819","AT5G18475","AT5G18475","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA09006121","AT1G17180","GSTU25","glutathione S-transferase TAU 25","-","-"
"BraA01002074","AT4G28250","EXPB3","expansin B3","-","-"
"BraA07003361","AT1G70230","TBL27","TRICHOME BIREFRINGENCE-LIKE 27","-","-"
"BraA03004531","AT2G15020","AT2G15020","hypothetical protein","-","-"
"BraA09000117","AT4G00780","AT4G00780","TRAF-like family protein","-","-"
"BraA07003368","AT1G70370","PG2","polygalacturonase 2","-","-"
"BraA09005856","AT2G21650","MEE3","Homeodomain-like superfamily protein","-","-"
"BraA05004268","AT3G07320","AT3G07320","O-Glycosyl hydrolases family 17 protein","-","-"
"BraA03004879","AT3G51910","HSFA7A","heat shock transcription factor A7A","YES","-"
"BraA05001582","AT2G29740","UGT71C2","UDP-glucosyl transferase 71C2","-","-"
"BraA01001647","AT4G24780","AT4G24780","Pectin lyase-like superfamily protein","-","-"
"BraA05003945","AT3G11630","AT3G11630","Thioredoxin superfamily protein","-","-"
"BraA04003311","AT2G46800","ZAT","zinc transporter","-","-"
"BraA02000894","AT5G19370","AT5G19370","rhodanese-like domain-containing protein / PPIC-type PPIASE domain-containing protein","-","-"
"BraA06004074","AT3G30460","AT3G30460","RING/U-box superfamily protein","-","-"
"BraA10000876","AT5G52910","ATIM","timeless family protein","-","-"
"BraA06001445","AT1G60950","FED A","2Fe-2S ferredoxin-like superfamily protein","-","-"
"BraA03001652","AT5G51010","AT5G51010","Rubredoxin-like superfamily protein","-","-"
"BraA10000067","AT1G01300","AT1G01300","Eukaryotic aspartyl protease family protein","-","-"
"BraA09005049","AT3G56930","AT3G56930","DHHC-type zinc finger family protein","-","-"
"BraA07003165","AT1G67920","AT1G67920","hypothetical protein","-","-"
"BraA07001523","AT1G21000","AT1G21000","PLATZ transcription factor family protein","-","-"
"BraA09003973","AT1G27300","AT1G27300","transmembrane protein","-","-"
"BraA03005404","AT4G22920","NYE1","non-yellowing 1","-","YES"
"BraA10000147","AT3G05560","AT3G05560","Ribosomal L22e protein family","-","-"
"BraA09001017","AT5G66570","PSBO1","PS II oxygen-evolving complex 1","-","YES"
"BraA09002431","AT1G79850","RPS17","ribosomal protein S17","-","YES"
"BraA06002315","AT1G21440","AT1G21440","Phosphoenolpyruvate carboxylase family protein","-","-"
"BraA05002289","AT1G33811","AT1G33811","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA02003644","AT3G26520","TIP2","tonoplast intrinsic protein 2","-","-"
"BraA09001194","AT2G18050","HIS1-3","histone H1-3","-","YES"
"BraA04002821","AT2G39310","JAL22","jacalin-related lectin 22","-","-"
"BraA02002991","AT4G03050","AOP3","2-oxoglutarate-dependent dioxygenase","-","-"
"BraA04001893","AT2G25625","AT2G25625","histone deacetylase-like protein","-","-"
"BraA04001271","AT5G39520","AT5G39520","hypothetical protein (DUF1997)","-","-"
"BraA08000149","AT1G53580","GLY3","glyoxalase II 3","-","-"
"BraA06001356","AT1G10070","BCAT-2","branched-chain amino acid transaminase 2","-","-"
"BraA08002719","AT1G30380","PSAK","photosystem I subunit K","-","YES"
"BraA04002905","AT2G40340","DREB2C","Integrase-type DNA-binding superfamily protein","YES","-"
"BraA08002133","AT4G28080","AT4G28080","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA10001385","AT5G58540","AT5G58540","Protein kinase superfamily protein","-","-"
"BraA03001319","AT5G57030","LUT2","Lycopene beta/epsilon cyclase protein","-","YES"
"BraA02001297","AT4G28085","AT4G28085","transmembrane protein","-","-"
"BraA09002287","AT5G46240","KAT1","1","-","-"
"BraA09005305","AT3G60140","DIN2","Glycosyl hydrolase superfamily protein","-","-"
"BraA01002402","AT3G51600","LTP5","lipid transfer protein 5","-","-"
"BraA10002324","AT5G13140","AT5G13140","Pollen Ole e 1 allergen and extensin family protein","-","-"
"BraA01002295","AT4G15530","PPDK","pyruvate orthophosphate dikinase","-","-"
"BraA07003381","AT3G29670","PMAT2","HXXXD-type acyl-transferase family protein","-","-"
"BraA10001699","AT5G21105","AT5G21105","Plant L-ascorbate oxidase","-","-"
"BraA10000226","AT1G03630","POR C","protochlorophyllide oxidoreductase C","-","YES"
"BraA05004716","AT3G01500","CA1","carbonic anhydrase 1","-","-"
"BraA02001022","AT5G21170","AKINBETA1","5'-AMP-activated protein kinase beta-2 subunit protein","-","-"
"BraA07002831","AT3G29670","PMAT2","HXXXD-type acyl-transferase family protein","-","-"
"BraA09001123","AT4G34950","AT4G34950","Major facilitator superfamily protein","-","-"
"BraA06001196","AT3G50685","AT3G50685","anti-muellerian hormone type-2 receptor","-","-"
"BraA04001532","AT2G21330","FBA1","fructose-bisphosphate aldolase 1","-","YES"
"BraA07002315","AT3G62090","PIL2","phytochrome interacting factor 3-like 2","YES","YES"
"BraA10002126","AT5G15890","TBL21","TRICHOME BIREFRINGENCE-LIKE 21","-","-"
"BraA07002962","AT1G67740","PSBY","photosystem II BY","-","-"
"BraA05001226","AT2G33830","AT2G33830","Dormancy/auxin associated family protein","-","-"
"BraA04002882","AT3G55960","AT3G55960","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA04000045","AT3G62960","AT3G62960","Thioredoxin superfamily protein","-","-"
"BraA05000908","AT2G38080","IRX12","Laccase/Diphenol oxidase family protein","-","YES"
"BraA04003235","AT2G45550","CYP76C4","cytochrome P450, family 76, subfamily C, polypeptide 4","-","-"
"BraA07002113","AT2G45170","ATG8E","AUTOPHAGY 8E","-","-"
"BraSca000119","AT1G61520","LHCA3","PSI type III chlorophyll a/b-binding protein","-","-"
"BraA06002126","AT1G19540","AT1G19540","NmrA-like negative transcriptional regulator family protein","-","-"
"BraA01001052","AT4G18370","DEG5","DEGP protease 5","-","-"
"BraA04000540","AT3G54720","AMP1","Peptidase M28 family protein","-","-"
"BraA08002408","AT4G37930","SHM1","serine transhydroxymethyltransferase 1","-","YES"
"BraA08002614","AT1G12200","FMO","Flavin-binding monooxygenase family protein","-","-"
"BraA07002008","AT3G55890","AT3G55890","Yippee family putative zinc-binding protein","-","-"
"BraA08000561","AT1G44800","SIAR1","nodulin MtN21 /EamA-like transporter family protein","-","-"
"BraA09005927","AT2G20670","AT2G20670","sugar phosphate exchanger, putative (DUF506)","-","-"
"BraA01003090","AT1G60950","FED A","2Fe-2S ferredoxin-like superfamily protein","-","-"
"BraA06001418","AT1G10640","AT1G10640","Pectin lyase-like superfamily protein","-","-"
"BraA06000415","AT5G42830","AT5G42830","HXXXD-type acyl-transferase family protein","-","-"
"BraA04002725","AT2G37700","AT2G37700","Fatty acid hydroxylase superfamily","-","-"
"BraA02004315","AT5G62140","AT5G62140","ATP-dependent Clp protease ATP-binding subunit","-","-"
"BraA06000723","AT1G54040","ESP","epithiospecifier protein","-","YES"
"BraA09004969","AT3G56060","AT3G56060","Glucose-methanol-choline (GMC) oxidoreductase family protein","-","-"
"BraA03000425","AT5G09820","AT5G09820","Plastid-lipid associated protein PAP / fibrillin family protein","-","-"
"BraA03004525","AT2G14750","APK","APS kinase","-","-"
"BraA06002605","AT3G47340","ASN1","glutamine-dependent asparagine synthase 1","-","YES"
"BraA01004775","AT3G01175","AT3G01175","transmembrane protein","-","-"
"BraA03005800","AT4G32480","AT4G32480","sugar phosphate exchanger, putative (DUF506)","-","-"
"BraA01004142","AT3G13310","AT3G13310","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA06004704","AT5G46250","LARP6a","RNA-binding protein","-","-"
"BraA03005050","AT4G17050","UGLYAH","ureidoglycine aminohydrolase","-","-"
"BraA07002915","AT1G68590","PSRP3/1","Ribosomal protein PSRP-3/Ycf65","-","-"
"BraA03004240","AT3G21330","AT3G21330","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA09000830","AT5G63180","AT5G63180","Pectin lyase-like superfamily protein","-","-"
"BraA09000250","AT4G03100","AT4G03100","Rho GTPase activating protein with PAK-box/P21-Rho-binding domain-containing protein","-","-"
"BraA07003229","AT1G68725","AGP19","arabinogalactan protein 19","-","YES"
"BraA03003329","AT3G03470","CYP89A9","cytochrome P450, family 87, subfamily A, polypeptide 9","-","-"
"BraA06004211","AT3G27690","LHCB2.3","photosystem II light harvesting complex protein 2.3","-","-"
"BraA08002236","AT4G25140","OLEO1","oleosin 1","-","-"
"BraA03006553","AT4G39940","AKN2","APS-kinase 2","-","-"
"BraA05002434","AT1G72450","JAZ6","jasmonate-zim-domain protein 6","-","YES"
"BraA07002748","AT1G72430","AT1G72430","SAUR-like auxin-responsive protein family","-","-"
"BraA09005229","AT3G59400","GUN4","protein GENOMES UNCOUPLED 4","-","YES"
"BraA09000627","AT5G25350","EBF2","EIN3-binding F box protein 2","-","-"
"BraA06002654","AT3G46640","PCL1","Homeodomain-like superfamily protein","YES","YES"
"BraA03004246","AT3G21460","AT3G21460","Glutaredoxin family protein","-","-"
"BraA01001783","AT4G26120","AT4G26120","Ankyrin repeat family protein / BTB/POZ domain-containing protein","-","-"
"BraA06004104","AT3G29320","PHS1","Glycosyl transferase, family 35","-","-"
"BraA03006494","AT4G37300","MEE59","maternal effect embryo arrest 59","-","-"
"BraA05001833","AT1G52410","TSA1","TSK-associating protein 1","-","-"
"BraA08000233","AT1G52030","MBP2","myrosinase-binding protein 2","-","-"
"BraA05004568","AT3G03480","CHAT","acetyl CoA:(Z)-3-hexen-1-ol acetyltransferase","-","-"
"BraA01002309","AT4G15396","CYP702A6","cytochrome P450, family 702, subfamily A, polypeptide 6","-","-"
"BraA01000940","AT4G28780","AT4G28780","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA03004814","AT3G50830","COR413-PM2","cold-regulated 413-plasma membrane 2","-","-"
"BraA09003291","AT3G01970","WRKY45","WRKY DNA-binding protein 45","YES","-"
"BraA09001289","AT2G19800","MIOX2","myo-inositol oxygenase 2","-","-"
"BraA09002173","AT5G44400","AT5G44400","FAD-binding Berberine family protein","-","-"
"BraA06001790","AT1G15980","PnsB1","NDH-dependent cyclic electron flow 1","-","-"
"BraA03001668","AT5G50740","AT5G50740","Heavy metal transport/detoxification superfamily protein","-","-"
"BraA07001373","AT1G23550","SRO2","similar to RCD one 2","-","-"
"BraA03004557","AT2G15960","AT2G15960","stress-induced protein","-","-"
"BraA03003091","AT2G46450","CNGC12","cyclic nucleotide-gated channel 12","-","-"
"BraA09005452","AT3G62030","ROC4","rotamase CYP 4","-","YES"
"BraA03003665","AT3G08770","LTP6","lipid transfer protein 6","-","-"
"BraA08000425","AT1G48480","RKL1","receptor-like kinase 1","-","-"
"BraA08000019","AT1G55920","SERAT2;1","serine acetyltransferase 2;1","-","-"
"BraA04002598","AT2G35860","FLA16","FASCICLIN-like arabinogalactan protein 16 precursor","-","-"
"BraA08003084","AT1G22490","AT1G22490","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA03006533","AT4G37740","GRF2","growth-regulating factor 2","YES","YES"
"BraA07001856","AT2G28110","FRA8","Exostosin family protein","-","-"
"BraA07001186","AT1G27300","AT1G27300","transmembrane protein","-","-"
"BraA03003316","AT3G02830","ZFN1","zinc finger protein 1","YES","-"
"BraA08002477","AT2G21790","RNR1","ribonucleotide reductase 1","-","YES"
"BraA10002898","AT5G64260","EXL2","EXORDIUM like 2","-","YES"
"BraA06001524","AT1G12090","ELP","extensin-like protein","-","-"
"BraA06002385","AT3G49570","LSU3","response to low sulfur 3","-","-"
"BraA03005248","AT4G20200","AT4G20200","Terpenoid cyclases/Protein prenyltransferases superfamily protein","-","-"
"BraSca000614","AT1G44900","MCM2","minichromosome maintenance (MCM2/3/5) family protein","-","-"
"BraA08004013","AT1G02610","AT1G02610","RING/FYVE/PHD zinc finger superfamily protein","-","-"
"BraA07001861","AT2G28160","FRU","FER-like regulator of iron uptake","YES","YES"
"BraA07002194","AT3G59400","GUN4","protein GENOMES UNCOUPLED 4","-","YES"
"BraA03005366","AT4G22570","APT3","adenine phosphoribosyl transferase 3","-","-"
"BraA03001331","AT5G56870","BGAL4","beta-galactosidase 4","-","-"
"BraA02000913","AT5G19600","SULTR3;5","sulfate transporter 3;5","-","-"
"BraA04000887","AT4G13770","CYP83A1","cytochrome P450, family 83, subfamily A, polypeptide 1","-","-"
"BraA10000784","AT5G51810","GA20OX2","gibberellin 20 oxidase 2","-","YES"
"BraA03003544","AT3G07320","AT3G07320","O-Glycosyl hydrolases family 17 protein","-","-"
"BraA02001864","AT2G01918","PQL3","PsbQ-like 3","-","-"
"BraA10002265","AT5G13930","TT4","Chalcone and stilbene synthase family protein","-","YES"
"BraA08003205","AT1G20020","FNR2","ferredoxin-NADP[ ]-oxidoreductase 2","-","-"
"BraA05002429","AT1G32060","PRK","phosphoribulokinase","-","-"
"BraA01003619","AT3G19390","AT3G19390","Granulin repeat cysteine protease family protein","-","-"
"BraA01001471","AT4G11650","OSM34","osmotin 34","-","-"
"BraA09005152","AT3G58000","AT3G58000","VQ motif-containing protein","-","-"
"BraA08002125","AT4G28310","AT4G28310","microtubule-associated protein","-","-"
"BraA01000426","AT4G34260","FUC95A","1,2-alpha-L-fucosidase","-","-"
"BraA02000054","AT5G02260","EXPA9","expansin A9","-","-"
"BraA02000422","AT5G11420","AT5G11420","transmembrane protein, putative (Protein of unknown function, DUF642)","-","-"
"BraA09005457","AT3G62090","PIL2","phytochrome interacting factor 3-like 2","YES","YES"
"BraA09002998","AT4G12030","BAT5","bile acid transporter 5","-","-"
"BraA06004353","AT3G25920","RPL15","ribosomal protein L15","-","-"
"BraA03000788","AT5G16370","AAE5","acyl activating enzyme 5","-","-"
"BraA06002206","AT1G20340","DRT112","Cupredoxin superfamily protein","-","YES"
"BraA06001588","AT1G14020","AT1G14020","O-fucosyltransferase family protein","-","-"
"BraA09004866","AT3G54920","PMR6","Pectin lyase-like superfamily protein","-","-"
"BraA06001279","AT1G09340","CRB","chloroplast RNA binding protein","-","YES"
"BraA03000291","AT5G06860","PGIP1","polygalacturonase inhibiting protein 1","-","-"
"BraA08003405","AT1G15380","GLYI4","Lactoylglutathione lyase / glyoxalase I family protein","-","-"
"BraA09006042","AT1G18730","PnsB4","NDH dependent flow 6","-","-"
"BraA07001536","AT1G76460","AT1G76460","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA01000078","AT4G39770","TPPH","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA10002634","AT5G05870","UGT76C1","UDP-glucosyl transferase 76C1","-","-"
"BraA01002184","AT4G16563","AT4G16563","Eukaryotic aspartyl protease family protein","-","-"
"BraA10002318","AT5G13210","AT5G13210","Uncharacterized conserved protein UCP015417, vWA","-","-"
"BraA02001508","AT5G54470","BBX29","B-box type zinc finger family protein","-","-"
"BraA08003418","AT1G15010","AT1G15010","mediator of RNA polymerase II transcription subunit","-","-"
"BraA08002396","AT4G37770","ACS8","1-amino-cyclopropane-1-carboxylate synthase 8","-","-"
"BraA08000969","AT5G41080","GDPD2","PLC-like phosphodiesterases superfamily protein","-","-"
"BraA02002763","AT1G79620","AT1G79620","Leucine-rich repeat protein kinase family protein","-","-"
"BraA01002280","AT4G15680","AT4G15680","Thioredoxin superfamily protein","-","-"
"BraA06001385","AT1G10370","ERD9","Glutathione S-transferase family protein","-","YES"
"BraA03004577",NA,NA,NA,NA,NA
"BraA03004642","AT5G23060","CaS","calcium sensing receptor","-","-"
"BraA05004634","AT3G02610","AT3G02610","plant stearoyl-acyl-carrier desaturase family protein","-","-"
"BraA02001246","AT3G01400","AT3G01400","ARM repeat superfamily protein","-","-"
"BraA02002047","AT1G68870","SOFL2","SOB five-like 2","-","-"
"BraA08003292","AT1G18360","AT1G18360","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA09004531","AT3G51240","F3H","flavanone 3-hydroxylase","-","YES"
"BraA08003818","AT1G07180","NDA1","alternative NAD(P)H dehydrogenase 1","-","-"
"BraA02000132","AT5G04040","SDP1","Patatin-like phospholipase family protein","-","-"
"BraA07000882","AT3G23740","AT3G23740","hypothetical protein","-","-"
"BraA02001942","AT1G67600","AT1G67600","Acid phosphatase/vanadium-dependent haloperoxidase-related protein","-","-"
"BraA03006405","AT4G35920","MCA1","PLAC8 family protein","-","-"
"BraA06002332","AT1G21550","AT1G21550","Calcium-binding EF-hand family protein","-","-"
"BraA05000793","AT2G39705","RTFL8","ROTUNDIFOLIA like 8","-","-"
"BraA05004333","AT3G06550","RWA2","O-acetyltransferase family protein","-","-"
"BraA08003548","AT1G12090","ELP","extensin-like protein","-","-"
"BraA06004805","AT5G44635","MCM6","minichromosome maintenance (MCM2/3/5) family protein","-","-"
"BraA02003877","AT5G48180","NSP5","nitrile specifier protein 5","-","-"
"BraA07004197","AT1G79900","BAC2","Mitochondrial substrate carrier family protein","-","-"
"BraA10000788","AT5G51850","TRM24","hypothetical protein","-","-"
"BraA04001647","AT2G22680","WAVH1","Zinc finger (C3HC4-type RING finger) family protein","-","-"
"BraA09005103","AT3G57520","SIP2","seed imbibition 2","-","-"
"BraA06001602","AT1G14120","AT1G14120","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","-","-"
"BraA07000988","AT1G30720","AT1G30720","FAD-binding Berberine family protein","-","-"
"BraA03005500","AT4G24040","TRE1","trehalase 1","-","-"
"BraA09006962","AT1G02470","AT1G02470","Polyketide cyclase/dehydrase and lipid transport superfamily protein","-","-"
"BraA08002003","AT4G29080","PAP2","phytochrome-associated protein 2","-","-"
"BraA07004125","AT1G79700","WRI4","Integrase-type DNA-binding superfamily protein","YES","-"
"BraA01004499","AT3G06740","GATA15","GATA transcription factor 15","YES","-"
"BraA02003023","AT4G04540","CRK39","cysteine-rich RLK (RECEPTOR-like protein kinase) 39","-","-"
"BraA05003485","AT3G16370","AT3G16370","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA01000091","AT4G39940","AKN2","APS-kinase 2","-","-"
"BraA03002540","AT2G46330","AGP16","arabinogalactan protein 16","-","-"
"BraA04002828","AT2G39420","AT2G39420","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA03004437","AT2G04780","FLA7","FASCICLIN-like arabinoogalactan 7","-","-"
"BraA03006059","AT1G13080","CYP71B2","cytochrome P450, family 71, subfamily B, polypeptide 2","-","-"
"BraA06002044","AT1G18710","MYB47","myb domain protein 47","YES","-"
"BraA07001579","AT1G20190","EXPA11","expansin 11","-","YES"
"BraA01004734","AT3G02510","AT3G02510","Regulator of chromosome condensation (RCC1) family protein","-","-"
"BraA07004169","AT1G80440","AT1G80440","Galactose oxidase/kelch repeat superfamily protein","-","-"
"BraA01001355","AT4G21990","42463","APS reductase 3","-","-"
"BraA10001511","AT5G59870","HTA6","histone H2A 6","-","-"
"BraA03004936","AT4G15610","AT4G15610","Uncharacterized protein family (UPF0497)","-","-"
"BraA07001479","AT1G21920","AT1G21920","Histone H3 K4-specific methyltransferase SET7/9 family protein","-","-"
"BraA10002168","AT5G15350","ENODL17","early nodulin-like protein 17","-","-"
"BraA07003894","AT1G76590","AT1G76590","PLATZ transcription factor family protein","-","-"
"BraA05004410","AT3G05800","AIF1","AtBS1(activation-tagged BRI1 suppressor 1)-interacting factor 1","-","YES"
"BraA10002631","AT5G05850","PIRL1","plant intracellular ras group-related LRR 1","-","-"
"BraA09005521","AT3G62860","AT3G62860","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA07000956","AT1G31330","PSAF","photosystem I subunit F","-","YES"
"BraA08003668","AT1G10020","AT1G10020","formin-like protein (DUF1005)","-","-"
"BraA08003300","AT1G18210","AT1G18210","Calcium-binding EF-hand family protein","-","-"
"BraA10000544","AT1G06830","AT1G06830","Glutaredoxin family protein","-","-"
"BraA04001419","AT5G41880","POLA3","DNA primase POLA3","-","-"
"BraA03000103","AT5G02890","AT5G02890","HXXXD-type acyl-transferase family protein","-","-"
"BraA09000389","AT3G29035","NAC3","NAC domain containing protein 3","YES","YES"
"BraA06004093","AT3G29670","PMAT2","HXXXD-type acyl-transferase family protein","-","-"
