"","logFC","logCPM","F","PValue","FDR","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA06001719",-3.93721880209241,4.39559441295776,54.2995427072848,7.00237230821029e-07,5.07921735260624e-06,"BraA06001719","AT1G15330","AT1G15330","Cystathionine beta-synthase (CBS) protein","-","-"
"BraA10000980",8.47016868083496,3.64444557657593,54.2844781002744,7.01589482046609e-07,5.08531187908127e-06,"BraA10000980","AT5G54160","OMT1","O-methyltransferase 1","-","YES"
"BraA09003712",3.42267021718222,8.6276240664264,54.0704312348652,7.21119539694417e-07,5.19338081310359e-06,"BraA09003712","AT1G30380","PSAK","photosystem I subunit K","-","YES"
"BraA05004590",3.29306328027675,4.1044433124886,53.9985671307936,7.2781125481224e-07,5.23438661139187e-06,"BraA05004590","AT3G03190","GSTF11","glutathione S-transferase F11","-","-"
"BraA07000830",4.80801585719319,5.70808301427964,53.932270735506,7.3404568322196e-07,5.26959072590364e-06,"BraA07000830","AT3G23940","AT3G23940","dehydratase family","-","-"
"BraA07000277",3.3524014633042,6.47951834528287,53.9221568083695,7.35001984126896e-07,5.27404980493426e-06,"BraA07000277","AT2G17972","AT2G17972","transmembrane protein","-","-"
"BraA01001750",4.56458992923192,5.63024195366687,53.9135679977307,7.35815166576496e-07,5.27747833238274e-06,"BraA01001750","AT4G25830","AT4G25830","Uncharacterized protein family (UPF0497)","-","-"
"BraA04000177",4.26436789043597,4.46293426817858,53.8502966865233,7.41836511517638e-07,5.31339979300936e-06,"BraA04000177","AT2G28580","AT2G28580","transmembrane protein, putative (DUF247)","-","-"
"BraA09000860",4.46656752428666,3.50347125036339,53.6671615390761,7.59575384590243e-07,5.41090006876961e-06,"BraA09000860","AT5G63980","SAL1","SAL1 phosphatase-like protein","-","YES"
"BraA01002476",3.92038625860069,3.49854260596969,53.6227627411309,7.6394651541282e-07,5.42729677947456e-06,"BraA01002476","AT3G50560","AT3G50560","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA09005936",-3.00916825965753,2.97184011560778,53.6044821445442,7.65754376093944e-07,5.4366026259202e-06,"BraA09005936","AT2G20560","AT2G20560","DNAJ heat shock family protein","-","-"
"BraA01001156",-3.5378321415822,6.47840473942894,53.5806418556228,7.68119200504496e-07,5.44325701425584e-06,"BraA01001156","AT4G19420","AT4G19420","Pectinacetylesterase family protein","-","-"
"BraA09001533",4.89256392708862,3.70095566660032,53.5517608901131,7.70994895429007e-07,5.45030353749814e-06,"BraA09001533","AT1G64390","GH9C2","glycosyl hydrolase 9C2","-","-"
"BraA08002407",4.39694107363189,7.96757180618835,53.541057472497,7.72063674016878e-07,5.45540816090238e-06,"BraA08002407","AT4G37925","NdhM","subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex","-","-"
"BraA08003974",3.09119755161269,6.43396132287457,53.4903787007855,7.7714652403415e-07,5.48147812738744e-06,"BraA08003974","AT1G03630","POR C","protochlorophyllide oxidoreductase C","-","YES"
"BraA01004719",4.54639353447114,3.12833727095984,53.4647257339176,7.79733548345974e-07,5.48988237886901e-06,"BraA01004719","AT3G02660","EMB2768","Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial","-","-"
"BraA02000559",9.19739846795324,4.53349416578955,53.3250736104995,7.93985757706506e-07,5.57277425658768e-06,"BraA02000559","AT5G13930","TT4","Chalcone and stilbene synthase family protein","-","YES"
"BraA07000694",4.10050182992426,8.70151910755318,53.3181177472218,7.94703159831893e-07,5.57283820103149e-06,"BraA07000694","AT5G48300","ADG1","ADP glucose pyrophosphorylase 1","-","-"
"BraA03001970",3.39766882511602,3.10349041947718,53.2495391733444,8.01814740123557e-07,5.6127031808649e-06,"BraA03001970","AT2G35860","FLA16","FASCICLIN-like arabinogalactan protein 16 precursor","-","-"
"BraA02002099",6.97367100063482,7.65925159688391,53.2305299395053,8.03798474226507e-07,5.62158790685703e-06,"BraA02002099","AT1G69530","EXPA1","expansin A1","-","YES"
"BraA03001710",3.15310239262593,3.83924160654198,53.1643733535731,8.10744915462617e-07,5.66261961372381e-06,"BraA03001710","AT2G30490","C4H","cinnamate-4-hydroxylase","-","YES"
"BraA05001241",3.94505957906775,2.46618948222553,53.1346894427834,8.13883357909482e-07,5.67949823506147e-06,"BraA05001241","AT2G33570","GALS1","glycosyltransferase family protein (DUF23)","-","-"
"BraA02001226",-3.63422235140799,5.35890266917176,53.0592419815659,8.21921183901497e-07,5.73050587056888e-06,"BraA02001226","AT5G59010","BSK5","kinase with tetratricopeptide repeat domain-containing protein","-","YES"
"BraA05003406",5.86034867099331,3.20183628254723,53.0099085367048,8.2722456437533e-07,5.75727808271127e-06,"BraA05003406","AT3G17609","HYH","HY5-homolog","YES","-"
"BraA01001608",3.15059261830194,3.30175167288718,53.0064896914182,8.27593497384599e-07,5.75729941416625e-06,"BraA01001608","AT4G24380","AT4G24380","dihydrofolate reductase","-","-"
"BraA02000701",3.10186372975902,5.3560122838764,52.960141402044,8.3261307490418e-07,5.78694435976618e-06,"BraA02000701","AT5G16290","VAT1","VALINE-TOLERANT 1","-","-"
"BraA07003006",10.6767715311646,3.59385683139476,58.909894677109,8.39683749830327e-07,5.81569695745159e-06,"BraA07003006","AT1G65060","4CL3","4-coumarate:CoA ligase 3","-","-"
"BraA03001254",3.42230630016617,6.46044648676815,52.831188189549,8.46757554517418e-07,5.85046941373341e-06,"BraA03001254","AT5G58260","NdhN","oxidoreductases, acting on NADH or NADPH, quinone or similar compound as acceptor","-","-"
"BraA06003555",-3.7679411701338,6.3841845486278,52.7944228271269,8.50838938576933e-07,5.86713476662867e-06,"BraA06003555","AT5G23750","AT5G23750","Remorin family protein","-","-"
"BraA08002858",4.26764150436898,2.56401599742577,52.7639915147667,8.542336870855e-07,5.88350704176837e-06,"BraA08002858","AT1G27950","LTPG1","glycosylphosphatidylinositol-anchored lipid protein transfer 1","-","-"
"BraA09001400",3.07250694080908,4.06513798638099,52.7148469285852,8.59747770395536e-07,5.91819375106919e-06,"BraA09001400","AT1G63470","AT1G63470","AT hook motif DNA-binding family protein","-","-"
"BraA09006486",-4.85951351212115,4.92108786931171,52.6143526226469,8.71146759557213e-07,5.98357285394688e-06,"BraA09006486","AT1G11530","CXXS1","C-terminal cysteine residue is changed to a serine 1","-","-"
"BraA03003422",3.47284997914977,3.90904083660606,52.4915864631546,8.85300243088162e-07,6.05699331531971e-06,"BraA03003422","AT3G05625","AT3G05625","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA06001836",3.25201749737391,3.41979836033148,52.4321291048823,8.92246554877463e-07,6.09921450371493e-06,"BraA06001836","AT1G16520","AT1G16520","interactor of constitutive active ROPs protein","-","-"
"BraA08002100",3.16785135892996,4.177898463605,52.4145804521123,8.94308282212799e-07,6.11065355141147e-06,"BraA08002100","AT4G28590","MRL7","polyadenylate-binding protein 2-binding protein","-","-"
"BraA01000110",-3.4966597420083,6.71555477751305,52.325036529632,9.04911132340696e-07,6.16703403140459e-06,"BraA01000110","AT4G38060","AT4G38060","hypothetical protein","-","-"
"BraA09006039",4.26132167480908,3.31120752676703,52.3178857462172,9.05763849681162e-07,6.17017313358561e-06,"BraA09006039","AT1G18730","PnsB4","NDH dependent flow 6","-","-"
"BraA06001510",4.24575310364773,2.84010209065592,52.2508204296941,9.13804808636573e-07,6.21418862087516e-06,"BraA06001510","AT1G11860","AT1G11860","Glycine cleavage T-protein family","-","YES"
"BraA06004809",4.02279593997904,8.94203066070143,52.2406482561476,9.15031331203893e-07,6.21525136417934e-06,"BraA06004809","AT4G20360","RABE1b","RAB GTPase homolog E1B","-","-"
"BraA08003115",-3.1280476992886,7.36230296738237,52.1860688713892,9.21643589627268e-07,6.24746274756825e-06,"BraA08003115","AT1G21920","AT1G21920","Histone H3 K4-specific methyltransferase SET7/9 family protein","-","-"
"BraA03001218",4.07918194571069,6.10798950153227,52.1810134866126,9.22258724755514e-07,6.24746274756825e-06,"BraA03001218","AT5G58710","ROC7","rotamase CYP 7","-","-"
"BraA06002779",3.41004975511334,4.65286306984786,52.0781273697848,9.34877355607569e-07,6.32469048488423e-06,"BraA06002779","AT3G47070","AT3G47070","thylakoid soluble phosphoprotein","-","-"
"BraA07001989",3.27594250261336,2.78176142026427,52.0175895807113,9.42391581371144e-07,6.35095243017401e-06,"BraA07001989","AT3G55120","TT5","Chalcone-flavanone isomerase family protein","-","YES"
"BraA09003096",3.62974139087413,3.87788524261402,51.878810818215,9.59871691487973e-07,6.44666706669003e-06,"BraA09003096","AT4G04750","AT4G04750","Major facilitator superfamily protein","-","-"
"BraA03005037",3.12790274221264,6.87217847181796,51.4989673795284,1.00958396504728e-06,6.70046953774106e-06,"BraA03005037","AT4G16720","AT4G16720","Ribosomal protein L23/L15e family protein","-","-"
"BraA09005826",3.23654343934628,5.16313558456374,51.4953139968252,1.01007577241681e-06,6.7009074008225e-06,"BraA09005826","AT2G22240","MIPS2","myo-inositol-1-phosphate synthase 2","-","-"
"BraA04000146",-4.63422658899438,5.5397252564958,51.3587592161866,1.02865046728984e-06,6.80977860886533e-06,"BraA04000146","AT3G61060","PP2-A13","phloem protein 2-A13","-","-"
"BraA04002667",4.75700984362004,2.59100583186618,51.3351874253337,1.0318950001484e-06,6.82264694215765e-06,"BraA04002667","AT2G36880","MAT3","methionine adenosyltransferase 3","-","-"
"BraA06003644",8.23942992054418,4.975708603416,51.2040937144296,1.05014788363207e-06,6.91686951690472e-06,"BraA06003644","AT5G24660","LSU2","response to low sulfur 2","-","-"
"BraA10001129",4.52398518463185,6.11618607377724,51.0734230350749,1.06869915773681e-06,7.00126975276703e-06,"BraA10001129","AT5G55740","CRR21","Tetratricopeptide repeat (TPR)-like superfamily protein","-","YES"
"BraA10000561",-3.86472028479051,7.14915656395762,50.8666991771317,1.09879509612146e-06,7.15376070855082e-06,"BraA10000561","AT1G07040","AT1G07040","plant/protein","-","-"
"BraA05004523",-3.81110041000233,2.72557716934299,50.8604949870452,1.09971275856162e-06,7.15677418061444e-06,"BraA05004523","AT3G04000","AT3G04000","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA01002083",-9.57166929594882,4.06605350992514,50.8342415235442,1.10360533749207e-06,7.16728584018785e-06,"BraA01002083","AT4G32480","AT4G32480","sugar phosphate exchanger, putative (DUF506)","-","-"
"BraA08002502",3.46408122787725,10.2172237771954,50.7684683937664,1.11342478251427e-06,7.22509376397717e-06,"BraA08002502","AT4G38970","FBA2","fructose-bisphosphate aldolase 2","-","YES"
"BraA02003951",-4.12895048379064,8.00026139487366,50.6393575826221,1.13298333441595e-06,7.33688302484336e-06,"BraA02003951","AT5G49360","BXL1","beta-xylosidase 1","-","-"
"BraA03002149",3.52796235274279,6.4416419450673,50.5153906230307,1.15212208272421e-06,7.45162067149535e-06,"BraA03002149","AT2G38780","AT2G38780","cytochrome C oxidase subunit","-","-"
"BraA09002946",4.63599931256925,6.16571492720951,50.3958640462621,1.17091561674722e-06,7.54835237408204e-06,"BraA09002946","AT4G09350","NdhT","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA03003420",4.28644396792261,4.21198673572018,50.3080064620862,1.18494670928032e-06,7.62630732811251e-06,"BraA03003420","AT3G05590","RPL18","ribosomal protein L18","-","-"
"BraA03002441",-3.74281500171453,5.87669541683724,49.9865207767541,1.23790247860055e-06,7.89928361851514e-06,"BraA03002441","AT2G44130","AT2G44130","Galactose oxidase/kelch repeat superfamily protein","-","-"
"BraA01003829",3.63274901887375,5.94339406465718,49.8816547548791,1.25574026559725e-06,7.97248196567641e-06,"BraA01003829","AT3G17390","MTO3","S-adenosylmethionine synthetase family protein","-","-"
"BraA03002351",6.32935878304613,5.76266498399141,49.8674624153197,1.25817623439937e-06,7.97414346591714e-06,"BraA03002351","AT2G42530","COR15B","cold regulated 15b","-","YES"
"BraA03005144",-4.11268723313409,3.97302130721156,49.842481619794,1.26247668108402e-06,7.997718620587e-06,"BraA03005144","AT4G18360","GOX3","Aldolase-type TIM barrel family protein","-","-"
"BraA01001595",3.77027320494247,4.80651244189256,49.7330006291723,1.28151724986598e-06,8.09877728670324e-06,"BraA01001595","AT4G24280","cpHsc70-1","chloroplast heat shock protein 70-1","-","-"
"BraA08002951",-4.30752260295194,3.83160808673182,49.6692211050939,1.29275636301087e-06,8.15670173550084e-06,"BraA08002951","AT1G25560","TEM1","AP2/B3 transcription factor family protein","YES","YES"
"BraA03002369",-3.31896640965069,5.27405597216462,49.641914062712,1.2976017719941e-06,8.18372865521491e-06,"BraA03002369","AT2G43010","PIF4","phytochrome interacting factor 4","YES","YES"
"BraA10000979",6.8009070053758,2.42210866893595,49.6275598876695,1.30015688188217e-06,8.19025968506716e-06,"BraA10000979","AT5G54160","OMT1","O-methyltransferase 1","-","YES"
"BraA03005794",6.27886152619547,3.95783270787016,49.6150258585931,1.30239256477501e-06,8.20054033081832e-06,"BraA03005794","AT4G28250","EXPB3","expansin B3","-","-"
"BraA03001884",-3.92795130373921,9.48162414114905,49.6125698497495,1.30283114050876e-06,8.20054033081832e-06,"BraA03001884","AT2G33830","AT2G33830","Dormancy/auxin associated family protein","-","-"
"BraA03001111",-3.9800851106598,7.58168702318541,49.5619546058607,1.31190623143746e-06,8.24776526484214e-06,"BraA03001111","AT5G22920","AT5G22920","CHY-type/CTCHY-type/RING-type Zinc finger protein","-","-"
"BraA10000108",-3.39521339116429,4.0427812384688,75.8013724163363,1.31251818164299e-06,8.24831713511742e-06,"BraA10000108","AT1G02340","HFR1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","YES"
"BraA05000746",3.41329390857796,4.40031585872959,49.4189041788472,1.33793615884974e-06,8.37794006990029e-06,"BraA05000746","AT2G40130","AT2G40130","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA04003325",3.34903726230732,3.36911608071462,49.3369689478587,1.3531032312018e-06,8.44937795483789e-06,"BraA04003325","AT4G22100","BGLU3","beta glucosidase 2","-","-"
"BraA03000153",3.62576015037359,5.28423680414452,49.2542224366425,1.36861440568128e-06,8.52931338130717e-06,"BraA03000153","AT5G04080","AT5G04080","cysteine-rich TM module stress tolerance protein","-","-"
"BraA04002762",-3.79061539793077,7.90235771459654,49.2066862493183,1.3776144487335e-06,8.56884900326484e-06,"BraA04002762","AT2G38170","CAX1","cation exchanger 1","-","-"
"BraA05000709",3.45981133297619,4.58829613026989,49.197448344515,1.37937107680338e-06,8.57597126218018e-06,"BraA05000709","AT2G45970","CYP86A8","cytochrome P450, family 86, subfamily A, polypeptide 8","-","-"
"BraA03005512",-3.14784161447107,7.00983610276223,49.1421564384456,1.38993718785577e-06,8.62462602054351e-06,"BraA03005512","AT4G24230","ACBP3","acyl-CoA-binding domain 3","-","-"
"BraA06002510",3.08910777261397,6.56885102333579,49.0894747090963,1.40008813184982e-06,8.6705182380121e-06,"BraA06002510","AT3G48200","AT3G48200","transmembrane protein","-","-"
"BraA08001466",3.45535870178618,2.98605610512989,49.0475292394885,1.40822921582181e-06,8.70939667013382e-06,"BraA08001466","AT4G20170","GALS3","glycosyltransferase family protein (DUF23)","-","-"
"BraA01000031",-3.30535536652447,6.30099965562881,49.0457280551924,1.40857997747144e-06,8.70939667013382e-06,"BraA01000031","AT4G39090","RD19","Papain family cysteine protease","-","YES"
"BraA08001190",11.6552021423013,3.94724776624668,67.6037727888016,1.41828329817779e-06,8.75906828105401e-06,"BraA08001190","AT4G15210","BAM5","beta-amylase 5","-","YES"
"BraA06000193",5.57335885462369,6.33318353293013,48.9584803867648,1.42568721485099e-06,8.79443904856731e-06,"BraA06000193","AT5G45950","AT5G45950","GDSL-like Lipase/Acylhydrolase superfamily protein","-","YES"
"BraA05000553",3.04408714984189,4.1850881903944,48.9097638357414,1.43533964162812e-06,8.83934542973138e-06,"BraA05000553","AT2G44160","MTHFR2","methylenetetrahydrofolate reductase 2","-","-"
"BraA03000298",3.80907547388677,4.2350852857083,48.8526089087579,1.44675658085649e-06,8.89019167074641e-06,"BraA03000298","AT2G17360","AT2G17360","Ribosomal protein S4 (RPS4A) family protein","-","-"
"BraA08001583",-3.13168229430046,4.74830671610768,48.8511746986885,1.44704436381655e-06,8.89019167074641e-06,"BraA08001583","AT4G05530","IBR1","indole-3-butyric acid response 1","-","-"
"BraA03001219",-4.85574053623879,4.56580313782059,48.7724646042874,1.46293587524634e-06,8.96796218655097e-06,"BraA03001219","AT5G58670","PLC1","phospholipase C1","-","-"
"BraA02001377",-3.89050218429999,6.16693950603306,48.7460734948625,1.46830750734818e-06,8.99038402164626e-06,"BraA02001377","AT5G56870","BGAL4","beta-galactosidase 4","-","-"
"BraA01002063",3.06333240001032,2.80045803895514,48.6757208904736,1.48273431087167e-06,9.06461037912846e-06,"BraA01002063","AT4G28100","AT4G28100","transmembrane protein","-","-"
"BraA01001824",4.66329144249458,8.41471993119623,48.6499386781167,1.48806065706347e-06,9.08658226602671e-06,"BraA01001824","AT4G26530","FBA5","Aldolase superfamily protein","-","-"
"BraA03000719",4.58142098352812,2.64626938992342,48.620540712867,1.49415990983622e-06,9.12028717656427e-06,"BraA03000719","AT5G15430","AT5G15430","Plant calmodulin-binding protein-like protein","-","-"
"BraA10001847",4.25533642454288,9.20328372950195,48.6156059436199,1.49518645319606e-06,9.12301435730641e-06,"BraA10001847","AT5G19220","APL1","ADP glucose pyrophosphorylase large subunit 1","-","-"
"BraA08001561",-3.15925872172849,3.71431207161933,48.5548564105552,1.50788806884366e-06,9.19338498695226e-06,"BraA08001561","AT4G20930","AT4G20930","6-phosphogluconate dehydrogenase family protein","-","-"
"BraA08002156",-6.0301212325219,5.78108588723148,48.5395042890034,1.5111168419219e-06,9.20950217834352e-06,"BraA08002156","AT4G27450","AT4G27450","aluminum induced protein with YGL and LRDR motifs","-","-"
"BraA05003251",3.69661632549733,5.53158245710524,48.3102797452625,1.56025012547206e-06,9.45038336198164e-06,"BraA05003251","AT3G18890","Tic62","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA06004678",-4.10932100862988,5.31006852111542,48.3041682666588,1.56158413974617e-06,9.45482417200679e-06,"BraA06004678","AT4G17900","AT4G17900","PLATZ transcription factor family protein","-","-"
"BraA03002393",4.32286901707193,3.36279015328766,48.1781265379186,1.58938079196675e-06,9.58623846009535e-06,"BraA03002393","AT2G43340","AT2G43340","hypothetical protein (DUF1685)","-","-"
"BraA03004847",4.06165125087125,3.55784473440665,48.1576248002317,1.59395386675929e-06,9.61013718288283e-06,"BraA03004847","AT3G51240","F3H","flavanone 3-hydroxylase","-","YES"
"BraA10002947",4.56659019846277,2.53913046187745,48.1390205929491,1.59811632436249e-06,9.62638178040772e-06,"BraA10002947","AT5G04830","AT5G04830","Nuclear transport factor 2 (NTF2) family protein","-","-"
"BraA09003522",3.77687205195983,9.59081029644648,48.0996364191225,1.60696790116503e-06,9.67007529358814e-06,"BraA09003522","AT1G32060","PRK","phosphoribulokinase","-","-"
"BraA10003178",-6.16243208676298,1.7722892149244,48.0560348922297,1.61683084881922e-06,9.71456671898406e-06,"BraA10003178","AT5G01490","CAX4","cation exchanger 4","-","-"
"BraA04000685",4.62446654824749,6.52410574076423,47.9829037645359,1.63352479629414e-06,9.80364080643958e-06,"BraA04000685","AT3G52960","AT3G52960","Thioredoxin superfamily protein","-","YES"
"BraA06002560",3.04671449583073,2.75532216242592,47.9132304248332,1.64960754689346e-06,9.8775587358887e-06,"BraA06002560","AT3G47690","EB1a","microtubule end binding protein EB1A","-","-"
"BraA07001074",-4.82478811822841,1.47093285150695,47.8802011930448,1.65729305278131e-06,9.91226281967566e-06,"BraA07001074","AT1G29270","AT1G29270","transcription factor bHLH35-like protein","-","-"
"BraA10001975",7.38015457573972,2.75014653535284,47.8149414412989,1.67259532800289e-06,9.99239183046827e-06,"BraA10001975","AT5G17870","PSRP6","plastid-specific 50S ribosomal protein 6","-","-"
"BraA02001831",8.03880544030737,2.26098471837647,47.8087676968775,1.67405106395093e-06,9.99729318494568e-06,"BraA02001831","AT1G65480","FT","PEBP (phosphatidylethanolamine-binding protein) family protein","-","YES"
"BraA05003247",3.83748831983018,4.92909185712758,47.719247712459,1.69531820404171e-06,1.0097474359879e-05,"BraA05003247","AT3G18890","Tic62","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA05002504",7.47834131914195,5.08635550983067,47.6546048049867,1.71086178087479e-06,1.01746488979009e-05,"BraA05002504","AT3G22740","HMT3","homocysteine S-methyltransferase 3","-","-"
"BraA01001042",3.22063965982848,3.40236622067004,47.582588748392,1.72836479092262e-06,1.02593543379699e-05,"BraA01001042","AT4G18220","AT4G18220","Drug/metabolite transporter superfamily protein","-","-"
"BraA03004417",3.35321358807357,5.49065079382565,47.5401079277011,1.73878260813348e-06,1.03076916767038e-05,"BraA03004417","AT3G25500","AFH1","formin homology 1","-","-"
"BraA05003937",3.08158809658136,5.596882015774,47.4098150043463,1.77117230555339e-06,1.0472687943011e-05,"BraA05003937","AT3G11700","FLA18","FASCICLIN-like arabinogalactan protein 18 precursor","-","-"
"BraA05003136",3.24632234484028,3.61568972601232,47.2971165902941,1.79972885442199e-06,1.06109154189526e-05,"BraA05003136","AT3G19180","PARC6","plastid division protein","-","-"
"BraA02002649",7.80341802974236,4.44157150792751,47.2911631281422,1.80125154540242e-06,1.06159154750758e-05,"BraA02002649","AT1G77760","NIA1","nitrate reductase 1","-","-"
"BraA09004118",4.71982573483176,5.21091682479615,47.0099897266024,1.87482096920771e-06,1.09632786218701e-05,"BraA09004118","AT1G69530","EXPA1","expansin A1","-","YES"
"BraA02001801",4.58840012839793,2.7237265945622,46.9702093183716,1.88549629863561e-06,1.10156462098395e-05,"BraA02001801","AT1G65090","AT1G65090","nucleolin","-","-"
"BraA08003254",6.63554686991601,4.2729927477462,55.1567556969608,1.88698611886806e-06,1.10156462098395e-05,"BraA08003254","AT1G19050","ARR7","response regulator 7","-","YES"
"BraA05001119",3.67541616114367,4.57042157283782,46.9522528109111,1.89033713031614e-06,1.10258712906662e-05,"BraA05001119","AT2G35130","AT2G35130","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA06001059",4.70462611608659,6.5873570618667,46.8254905774592,1.92490555007617e-06,1.11772375409589e-05,"BraA06001059","AT1G49010","AT1G49010","Duplicated homeodomain-like superfamily protein","YES","-"
"BraA08003977",4.49612964558072,3.91255479781524,46.8155983115854,1.92763257169034e-06,1.11848179012239e-05,"BraA08003977","AT1G03600","PSB27","photosystem II family protein","-","-"
"BraA03000490",-4.66812873756706,3.59841167641419,46.6041147581866,1.98697079899488e-06,1.14573002905766e-05,"BraA03000490","AT5G25400","AT5G25400","Nucleotide-sugar transporter family protein","-","-"
"BraA04001289",3.42636653079535,4.92708115049983,46.5976026812899,1.98882986171883e-06,1.14634728201086e-05,"BraA04001289","AT5G39720","AIG2L","avirulence induced protein 2 like protein","-","-"
"BraA10002112",7.8133873884919,2.60721749504944,46.5952630896052,1.98949823790776e-06,1.14634728201086e-05,"BraA10002112","AT5G16080","CXE17","carboxyesterase 17","-","-"
"BraA08003250",5.5685507676946,6.49148359941481,46.5445851273334,2.00403731932019e-06,1.15261444652129e-05,"BraA08003250","AT1G19150","Lhca6","PSI type II chlorophyll a/b-binding protein (Lhca2*1)","-","-"
"BraA04000722",3.92148342189449,4.91803497016326,46.4472750461373,2.03228657642634e-06,1.16581814373273e-05,"BraA04000722","AT3G52500","AT3G52500","Eukaryotic aspartyl protease family protein","-","-"
"BraA07002263",-3.25033907111717,5.60727338111801,46.4409667270638,2.03413308820391e-06,1.16608809748549e-05,"BraA07002263","AT3G61070","PEX11E","peroxin 11E","-","-"
"BraA07002502",6.11150330663602,3.18512110167322,46.2438412557604,2.09278277202317e-06,1.19232547793471e-05,"BraA07002502","AT1G78320","GSTU23","glutathione S-transferase TAU 23","-","-"
"BraA05004311",-3.04204464093821,5.76245421735492,46.193869239883,2.10794725778304e-06,1.19836192371654e-05,"BraA05004311","AT3G06860","MFP2","multifunctional protein 2","-","-"
"BraA03000862",3.08850413952291,2.90948111053748,46.1121961327764,2.13299501337207e-06,1.209542685781e-05,"BraA03000862","AT5G17770","CBR","NADH:cytochrome B5 reductase 1","-","-"
"BraA05001819",3.47616857318331,4.44143611374394,45.9785317392815,2.17470349774875e-06,1.2292074080666e-05,"BraA05001819","AT5G18475","AT5G18475","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA09006121",4.363026888892,2.60048646114914,45.9293197484868,2.19028690446588e-06,1.23623940920642e-05,"BraA09006121","AT1G17180","GSTU25","glutathione S-transferase TAU 25","-","-"
"BraA01002074",9.38576370287969,2.61473387307417,50.5872860114256,2.216873298898e-06,1.24945265871987e-05,"BraA01002074","AT4G28250","EXPB3","expansin B3","-","-"
"BraA05004316",3.54215985665763,2.78541661094142,45.7342235333162,2.25329710766426e-06,1.26771123654647e-05,"BraA05004316","AT3G06730","TRX z","Thioredoxin z","-","-"
"BraA07003361",5.38042595535305,2.50050331795508,45.7207952363121,2.2577074883392e-06,1.26973856456417e-05,"BraA07003361","AT1G70230","TBL27","TRICHOME BIREFRINGENCE-LIKE 27","-","-"
"BraA03004531",8.15345875089268,5.63258756510717,45.577735803105,2.30529336728065e-06,1.29234401238077e-05,"BraA03004531","AT2G15020","AT2G15020","hypothetical protein","-","-"
"BraA04002679",-3.16922500437702,4.71158802474969,45.573237967867,2.3068074272087e-06,1.29273225336738e-05,"BraA04002679","AT2G37110","AT2G37110","PLAC8 family protein","-","-"
"BraA09000117",3.48114134165703,8.57979123518449,45.4952023617637,2.33325222959151e-06,1.30476393336361e-05,"BraA09000117","AT4G00780","AT4G00780","TRAF-like family protein","-","-"
"BraA07003368",4.02946294660058,6.88931985207956,45.4889168301452,2.33539687799484e-06,1.30503569858405e-05,"BraA07003368","AT1G70370","PG2","polygalacturonase 2","-","-"
"BraA08003068",4.7126214690397,3.35423302407789,45.4690985570961,2.34217329069916e-06,1.30789350257069e-05,"BraA08003068","AT5G28010","AT5G28010","Polyketide cyclase/dehydrase and lipid transport superfamily protein","-","-"
"BraA09005856",9.85737182117408,3.17534785523645,50.1327912736675,2.3457662635958e-06,1.30943518708561e-05,"BraA09005856","AT2G21650","MEE3","Homeodomain-like superfamily protein","-","-"
"BraA05004268",3.03904854183212,5.25386667542058,45.4174184463433,2.35994703409638e-06,1.31688391945179e-05,"BraA05004268","AT3G07320","AT3G07320","O-Glycosyl hydrolases family 17 protein","-","-"
"BraA10000542",-3.3681393002187,3.43291625004186,45.4082524538766,2.36311499277252e-06,1.31818424410735e-05,"BraA10000542","AT1G06800","PLA-I{gamma}1","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA02004525",3.06052113085534,3.07887356681612,45.3812361683578,2.37247987998568e-06,1.32247054167391e-05,"BraA02004525","AT5G66850","MAPKKK5","mitogen-activated protein kinase kinase kinase 5","-","-"
"BraA03004879",-5.67487874965897,2.22695006532856,45.2318562393483,2.42501011994968e-06,1.34698055939034e-05,"BraA03004879","AT3G51910","HSFA7A","heat shock transcription factor A7A","YES","-"
"BraA05001582",4.51325329323111,5.5150603699217,44.998855448321,2.50954279094976e-06,1.389031493436e-05,"BraA05001582","AT2G29740","UGT71C2","UDP-glucosyl transferase 71C2","-","-"
"BraA03000591",-3.23208237242731,4.2850999576569,44.9329718430806,2.53403484960296e-06,1.39963399064065e-05,"BraA03000591","AT5G13180","NAC083","NAC domain containing protein 83","YES","YES"
"BraA09006302",-3.20535693163561,5.72573856454495,44.9155304279747,2.54056298631895e-06,1.40274733869175e-05,"BraA09006302","AT1G14200","AT1G14200","RING/U-box superfamily protein","-","-"
