"","logFC","logCPM","F","PValue","FDR","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA05004716",-6.1776584404494,10.8841763891982,73.9708475338056,7.57389795660168e-08,5.99511359381711e-07,"BraA05004716","AT3G01500","CA1","carbonic anhydrase 1","-","-"
"BraA06001821",-8.65824904821526,8.80140399792043,73.9203906962823,7.61234922430133e-08,6.01647048687121e-07,"BraA06001821","AT1G16410","CYP79F1","cytochrome p450 79f1","-","-"
"BraA09002580",-3.16539712616114,7.27860160591664,73.9075816927894,7.62214492533209e-08,6.02118838077439e-07,"BraA09002580","AT3G25920","RPL15","ribosomal protein L15","-","-"
"BraA09006039",-4.55459611372657,3.31120752676703,73.822429988679,7.68762144285482e-08,6.06682101428101e-07,"BraA09006039","AT1G18730","PnsB4","NDH dependent flow 6","-","-"
"BraA08002477",-4.52215434422034,4.69577765335686,73.7656237648256,7.73164897105893e-08,6.08630456271052e-07,"BraA08002477","AT2G21790","RNR1","ribonucleotide reductase 1","-","YES"
"BraA01003578",-3.6012430628768,5.27491655236768,73.5031484310984,7.93874587441502e-08,6.21822324936759e-07,"BraA01003578","AT3G19800","AT3G19800","E3 ubiquitin-protein ligase, putative (DUF177)","-","-"
"BraA04001893",10.5910176746882,3.53839186618598,73.4934194565271,7.94653959788788e-08,6.22123119962009e-07,"BraA04001893","AT2G25625","AT2G25625","histone deacetylase-like protein","-","-"
"BraA03005170",-3.02390945176168,3.8749853471344,73.4029597679247,8.01941322745733e-08,6.25959754698752e-07,"BraA03005170","AT4G18780","IRX1","cellulose synthase family protein","-","YES"
"BraA07000486",3.80611629165966,5.82012253125642,73.392110720152,8.02820282306075e-08,6.2630819092803e-07,"BraA07000486","AT2G15960","AT2G15960","stress-induced protein","-","-"
"BraA06002684",-3.5245999609631,4.98565049506386,73.3438876878606,8.06740134520456e-08,6.2876982450787e-07,"BraA06002684","AT3G46130","MYB48","myb domain protein 48","YES","-"
"BraA05002958",3.07834172085298,3.83262104061635,73.2087737507322,8.17836565180124e-08,6.3521600146468e-07,"BraA05002958","AT3G20660","42647","organic cation/carnitine transporter4","-","-"
"BraA07002386",-5.12483249513396,4.00499798693548,73.0236115854719,8.33319332962618e-08,6.4501293770289e-07,"BraA07002386","AT1G80050","APT2","adenine phosphoribosyl transferase 2","-","-"
"BraA06001524",-4.56268030829634,8.24150011596264,72.9832963295361,8.36733333792783e-08,6.47337057058173e-07,"BraA06001524","AT1G12090","ELP","extensin-like protein","-","-"
"BraA09004180",-3.61719643415613,4.66785053901551,72.7505151138798,8.56751926650779e-08,6.60079249658134e-07,"BraA09004180","AT1G24100","UGT74B1","UDP-glucosyl transferase 74B1","-","-"
"BraA06002779",-3.58753761902175,4.65286306984786,72.6634594944667,8.6437455392998e-08,6.64800586255845e-07,"BraA06002779","AT3G47070","AT3G47070","thylakoid soluble phosphoprotein","-","-"
"BraA09005457",10.1917980555827,1.70616497913771,89.5065292416132,8.71513175818501e-08,6.68655842744024e-07,"BraA09005457","AT3G62090","PIL2","phytochrome interacting factor 3-like 2","YES","YES"
"BraA07003625",-3.34241109628677,4.05796999756345,72.2046767143151,9.05809686767588e-08,6.92269122436851e-07,"BraA07003625","AT1G73630","AT1G73630","EF hand calcium-binding protein family","-","-"
"BraA07001729",-3.50742020892112,10.0741724149549,71.9541196132356,9.29366067462596e-08,7.07865655256119e-07,"BraA07001729","AT5G66570","PSBO1","PS II oxygen-evolving complex 1","-","YES"
"BraA10000990",-5.37819935647715,9.31983681846625,71.8218058766885,9.42079354872731e-08,7.16508493391846e-07,"BraA10000990","AT5G54270","LHCB3","light-harvesting chlorophyll B-binding protein 3","-","YES"
"BraA08000597",-4.04908180327973,7.83440557016888,71.7938295835657,9.44792083999952e-08,7.18224552358611e-07,"BraA08000597","AT4G13930","SHM4","serine hydroxymethyltransferase 4","-","-"
"BraA10000778",-3.54025452610596,6.55600057869007,71.7168013144369,9.52306043449002e-08,7.22481850617444e-07,"BraA10000778","AT5G51720","NEET","2 iron, 2 sulfur cluster binding protein","-","YES"
"BraA02000598",-3.35079825535359,4.57684561384702,71.7129037489355,9.52688002053379e-08,7.22481850617444e-07,"BraA02000598","AT5G14570","NRT2.7","high affinity nitrate transporter 2.7","-","-"
"BraA06004037",7.11596967433897,7.67508669349366,71.5265642709282,9.71149004784412e-08,7.34358517024868e-07,"BraA06004037","AT5G48180","NSP5","nitrile specifier protein 5","-","-"
"BraA07000632",-3.14175134696251,3.20796007575349,71.4878447850461,9.75034623139079e-08,7.36212644263404e-07,"BraA07000632","AT2G05940","RIPK","Protein kinase superfamily protein","-","-"
"BraA03003037",-7.88225145022513,6.34699657080417,71.4868681131462,9.75132857936721e-08,7.36212644263404e-07,"BraA03003037","AT4G03050","AOP3","2-oxoglutarate-dependent dioxygenase","-","-"
"BraA06003101",-4.18043943224061,6.58891139235088,71.4822815628853,9.75594325409126e-08,7.36212644263404e-07,"BraA06003101","AT5G63310","NDPK2","nucleoside diphosphate kinase 2","-","-"
"BraA10000876",-4.53203620861272,4.79130384730771,71.4661778135367,9.77216495096864e-08,7.36822173782667e-07,"BraA10000876","AT5G52910","ATIM","timeless family protein","-","-"
"BraA07003368",-4.47746457939988,6.88931985207956,71.4538890084684,9.7845638959527e-08,7.37050729855011e-07,"BraA07003368","AT1G70370","PG2","polygalacturonase 2","-","-"
"BraA06000665",-4.38864315720743,8.47271161163427,71.3429705948756,9.89726965029514e-08,7.4411579176801e-07,"BraA06000665","AT1G55670","PSAG","photosystem I subunit G","-","-"
"BraA01000387",-5.17912496058418,8.3908967947208,71.1514948092181,1.00952364551123e-07,7.5647618228298e-07,"BraA01000387","AT4G34710","ADC2","arginine decarboxylase 2","-","YES"
"BraA06001340",-3.99575456793379,2.84925320902477,71.1514122862144,1.00953227172996e-07,7.5647618228298e-07,"BraA06001340","AT1G09890","AT1G09890","Rhamnogalacturonate lyase family protein","-","-"
"BraA03003761",3.53212521239618,3.36676665346235,70.9891358538864,1.02665450159689e-07,7.66750604514887e-07,"BraA03003761","AT3G11930","AT3G11930","Adenine nucleotide alpha hydrolases-like superfamily protein","-","-"
"BraA04000177",-4.48606442847689,4.46293426817858,70.9456637384533,1.03129591353327e-07,7.69486604806049e-07,"BraA04000177","AT2G28580","AT2G28580","transmembrane protein, putative (DUF247)","-","-"
"BraA03003597",-5.28233603660524,6.05163137948632,70.7808010200515,1.04911067996054e-07,7.80927420050095e-07,"BraA03003597","AT3G10050","OMR1","L-O-methylthreonine resistant 1","-","-"
"BraA07002315",7.55637498995011,1.68563264794819,80.2947141926632,1.0648182476337e-07,7.90749407492396e-07,"BraA07002315","AT3G62090","PIL2","phytochrome interacting factor 3-like 2","YES","YES"
"BraA06000573",-4.09031614105429,3.03800463673067,70.5377532585258,1.07600000636651e-07,7.96869832272811e-07,"BraA06000573",NA,NA,NA,NA,NA
"BraA03003342",-4.55812201860153,7.84477914367322,70.5095348684828,1.07917115140039e-07,7.98769390330974e-07,"BraA03003342","AT3G03780","MS2","methionine synthase 2","-","-"
"BraA03005407",-4.28403814859932,2.62727878860408,70.4472708076911,1.08620505400218e-07,8.03597683581487e-07,"BraA03005407",NA,NA,NA,NA,NA
"BraA09001847",3.30729566934319,6.02861232262831,70.3343320391364,1.09909381833069e-07,8.1143931677466e-07,"BraA09001847","AT1G59730","TH7","thioredoxin H-type 7","-","-"
"BraA01002018",-3.47691816674501,4.34508880127669,70.1503961799594,1.12044971549714e-07,8.24186287255369e-07,"BraA01002018","AT1G56330","SAR1B","secretion-associated RAS 1B","-","-"
"BraA02002022",-3.96251223501158,4.51374294528306,70.1470448455152,1.12084306985669e-07,8.24186287255369e-07,"BraA02002022","AT1G68570","AT1G68570","Major facilitator superfamily protein","-","-"
"BraA01001854",-6.10302488073213,3.4220488854879,69.990544938237,1.13938362497924e-07,8.35088063468716e-07,"BraA01001854","AT4G26790","AT4G26790","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA03002875",-4.54525511743684,7.68704314248921,69.7431847907821,1.16938639699572e-07,8.55484162860281e-07,"BraA03002875","AT4G10340","LHCB5","light harvesting complex of photosystem II 5","-","YES"
"BraA03005107",3.49802017125717,6.61791281878553,69.7266570588996,1.17142210106469e-07,8.55779859905009e-07,"BraA03005107","AT4G17900","AT4G17900","PLATZ transcription factor family protein","-","-"
"BraA09005049",-3.49895388687823,8.83788271472971,69.681347833194,1.17702298743585e-07,8.59472562890513e-07,"BraA09005049","AT3G56930","AT3G56930","DHHC-type zinc finger family protein","-","-"
"BraA07000882",-6.9155947037418,2.63280183244966,69.6359740686512,1.18266164562844e-07,8.6318940888725e-07,"BraA07000882","AT3G23740","AT3G23740","hypothetical protein","-","-"
"BraA01003619",5.15978071320498,3.00956899689203,69.5953030463756,1.18774137061618e-07,8.6609352215089e-07,"BraA01003619","AT3G19390","AT3G19390","Granulin repeat cysteine protease family protein","-","-"
"BraA10000777",-3.17540913863191,2.81535292795455,69.5872568071276,1.18874919486004e-07,8.66426925906323e-07,"BraA10000777","AT5G51700","PBS2","cysteine and histidine-rich domain-containing protein RAR1","-","-"
"BraA03004437",-4.24449892570275,3.4698297104211,69.5485810157639,1.19360675622732e-07,8.69564625740423e-07,"BraA03004437","AT2G04780","FLA7","FASCICLIN-like arabinoogalactan 7","-","-"
"BraA10001458",-6.16439218131772,5.13282420456806,69.5173242531026,1.19754860514517e-07,8.71629271533967e-07,"BraA10001458","AT3G62030","ROC4","rotamase CYP 4","-","YES"
"BraA08003979",-3.38289519704885,3.54085128564974,69.5060204042286,1.19897770948093e-07,8.71932915107654e-07,"BraA08003979","AT1G03600","PSB27","photosystem II family protein","-","-"
"BraA03004417",-3.53947811157133,5.49065079382565,69.4921309779943,1.2007362906954e-07,8.71932915107654e-07,"BraA03004417","AT3G25500","AFH1","formin homology 1","-","-"
"BraA02001487",3.47107064036396,3.04794388859219,69.2994817763022,1.22542565876487e-07,8.84149388643924e-07,"BraA02001487","AT5G54730","G18F","yeast autophagy 18 F-like protein","-","-"
"BraA05000363",-4.56670025041117,8.43226581994396,69.2815621808808,1.2277506668238e-07,8.85420920858811e-07,"BraA05000363","AT2G42190","AT2G42190","rho GTPase-activating gacO-like protein","-","-"
"BraA01000042",-3.38720635906255,5.2580221067894,69.0943034167053,1.25234191169423e-07,8.99516923495412e-07,"BraA01000042","AT4G39350","CESA2","cellulose synthase A2","-","-"
"BraA07001730",-3.33179572016047,3.0511138198721,68.9683332652082,1.26919195076318e-07,9.09058012617632e-07,"BraA07001730","AT5G66560","AT5G66560","Phototropic-responsive NPH3 family protein","-","-"
"BraA09005771",-3.17971595778656,4.18904127523842,68.513850494513,1.33210888416062e-07,9.4594157947435e-07,"BraA09005771","AT2G23000","scpl10","serine carboxypeptidase-like 10","-","-"
"BraA03005014",3.53894731998907,4.54213038928743,68.4002063222525,1.34837713048005e-07,9.55338249672853e-07,"BraA03005014","AT4G16520","ATG8F","Ubiquitin-like superfamily protein","-","-"
"BraA06001196",-5.09830356233834,4.91151249906367,68.382404564768,1.35094537963141e-07,9.55866748825531e-07,"BraA06001196","AT3G50685","AT3G50685","anti-muellerian hormone type-2 receptor","-","-"
"BraA02000080",-6.0405697690651,3.4749537700132,68.3572590682132,1.35458235925326e-07,9.58009348548729e-07,"BraA02000080","AT5G02890","AT5G02890","HXXXD-type acyl-transferase family protein","-","-"
"BraA05003073",-6.90049456785281,6.25620934029638,68.344630659645,1.35641299695456e-07,9.58554998245023e-07,"BraA05003073","AT3G19710","BCAT4","branched-chain aminotransferase4","-","-"
"BraA07000277",-3.28903335728846,6.47951834528287,68.3411752582712,1.35691437661183e-07,9.58554998245023e-07,"BraA07000277","AT2G17972","AT2G17972","transmembrane protein","-","-"
"BraA03000719",-4.82212791768169,2.64626938992342,68.2846245063936,1.36514919744273e-07,9.61593006757335e-07,"BraA03000719","AT5G15430","AT5G15430","Plant calmodulin-binding protein-like protein","-","-"
"BraA08003254",-11.3343440356445,4.2729927477462,83.5327912725297,1.37144262796623e-07,9.65161949627758e-07,"BraA08003254","AT1G19050","ARR7","response regulator 7","-","YES"
"BraA02002695",-3.2714579017805,5.37353581022531,68.1365555475715,1.38697465052589e-07,9.73480512965004e-07,"BraA02002695","AT1G78630","emb1473","Ribosomal protein L13 family protein","-","-"
"BraA05001005",-6.78736350715828,6.385452007846,68.1184060344503,1.38967643358515e-07,9.74941968742573e-07,"BraA05001005","AT2G36885","AT2G36885","translation initiation factor","-","-"
"BraA09000246",-7.68610936141752,7.25692031695019,67.940626091597,1.41645220711607e-07,9.90635196941269e-07,"BraA09000246","AT4G03070","AOP1","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","-","-"
"BraA07003960",-3.76300799744486,6.57826206842642,67.8345017579274,1.43270837057483e-07,1.00067016952355e-06,"BraA07003960","AT1G77580","AT1G77580","filament-like protein (DUF869)","-","-"
"BraA07001074",5.37792874183201,1.47093285150695,67.7706221177827,1.44259322703299e-07,1.00712719700937e-06,"BraA07001074","AT1G29270","AT1G29270","transcription factor bHLH35-like protein","-","-"
"BraA05000722",-3.24267142427691,2.99742928054523,67.6880343756203,1.45548535379221e-07,1.01432761413969e-06,"BraA05000722","AT2G46090","LCBK2","Diacylglycerol kinase family protein","-","-"
"BraA02000089",-4.20592281014511,4.42875084084866,67.473924604731,1.48950774919395e-07,1.03602296532051e-06,"BraA02000089","AT5G03120","AT5G03120","transmembrane protein","-","-"
"BraA06001282",-4.40189915144491,4.47408808474516,67.4714352192067,1.48990847135251e-07,1.03602296532051e-06,"BraA06001282","AT1G09340","CRB","chloroplast RNA binding protein","-","YES"
"BraA09001586",-3.50427044483583,5.97551786612617,67.3939505804916,1.50244136240652e-07,1.04381533239863e-06,"BraA09001586","AT1G64680","AT1G64680","beta-carotene isomerase D27","-","-"
"BraA10002324",-6.42269812057952,3.00382500356139,67.3264466596057,1.51345530095656e-07,1.04818057491955e-06,"BraA10002324","AT5G13140","AT5G13140","Pollen Ole e 1 allergen and extensin family protein","-","-"
"BraA02000842",-3.06142263792174,3.46742531503867,67.1424328880348,1.54393668549026e-07,1.06512002116943e-06,"BraA02000842","AT5G18430","AT5G18430","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA08000995",-3.08421996358161,6.1023604401843,66.9636681367766,1.57420221022995e-07,1.08173126550998e-06,"BraA08000995","AT5G40850","UPM1","urophorphyrin methylase 1","-","-"
"BraA03002521",-3.7188302420278,3.77196429750544,66.9349137741339,1.57913161544893e-07,1.08464491927998e-06,"BraA03002521","AT2G45790","PMM","phosphomannomutase","-","-"
"BraA05001996",-3.11771385697634,7.60901508103019,66.9155588902475,1.58245929740818e-07,1.0850361439658e-06,"BraA05001996","AT1G50010","TUA2","tubulin alpha-2 chain","-","YES"
"BraSca000243",-4.47566652948907,6.63014680933447,66.8899657925893,1.58687146771928e-07,1.08711403639663e-06,"BraSca000243","AT5G23960","TPS21","terpene synthase 21","-","-"
"BraA07002692",-3.91468960337112,6.78540241381833,66.7998165969204,1.60252197829744e-07,1.09640373262993e-06,"BraA07002692","AT1G73885","AT1G73885","AT-rich interactive domain protein","-","-"
"BraA09003973",3.6526023361179,4.85111085492543,66.7952165276061,1.60332516187192e-07,1.09647652095682e-06,"BraA09003973","AT1G27300","AT1G27300","transmembrane protein","-","-"
"BraA01004719",-4.72688624727015,3.12833727095984,66.7839244637112,1.60529867915637e-07,1.09734926217222e-06,"BraA01004719","AT3G02660","EMB2768","Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial","-","-"
"BraA06002500",10.6581071300689,3.00587776469489,66.7416486642978,1.61271120551332e-07,1.10145935459885e-06,"BraA06002500","AT3G48340","CEP2","Cysteine proteinases superfamily protein","-","-"
"BraA03000591",3.53650856502784,4.2850999576569,66.7200177014019,1.61651860320214e-07,1.10310220034644e-06,"BraA03000591","AT5G13180","NAC083","NAC domain containing protein 83","YES","YES"
"BraA01003250",-5.70666684188255,7.85348004133195,66.6870258945913,1.62234491482924e-07,1.10659816123766e-06,"BraA01003250","AT3G23810","SAHH2","S-adenosyl-l-homocysteine (SAH) hydrolase 2","-","YES"
"BraA10001847",-4.38837819134533,9.20328372950195,66.5320072055467,1.65003481099156e-07,1.1240237136694e-06,"BraA10001847","AT5G19220","APL1","ADP glucose pyrophosphorylase large subunit 1","-","-"
"BraA02001722",-3.35720941223746,4.80203327283705,66.5162975084531,1.65287006232188e-07,1.12449473846507e-06,"BraA02001722","AT5G51550","EXL3","EXORDIUM like 3","-","YES"
"BraA05002387",5.34811167087139,3.50169824491453,66.5075680896031,1.65444786477393e-07,1.12508174589812e-06,"BraA05002387","AT1G32350","AOX1D","alternative oxidase 1D","-","-"
"BraA10002904",6.52383836453954,2.18746297885076,66.4330234787815,1.6679897410844e-07,1.13315193532379e-06,"BraA10002904","AT5G09570","AT5G09570","Cox19-like CHCH family protein","-","-"
"BraA04000740",-4.60948393540021,3.9591066784936,66.430362031902,1.66847549195807e-07,1.13315193532379e-06,"BraA04000740","AT3G52370","FLA15","FASCICLIN-like arabinogalactan protein 15 precursor","-","-"
"BraA02000474",-4.56209687267334,2.955868366052,66.413830900315,1.6714961699378e-07,1.13466203774937e-06,"BraA02000474","AT5G12270","AT5G12270","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","-","-"
"BraA08002654",3.1595692631351,6.78724555359194,66.3585070086929,1.68164954066575e-07,1.14013085617907e-06,"BraA08002654","AT3G45300","IVD","isovaleryl-CoA-dehydrogenase","-","-"
"BraA09000227",-3.56526610714914,2.48881683416831,66.271401019788,1.69777474561097e-07,1.14908315685739e-06,"BraA09000227","AT4G02740","AT4G02740","F-box/RNI-like superfamily protein","-","-"
"BraA02004236",-7.68876162044886,8.44647974341567,66.190824330328,1.71284411880515e-07,1.15629837209429e-06,"BraA02004236","AT5G23010","MAM1","methylthioalkylmalate synthase 1","-","YES"
"BraA07001523",5.88754338069695,4.72309336885792,65.9905176157761,1.75095245361891e-07,1.17597045711255e-06,"BraA07001523","AT1G21000","AT1G21000","PLATZ transcription factor family protein","-","-"
"BraA05000316",4.92027628532775,3.65179563660536,65.6821335163363,1.8114752086107e-07,1.20929169749732e-06,"BraA05000316","AT2G41640","AT2G41640","Glycosyltransferase family 61 protein","-","-"
"BraA08002236",-3.84381381296794,4.00620349118271,65.6081329942554,1.82634139365279e-07,1.21673616301949e-06,"BraA08002236","AT4G25140","OLEO1","oleosin 1","-","-"
"BraA04003325",-3.37650566069226,3.36911608071462,65.4608978082574,1.85632424555738e-07,1.23253663831607e-06,"BraA04003325","AT4G22100","BGLU3","beta glucosidase 2","-","-"
"BraA08003740",3.1371065222947,4.77768361487608,65.3717002710707,1.87475381862993e-07,1.24113539308635e-06,"BraA08003740","AT1G08800","AT1G08800","myosin-binding protein (Protein of unknown function, DUF593)","-","-"
"BraA07002578",3.48808992102953,3.86128055069101,65.3714977124389,1.87479590071572e-07,1.24113539308635e-06,"BraA07002578","AT1G76590","AT1G76590","PLATZ transcription factor family protein","-","-"
"BraA08002418",3.28938447025489,5.861392850166,65.3205003528643,1.88542416415176e-07,1.2460745336872e-06,"BraA08002418","AT4G38060","AT4G38060","hypothetical protein","-","-"
"BraA09000345",-3.1506941617201,12.7638729627653,65.1781221169273,1.91545252676001e-07,1.26273820532449e-06,"BraA09000345","AT3G27690","LHCB2.3","photosystem II light harvesting complex protein 2.3","-","-"
"BraA03001644",-3.05821503176313,2.75065121827705,65.1438854559556,1.92275212838562e-07,1.26664419070523e-06,"BraA03001644","AT5G51100","FSD2","Fe superoxide dismutase 2","-","-"
"BraA06004704",3.84001442366873,3.17681795673559,65.0845392839453,1.93547857397316e-07,1.27220930827242e-06,"BraA06004704","AT5G46250","LARP6a","RNA-binding protein","-","-"
"BraA10002536",-5.86108914505284,6.45051101617918,65.0402482358349,1.94503744826578e-07,1.27635985345748e-06,"BraA10002536","AT5G10250","DOT3","Phototropic-responsive NPH3 family protein","-","YES"
"BraA10002124",-3.37084402277669,7.30998261788038,64.9948059588505,1.95489925842631e-07,1.28069503457937e-06,"BraA10002124","AT5G15900","TBL19","TRICHOME BIREFRINGENCE-LIKE 19","-","-"
"BraA03001714",-7.03294866244864,2.62954162792553,73.3943118787118,1.96134902696188e-07,1.28331760034395e-06,"BraA03001714","AT2G30540","AT2G30540","Thioredoxin superfamily protein","-","-"
"BraA03000691",-3.6486852963879,5.38991310848128,64.9580808144093,1.96290983718539e-07,1.28380503732125e-06,"BraA03000691","AT5G14910","AT5G14910","Heavy metal transport/detoxification superfamily protein","-","-"
"BraA08001010",4.06560551714643,5.73391924330381,64.8235704037197,1.99256211959732e-07,1.29995677918671e-06,"BraA08001010","AT5G40690","AT5G40690","histone-lysine N-methyltransferase trithorax-like protein","-","-"
"BraA06001727",-3.63280787964826,3.78195249306034,64.7961950810726,1.99865757823523e-07,1.3028531752738e-06,"BraA06001727","AT1G15390","PDF1A","peptide deformylase 1A","-","-"
"BraA09003862",-4.60493756148414,2.60985258656023,64.6463201126722,2.03239802994603e-07,1.32156261980292e-06,"BraA09003862","AT1G28580","AT1G28580","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA04003311",4.45640141426054,8.90519183061932,64.6388828865914,2.03408871201598e-07,1.32211565354331e-06,"BraA04003311","AT2G46800","ZAT","zinc transporter","-","-"
"BraA09001671",-4.61548587346909,6.31396158212525,64.5639694719156,2.05120585918274e-07,1.33154770907159e-06,"BraA09001671","AT1G62540","FMO GS-OX2","flavin-monooxygenase glucosinolate S-oxygenase 2","-","-"
"BraA07002194",-3.86466148175949,7.72085148481942,64.5605866235145,2.05198257745578e-07,1.33154770907159e-06,"BraA07002194","AT3G59400","GUN4","protein GENOMES UNCOUPLED 4","-","YES"
"BraA04000722",-3.65615705919285,4.91803497016326,64.4749043315619,2.07176487788038e-07,1.34327532419966e-06,"BraA04000722","AT3G52500","AT3G52500","Eukaryotic aspartyl protease family protein","-","-"
"BraA08000973",-5.64871683747476,3.14801400927491,64.3192714037574,2.10824097486152e-07,1.36523785927658e-06,"BraA08000973","AT5G41050","AT5G41050","Pollen Ole e 1 allergen and extensin family protein","-","-"
"BraA03002149",-3.49390686512431,6.4416419450673,64.3107878031966,2.11024968201481e-07,1.36570694706083e-06,"BraA03002149","AT2G38780","AT2G38780","cytochrome C oxidase subunit","-","-"
"BraA03003549",-3.03433668645063,6.93872151412164,64.3088823928455,2.11070112814688e-07,1.36570694706083e-06,"BraA03003549","AT3G07390","AIR12","auxin-induced in root cultures-like protein","-","-"
"BraA07000956",-5.45695704726868,8.21662148025164,64.2420566622568,2.1266020441708e-07,1.37433713477887e-06,"BraA07000956","AT1G31330","PSAF","photosystem I subunit F","-","YES"
"BraA07001929",-4.24058890847825,9.28855153016116,64.2381631678585,2.12753257519148e-07,1.37433713477887e-06,"BraA07001929","AT2G28900","OEP16-1","outer plastid envelope protein 16-1","-","-"
"BraA06004390",-5.26877149869778,5.3853219600164,64.1762090861858,2.14240033508882e-07,1.38337347857849e-06,"BraA06004390","AT2G03980","AT2G03980","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA08002068",-5.06842052229817,3.68560447131058,64.0886204935254,2.16361697531292e-07,1.39592770494154e-06,"BraA08002068","AT3G13520","AGP12","arabinogalactan protein 12","-","-"
"BraA01001223",4.29127600747267,5.72753387059963,64.0263947263822,2.17883160972238e-07,1.40459214299842e-06,"BraA01001223","AT4G20320","AT4G20320","CTP synthase family protein","-","-"
"BraA08002396",7.26770564522011,1.86453393065147,64.0029487779247,2.18459507097202e-07,1.40725831588118e-06,"BraA08002396","AT4G37770","ACS8","1-amino-cyclopropane-1-carboxylate synthase 8","-","-"
"BraA03003422",-3.43446760787652,3.90904083660606,64.0022950365602,2.18475601531376e-07,1.40725831588118e-06,"BraA03003422","AT3G05625","AT3G05625","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA07003165",5.62032029220334,3.79992054933151,63.9352153848077,2.2013404833101e-07,1.41363079063461e-06,"BraA07003165","AT1G67920","AT1G67920","hypothetical protein","-","-"
"BraA06001836",-3.25292209723847,3.41979836033148,63.8745783509021,2.21645238936896e-07,1.42132659954961e-06,"BraA06001836","AT1G16520","AT1G16520","interactor of constitutive active ROPs protein","-","-"
"BraA01000203",8.17460130180042,2.81502543406482,63.6987312425847,2.26093179222837e-07,1.4462610846547e-06,"BraA01000203","AT4G37150","MES9","methyl esterase 9","-","-"
"BraA07001973",-3.85898923691296,10.6567720731128,63.5597812905769,2.29677919403144e-07,1.46630958785098e-06,"BraA07001973","AT3G54890","LHCA1","chlorophyll a-b binding protein 6","-","YES"
"BraA04001183",-4.35322520230707,3.45629554580554,63.5556124141058,2.29786441512488e-07,1.46630958785098e-06,"BraA04001183","AT5G38530","TSBtype2","tryptophan synthase beta type 2","-","-"
"BraA05002355",-3.21471489785378,3.40845217988531,63.4678722010883,2.3208370336192e-07,1.47916936253672e-06,"BraA05002355","AT1G32540","LOL1","lsd one like 1","YES","-"
"BraA06004133",-3.50357739084642,3.93031392480101,63.2483959709929,2.37942563823895e-07,1.51344550700599e-06,"BraA06004133","AT5G48600","SMC3","structural maintenance of chromosome 3","-","YES"
"BraA06002079",7.4748913874565,2.73957787586294,63.2411748145699,2.3813809982781e-07,1.51407722783451e-06,"BraA06002079","AT1G19200","AT1G19200","cyclin-dependent kinase, putative (DUF581)","-","-"
"BraA02000422",-4.95130419921552,5.31936951615451,63.1982233805646,2.39304838777989e-07,1.51997039152526e-06,"BraA02000422","AT5G11420","AT5G11420","transmembrane protein, putative (Protein of unknown function, DUF642)","-","-"
"BraA03003544",-4.20082495491377,2.76061119873835,63.1963905101612,2.39354768060473e-07,1.51997039152526e-06,"BraA03003544","AT3G07320","AT3G07320","O-Glycosyl hydrolases family 17 protein","-","-"
"BraA05001183",-4.55602359633982,9.4086820655192,63.1431759999785,2.40809438357383e-07,1.52674348186615e-06,"BraA05001183","AT2G34430","LHB1B1","light-harvesting chlorophyll-protein complex II subunit B1","-","YES"
"BraA02000741",3.0288910676652,3.74489880976143,63.1189274028779,2.41475548772505e-07,1.52973399174079e-06,"BraA02000741","AT1G20850","XCP2","xylem cysteine peptidase 2","-","YES"
"BraSca000614",-5.46387550541459,3.54276108064201,63.0995362256225,2.42009696977704e-07,1.53188438923619e-06,"BraSca000614","AT1G44900","MCM2","minichromosome maintenance (MCM2/3/5) family protein","-","-"
"BraA05003665",-3.44968685662916,3.1690820615446,62.9609668617205,2.4586510279821e-07,1.55254143564713e-06,"BraA05003665","AT3G14450","CID9","CTC-interacting domain 9","-","-"
"BraA01000675",-5.90767266371097,5.61815495583235,62.8755377492941,2.4827592805648e-07,1.5665248894012e-06,"BraA01000675","AT1G77520","AT1G77520","O-methyltransferase family protein","-","-"
"BraA02003025",-3.58532134661301,6.9476444121643,62.6674731593239,2.54258043389048e-07,1.59733216776999e-06,"BraA02003025","AT4G04540","CRK39","cysteine-rich RLK (RECEPTOR-like protein kinase) 39","-","-"
"BraA09001740",-3.37813061729291,4.62689774927941,62.6115178084704,2.55893998453203e-07,1.60556138742408e-06,"BraA09001740","AT3G15870","AT3G15870","Fatty acid desaturase family protein","-","-"
"BraA10001335",3.19086511291298,3.95030604274827,62.5874358514201,2.56601670172949e-07,1.60871867802451e-06,"BraA10001335","AT5G57910","AT5G57910","ribosomal RNA small subunit methyltransferase G","-","-"
"BraA05001380",5.38831710340958,7.1292551728631,62.5619499360206,2.57352964758876e-07,1.61278624191385e-06,"BraA05001380","AT2G32150","AT2G32150","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
